"issue_key","concatSprintCount","sp_sprint","concatCreateCount","firststorypoints","wordsDiff","sp_diff"
"MULE-15510",176,2.0,176,2.0,0,0.0
"MULE-15508",15,5.0,15,"5.0",0,0.0
"MULE-15505",153,4.0,153,"4.0",0,0.0
"MULE-15502",31,3.0,31,3.0,0,0.0
"MULE-15501",25,16.0,25,16.0,0,0.0
"MULE-15500",10,5.0,10,5.0,0,0.0
"MULE-15499",34,8.0,34,8.0,0,0.0
"MULE-15498",41,8.0,41,"8.0",0,0.0
"MULE-15497",54,8.0,40,8.0,14,0.0
"MULE-15494",177,8.0,177,8.0,0,0.0
"MULE-15492",35,3.0,35,3.0,0,0.0
"MULE-15488",273,1.0,273,1.0,0,0.0
"MULE-15485",9,24.0,9,"24.0",0,0.0
"MULE-15484",49,2.0,49,2.0,0,0.0
"MULE-15483",438,4.0,438,"4.0",0,0.0
"MULE-15481",58,4.0,58,4.0,0,0.0
"MULE-15480",77,4.0,77,4.0,0,0.0
"MULE-15479",14,1.0,14,1.0,0,0.0
"MULE-15477",12,1.0,12,1.0,0,0.0
"MULE-15471",22,16.0,22,"16.0",0,0.0
"MULE-15466",75,3.0,75,3.0,0,0.0
"MULE-15461",17,1.0,17,1.0,0,0.0
"MULE-15460",49,8.0,49,"8.0",0,0.0
"MULE-15458",30,3.0,30,"3.0",0,0.0
"MULE-15457",16,8.0,16,8.0,0,0.0
"MULE-15455",23,1.0,23,1.0,0,0.0
"MULE-15450",13,8.0,13,8.0,0,0.0
"MULE-15441",55,4.0,55,4.0,0,0.0
"MULE-15434",14,5.0,14,5.0,0,0.0
"MULE-15431",7,1.0,7,1.0,0,0.0
"MULE-15430",20,5.0,20,5.0,0,0.0
"MULE-15428",14,1.0,14,1.0,0,0.0
"MULE-15427",29,8.0,29,8.0,0,0.0
"MULE-15424",102,4.0,102,4.0,0,0.0
"MULE-15423",69,3.0,69,3.0,0,0.0
"MULE-15422",16,4.0,16,"4.0",0,0.0
"MULE-15421",114,5.0,110,5.0,4,0.0
"MULE-15419",21,1.0,21,1.0,0,0.0
"MULE-15418",29,1.0,29,1.0,0,0.0
"MULE-15413",29,4.0,29,4.0,0,0.0
"MULE-15412",10,1.0,10,1.0,0,0.0
"MULE-15409",46,5.0,43,5.0,3,0.0
"MULE-15403",146,2.0,145,2.0,1,0.0
"MULE-15401",64,2.0,85,"0.0",-21,2.0
"MULE-15400",103,8.0,225,"16.0",-122,-8.0
"MULE-15399",95,8.0,225,"16.0",-130,-8.0
"MULE-15398",123,8.0,226,"16.0",-103,-8.0
"MULE-15397",103,4.0,225,"16.0",-122,-12.0
"MULE-15395",43,8.0,43,8.0,0,0.0
"MULE-15393",28,4.0,28,4.0,0,0.0
"MULE-15392",38,1.0,38,1.0,0,0.0
"MULE-15390",59,1.0,59,1.0,0,0.0
"MULE-15389",18,1.0,18,1.0,0,0.0
"MULE-15386",20,8.0,20,8.0,0,0.0
"MULE-15385",13,8.0,40,8.0,-27,0.0
"MULE-15383",54,16.0,54,"16.0",0,0.0
"MULE-15381",32,2.0,32,2.0,0,0.0
"MULE-15379",20,8.0,35,8.0,-15,0.0
"MULE-15378",39,13.0,39,13.0,0,0.0
"MULE-15375",13,4.0,13,4.0,0,0.0
"MULE-15374",63,1.0,63,1.0,0,0.0
"MULE-15371",14,2.0,14,2.0,0,0.0
"MULE-15365",13,4.0,13,4.0,0,0.0
"MULE-15364",11,4.0,11,4.0,0,0.0
"MULE-15363",16,8.0,16,"8.0",0,0.0
"MULE-15362",38,8.0,38,8.0,0,0.0
"MULE-15361",13,3.0,13,3.0,0,0.0
"MULE-15359",54,4.0,54,4.0,0,0.0
"MULE-15355",19,1.0,19,1.0,0,0.0
"MULE-15354",19,3.0,19,3.0,0,0.0
"MULE-15351",24,1.0,24,1.0,0,0.0
"MULE-15348",10,4.0,10,4.0,0,0.0
"MULE-15339",20,1.0,20,1.0,0,0.0
"MULE-15336",18,1.0,18,1.0,0,0.0
"MULE-15333",11,8.0,11,"8.0",0,0.0
"MULE-15328",15,2.0,15,2.0,0,0.0
"MULE-15326",45,8.0,45,8.0,0,0.0
"MULE-15324",36,5.0,36,5.0,0,0.0
"MULE-15321",450,2.0,450,2.0,0,0.0
"MULE-15320",24,3.0,24,3.0,0,0.0
"MULE-15317",41,2.0,41,2.0,0,0.0
"MULE-15312",123,1.0,123,1.0,0,0.0
"MULE-15310",15,1.0,15,"1.0",0,0.0
"MULE-15309",1240,1.0,1240,1.0,0,0.0
"MULE-15303",189,2.0,189,2.0,0,0.0
"MULE-15301",30,5.0,30,5.0,0,0.0
"MULE-15298",36,4.0,25,4.0,11,0.0
