"issue_key","concatSprintCount","sp_sprint","concatCreateCount","firststorypoints","wordsDiff","sp_diff"
"TISTUD-7316",63,2.0,63,2.0,0,0.0
"TISTUD-7314",26,5.0,26,"5.0",0,0.0
"TISTUD-7313",16,3.0,16,3.0,0,0.0
"TISTUD-7301",78,5.0,78,5.0,0,0.0
"TISTUD-7295",63,5.0,63,5.0,0,0.0
"TISTUD-7292",49,5.0,38,5.0,11,0.0
"TISTUD-7289",62,5.0,62,5.0,0,0.0
"TISTUD-7284",55,3.0,55,3.0,0,0.0
"TISTUD-7283",54,3.0,54,3.0,0,0.0
"TISTUD-7282",86,3.0,85,3.0,1,0.0
"TISTUD-7261",66,5.0,66,5.0,0,0.0
"TISTUD-7253",112,5.0,112,5.0,0,0.0
"TISTUD-7252",125,5.0,125,5.0,0,0.0
"TISTUD-7251",177,8.0,171,8.0,6,0.0
"TISTUD-7249",19,5.0,19,5.0,0,0.0
"TISTUD-7244",85,5.0,85,5.0,0,0.0
"TISTUD-7243",66,5.0,66,5.0,0,0.0
"TISTUD-7234",37,8.0,36,8.0,1,0.0
"TISTUD-7233",52,8.0,52,8.0,0,0.0
"TISTUD-7232",72,5.0,72,5.0,0,0.0
"TISTUD-7231",146,5.0,146,5.0,0,0.0
