"issue_key","concatSprintCount","sp_sprint","concatCreateCount","firststorypoints","wordsDiff","sp_diff"
"MESOS-8447",0,-1.0,0,1.0,0,-2.0
"MESOS-8446",47,1.0,47,1.0,0,0.0
"MESOS-8445",43,3.0,43,3.0,0,0.0
"MESOS-8444",265,2.0,269,2.0,-4,0.0
"MESOS-8442",52,-1.0,52,1.0,0,-2.0
"MESOS-8429",51,3.0,51,3.0,0,0.0
"MESOS-8427",16,2.0,16,2.0,0,0.0
"MESOS-8426",17,2.0,17,2.0,0,0.0
"MESOS-8424",32,3.0,32,3.0,0,0.0
"MESOS-8422",1618,5.0,0,5.0,1618,0.0
"MESOS-8420",9,3.0,0,3.0,9,0.0
"MESOS-8419",43,1.0,43,1.0,0,0.0
"MESOS-8417",83,-1.0,83,1.0,0,-2.0
"MESOS-8416",170,5.0,170,5.0,0,0.0
"MESOS-8415",24,2.0,24,2.0,0,0.0
"MESOS-8411",126,3.0,126,"3.0",0,0.0
"MESOS-8410",193,-1.0,193,3.0,0,-4.0
"MESOS-8409",24,2.0,24,2.0,0,0.0
"MESOS-8408",19,3.0,19,3.0,0,0.0
"MESOS-8407",33,3.0,33,3.0,0,0.0
"MESOS-8403",114,3.0,114,3.0,0,0.0
"MESOS-8402",77,8.0,77,8.0,0,0.0
"MESOS-8395",0,2.0,0,"2.0",0,0.0
"MESOS-8394",9,2.0,9,2.0,0,0.0
"MESOS-8393",16,2.0,16,2.0,0,0.0
"MESOS-8391",133,-1.0,133,3.0,0,-4.0
"MESOS-8390",48,-1.0,48,3.0,0,-4.0
"MESOS-8389",125,-1.0,125,5.0,0,-6.0
"MESOS-8388",17,2.0,15,2.0,2,0.0
"MESOS-8383",0,2.0,0,"2.0",0,0.0
"MESOS-8382",13,5.0,13,5.0,0,0.0
"MESOS-8380",0,2.0,0,2.0,0,0.0
"MESOS-8375",30,3.0,30,3.0,0,0.0
"MESOS-8373",25,3.0,25,3.0,0,0.0
"MESOS-8365",17,3.0,17,3.0,0,0.0
"MESOS-8363",0,5.0,0,5.0,0,0.0
"MESOS-8362",0,5.0,0,5.0,0,0.0
"MESOS-8361",29,3.0,29,3.0,0,0.0
"MESOS-8360",0,3.0,0,3.0,0,0.0
"MESOS-8358",17,-1.0,17,5.0,0,-6.0
"MESOS-8357",59,3.0,59,3.0,0,0.0
"MESOS-8352",63,3.0,63,3.0,0,0.0
"MESOS-8350",55,2.0,43,2.0,12,0.0
"MESOS-8349",69,2.0,69,2.0,0,0.0
"MESOS-8346",392,2.0,392,2.0,0,0.0
"MESOS-8344",75,-1.0,75,2.0,0,-3.0
"MESOS-8341",65,-1.0,65,3.0,0,-4.0
"MESOS-8339",92,-1.0,92,3.0,0,-4.0
"MESOS-8336",43,1.0,43,1.0,0,0.0
"MESOS-8328",15,2.0,15,2.0,0,0.0
"MESOS-8327",52,5.0,52,"5.0",0,0.0
"MESOS-8325",567,2.0,567,2.0,0,0.0
"MESOS-8316",0,2.0,0,2.0,0,0.0
"MESOS-8314",29,3.0,19,3.0,10,0.0
"MESOS-8312",54,5.0,54,5.0,0,0.0
"MESOS-8309",40,3.0,40,3.0,0,0.0
"MESOS-8297",0,3.0,0,"3.0",0,0.0
"MESOS-8293",41,3.0,41,3.0,0,0.0
"MESOS-8289",7315,3.0,7315,3.0,0,0.0
"MESOS-8288",31,-1.0,31,3.0,0,-4.0
"MESOS-8280",4071,3.0,4071,3.0,0,0.0
"MESOS-8279",66,3.0,66,3.0,0,0.0
"MESOS-8270",26,3.0,26,3.0,0,0.0
"MESOS-8269",33,3.0,33,3.0,0,0.0
"MESOS-8267",18,2.0,18,2.0,0,0.0
"MESOS-8265",20,3.0,20,3.0,0,0.0
"MESOS-8263",2700,2.0,2700,2.0,0,0.0
"MESOS-8258",31,2.0,31,2.0,0,0.0
"MESOS-8251",85,3.0,85,3.0,0,0.0
"MESOS-8249",18,13.0,18,13.0,0,0.0
"MESOS-8245",8,3.0,8,3.0,0,0.0
"MESOS-8244",36,5.0,36,5.0,0,0.0
"MESOS-8241",0,5.0,0,"3.0",0,2.0
"MESOS-8240",11,5.0,11,"5.0",0,0.0
"MESOS-8237",212,5.0,212,5.0,0,0.0
"MESOS-8224",170,1.0,170,1.0,0,0.0
"MESOS-8222",92,3.0,92,3.0,0,0.0
"MESOS-8221",27,5.0,27,5.0,0,0.0
"MESOS-8219",35,-1.0,35,1.0,0,-2.0
"MESOS-8218",26,5.0,26,5.0,0,0.0
"MESOS-8211",25,5.0,25,5.0,0,0.0
"MESOS-8207",19,2.0,19,2.0,0,0.0
"MESOS-8206",52,3.0,52,3.0,0,0.0
"MESOS-8201",0,-1.0,0,8.0,0,-9.0
"MESOS-8199",0,2.0,0,2.0,0,0.0
"MESOS-8198",17,1.0,17,1.0,0,0.0
"MESOS-8197",0,8.0,0,8.0,0,0.0
"MESOS-8195",64,3.0,64,3.0,0,0.0
"MESOS-8193",0,2.0,0,2.0,0,0.0
"MESOS-8192",21,5.0,21,"3.0",0,2.0
"MESOS-8191",10,5.0,10,5.0,0,0.0
"MESOS-8190",21,3.0,21,3.0,0,0.0
"MESOS-8189",0,2.0,0,2.0,0,0.0
"MESOS-8187",0,-1.0,0,8.0,0,-9.0
"MESOS-8186",15,3.0,0,3.0,15,0.0
"MESOS-8184",11,3.0,11,"3.0",0,0.0
"MESOS-8183",29,3.0,29,3.0,0,0.0
"MESOS-8179",287,1.0,284,1.0,3,0.0
"MESOS-8171",732,3.0,657,"3.0",75,0.0
"MESOS-8157",29,-1.0,29,1.0,0,-2.0
"MESOS-8143",39,3.0,39,3.0,0,0.0
"MESOS-8141",34,3.0,34,3.0,0,0.0
"MESOS-8135",39,4.0,39,4.0,0,0.0
"MESOS-8132",62,3.0,62,3.0,0,0.0
"MESOS-8131",21,2.0,21,2.0,0,0.0
"MESOS-8130",28,2.0,28,2.0,0,0.0
"MESOS-8128",23,3.0,23,3.0,0,0.0
"MESOS-8125",65,2.0,129,2.0,-64,0.0
"MESOS-8123",347,-1.0,347,1.0,0,-2.0
"MESOS-8121",34,3.0,34,3.0,0,0.0
"MESOS-8119",61,3.0,61,3.0,0,0.0
"MESOS-8115",75,3.0,75,3.0,0,0.0
"MESOS-8108",23,5.0,23,"5.0",0,0.0
"MESOS-8107",28,3.0,28,3.0,0,0.0
"MESOS-8106",33,3.0,33,3.0,0,0.0
"MESOS-8102",33,5.0,33,5.0,0,0.0
"MESOS-8101",41,5.0,41,5.0,0,0.0
"MESOS-8100",69,5.0,69,5.0,0,0.0
"MESOS-8099",27,2.0,27,2.0,0,0.0
"MESOS-8097",44,2.0,44,2.0,0,0.0
"MESOS-8095",9,2.0,9,2.0,0,0.0
"MESOS-8093",67,2.0,67,2.0,0,0.0
"MESOS-8089",37,7.0,37,7.0,0,0.0
"MESOS-8088",65,-1.0,65,2.0,0,-3.0
"MESOS-8087",26,5.0,26,5.0,0,0.0
"MESOS-8084",27,3.0,27,3.0,0,0.0
"MESOS-8082",76,5.0,76,5.0,0,0.0
"MESOS-8079",19,5.0,19,5.0,0,0.0
"MESOS-8078",35,2.0,35,2.0,0,0.0
"MESOS-8076",42,-1.0,42,2.0,0,-3.0
"MESOS-8075",46,5.0,46,5.0,0,0.0
"MESOS-8074",31,1.0,31,1.0,0,0.0
"MESOS-8072",28,2.0,28,2.0,0,0.0
"MESOS-8071",17,2.0,17,2.0,0,0.0
"MESOS-8070",18,1.0,18,"1.0",0,0.0
"MESOS-8066",283,1.0,283,1.0,0,0.0
"MESOS-8060",64,2.0,64,2.0,0,0.0
"MESOS-8058",86,2.0,86,2.0,0,0.0
"MESOS-8055",0,8.0,0,8.0,0,0.0
"MESOS-8052",55,2.0,175,2.0,-120,0.0
"MESOS-8051",639,2.0,637,2.0,2,0.0
"MESOS-8050",82,5.0,82,5.0,0,0.0
