"EB","LINK","OB","STEP","TASK","created","has_ATTACHMENT","has_CODE","has_STACK","has_TESTCASE","issue_key","issuetype"
0,0,0,0,0,"2017-09-20T18:29:49.000-0500",False,False,True,False,"DURACLOUD-1147","Bug"
0,0,0,0,0,"2017-06-28T14:24:53.000-0500",False,False,False,False,"DURACLOUD-1119","Bug"
0,0,0,0,0,"2015-11-04T17:44:59.000-0600",False,False,False,False,"DURACLOUD-952","Story"
0,0,0,0,0,"2015-09-16T14:11:47.000-0500",False,False,False,False,"DURACLOUD-941","Story"
0,0,0,0,0,"2015-06-23T10:15:43.000-0500",False,False,False,False,"DURACLOUD-923","Story"
0,0,0,0,8,"2014-09-24T15:30:29.000-0500",False,False,False,False,"DURACLOUD-886","Story"
0,0,0,0,0,"2014-05-16T13:30:43.000-0500",False,False,False,False,"DURACLOUD-877","Story"
0,0,0,0,0,"2013-07-30T22:32:25.000-0500",False,False,False,False,"DURACLOUD-838","New Feature"
0,0,0,0,0,"2013-06-27T15:09:00.000-0500",False,False,False,False,"DURACLOUD-832","Bug"
0,0,0,0,0,"2013-06-04T21:06:22.000-0500",False,False,False,False,"DURACLOUD-828","Improvement"
0,0,0,0,0,"2013-05-29T22:34:23.000-0500",False,False,False,False,"DURACLOUD-825","Bug"
0,0,0,0,0,"2013-05-28T14:52:31.000-0500",False,False,False,False,"DURACLOUD-824","Improvement"
0,0,0,0,0,"2013-05-23T22:46:42.000-0500",False,False,False,False,"DURACLOUD-813","Improvement"
0,0,0,0,0,"2013-04-26T00:41:10.000-0500",False,False,False,False,"DURACLOUD-809","Bug"
0,0,0,0,0,"2013-04-23T14:41:58.000-0500",False,False,False,False,"DURACLOUD-806","Bug"
0,1,0,0,0,"2013-04-15T21:46:49.000-0500",False,False,False,False,"DURACLOUD-804","Improvement"
0,0,0,0,0,"2013-02-05T16:49:04.000-0600",False,False,False,False,"DURACLOUD-778","New Feature"
0,0,0,0,3,"2013-01-30T17:21:09.000-0600",False,False,False,False,"DURACLOUD-775","New Feature"
0,0,0,0,0,"2013-01-14T22:21:09.000-0600",False,False,False,False,"DURACLOUD-768","Bug"
0,0,0,0,2,"2013-01-03T22:27:35.000-0600",False,False,False,False,"DURACLOUD-767","Bug"
0,0,0,0,0,"2013-01-02T15:21:25.000-0600",False,False,True,False,"DURACLOUD-766","Bug"
0,0,0,0,0,"2012-10-02T16:53:05.000-0500",False,False,False,False,"DURACLOUD-759","New Feature"
0,0,0,0,5,"2012-09-26T17:19:19.000-0500",False,False,False,False,"DURACLOUD-757","Bug"
0,0,0,0,0,"2012-09-10T21:17:41.000-0500",False,False,False,False,"DURACLOUD-755","New Feature"
0,1,0,0,0,"2012-08-27T23:00:03.000-0500",False,False,False,False,"DURACLOUD-754","New Feature"
0,0,0,0,0,"2012-08-24T23:21:22.000-0500",False,False,False,False,"DURACLOUD-752","Bug"
0,0,0,0,0,"2012-08-23T17:53:21.000-0500",False,False,False,False,"DURACLOUD-751","Bug"
0,1,0,0,0,"2012-08-08T15:13:23.000-0500",False,False,False,False,"DURACLOUD-739","New Feature"
0,1,0,0,4,"2012-08-07T14:15:46.000-0500",False,False,False,False,"DURACLOUD-738","Improvement"
0,0,0,0,0,"2012-08-01T16:43:34.000-0500",False,False,False,False,"DURACLOUD-737","Improvement"
0,2,0,0,0,"2012-05-24T12:51:11.000-0500",False,False,False,False,"DURACLOUD-715","Code Task"
0,0,0,0,0,"2012-04-30T23:10:32.000-0500",False,False,False,False,"DURACLOUD-688","Improvement"
0,0,0,0,0,"2012-04-30T22:27:53.000-0500",False,False,False,False,"DURACLOUD-685","Improvement"
0,0,0,0,0,"2012-04-20T16:09:43.000-0500",False,False,False,False,"DURACLOUD-678","Improvement"
0,2,0,0,0,"2012-04-20T02:07:43.000-0500",False,False,False,False,"DURACLOUD-674","New Feature"
0,0,0,0,0,"2012-04-19T01:22:53.000-0500",False,False,False,False,"DURACLOUD-667","Improvement"
0,0,0,0,0,"2012-03-23T20:49:32.000-0500",True,False,False,False,"DURACLOUD-634","Bug"
0,0,0,0,0,"2012-03-01T02:06:32.000-0600",False,False,False,False,"DURACLOUD-629","Code Task"
0,0,0,0,0,"2012-02-28T17:16:50.000-0600",False,False,False,False,"DURACLOUD-628","Improvement"
0,0,0,0,2,"2012-02-16T17:43:47.000-0600",False,False,False,False,"DURACLOUD-626","Improvement"
0,0,0,0,0,"2012-02-11T00:25:41.000-0600",False,False,False,False,"DURACLOUD-622","Improvement"
0,0,0,0,0,"2012-02-09T15:12:46.000-0600",False,False,False,False,"DURACLOUD-621","New Feature"
0,0,0,0,0,"2012-02-09T00:08:14.000-0600",False,False,False,False,"DURACLOUD-620","Improvement"
0,0,0,0,0,"2012-02-07T21:18:37.000-0600",False,False,False,False,"DURACLOUD-619","Bug"
0,0,0,0,2,"2012-02-03T15:30:39.000-0600",False,False,False,False,"DURACLOUD-617","Improvement"
0,0,0,0,0,"2012-01-13T21:14:27.000-0600",False,False,False,False,"DURACLOUD-594","Improvement"
0,0,0,0,0,"2012-01-13T21:05:17.000-0600",False,False,False,False,"DURACLOUD-593","Improvement"
0,0,0,0,2,"2012-01-13T20:15:35.000-0600",False,False,False,False,"DURACLOUD-590","Task"
0,0,0,0,0,"2012-01-12T20:20:21.000-0600",False,False,False,False,"DURACLOUD-588","Task"
0,1,0,0,0,"2012-01-11T19:13:57.000-0600",False,False,False,False,"DURACLOUD-585","Improvement"
0,0,0,0,0,"2011-12-14T16:20:25.000-0600",False,False,False,False,"DURACLOUD-569","Improvement"
0,0,0,0,0,"2011-12-13T20:26:00.000-0600",False,False,False,False,"DURACLOUD-566","Improvement"
0,0,0,0,0,"2011-12-05T09:27:47.000-0600",False,False,False,False,"DURACLOUD-561","Improvement"
0,0,0,0,0,"2011-11-27T05:11:33.000-0600",False,False,False,False,"DURACLOUD-558","Improvement"
0,0,0,0,0,"2011-11-22T02:25:59.000-0600",False,False,False,False,"DURACLOUD-557","New Feature"
0,0,0,0,2,"2011-11-08T19:22:01.000-0600",False,False,False,False,"DURACLOUD-554","New Feature"
0,0,0,0,0,"2011-11-08T19:13:25.000-0600",False,False,False,False,"DURACLOUD-553","New Feature"
0,1,0,0,0,"2011-11-08T14:26:04.000-0600",False,False,False,False,"DURACLOUD-550","New Feature"
0,0,0,0,0,"2011-11-08T14:23:41.000-0600",False,False,False,False,"DURACLOUD-549","New Feature"
0,0,0,0,0,"2011-10-31T16:23:32.000-0500",False,False,False,False,"DURACLOUD-547","Bug"
0,0,0,0,0,"2011-10-17T18:57:28.000-0500",False,False,False,False,"DURACLOUD-542","New Feature"
0,0,0,0,0,"2011-10-17T13:20:41.000-0500",False,False,False,False,"DURACLOUD-541","Task"
0,0,0,0,0,"2011-10-11T19:05:21.000-0500",False,False,False,False,"DURACLOUD-533","New Feature"
