"EB","LINK","OB","STEP","TASK","created","has_ATTACHMENT","has_CODE","has_STACK","has_TESTCASE","issue_key","issuetype"
0,0,0,0,0,"2016-07-11T07:50:32.000+0000",False,False,False,False,"MDL-55173","Task"
0,0,0,0,0,"2016-07-05T13:42:12.000+0000",False,False,False,False,"MDL-55126","Task"
0,0,0,0,0,"2016-06-22T15:42:31.000+0000",False,False,False,False,"MDL-54988","Task"
0,0,0,0,10,"2016-06-22T06:44:14.000+0000",False,True,False,False,"MDL-54984","Task"
1,0,1,2,3,"2016-06-14T13:38:33.000+0000",False,True,False,False,"MDL-54915","Bug"
1,1,1,1,0,"2016-06-07T04:10:48.000+0000",False,True,False,False,"MDL-54847","Bug"
0,0,0,0,3,"2016-02-22T18:07:58.000+0000",False,True,False,False,"MDL-53196","Task"
0,1,0,0,0,"2016-02-22T17:56:59.000+0000",False,True,False,False,"MDL-53195","Bug"
0,0,0,0,0,"2016-02-22T17:54:33.000+0000",False,False,False,False,"MDL-53194","Task"
0,0,0,0,5,"2016-02-22T17:52:12.000+0000",False,False,False,False,"MDL-53193","Task"
0,0,0,0,0,"2016-02-22T17:40:44.000+0000",False,False,False,False,"MDL-53192","Task"
0,0,0,0,0,"2016-02-22T17:25:06.000+0000",False,False,False,False,"MDL-53190","Task"
0,0,0,0,3,"2016-02-22T15:34:13.000+0000",False,False,False,False,"MDL-53189","Task"
0,0,0,0,5,"2016-02-22T15:28:39.000+0000",False,False,False,False,"MDL-53188","Task"
0,0,0,0,3,"2016-02-22T15:11:10.000+0000",False,False,False,False,"MDL-53187","Task"
0,0,0,0,5,"2016-02-22T15:09:18.000+0000",False,False,False,False,"MDL-53186","Task"
0,0,0,0,0,"2016-02-22T14:40:58.000+0000",False,False,False,False,"MDL-53185","Improvement"
0,0,0,0,7,"2016-02-22T13:09:24.000+0000",False,False,False,False,"MDL-53182","Task"
0,0,0,0,8,"2016-02-19T03:57:41.000+0000",False,False,False,False,"MDL-53163","Task"
0,0,0,0,0,"2016-02-12T10:59:56.000+0000",False,False,False,False,"MDL-53084","Bug"
0,0,0,0,0,"2016-02-11T06:03:11.000+0000",True,False,False,False,"MDL-53070","Bug"
0,0,0,0,4,"2016-02-07T23:22:00.000+0000",False,False,False,False,"MDL-53019","Task"
0,0,0,0,0,"2016-02-03T12:08:38.000+0000",False,False,False,False,"MDL-52979","Improvement"
0,0,0,0,2,"2016-02-01T19:07:44.000+0000",False,False,False,False,"MDL-52960","Task"
0,0,0,0,3,"2016-02-01T19:03:49.000+0000",False,False,False,False,"MDL-52959","Task"
0,0,0,0,0,"2016-01-21T17:51:27.000+0000",False,False,False,False,"MDL-52861","Task"
0,0,0,0,0,"2016-01-21T17:44:21.000+0000",False,False,False,False,"MDL-52860","Task"
0,0,0,0,1,"2016-01-20T23:38:00.000+0000",False,False,False,False,"MDL-52847","Bug"
0,0,0,0,2,"2016-01-18T14:40:57.000+0000",False,False,False,False,"MDL-52803","Task"
0,0,0,0,0,"2016-01-15T09:22:31.000+0000",False,False,False,False,"MDL-52775","Bug"
0,0,0,7,0,"2016-01-14T06:14:43.000+0000",True,False,False,False,"MDL-52757","Bug"
0,0,0,2,2,"2016-01-14T05:51:49.000+0000",True,False,False,False,"MDL-52755","Bug"
0,0,0,0,0,"2016-01-14T05:34:45.000+0000",True,False,False,False,"MDL-52754","Bug"
0,0,0,0,0,"2016-01-13T15:52:18.000+0000",False,False,False,False,"MDL-52747","Improvement"
0,0,0,0,0,"2016-01-13T15:44:47.000+0000",False,False,False,False,"MDL-52745","Improvement"
0,0,0,0,0,"2016-01-13T14:54:23.000+0000",False,False,False,False,"MDL-52744","Bug"
0,0,0,0,0,"2016-01-13T14:36:36.000+0000",False,False,False,False,"MDL-52743","Improvement"
0,0,0,0,0,"2016-01-13T13:02:52.000+0000",False,False,False,False,"MDL-52741","Improvement"
0,0,0,0,0,"2016-01-11T15:08:42.000+0000",False,False,False,False,"MDL-52714","Task"
0,0,0,0,0,"2016-01-11T15:07:23.000+0000",False,False,False,False,"MDL-52713","Task"
0,0,0,0,1,"2016-01-11T14:05:39.000+0000",False,False,False,False,"MDL-52712","Task"
0,0,0,0,3,"2016-01-11T14:03:45.000+0000",False,False,False,False,"MDL-52711","Task"
0,0,0,0,1,"2016-01-11T14:01:51.000+0000",False,False,False,False,"MDL-52710","Task"
0,1,0,0,3,"2016-01-11T13:57:55.000+0000",False,False,False,False,"MDL-52709","Task"
0,0,0,0,0,"2016-01-07T15:45:49.000+0000",False,False,False,False,"MDL-52676","Task"
0,0,0,0,2,"2016-01-07T15:44:44.000+0000",False,False,False,False,"MDL-52675","Task"
0,0,0,0,0,"2015-12-18T22:32:44.000+0000",False,False,False,False,"MDL-52561","Improvement"
0,0,0,0,0,"2015-12-07T19:10:18.000+0000",False,False,False,False,"MDL-52432","Task"
0,0,0,0,0,"2015-12-07T14:44:58.000+0000",False,False,False,False,"MDL-52426","Task"
0,0,0,0,0,"2015-12-07T12:22:02.000+0000",False,False,False,False,"MDL-52424","Bug"
0,0,0,0,0,"2015-12-05T03:34:59.000+0000",True,False,False,False,"MDL-52418","Bug"
0,0,0,0,0,"2015-11-24T14:51:10.000+0000",False,False,False,False,"MDL-52282","Task"
0,0,0,0,0,"2015-11-23T18:32:27.000+0000",False,False,False,False,"MDL-52272","Bug"
0,0,0,0,37,"2015-11-20T12:08:51.000+0000",False,True,False,False,"MDL-52242","Bug"
0,0,0,0,1,"2015-11-20T01:03:36.000+0000",True,False,False,False,"MDL-52235","Bug"
0,0,0,0,2,"2015-11-20T00:00:09.000+0000",False,False,False,False,"MDL-52233","Improvement"
0,0,0,0,0,"2015-11-19T19:52:42.000+0000",False,False,False,False,"MDL-52229","Bug"
0,0,0,0,0,"2015-11-13T18:19:20.000+0000",False,False,False,False,"MDL-52122","Task"
0,0,0,0,0,"2015-11-12T15:57:14.000+0000",False,False,False,False,"MDL-52106","Bug"
0,0,0,0,0,"2015-11-12T08:05:36.000+0000",False,False,False,False,"MDL-52104","Improvement"
0,0,0,0,0,"2015-11-09T13:50:07.000+0000",False,False,False,False,"MDL-52062","Bug"
0,1,0,0,0,"2015-11-06T19:17:01.000+0000",False,True,False,False,"MDL-52051","Task"
0,0,0,0,0,"2015-10-29T14:40:29.000+0000",False,False,False,False,"MDL-51968","Task"
0,0,0,0,0,"2015-10-29T13:17:15.000+0000",False,False,False,False,"MDL-51963","Improvement"
0,0,0,0,0,"2015-10-29T13:14:22.000+0000",False,False,False,False,"MDL-51962","Bug"
