"issue_key","issuetype","created","STEP","OB","EB","has_CODE","has_STACK","has_TESTCASE","TASK","has_ATTACHMENT","LINK"
"USERGRID-1268","Story","2016-02-22T15:48:00.000+0000",0,0,0,False,False,False,0,False,1
"USERGRID-1267","Story","2016-02-16T17:40:52.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1256","Story","2016-02-08T17:14:13.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1211","Story","2016-01-15T02:24:23.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1210","Story","2016-01-13T20:40:04.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1203","Story","2016-01-11T16:46:42.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1187","Story","2015-12-30T19:40:02.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1091","Story","2015-11-04T21:23:48.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1079","Story","2015-10-28T17:28:33.000+0000",0,0,0,False,False,False,2,False,0
"USERGRID-1077","Story","2015-10-27T23:43:20.000+0000",0,0,0,True,False,False,0,False,0
"USERGRID-1076","Story","2015-10-27T23:32:09.000+0000",0,0,0,False,False,False,1,False,0
"USERGRID-1075","Story","2015-10-27T23:27:44.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1074","Story","2015-10-27T22:11:01.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1073","Story","2015-10-27T21:46:13.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1072","Story","2015-10-27T21:46:04.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1071","Story","2015-10-27T21:45:54.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1069","Story","2015-10-27T21:41:32.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1068","Story","2015-10-27T21:40:43.000+0000",0,0,0,False,False,False,16,False,1
"USERGRID-1067","Story","2015-10-27T21:35:38.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1058","Story","2015-10-22T15:13:54.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1052","Bug","2015-10-21T15:22:36.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1048","Story","2015-10-13T18:18:37.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1038","Story","2015-09-28T16:10:07.000+0000",0,0,0,False,False,False,1,False,0
"USERGRID-1029","Bug","2015-09-21T17:26:54.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1027","Bug","2015-09-18T21:51:30.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1023","Story","2015-09-16T18:18:31.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1022","Story","2015-09-15T19:09:42.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1018","Story","2015-09-11T23:29:20.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1016","Story","2015-09-11T22:57:59.000+0000",0,0,0,True,False,False,0,False,0
"USERGRID-1015","Story","2015-09-11T16:47:48.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1013","Story","2015-09-10T20:48:43.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-1005","Story","2015-09-08T17:08:07.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-993","Story","2015-09-02T22:31:47.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-992","Story","2015-09-02T20:35:18.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-991","Story","2015-09-02T20:25:11.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-950","Story","2015-08-26T21:53:32.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-941","Story","2015-08-25T16:35:28.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-938","Story","2015-08-25T14:52:57.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-937","Story","2015-08-25T00:46:41.000+0000",0,0,0,False,True,False,0,False,0
"USERGRID-909","Story","2015-08-13T18:06:37.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-908","Story","2015-08-11T20:28:08.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-907","Bug","2015-08-11T17:03:13.000+0000",0,0,0,True,False,False,0,False,0
"USERGRID-900","Bug","2015-08-04T00:04:50.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-898","Story","2015-07-28T23:50:27.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-895","Story","2015-07-28T20:20:17.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-894","Story","2015-07-28T20:20:11.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-893","Story","2015-07-28T20:19:54.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-892","Story","2015-07-28T20:19:38.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-891","Story","2015-07-28T20:19:16.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-890","Story","2015-07-28T20:19:00.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-889","Story","2015-07-28T20:18:45.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-882","Story","2015-07-28T17:22:50.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-880","Story","2015-07-27T16:20:33.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-878","Story","2015-07-23T16:24:55.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-877","Story","2015-07-23T15:04:39.000+0000",0,0,0,False,False,False,3,False,0
"USERGRID-876","Story","2015-07-22T21:00:59.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-869","Story","2015-07-20T18:01:35.000+0000",0,0,0,True,False,False,0,False,1
"USERGRID-861","Story","2015-07-15T20:49:04.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-860","Story","2015-07-15T20:00:24.000+0000",0,0,0,False,False,False,0,False,1
"USERGRID-851","Story","2015-07-14T21:03:01.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-840","Story","2015-07-13T16:15:58.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-788","Story","2015-07-08T15:51:57.000+0000",0,0,0,True,False,False,4,False,0
"USERGRID-780","Story","2015-07-02T16:58:39.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-779","Story","2015-07-02T16:56:46.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-778","Bug","2015-07-01T20:42:02.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-777","Bug","2015-07-01T20:39:36.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-766","Story","2015-06-23T22:31:19.000+0000",0,0,0,False,False,False,4,False,0
"USERGRID-760","Story","2015-06-19T15:36:11.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-759","Bug","2015-06-17T23:09:24.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-757","Bug","2015-06-17T15:18:52.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-752","Story","2015-06-15T17:21:26.000+0000",0,0,0,False,False,False,1,False,0
"USERGRID-751","Story","2015-06-15T16:44:41.000+0000",0,0,0,True,False,False,0,False,0
"USERGRID-748","Bug","2015-06-11T22:46:08.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-746","Story","2015-06-11T17:33:05.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-745","Bug","2015-06-11T17:28:12.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-744","Bug","2015-06-11T17:25:20.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-739","Story","2015-06-09T22:31:26.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-729","Bug","2015-06-08T03:29:36.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-726","Story","2015-06-06T00:06:48.000+0000",0,0,0,False,False,False,0,False,1
"USERGRID-725","Bug","2015-06-05T22:17:12.000+0000",0,0,0,False,True,False,0,False,0
"USERGRID-720","Story","2015-06-03T20:34:33.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-719","Bug","2015-06-03T20:13:15.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-715","Story","2015-06-03T20:02:20.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-714","Story","2015-06-03T20:01:36.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-713","Story","2015-06-03T20:01:05.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-709","Story","2015-06-03T19:57:06.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-708","Story","2015-06-03T19:55:53.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-707","Story","2015-06-02T21:59:41.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-706","Story","2015-06-02T21:40:19.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-704","Bug","2015-06-02T18:38:01.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-703","Bug","2015-06-01T23:56:21.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-702","Story","2015-06-01T23:38:09.000+0000",0,0,0,False,True,False,0,False,5
"USERGRID-700","Bug","2015-06-01T15:15:13.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-699","Bug","2015-06-01T14:44:30.000+0000",0,0,0,False,False,False,0,False,1
"USERGRID-698","Bug","2015-06-01T14:35:18.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-697","Bug","2015-06-01T14:33:56.000+0000",0,0,0,False,False,False,0,False,1
"USERGRID-695","Bug","2015-06-01T14:31:16.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-693","Bug","2015-06-01T14:29:13.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-692","Bug","2015-06-01T14:28:15.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-690","Bug","2015-05-29T23:07:26.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-689","Bug","2015-05-29T22:56:05.000+0000",0,0,0,False,False,False,1,False,0
"USERGRID-687","Bug","2015-05-29T20:05:34.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-686","Bug","2015-05-29T17:11:07.000+0000",0,0,1,False,True,False,0,False,0
"USERGRID-680","Story","2015-05-26T16:54:59.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-678","Bug","2015-05-24T15:43:39.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-677","Story","2015-05-21T22:55:46.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-676","Story","2015-05-21T22:49:30.000+0000",0,0,0,False,False,False,0,False,1
"USERGRID-675","Story","2015-05-21T16:31:46.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-669","Story","2015-05-15T16:52:56.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-664","Bug","2015-05-13T17:59:53.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-663","Bug","2015-05-13T17:57:01.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-662","Bug","2015-05-13T17:53:21.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-661","Bug","2015-05-13T17:52:38.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-660","Bug","2015-05-13T17:49:36.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-659","Bug","2015-05-13T17:47:52.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-654","Bug","2015-05-13T00:22:32.000+0000",0,0,0,False,True,False,0,False,1
"USERGRID-652","Story","2015-05-13T00:14:56.000+0000",0,0,0,False,False,False,8,False,0
"USERGRID-647","Bug","2015-05-12T17:08:09.000+0000",0,0,0,False,True,False,1,False,0
"USERGRID-645","Story","2015-05-11T16:58:37.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-644","Bug","2015-05-08T20:53:40.000+0000",0,0,0,True,True,False,11,False,0
"USERGRID-643","Story","2015-05-07T22:10:47.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-642","Bug","2015-05-07T22:07:35.000+0000",0,0,0,False,True,False,0,False,0
"USERGRID-641","Story","2015-05-07T22:04:34.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-639","Bug","2015-05-06T20:27:10.000+0000",0,0,0,True,False,False,0,False,1
"USERGRID-618","Story","2015-05-05T20:01:33.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-614","Story","2015-05-05T15:52:53.000+0000",0,0,0,False,False,False,3,False,0
"USERGRID-612","Bug","2015-04-29T23:15:46.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-609","Story","2015-04-28T22:16:25.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-602","Story","2015-04-28T21:47:19.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-601","Story","2015-04-28T21:46:24.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-598","Story","2015-04-28T15:38:29.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-593","Story","2015-04-23T16:36:05.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-592","Story","2015-04-22T18:40:25.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-589","Story","2015-04-21T22:12:00.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-587","Bug","2015-04-21T22:06:26.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-584","Bug","2015-04-21T21:55:05.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-582","Bug","2015-04-21T21:53:13.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-581","Story","2015-04-20T22:48:30.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-578","Bug","2015-04-17T15:35:12.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-576","Story","2015-04-17T13:26:00.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-575","Story","2015-04-17T13:23:24.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-572","Story","2015-04-16T16:26:45.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-568","Story","2015-04-15T20:26:48.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-567","Story","2015-04-10T13:36:32.000+0000",0,0,0,False,False,False,0,False,1
"USERGRID-563","Story","2015-04-08T20:31:33.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-561","Bug","2015-04-08T16:44:55.000+0000",0,0,0,True,False,False,0,False,1
"USERGRID-550","Story","2015-04-07T16:00:33.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-549","Story","2015-04-07T00:03:36.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-548","Story","2015-04-06T17:50:54.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-545","Story","2015-04-06T00:04:53.000+0000",0,0,0,False,False,False,4,False,0
"USERGRID-544","Story","2015-04-05T16:46:49.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-543","Story","2015-04-04T18:28:01.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-542","Story","2015-04-03T23:34:32.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-541","Story","2015-04-03T20:23:06.000+0000",0,0,0,False,False,False,5,False,0
"USERGRID-539","Bug","2015-04-03T20:13:14.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-538","Story","2015-04-03T01:43:17.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-536","Story","2015-04-01T17:40:01.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-535","Story","2015-04-01T17:22:04.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-533","Story","2015-04-01T17:18:30.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-532","Story","2015-04-01T17:09:14.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-530","Bug","2015-04-01T16:15:06.000+0000",5,0,0,False,False,False,0,False,0
"USERGRID-529","Bug","2015-04-01T15:07:23.000+0000",0,0,0,False,True,False,26,False,1
"USERGRID-527","Story","2015-03-31T17:19:17.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-519","Bug","2015-03-25T18:16:02.000+0000",0,0,0,False,False,False,3,False,0
"USERGRID-518","Bug","2015-03-25T18:06:24.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-511","Bug","2015-03-24T20:46:27.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-509","Story","2015-03-24T20:13:37.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-507","Bug","2015-03-24T18:36:06.000+0000",0,0,0,True,True,False,3,False,0
"USERGRID-504","Story","2015-03-23T23:34:12.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-502","Story","2015-03-23T20:22:06.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-494","Bug","2015-03-18T23:25:53.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-493","Story","2015-03-18T21:47:22.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-491","Bug","2015-03-18T17:12:40.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-490","Story","2015-03-18T11:56:36.000+0000",0,0,0,False,False,False,2,False,1
"USERGRID-486","Story","2015-03-17T15:25:29.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-479","Story","2015-03-12T15:39:24.000+0000",0,0,0,True,True,False,3,False,0
"USERGRID-478","Story","2015-03-12T15:34:26.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-474","Story","2015-03-11T20:43:12.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-466","Bug","2015-03-09T18:13:43.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-465","Story","2015-03-09T15:53:49.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-462","Bug","2015-03-09T07:47:36.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-461","Bug","2015-03-09T06:21:19.000+0000",0,0,0,False,False,False,6,False,0
"USERGRID-448","Bug","2015-03-03T14:36:17.000+0000",0,0,0,False,False,False,2,False,0
"USERGRID-443","Story","2015-03-02T21:12:16.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-442","Bug","2015-03-02T18:43:56.000+0000",0,0,0,False,True,False,1,True,0
"USERGRID-432","Story","2015-02-27T17:30:23.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-423","Story","2015-02-26T19:11:43.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-419","Bug","2015-02-26T16:42:37.000+0000",0,0,0,False,False,False,0,True,1
"USERGRID-418","Story","2015-02-26T01:13:28.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-416","Story","2015-02-25T21:48:03.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-415","Bug","2015-02-25T02:37:04.000+0000",0,0,0,False,True,False,2,False,0
"USERGRID-412","Story","2015-02-24T17:23:25.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-409","Story","2015-02-23T17:37:00.000+0000",0,0,0,False,False,False,3,False,0
"USERGRID-405","Story","2015-02-19T19:31:51.000+0000",0,0,0,False,False,False,3,False,0
"USERGRID-396","Story","2015-02-18T18:39:31.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-395","Story","2015-02-18T18:07:31.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-393","Story","2015-02-17T19:10:25.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-388","Story","2015-02-10T21:24:33.000+0000",0,0,0,False,False,False,0,False,0
"USERGRID-216","Story","2014-08-15T04:39:59.000+0000",0,0,0,True,False,False,0,False,0
"USERGRID-29","Bug","2014-01-28T00:57:13.000+0000",0,0,0,False,False,False,0,False,1
"USERGRID-27","Bug","2014-01-28T00:56:04.000+0000",0,0,0,False,False,False,0,False,1
