"EB","LINK","OB","STEP","TASK","created","has_ATTACHMENT","has_CODE","has_STACK","has_TESTCASE","issue_key","issuetype"
0,0,0,0,0,"2019-01-10T09:18:52.000-0600",False,False,False,False,"TESB-24596","New Feature"
0,0,0,0,0,"2018-12-12T07:38:32.000-0600",False,False,False,False,"TESB-24409","New Feature"
0,0,0,0,0,"2018-07-26T15:03:40.000-0500",False,False,False,False,"TESB-22887","New Feature"
0,0,0,0,0,"2018-07-26T15:02:16.000-0500",False,False,False,False,"TESB-22886","New Feature"
0,0,0,0,0,"2018-07-26T14:53:00.000-0500",False,False,False,False,"TESB-22880","New Feature"
0,0,0,0,2,"2018-07-24T11:06:19.000-0500",False,False,False,False,"TESB-22860","New Feature"
0,0,0,0,0,"2018-07-23T23:30:26.000-0500",False,True,True,False,"TESB-22826","Bug"
0,0,0,0,0,"2018-06-29T06:29:14.000-0500",True,False,False,False,"TESB-22594","Bug"
0,1,0,0,3,"2018-05-21T03:10:29.000-0500",False,False,False,False,"TESB-22210","New Feature"
0,0,0,0,0,"2018-05-11T09:34:23.000-0500",False,False,False,False,"TESB-22156","New Feature"
0,0,0,0,0,"2017-12-21T02:40:20.000-0600",False,False,False,False,"TESB-20982","New Feature"
0,0,0,0,2,"2017-12-19T04:22:56.000-0600",False,False,False,False,"TESB-20972","Work Item"
0,0,0,0,0,"2017-12-18T16:13:39.000-0600",True,True,True,False,"TESB-20963","Work Item"
0,0,0,0,0,"2017-12-18T05:53:19.000-0600",False,False,False,False,"TESB-20954","New Feature"
0,0,0,0,0,"2017-11-28T02:17:13.000-0600",False,False,False,False,"TESB-20841","New Feature"
0,0,0,0,0,"2017-11-28T02:00:09.000-0600",False,False,False,False,"TESB-20835","Work Item"
0,0,0,0,0,"2017-11-25T03:38:12.000-0600",True,False,False,False,"TESB-20826","Bug"
0,0,0,0,0,"2017-10-26T02:12:58.000-0500",False,False,False,False,"TESB-20618","New Feature"
0,0,0,0,2,"2017-10-26T02:06:14.000-0500",False,False,False,False,"TESB-20617","New Feature"
0,0,0,0,0,"2017-10-26T02:01:57.000-0500",False,False,False,False,"TESB-20615","New Feature"
0,0,0,0,0,"2017-10-26T02:00:13.000-0500",False,False,False,False,"TESB-20614","New Feature"
0,0,0,0,0,"2017-10-26T01:59:02.000-0500",False,False,False,False,"TESB-20613","New Feature"
0,0,0,0,0,"2017-09-25T14:03:12.000-0500",False,False,False,False,"TESB-20466","New Feature"
0,0,0,0,0,"2017-09-15T04:15:18.000-0500",False,False,False,False,"TESB-20414","New Feature"
0,0,0,0,0,"2017-08-30T14:49:33.000-0500",False,False,False,False,"TESB-20333","New Feature"
0,0,0,0,0,"2017-07-27T02:22:19.000-0500",False,False,False,False,"TESB-20131","New Feature"
0,1,0,0,0,"2017-07-26T13:57:20.000-0500",False,False,False,False,"TESB-20125","New Feature"
0,0,0,0,0,"2017-07-26T13:50:41.000-0500",False,False,False,False,"TESB-20124","New Feature"
0,0,0,0,0,"2017-07-26T13:45:29.000-0500",False,False,False,False,"TESB-20123","New Feature"
0,0,0,0,0,"2017-07-26T13:43:28.000-0500",False,False,False,False,"TESB-20122","New Feature"
0,0,0,0,0,"2017-07-26T13:39:35.000-0500",False,False,False,False,"TESB-20121","New Feature"
0,1,0,0,1,"2017-07-26T13:37:26.000-0500",False,False,False,False,"TESB-20120","New Feature"
0,0,0,0,0,"2017-07-26T13:29:04.000-0500",False,False,False,False,"TESB-20119","New Feature"
0,0,0,0,0,"2017-07-26T03:48:43.000-0500",False,False,False,False,"TESB-20115","Work Item"
0,0,0,0,0,"2017-05-12T08:01:28.000-0500",False,False,False,False,"TESB-19560","New Feature"
0,0,0,0,0,"2017-05-04T02:48:10.000-0500",False,False,False,False,"TESB-19466","Bug"
0,0,0,0,0,"2017-05-04T02:14:13.000-0500",False,False,False,False,"TESB-19464","Work Item"
0,0,0,0,0,"2017-05-03T13:03:01.000-0500",False,False,False,False,"TESB-19461","Work Item"
0,0,0,0,0,"2017-05-03T04:20:01.000-0500",False,False,False,False,"TESB-19459","Change request"
0,0,1,0,4,"2017-04-18T01:22:39.000-0500",False,True,True,False,"TESB-19342","Bug"
0,0,0,0,0,"2017-04-17T01:41:11.000-0500",True,False,False,False,"TESB-19339","Bug"
0,0,0,0,2,"2017-04-07T04:55:55.000-0500",False,False,False,False,"TESB-19264","Change request"
0,0,0,0,0,"2017-04-06T07:55:54.000-0500",False,False,False,False,"TESB-19252","Work Item"
0,0,0,0,0,"2017-03-22T05:18:16.000-0500",False,False,False,False,"TESB-19158","Work Item"
0,0,0,0,0,"2017-03-22T05:14:43.000-0500",False,False,False,False,"TESB-19157","Work Item"
0,0,0,0,0,"2017-03-22T03:59:24.000-0500",True,False,False,False,"TESB-19153","Bug"
0,0,0,0,0,"2017-03-21T11:58:36.000-0500",False,False,False,False,"TESB-19140","New Feature"
0,0,0,0,0,"2017-03-20T03:06:50.000-0500",True,True,False,False,"TESB-19115","Bug"
0,0,0,0,1,"2017-03-16T05:52:35.000-0500",False,False,False,False,"TESB-19096","Work Item"
0,1,0,0,0,"2017-03-14T03:35:00.000-0500",False,False,False,False,"TESB-19078","Bug"
0,0,0,0,0,"2017-03-08T05:57:06.000-0600",True,False,False,False,"TESB-19040","Bug"
0,0,0,0,2,"2017-01-15T06:45:07.000-0600",False,False,False,False,"TESB-18761","New Feature"
0,0,0,0,2,"2017-01-15T06:30:19.000-0600",False,False,False,False,"TESB-18758","New Feature"
0,0,0,0,0,"2017-01-15T06:13:10.000-0600",False,False,False,False,"TESB-18756","New Feature"
0,0,0,0,0,"2017-01-15T06:12:34.000-0600",False,False,False,False,"TESB-18755","New Feature"
0,0,0,0,0,"2017-01-15T06:09:33.000-0600",False,False,False,False,"TESB-18754","New Feature"
0,0,0,0,0,"2017-01-15T06:08:23.000-0600",False,False,False,False,"TESB-18753","New Feature"
0,0,0,0,12,"2017-01-15T04:24:40.000-0600",False,False,False,False,"TESB-18750","New Feature"
0,0,0,0,12,"2017-01-13T03:48:25.000-0600",False,False,False,False,"TESB-18744","New Feature"
0,0,0,0,0,"2016-12-17T09:46:03.000-0600",False,False,False,False,"TESB-18573","Change request"
0,0,0,0,0,"2016-11-14T08:57:07.000-0600",False,False,False,False,"TESB-18255","Work Item"
0,0,0,0,0,"2016-11-14T05:01:30.000-0600",False,False,False,False,"TESB-18250","Work Item"
0,0,0,0,3,"2016-11-09T08:44:07.000-0600",False,False,False,False,"TESB-18232","Change request"
0,0,0,0,4,"2016-11-09T08:11:52.000-0600",False,False,False,False,"TESB-18231","Change request"
0,0,0,0,1,"2016-11-09T08:07:29.000-0600",False,False,False,False,"TESB-18230","Change request"
0,0,0,0,0,"2016-11-04T06:03:44.000-0500",False,False,False,False,"TESB-18193","Bug"
0,0,0,0,2,"2016-10-24T02:37:28.000-0500",False,False,False,False,"TESB-18122","Change request"
0,0,0,0,0,"2016-10-19T07:30:59.000-0500",True,False,False,False,"TESB-18106","Bug"
0,0,0,0,0,"2016-10-18T04:19:16.000-0500",False,False,False,False,"TESB-18096","Bug"
0,0,0,0,0,"2016-10-13T03:08:42.000-0500",True,False,False,False,"TESB-18073","Bug"
0,0,0,0,3,"2016-09-29T02:48:45.000-0500",False,True,False,False,"TESB-18016","Change request"
0,0,0,0,0,"2016-09-29T02:11:36.000-0500",False,False,False,False,"TESB-18012","Bug"
0,0,0,0,0,"2016-09-06T05:23:05.000-0500",True,False,False,False,"TESB-17912","Bug"
0,0,0,0,9,"2016-09-02T10:32:05.000-0500",False,False,False,False,"TESB-17886","New Feature"
0,0,0,0,3,"2016-08-26T08:41:03.000-0500",False,False,False,False,"TESB-17856","New Feature"
0,0,0,0,2,"2016-08-26T05:58:15.000-0500",False,False,False,False,"TESB-17855","New Feature"
0,0,0,0,2,"2016-08-26T05:57:18.000-0500",False,False,False,False,"TESB-17854","New Feature"
0,0,0,0,2,"2016-08-26T05:56:21.000-0500",False,False,False,False,"TESB-17853","New Feature"
0,0,0,0,2,"2016-08-26T05:54:17.000-0500",False,False,False,False,"TESB-17852","New Feature"
0,2,0,0,2,"2016-08-24T11:27:27.000-0500",False,False,False,False,"TESB-17836","New Feature"
0,0,0,0,0,"2016-08-19T03:53:26.000-0500",True,False,False,False,"TESB-17809","Bug"
0,0,0,0,0,"2016-08-09T02:04:58.000-0500",False,False,False,False,"TESB-17759","Change request"
0,0,0,0,5,"2016-08-09T02:01:07.000-0500",False,False,False,False,"TESB-17758","New Feature"
0,0,0,0,0,"2016-08-09T02:00:07.000-0500",False,False,False,False,"TESB-17757","Change request"
0,0,0,0,0,"2016-08-09T01:45:32.000-0500",False,False,False,False,"TESB-17756","Change request"
0,0,0,0,0,"2016-08-09T01:44:41.000-0500",False,False,False,False,"TESB-17755","Change request"
0,0,0,0,0,"2016-08-09T01:43:54.000-0500",False,False,False,False,"TESB-17754","Change request"
0,0,0,0,0,"2016-07-11T18:35:09.000-0500",True,True,False,False,"TESB-17638","Bug"
0,0,0,0,0,"2016-05-03T09:53:30.000-0500",False,False,False,False,"TESB-17306","New Feature"
0,0,0,0,0,"2015-11-25T04:45:08.000-0600",False,False,False,False,"TESB-16832","Change request"
0,0,0,0,4,"2015-09-24T06:14:37.000-0500",False,False,False,False,"TESB-16452","Change request"
0,0,0,0,0,"2015-08-12T03:04:45.000-0500",True,False,False,False,"TESB-16152","Bug"
0,0,0,0,5,"2015-08-05T04:44:56.000-0500",False,False,False,False,"TESB-16087","New Feature"
0,0,0,0,0,"2015-06-09T11:23:10.000-0500",False,False,False,False,"TESB-15870","New Feature"
0,0,0,0,0,"2015-04-28T09:18:29.000-0500",False,False,False,False,"TESB-15630","New Feature"
0,0,0,0,0,"2015-04-28T09:15:25.000-0500",False,False,False,False,"TESB-15629","New Feature"
0,0,0,0,0,"2015-06-12T03:30:12.000-0500",True,False,False,False,"TESB-15556","Bug"
0,0,0,0,2,"2015-06-03T09:30:55.000-0500",False,False,False,False,"TESB-15433","New Feature"
0,0,0,0,0,"2015-05-29T04:31:55.000-0500",True,False,False,False,"TESB-15385","Bug"
0,0,0,0,0,"2015-05-21T03:39:33.000-0500",False,False,False,False,"TESB-15339","Change request"
1,0,1,0,3,"2015-05-20T21:57:15.000-0500",True,False,False,False,"TESB-15337","Bug"
0,0,0,0,0,"2015-05-19T22:42:18.000-0500",True,False,False,False,"TESB-15317","Bug"
0,0,0,0,0,"2015-04-30T21:10:34.000-0500",True,False,False,False,"TESB-15200","Bug"
0,0,0,0,0,"2015-04-02T11:35:51.000-0500",False,False,False,False,"TESB-15064","New Feature"
