"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6"
"TISTUD-6218",False,"train",0.0,0.0,0.0,0.9859046936035156,0.0,0.0,0.0
"TISTUD-8878",False,"train",0.0,0.0,0.0,0.9962289929389954,0.0,0.0,0.0
"TISTUD-8461",False,"train",0.0,0.9865807890892029,0.0,0.0,0.0,0.0,0.0
"TISTUD-4356",False,"train",0.0,0.0,0.0,0.0,0.0,0.9589725136756897,0.0
"TISTUD-5372",False,"train",0.0,0.0,0.0,0.9722506403923035,0.0,0.0,0.0
"TISTUD-4932",False,"train",0.22422266006469727,0.0,0.0,0.0,0.7564040422439575,0.0,0.0
"TISTUD-5370",False,"train",0.8715449571609497,0.0,0.0,0.0,0.11287178099155426,0.0,0.0
"TISTUD-5059",False,"train",0.0,0.0,0.979032039642334,0.0,0.0,0.0,0.0
"TISTUD-5671",False,"train",0.0,0.0,0.0,0.0,0.981708824634552,0.0,0.0
"TISTUD-5462",False,"train",0.0,0.975430428981781,0.0,0.0,0.0,0.0,0.0
"TISTUD-4318",False,"train",0.0,0.0,0.0,0.0,0.5842314958572388,0.4072381258010864,0.0
"TISTUD-8453",False,"train",0.0,0.6039817929267883,0.0,0.0,0.3834432363510132,0.0,0.0
"TISTUD-7916",False,"train",0.9812982082366943,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8718",False,"train",0.0,0.0,0.0,0.0,0.9909420013427734,0.0,0.0
"TISTUD-8791",False,"train",0.0,0.0,0.0,0.9893752932548523,0.0,0.0,0.0
"TISTUD-9085",False,"train",0.0,0.0,0.9754449129104614,0.0,0.0,0.0,0.0
"TISTUD-4022",False,"train",0.9761309623718262,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8610",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9930041432380676
"TISTUD-6281",False,"train",0.0,0.0,0.0,0.9590460062026978,0.0,0.0,0.0
"TISTUD-8536",False,"train",0.21218357980251312,0.0,0.0,0.0,0.0,0.0,0.7646798491477966
"TISTUD-5462",False,"train",0.0,0.975430428981781,0.0,0.0,0.0,0.0,0.0
"TISTUD-5378",False,"train",0.0,0.0,0.0,0.9547868967056274,0.0,0.0,0.0
"TISTUD-7249",False,"train",0.0,0.0,0.0,0.0,0.0,0.9570600390434265,0.0
"TISTUD-3804",False,"train",0.0,0.0,0.0,0.0,0.0,0.9731295108795166,0.0
"TISTUD-6444",False,"train",0.0,0.0,0.0,0.9427694082260132,0.0,0.0,0.0
"TISTUD-7971",False,"train",0.06496945768594742,0.7123359441757202,0.0,0.0,0.0,0.21280662715435028,0.0
"TISTUD-6940",True,"train",0.0,0.0,0.0,0.0,0.4850824773311615,0.0,0.5027748942375183
"TISTUD-7477",False,"train",0.969318687915802,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7783",False,"train",0.0,0.0,0.0,0.31654298305511475,0.0,0.6711061596870422,0.0
"TISTUD-4325",False,"train",0.0,0.0,0.9981476068496704,0.0,0.0,0.0,0.0
"TISTUD-6350",False,"train",0.0,0.0,0.0,0.0,0.4118287265300751,0.5764198899269104,0.0
"TISTUD-5421",False,"train",0.4010586142539978,0.5750468969345093,0.0,0.0,0.0,0.0,0.0
"TISTUD-8495",False,"train",0.0,0.0,0.0,0.0,0.0,0.9831461310386658,0.0
"TISTUD-7447",False,"train",0.9827952980995178,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7032",False,"train",0.0,0.0,0.6837700009346008,0.0,0.0,0.29786553978919983,0.0
"TISTUD-7595",False,"train",0.2517956793308258,0.0,0.7444517612457275,0.0,0.0,0.0,0.0
"TISTUD-8979",False,"train",0.0,0.46389782428741455,0.0,0.0,0.506231963634491,0.0,0.0
"TISTUD-6702",False,"train",0.0,0.0,0.0,0.7516804933547974,0.2359580099582672,0.0,0.0
"TISTUD-6031",False,"train",0.0,0.9854201078414917,0.0,0.0,0.0,0.0,0.0
"TISTUD-8932",False,"train",0.8521773815155029,0.0,0.0,0.12610562145709991,0.0,0.0,0.0
"TISTUD-5425",False,"train",0.0,0.0,0.0,0.0,0.0,0.9739507436752319,0.0
"TISTUD-7479",False,"train",0.0,0.0,0.0,0.0,0.46415963768959045,0.0,0.527701199054718
"TISTUD-4783",False,"train",0.0,0.0,0.0,0.9608994722366333,0.0,0.0,0.0
"TISTUD-9004",False,"train",0.0,0.0,0.0,0.949448823928833,0.0,0.0,0.0
"TISTUD-6979",False,"train",0.0,0.0,0.0,0.8522040843963623,0.0,0.13659891486167908,0.0
"TISTUD-5970",False,"train",0.0,0.9609031677246094,0.0,0.0,0.0,0.0,0.0
"TISTUD-9140",False,"train",0.0,0.0,0.0,0.9925827980041504,0.0,0.0,0.0
"TISTUD-5105",False,"train",0.0,0.0,0.8106837868690491,0.0,0.17579342424869537,0.0,0.0
"TISTUD-8610",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9930041432380676
"TISTUD-5200",False,"train",0.0,0.0,0.0,0.0,0.2422223687171936,0.7464049458503723,0.0
"TISTUD-5664",False,"train",0.0,0.0,0.0,0.5491695404052734,0.427705854177475,0.0,0.0
"TISTUD-5767",False,"train",0.0,0.0,0.0,0.0,0.9856711030006409,0.0,0.0
"TISTUD-9042",False,"train",0.0,0.95219886302948,0.0,0.0,0.0,0.0,0.0
"TISTUD-8939",False,"train",0.9265349507331848,0.0,0.0,0.0,0.06131604686379433,0.0,0.0
"TISTUD-6888",False,"train",0.0,0.0,0.0,0.0,0.0,0.7290081977844238,0.2543160319328308
"TISTUD-7354",False,"train",0.0,0.0,0.6327972412109375,0.0,0.34160923957824707,0.0,0.0
"TISTUD-5223",False,"train",0.0,0.0,0.0,0.0,0.07407558709383011,0.9106725454330444,0.0
"TISTUD-9113",False,"train",0.0,0.0,0.0,0.0,0.0,0.9590743780136108,0.0
"TISTUD-4619",False,"train",0.0,0.9731329083442688,0.0,0.0,0.0,0.0,0.0
"TISTUD-8490",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9979285597801208
"TISTUD-6148",False,"train",0.0,0.7836205959320068,0.0,0.0,0.0,0.0,0.20499828457832336
"TISTUD-9048",False,"train",0.0,0.9919583201408386,0.0,0.0,0.0,0.0,0.0
"TISTUD-8641",False,"train",0.22887368500232697,0.7551934123039246,0.0,0.0,0.0,0.0,0.0
"TISTUD-5661",False,"train",0.0,0.0,0.0,0.0,0.9547522664070129,0.0,0.0
"TISTUD-5671",False,"train",0.0,0.0,0.0,0.0,0.981708824634552,0.0,0.0
"TISTUD-8898",False,"train",0.0,0.0,0.0,0.9747064709663391,0.0,0.0,0.0
"TISTUD-5622",False,"train",0.0,0.0,0.0,0.0,0.9804708361625671,0.0,0.0
"TISTUD-7624",False,"train",0.0,0.0,0.0,0.0,0.9889817833900452,0.0,0.0
"TISTUD-5416",False,"train",0.9914911389350891,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-6581",False,"train",0.0,0.7090665102005005,0.0,0.0,0.2652874290943146,0.0,0.0
"TISTUD-5063",False,"train",0.015996485948562622,0.015894895419478416,0.015906836837530136,0.015943355858325958,0.015926700085401535,0.01590646430850029,0.9044252038002014
"TISTUD-7469",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9795278906822205
"TISTUD-6012",False,"train",0.0,0.0,0.0,0.0,0.9785089492797852,0.0,0.0
"TISTUD-6603",False,"train",0.4749494791030884,0.0,0.0,0.0,0.5083955526351929,0.0,0.0
"TISTUD-4619",False,"train",0.0,0.9731329083442688,0.0,0.0,0.0,0.0,0.0
"TISTUD-9137",False,"train",0.9886817932128906,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-3022",False,"train",0.0,0.0,0.0,0.0,0.9820859432220459,0.0,0.0
"TISTUD-5642",False,"train",0.0,0.0,0.0,0.0,0.9824610948562622,0.0,0.0
"TISTUD-5386",False,"train",0.0,0.0,0.0,0.0,0.9681314826011658,0.0,0.0
"TISTUD-7910",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9522275328636169
"TISTUD-4365",False,"train",0.4109080135822296,0.18179765343666077,0.3754349648952484,0.0,0.0,0.0,0.0
"TISTUD-4978",False,"train",0.0,0.0,0.0,0.0,0.0,0.98465496301651,0.0
"TISTUD-7683",False,"train",0.0,0.0,0.0,0.0,0.0,0.9873576164245605,0.0
"TISTUD-8009",False,"train",0.0,0.7669579386711121,0.0,0.0,0.0,0.21812181174755096,0.0
"TISTUD-8576",False,"train",0.0,0.9941847324371338,0.0,0.0,0.0,0.0,0.0
"TISTUD-7331",False,"train",0.0,0.0,0.0,0.0,0.0,0.9669596552848816,0.0
"TISTUD-7852",False,"train",0.0,0.5471435785293579,0.0,0.0,0.0,0.0,0.4382193088531494
"TISTUD-8963",False,"train",0.0,0.0,0.0,0.0,0.0,0.9703854918479919,0.0
"TISTUD-9047",False,"train",0.0,0.0,0.4122895896434784,0.0,0.5739166140556335,0.0,0.0
"TISTUD-4035",False,"train",0.011021550744771957,0.011021267622709274,0.011025569401681423,0.6113648414611816,0.01103957835584879,0.33351773023605347,0.011009514331817627
"TISTUD-8461",False,"train",0.0,0.9865807890892029,0.0,0.0,0.0,0.0,0.0
"TISTUD-7965",False,"train",0.0,0.0,0.0,0.0,0.9739352464675903,0.0,0.0
"TISTUD-5642",False,"train",0.0,0.0,0.0,0.0,0.9824610948562622,0.0,0.0
"TISTUD-5631",False,"train",0.0,0.0,0.0,0.7584513425827026,0.2221769094467163,0.0,0.0
"TISTUD-4244",False,"train",0.12391454726457596,0.0,0.0,0.8641347885131836,0.0,0.0,0.0
"TISTUD-7066",False,"train",0.0,0.0,0.8059664964675903,0.0,0.0,0.18624207377433777,0.0
"TISTUD-8878",False,"train",0.0,0.0,0.0,0.9962289929389954,0.0,0.0,0.0
"TISTUD-8023",False,"train",0.0,0.0,0.21778878569602966,0.0,0.7713475227355957,0.0,0.0
"TISTUD-6917",False,"train",0.0,0.0,0.9909482002258301,0.0,0.0,0.0,0.0
"TISTUD-7331",False,"train",0.0,0.0,0.0,0.0,0.0,0.9669596552848816,0.0
"TISTUD-5195",False,"train",0.0,0.0,0.0,0.0,0.16936171054840088,0.8147105574607849,0.0
"TISTUD-7249",False,"train",0.0,0.0,0.0,0.0,0.0,0.9570600390434265,0.0
"TISTUD-5364",False,"train",0.3290359079837799,0.2161553055047989,0.0,0.0,0.4309161901473999,0.0,0.0
"TISTUD-5710",False,"train",0.011041210032999516,0.011029353365302086,0.011017614044249058,0.9338054060935974,0.011053734458982944,0.011030708439648151,0.011021965183317661
"TISTUD-4035",False,"train",0.011021550744771957,0.011021267622709274,0.011025569401681423,0.6113648414611816,0.01103957835584879,0.33351773023605347,0.011009514331817627
"TISTUD-7691",False,"train",0.0,0.0,0.0,0.0,0.0,0.9849206209182739,0.0
"TISTUD-4793",False,"train",0.0,0.0,0.0,0.0,0.9590400457382202,0.0,0.0
"TISTUD-7622",False,"train",0.0,0.0,0.0,0.0,0.9923892021179199,0.0,0.0
"TISTUD-6148",False,"train",0.0,0.7836205959320068,0.0,0.0,0.0,0.0,0.20499828457832336
"TISTUD-4956",False,"train",0.0,0.0,0.0,0.0,0.9779472351074219,0.0,0.0
"TISTUD-6012",False,"train",0.0,0.0,0.0,0.0,0.9785089492797852,0.0,0.0
"TISTUD-5093",False,"train",0.0,0.0,0.0,0.0,0.0,0.9656204581260681,0.0
"TISTUD-5551",False,"train",0.0,0.9851805567741394,0.0,0.0,0.0,0.0,0.0
"TISTUD-7726",False,"train",0.0,0.0,0.0,0.9569812417030334,0.0,0.0,0.0
"TISTUD-7607",False,"train",0.0,0.0,0.3317277729511261,0.49732762575149536,0.15408772230148315,0.0,0.0
"TISTUD-8729",False,"train",0.0,0.0,0.0,0.0,0.49856096506118774,0.4905836582183838,0.0
"TISTUD-8913",True,"train",0.0,0.0,0.98715740442276,0.0,0.0,0.0,0.0
"TISTUD-5823",False,"train",0.0,0.0,0.0,0.7469162940979004,0.24170736968517303,0.0,0.0
"TISTUD-8966",False,"train",0.47838249802589417,0.0,0.0,0.0,0.5078316926956177,0.0,0.0
"TISTUD-5322",False,"train",0.3945283591747284,0.0,0.0,0.0,0.5880045294761658,0.0,0.0
"TISTUD-5337",False,"train",0.9532104730606079,0.0,0.0,0.0,0.0,0.02505023591220379,0.0
"TISTUD-4932",False,"train",0.22422266006469727,0.0,0.0,0.0,0.7564040422439575,0.0,0.0
"TISTUD-5538",False,"train",0.0,0.0,0.0,0.0,0.0,0.5688119530677795,0.4194314181804657
"TISTUD-5422",False,"train",0.9812951683998108,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8495",False,"train",0.0,0.0,0.0,0.0,0.0,0.9831461310386658,0.0
"TISTUD-6898",False,"train",0.0,0.0,0.0,0.0,0.9851787686347961,0.0,0.0
"TISTUD-5770",False,"train",0.0,0.0,0.0,0.0,0.9681649804115295,0.0,0.0
"TISTUD-7683",False,"train",0.0,0.0,0.0,0.0,0.0,0.9873576164245605,0.0
"TISTUD-5471",False,"train",0.0,0.0,0.0,0.0,0.1478053629398346,0.8256242275238037,0.0
"TISTUD-5621",False,"train",0.655589759349823,0.0,0.0,0.0,0.32648563385009766,0.0,0.0
"TISTUD-7705",False,"train",0.9804613590240479,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7129",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9641802310943604
"TISTUD-8788",False,"train",0.0,0.0,0.9943839907646179,0.0,0.0,0.0,0.0
"TISTUD-582",False,"train",0.0,0.0,0.0,0.0,0.3382940888404846,0.648670494556427,0.0
"TISTUD-5504",False,"train",0.7814170122146606,0.0,0.0,0.20623286068439484,0.0,0.0,0.0
"TISTUD-5067",False,"train",0.9910457134246826,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7639",False,"train",0.0,0.0,0.0,0.0,0.0,0.9809027910232544,0.0
"TISTUD-6084",False,"train",0.0,0.0,0.0,0.0,0.9821094274520874,0.0,0.0
"TISTUD-5858",False,"train",0.0,0.0,0.0,0.0,0.9984549880027771,0.0,0.0
"TISTUD-6917",False,"train",0.0,0.0,0.9909482002258301,0.0,0.0,0.0,0.0
"TISTUD-5385",False,"train",0.9731630086898804,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5749",False,"train",0.0,0.0,0.0,0.0,0.09689929336309433,0.0,0.8826161026954651
"TISTUD-5225",False,"train",0.0,0.0,0.36857783794403076,0.0,0.0,0.6242590546607971,0.0
"TISTUD-7783",False,"train",0.0,0.0,0.0,0.31654298305511475,0.0,0.6711061596870422,0.0
"TISTUD-7485",False,"train",0.0,0.0,0.0,0.0,0.9846545457839966,0.0,0.0
"TISTUD-5892",False,"train",0.0,0.0,0.0,0.0,0.0,0.9821083545684814,0.0
