"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6"
"XD-2865",False,"train",0.0,0.0,0.337959349155426,0.0,0.0,0.0,0.6540033221244812
"XD-2885",False,"train",0.18633385002613068,0.0,0.7849434614181519,0.0,0.0,0.0,0.0
"XD-923",False,"train",0.0,0.3602564334869385,0.0,0.0,0.0,0.33199772238731384,0.2816196382045746
"XD-3575",False,"train",0.0,0.6324371099472046,0.0,0.0,0.3298541307449341,0.0,0.0
"XD-2993",True,"train",0.0,0.06745461374521255,0.9165738821029663,0.0,0.0,0.0,0.0
"XD-1837",False,"train",0.995295524597168,0.0,0.0,0.0,0.0,0.0,0.0
"XD-901",False,"train",0.5670077204704285,0.0,0.0,0.0,0.0,0.40719613432884216,0.0
"XD-3350",False,"train",0.0,0.0,0.5269431471824646,0.0,0.0,0.4417586922645569,0.0
"XD-594",False,"train",0.0,0.0,0.0,0.0,0.2546294033527374,0.7154452800750732,0.0
"XD-2122",False,"train",0.0,0.0,0.0,0.5060135722160339,0.0,0.4156285524368286,0.06362631916999817
"XD-3105",False,"train",0.03637850284576416,0.03638675436377525,0.27576780319213867,0.036394067108631134,0.036560095846652985,0.5420810580253601,0.036431729793548584
"XD-1341",True,"train",0.0,0.0,0.0,0.4776919186115265,0.4880920946598053,0.0,0.0
"XD-1679",False,"train",0.3298729658126831,0.0,0.0,0.0,0.6423601508140564,0.0,0.0
"XD-1767",False,"train",0.0,0.0,0.0,0.0,0.7148683071136475,0.0,0.25519734621047974
"XD-810",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9987753629684448
"XD-3019",False,"train",0.020500900223851204,0.3176444470882416,0.020479608327150345,0.02047627419233322,0.5799264907836914,0.020500585436820984,0.02047170139849186
"XD-87",False,"train",0.011929578147828579,0.01191749982535839,0.01191842183470726,0.01194786000996828,0.9283868074417114,0.011932307854294777,0.011967538855969906
"XD-3709",True,"train",0.0,0.0,0.18503828346729279,0.0,0.7982353568077087,0.0,0.0
"XD-3082",False,"train",0.02876134030520916,0.028645221143960953,0.028618352487683296,0.02861938811838627,0.828069806098938,0.028679760172963142,0.028606122359633446
"XD-3566",False,"train",0.0,0.0,0.9521411657333374,0.0,0.0,0.0,0.0
"XD-1090",False,"train",0.017866218462586403,0.01792282424867153,0.017899155616760254,0.017882082611322403,0.89263916015625,0.01791403815150261,0.01787651516497135
"XD-3241",False,"train",0.0,0.0,0.17787542939186096,0.7741926312446594,0.0,0.0,0.0
"XD-2942",False,"train",0.3368261456489563,0.0,0.0,0.0,0.6208564639091492,0.0,0.0
"XD-2430",False,"train",0.0,0.5412781834602356,0.0,0.0,0.35069021582603455,0.08951594680547714,0.0
"XD-1264",False,"train",0.0,0.0,0.0,0.0,0.0,0.9927676320075989,0.0
"XD-545",False,"train",0.047815144062042236,0.04775514081120491,0.7135400176048279,0.047757767140865326,0.047719597816467285,0.047711655497550964,0.047700632363557816
"XD-2556",False,"train",0.020517561584711075,0.020501768216490746,0.020477572456002235,0.6546585559844971,0.02051899954676628,0.2428545355796814,0.0204709954559803
"XD-554",False,"train",0.0,0.33442285656929016,0.08258187770843506,0.0,0.0,0.5654784440994263,0.0
"XD-3325",False,"train",0.0,0.0,0.0,0.0,0.9461244940757751,0.0,0.0
"XD-1240",False,"train",0.25079163908958435,0.0,0.6026994585990906,0.0,0.12669821083545685,0.0,0.0
"XD-503",False,"train",0.011036253534257412,0.011054777540266514,0.011031948029994965,0.011055435985326767,0.9336819052696228,0.011068731546401978,0.01107091549783945
"XD-2345",False,"train",0.0,0.0,0.0,0.9712401032447815,0.0,0.0,0.0
"XD-1994",False,"train",0.900148868560791,0.0,0.0,0.0,0.09288789331912994,0.0,0.0
"XD-998",False,"train",0.013020657934248447,0.013020383194088936,0.013008075766265392,0.013021694496273994,0.013045980595052242,0.9218729138374329,0.013010264374315739
"XD-1101",False,"train",0.8457486033439636,0.0,0.0,0.0,0.0,0.1378767192363739,0.0
"XD-1618",False,"train",0.020432813093066216,0.02044680342078209,0.020458748564124107,0.020475337281823158,0.8773072361946106,0.020458532497286797,0.020420514047145844
"XD-1524",False,"train",0.0,0.0,0.0,0.0,0.0,0.9626351594924927,0.0
"XD-2744",False,"train",0.5272054076194763,0.028707493096590042,0.3291489779949188,0.028772853314876556,0.028759997338056564,0.02870914340019226,0.028696123510599136
"XD-1835",False,"train",0.0,0.0,0.0,0.0,0.9655860662460327,0.0,0.0
"XD-887",False,"train",0.21164679527282715,0.0,0.5689535737037659,0.0,0.0,0.20965887606143951,0.0
"XD-3328",True,"train",0.013089249841868877,0.013044582679867744,0.013080119155347347,0.9216113090515137,0.013049967586994171,0.013072492554783821,0.013052291236817837
"XD-1251",False,"train",0.01597924903035164,0.015980321913957596,0.0159735269844532,0.01598331332206726,0.016017789021134377,0.9040971398353577,0.015968669205904007
"XD-229",True,"train",0.028804749250411987,0.02903149090707302,0.43984031677246094,0.028793439269065857,0.028788281604647636,0.02881142497062683,0.41593024134635925
"XD-743",False,"train",0.0,0.0,0.0,0.0,0.9567534923553467,0.0,0.03739902004599571
"XD-774",True,"train",0.0,0.0,0.0,0.0,0.6666685342788696,0.30072006583213806,0.0
"XD-2767",False,"train",0.0,0.0,0.0,0.0,0.0,0.9804146885871887,0.0
"XD-976",False,"train",0.8175180554389954,0.0,0.0,0.0,0.16074366867542267,0.0,0.0
"XD-3048",False,"train",0.0,0.0,0.9897421002388,0.0,0.0,0.0,0.0
"XD-2885",False,"train",0.18633385002613068,0.0,0.7849434614181519,0.0,0.0,0.0,0.0
"XD-1244",False,"train",0.0,0.0,0.8020318150520325,0.1795659363269806,0.0,0.0,0.0
"XD-141",False,"train",0.0,0.0,0.0,0.0,0.0,0.968083381652832,0.0
"XD-1791",False,"train",0.0,0.0,0.0,0.0,0.9703230261802673,0.0,0.0
"XD-192",False,"train",0.0,0.0,0.0,0.0,0.0,0.7050996422767639,0.26370683312416077
"XD-1264",False,"train",0.0,0.0,0.0,0.0,0.0,0.9927676320075989,0.0
"XD-2139",False,"train",0.45999711751937866,0.511307418346405,0.0,0.0,0.0,0.0,0.0
"XD-1565",False,"train",0.0,0.0,0.0,0.0,0.9860817790031433,0.0,0.0
"XD-3063",False,"train",0.0,0.0,0.0,0.0,0.0,0.9713584780693054,0.0
"XD-1365",True,"train",0.0,0.0,0.0,0.0,0.0,0.7742020487785339,0.19164742529392242
"XD-3300",False,"train",0.6140468120574951,0.0,0.0,0.0,0.3710247576236725,0.0,0.0
"XD-3300",False,"train",0.6140468120574951,0.0,0.0,0.0,0.3710247576236725,0.0,0.0
"XD-1306",False,"train",0.7646369934082031,0.0,0.08218524605035782,0.0,0.13265393674373627,0.0,0.0
"XD-1490",False,"train",0.0,0.0,0.11282486468553543,0.0,0.0,0.0,0.8844020962715149
"XD-3691",False,"train",0.0,0.0,0.0,0.0,0.9546467065811157,0.0,0.0
"XD-2333",False,"train",0.938544511795044,0.010231108404695988,0.010253851301968098,0.010224391706287861,0.010249195620417595,0.010272201150655746,0.010224688798189163
"XD-1497",False,"train",0.011928273364901543,0.011921045370399952,0.011922274716198444,0.011949287727475166,0.011947919614613056,0.9284113049507141,0.011919919401407242
"XD-614",False,"train",0.0,0.0,0.06287845969200134,0.0,0.0,0.9255456924438477,0.0
"XD-1221",False,"train",0.7005347609519958,0.0,0.0,0.0,0.0,0.2789883017539978,0.0
"XD-1780",False,"train",0.0,0.0,0.39881759881973267,0.4277189373970032,0.0,0.1626276671886444,0.0
"XD-1132",False,"train",0.0,0.0,0.0,0.1279546022415161,0.0,0.8361023664474487,0.0
"XD-1410",False,"train",0.24511834979057312,0.01197887398302555,0.33674609661102295,0.37012869119644165,0.01197786908596754,0.012041513808071613,0.012008601799607277
"XD-3225",False,"train",0.0,0.0,0.0,0.0,0.0,0.9692596793174744,0.0
"XD-1857",False,"train",0.0,0.0,0.0,0.09111815690994263,0.0,0.8848909735679626,0.0
"XD-1066",False,"train",0.0,0.0,0.43199294805526733,0.0,0.55891352891922,0.0,0.0
"XD-438",False,"train",0.5987170934677124,0.1275038868188858,0.0,0.0,0.22297431528568268,0.04785672202706337,0.0
"XD-3230",False,"train",0.0,0.0,0.0,0.0,0.0,0.9425644278526306,0.0
"XD-2607",True,"train",0.0,0.0,0.13867203891277313,0.8469804525375366,0.0,0.0,0.0
"XD-2575",True,"train",0.0,0.0,0.21402089297771454,0.7658082246780396,0.0,0.0,0.0
"XD-3744",False,"train",0.0,0.0,0.6838293075561523,0.0,0.0,0.13734012842178345,0.16239002346992493
"XD-937",False,"train",0.010259422473609447,0.010274497792124748,0.9383823871612549,0.010264469310641289,0.01029262412339449,0.010273734107613564,0.01025291159749031
"XD-3384",False,"train",0.0,0.8719502687454224,0.0,0.0,0.0,0.10149560868740082,0.0
"XD-3235",False,"train",0.0,0.4393470585346222,0.07222074270248413,0.0,0.1933172196149826,0.2898409962654114,0.0
"XD-3249",False,"train",0.9712585210800171,0.0,0.0,0.0,0.0,0.0,0.0
"XD-357",False,"train",0.4149717390537262,0.0,0.0,0.0,0.561141848564148,0.0,0.0
"XD-3303",False,"train",0.02048700489103794,0.020437167957425117,0.020488133653998375,0.020459147170186043,0.02044432796537876,0.7403417825698853,0.15734240412712097
"XD-2143",True,"train",0.5455573797225952,0.0,0.0,0.0,0.2654550075531006,0.17678138613700867,0.0
"XD-2063",False,"train",0.0,0.0,0.0,0.0,0.0,0.9625205397605896,0.0
"XD-3574",True,"train",0.0,0.4517848491668701,0.0,0.5155915021896362,0.0,0.0,0.0
"XD-1184",False,"train",0.0,0.08070115000009537,0.0,0.0,0.016862358897924423,0.0,0.8998232483863831
"XD-886",False,"train",0.02408883348107338,0.8566510677337646,0.02385174296796322,0.02383720688521862,0.023858949542045593,0.023847684264183044,0.023864448070526123
"XD-1970",False,"train",0.0,0.0,0.0,0.0,0.24398286640644073,0.0,0.716119110584259
"XD-1531",False,"train",0.0,0.0,0.0,0.370853066444397,0.0,0.584176778793335,0.0
"XD-567",False,"train",0.48353487253189087,0.028619974851608276,0.028624631464481354,0.3732006847858429,0.028699776157736778,0.028701532632112503,0.028618531301617622
"XD-1498",False,"train",0.014474967494606972,0.014511710032820702,0.2689872682094574,0.01447201892733574,0.014504400081932545,0.658575713634491,0.014473900198936462
"XD-1120",False,"train",0.2619157135486603,0.32831627130508423,0.0,0.3899206519126892,0.0,0.0,0.0
"XD-1231",False,"train",0.028785770758986473,0.028749920427799225,0.02870633266866207,0.028668629005551338,0.028747983276844025,0.8276829123497009,0.028658505529165268
"XD-84",False,"train",0.013030503876507282,0.013003788888454437,0.013005703687667847,0.013016398064792156,0.9218854904174805,0.013046635314822197,0.013011476024985313
"XD-1634",False,"train",0.8568145632743835,0.0238532405346632,0.023863133043050766,0.02385829947888851,0.023890089243650436,0.02387021854519844,0.02385048195719719
"XD-1480",False,"train",0.0,0.10508634895086288,0.0,0.0,0.0,0.8785116076469421,0.0
"XD-2899",True,"train",0.0,0.0,0.2767668068408966,0.0,0.0,0.41782912611961365,0.28409233689308167
"XD-1174",False,"train",0.3214549124240875,0.011040355078876019,0.6232888698577881,0.011043381877243519,0.01106207724660635,0.011058702133595943,0.011051731184124947
"XD-1234",False,"train",0.015929430723190308,0.01589631848037243,0.01594685949385166,0.015893008559942245,0.016011584550142288,0.015920525416731834,0.9044022560119629
"XD-3692",False,"train",0.0,0.0,0.0,0.0,0.0,0.9425660967826843,0.0
"XD-1140",False,"train",0.014398741535842419,0.01435424480587244,0.014323439449071884,0.014341148547828197,0.014381091110408306,0.01433608215302229,0.9138652682304382
"XD-81",False,"train",0.012999789789319038,0.012999174185097218,0.013014692813158035,0.013019680045545101,0.9219430685043335,0.013018724508583546,0.01300490740686655
"XD-2298",True,"train",0.07902483642101288,0.37786027789115906,0.0,0.0,0.0,0.5318277478218079,0.0
"XD-2499",False,"train",0.0,0.0,0.0,0.0,0.40786442160606384,0.5673251152038574,0.0
"XD-1499",False,"train",0.023845914751291275,0.023841964080929756,0.7073148488998413,0.17332784831523895,0.023879406973719597,0.0238692294806242,0.023920852690935135
"XD-1468",False,"train",0.5811036825180054,0.02859988994896412,0.0286259725689888,0.028621714562177658,0.028609545901417732,0.275813490152359,0.028625693172216415
"XD-1482",False,"train",0.12453784048557281,0.0,0.06149483099579811,0.0,0.798011302947998,0.0,0.0
"XD-2607",True,"train",0.0,0.0,0.13867203891277313,0.8469804525375366,0.0,0.0,0.0
"XD-2704",True,"train",0.0,0.0,0.0,0.0,0.0,0.9608709216117859,0.0
"XD-1154",False,"train",0.22580170631408691,0.0,0.0,0.3567235469818115,0.0,0.39444684982299805,0.0
"XD-174",False,"train",0.32846155762672424,0.0,0.0,0.0,0.6428495645523071,0.0,0.0
"XD-258",False,"train",0.028619324788451195,0.02859535440802574,0.02861172892153263,0.028699222952127457,0.3847363293170929,0.02861304022371769,0.47212496399879456
"XD-2235",False,"train",0.010217861272394657,0.01021317858248949,0.010210906155407429,0.01022124569863081,0.010231588035821915,0.010213845409452915,0.9386913776397705
"XD-972",False,"train",0.0,0.0,0.7581953406333923,0.0,0.22684058547019958,0.0,0.0
"XD-222",False,"train",0.018012644723057747,0.01792074367403984,0.01799655519425869,0.01797206699848175,0.8921370506286621,0.01797208935022354,0.01798885501921177
