"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13"
"DM-9304",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8838575482368469,0.0,0.0,0.0,0.0,0.0,0.0
"DM-7593",False,"train",0.09415659308433533,0.8578893542289734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-8145",True,"train",0.0,0.41670605540275574,0.0,0.0,0.0,0.0,0.0,0.0,0.26035043597221375,0.0,0.0,0.2915060520172119,0.0,0.0
"DM-8870",False,"train",0.0,0.0,0.9155769944190979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-17677",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281677007675171,0.0,0.0,0.0
"DM-11551",False,"train",0.14582255482673645,0.20852763950824738,0.5993915796279907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-2537",False,"train",0.0,0.2696611285209656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7035390138626099,0.0,0.0,0.0
"DM-12571",False,"train",0.0,0.10677735507488251,0.6009578704833984,0.12226468324661255,0.0,0.0,0.01036726776510477,0.0,0.0,0.0,0.09447921067476273,0.0,0.05296139046549797,0.0
"DM-15791",True,"train",0.0,0.972640335559845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-11723",False,"train",0.0,0.6086792945861816,0.0,0.0,0.0,0.0,0.0,0.0,0.17802834510803223,0.0,0.0,0.12593482434749603,0.0,0.0
"DM-18488",False,"train",0.0,0.0,0.0,0.0,0.5309436321258545,0.3976398706436157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-17460",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9284648895263672,0.0,0.0,0.0
"DM-10874",False,"train",0.011905665509402752,0.011905665509402752,0.01190566923469305,0.011905666440725327,0.8452262878417969,0.011905665509402752,0.011905665509402752,0.011905688792467117,0.011905665509402752,0.011905665509402752,0.011905665509402752,0.011905677616596222,0.011905665509402752,0.011905667372047901
"DM-11456",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3133227229118347,0.0,0.0,0.6548973917961121,0.0,0.0
"DM-15336",False,"train",0.0,0.35162439942359924,0.4435829818248749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033934276551008224,0.16453495621681213
"DM-16311",True,"train",0.8743226528167725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07804130762815475,0.0,0.0,0.0,0.0,0.0
"DM-8336",False,"train",0.0,0.0,0.969967246055603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-13250",False,"train",0.0,0.6409156918525696,0.2876511216163635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-12551",False,"train",0.0,0.6112487316131592,0.0,0.0,0.3283082842826843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03861147165298462
"DM-595",False,"train",0.0,0.0,0.10839522629976273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37695690989494324,0.0,0.3149890601634979,0.1664409637451172
"DM-10538",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8967705368995667,0.0
"DM-7147",False,"train",0.9956988096237183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-3136",False,"train",0.0,0.9595434665679932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-16311",True,"train",0.8743226528167725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07804130762815475,0.0,0.0,0.0,0.0,0.0
"DM-6365",False,"train",0.5943101048469543,0.0,0.2662811875343323,0.0,0.0,0.0,0.0,0.0,0.0,0.08700380474328995,0.0,0.0,0.0,0.0
"DM-12879",False,"train",0.0,0.0,0.0,0.0,0.5897583961486816,0.296167254447937,0.0,0.0,0.0,0.0,0.07663778215646744,0.0,0.0,0.0
"DM-7736",False,"train",0.0,0.0,0.10101056843996048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870401918888092
"DM-16021",True,"train",0.0,0.2837976813316345,0.22855335474014282,0.0,0.0,0.45332735776901245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-2420",False,"train",0.0,0.6619970202445984,0.0,0.0,0.0,0.0,0.0,0.0,0.09624911844730377,0.0,0.0,0.0,0.22380751371383667,0.0
"DM-7363",False,"train",0.06980820745229721,0.0,0.3256443738937378,0.571805477142334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-15571",False,"train",0.0,0.31191661953926086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6676005125045776,0.0,0.0
"DM-1332",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9877750277519226
"DM-6500",False,"train",0.0,0.0,0.0,0.30974912643432617,0.0,0.2046324610710144,0.0,0.0,0.0,0.0,0.0,0.4201292097568512,0.0,0.0
"DM-2022",False,"train",0.0,0.0,0.5665977597236633,0.0,0.0,0.0,0.34767892956733704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-3772",False,"train",0.0,0.0,0.0,0.0,0.08253203332424164,0.0,0.0,0.0,0.0,0.0,0.20515017211437225,0.0,0.0,0.6686665415763855
"DM-17604",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9761815667152405,0.0,0.0,0.0,0.0,0.0
"DM-4208",False,"train",0.0,0.8352655172348022,0.0,0.0,0.0,0.0,0.0,0.0,0.1218578964471817,0.0,0.0,0.0,0.0,0.0
"DM-5544",False,"train",0.014287587255239487,0.014287639409303665,0.014287594705820084,0.014287585392594337,0.01428759004920721,0.014287594705820084,0.014287587255239487,0.014287581667304039,0.014287706464529037,0.014287572354078293,0.014287562109529972,0.01428757980465889,0.014287582598626614,0.8142611980438232
"DM-2477",False,"train",0.0,0.3749750554561615,0.0,0.0,0.0,0.0,0.0,0.2442011535167694,0.17698386311531067,0.0,0.0,0.060373030602931976,0.12739114463329315,0.0
"DM-6261",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9419295787811279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-4184",False,"train",0.0,0.0,0.0,0.0,0.32224041223526,0.10506346821784973,0.0,0.0,0.5264036655426025,0.0,0.0,0.0,0.0,0.0
"DM-9039",False,"train",0.0,0.28298500180244446,0.0,0.0,0.0,0.0,0.1521596908569336,0.0,0.0,0.0,0.0,0.0,0.5386046171188354,0.0
"DM-626",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8690536618232727,0.0,0.04327245056629181,0.0,0.0,0.07871407270431519
"DM-14378",False,"train",0.20530521869659424,0.0,0.0,0.36039331555366516,0.0,0.0,0.0,0.0,0.0,0.39501431584358215,0.0,0.0,0.0,0.0
"DM-15159",False,"train",0.0,0.10373621433973312,0.0,0.0,0.0,0.8486394882202148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-7884",False,"train",0.0,0.514618992805481,0.44251593947410583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-17189",False,"train",0.0,0.4612031877040863,0.3404959738254547,0.0,0.0,0.0,0.0,0.0,0.10276719182729721,0.0,0.0,0.06305555254220963,0.0,0.0
"DM-1299",False,"train",0.0,0.0,0.7147291898727417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23484870791435242
"DM-8999",False,"train",0.16908016800880432,0.0,0.0,0.2796303629875183,0.0,0.0,0.0,0.0,0.4526785910129547,0.0,0.0,0.0,0.0,0.0
"DM-13372",False,"train",0.011908069252967834,0.011908081360161304,0.011908052489161491,0.011908095329999924,0.4021362066268921,0.011908021755516529,0.011908062733709812,0.011908017098903656,0.29424723982810974,0.011908009648323059,0.011908021755516529,0.17262804508209229,0.011908067390322685,0.01190800592303276
"DM-14029",True,"train",0.0,0.0,0.4730341136455536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29023560881614685,0.0,0.0,0.21138118207454681
"DM-15344",False,"train",0.0,0.0,0.0,0.0,0.0,0.29836922883987427,0.0,0.0,0.0,0.0,0.0,0.6859760880470276,0.0,0.0
"DM-5686",False,"train",0.2369764745235443,0.0,0.0,0.0,0.0,0.0,0.0,0.3544125556945801,0.17371249198913574,0.0,0.0,0.13723863661289215,0.0,0.08234266191720963
"DM-6437",False,"train",0.0,0.0,0.0,0.24220435321331024,0.0,0.1127951443195343,0.0,0.0,0.0,0.0,0.0,0.603336751461029,0.0,0.0
"DM-6029",False,"train",0.0,0.1598365306854248,0.0,0.1647002100944519,0.0,0.0,0.0,0.0,0.0,0.0,0.5881112813949585,0.0,0.0,0.0
"DM-15491",False,"train",0.22586171329021454,0.0,0.0,0.0,0.0,0.05524718016386032,0.0,0.0,0.2703895568847656,0.0,0.440096378326416,0.0,0.0,0.0
"DM-13749",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.2270379364490509,0.0,0.0,0.0,0.4227447211742401,0.0,0.27163898944854736,0.0
"DM-15809",False,"train",0.0,0.0,0.4239594042301178,0.0,0.0,0.0,0.0,0.5352202653884888,0.0,0.0,0.0,0.0,0.0,0.0
"DM-16606",False,"train",0.0,0.06515416502952576,0.4535352289676666,0.29779788851737976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12299033254384995,0.054677028208971024
"DM-17313",False,"train",0.0,0.0,0.0,0.2719343602657318,0.0,0.5453978776931763,0.0,0.11122054606676102,0.0,0.0,0.0,0.0,0.0,0.0
