"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13"
"XD-2266",False,"train",0.0,0.025994010269641876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246738463640213,0.0,0.7115342020988464
"XD-1295",False,"train",0.06708125025033951,0.0,0.7454673051834106,0.0,0.0,0.0,0.055063314735889435,0.04968415945768356,0.05022396519780159,0.0,0.03080647811293602,0.0,0.0,0.0
"XD-1934",False,"train",0.0,0.0,0.0,0.0,0.0,0.6828134655952454,0.0,0.0,0.0,0.0,0.0,0.0,0.21002280712127686,0.0
"XD-2274",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07175767421722412,0.0,0.588350236415863,0.0,0.03028884157538414,0.2896796464920044,0.0
"XD-1854",False,"train",0.5258849859237671,0.0,0.0,0.0,0.0,0.024293338879942894,0.0,0.0,0.0,0.0,0.3696072995662689,0.0,0.07088997960090637,0.0
"XD-3328",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.915503203868866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1184",False,"train",0.9876886010169983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-3709",True,"train",0.0,0.15479011833667755,0.0,0.0,0.0,0.8252626657485962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-588",False,"train",0.0,0.18830940127372742,0.0,0.2758985757827759,0.1525893211364746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36847230792045593,0.0
"XD-1445",False,"train",0.8450109362602234,0.011922224424779415,0.011922230944037437,0.01192223560065031,0.011922253295779228,0.011922236531972885,0.011922227218747139,0.011922272853553295,0.011922231875360012,0.011922245845198631,0.011922224424779415,0.01192222349345684,0.011922227218747139,0.011922227218747139
"XD-3709",True,"train",0.0,0.15479011833667755,0.0,0.0,0.0,0.8252626657485962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-3013",False,"train",0.0,0.08033844828605652,0.32653141021728516,0.0,0.3133789300918579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24360540509223938,0.0
"XD-3184",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3785396218299866,0.0,0.0,0.0,0.5841284990310669
"XD-3743",False,"train",0.0,0.0,0.0,0.0,0.0,0.687519907951355,0.0,0.0,0.0,0.0,0.22664576768875122,0.0,0.0,0.0
"XD-1991",False,"train",0.0,0.2528696060180664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7232903838157654,0.0,0.0,0.0,0.0
"XD-3701",False,"train",0.2712072432041168,0.13790228962898254,0.0,0.0,0.0,0.3279986083507538,0.0,0.24101747572422028,0.0,0.0,0.0,0.0,0.0,0.0
"XD-978",False,"train",0.10635711252689362,0.4227287471294403,0.0,0.0,0.0702388733625412,0.0,0.0,0.0,0.0,0.0,0.10685808211565018,0.0,0.0,0.2865568697452545
"XD-1345",False,"train",0.0,0.18753822147846222,0.0,0.0,0.769554853439331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-382",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25668537616729736,0.0,0.1669672578573227,0.0,0.0,0.4882570803165436
"XD-2876",False,"train",0.0,0.12719301879405975,0.034841980785131454,0.754156231880188,0.0,0.0,0.0,0.0,0.062157709151506424,0.0,0.0,0.0,0.0,0.0
"XD-887",False,"train",0.0,0.0,0.0,0.0,0.9842555522918701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1704",False,"train",0.0,0.1396348774433136,0.0,0.0,0.0,0.0,0.0,0.0,0.8260682225227356,0.0,0.0,0.0,0.0,0.0
"XD-2155",False,"train",0.0,0.29169562458992004,0.0,0.0,0.0,0.6367393136024475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-329",True,"train",0.011935890652239323,0.0119358841329813,0.011935940943658352,0.611724317073822,0.01193587202578783,0.011935962364077568,0.011935911141335964,0.011935926042497158,0.24504496157169342,0.011935877613723278,0.011935877613723278,0.011935858055949211,0.011935865506529808,0.01193587202578783
"XD-565",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9336428642272949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1546",False,"train",0.0,0.34929969906806946,0.0,0.0,0.17848198115825653,0.0,0.44597259163856506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-3377",True,"train",0.10463185608386993,0.0,0.0,0.0,0.8657960891723633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1334",False,"train",0.0,0.40984705090522766,0.0,0.43219250440597534,0.12883488833904266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1909",False,"train",0.011915775947272778,0.011915795505046844,0.011915831826627254,0.011915773153305054,0.011915787123143673,0.8450945019721985,0.011915775947272778,0.011915783397853374,0.011915799230337143,0.011915776878595352,0.011915790848433971,0.011915774084627628,0.011915999464690685,0.011915798299014568
