"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13"
"MESOS-7197",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836812019348145,0.0,0.0,0.0,0.0
"MESOS-8545",True,"train",0.0,0.12480878084897995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8606453537940979,0.0,0.0,0.0
"MESOS-9146",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9628313779830933,0.0,0.0,0.0,0.0,0.0,0.0
"MESOS-3819",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.4271310567855835,0.0,0.0,0.0,0.0,0.5192292928695679,0.0,0.0
"MESOS-5317",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915539562702179,0.0,0.0
"MESOS-7944",False,"train",0.0,0.9556968212127686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MESOS-7830",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988091230392456,0.0,0.0
"MESOS-6153",False,"train",0.0,0.9952004551887512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MESOS-7500",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24210305511951447,0.0,0.0,0.7170221209526062,0.0,0.0,0.0
"MESOS-5806",False,"train",0.0,0.0,0.0,0.0,0.286373496055603,0.0,0.0,0.0,0.14886626601219177,0.0,0.1353747844696045,0.41417691111564636,0.0,0.0
"MESOS-9469",False,"train",0.0,0.0,0.0,0.0,0.4854586124420166,0.0,0.0,0.0,0.0,0.0,0.4930516183376312,0.0,0.0,0.0
"MESOS-8497",False,"train",0.9932043552398682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MESOS-3106",False,"train",0.0,0.21185413002967834,0.0,0.0,0.0,0.0,0.0,0.776394248008728,0.0,0.0,0.0,0.0,0.0,0.0
"MESOS-2507",False,"train",0.0,0.5570014715194702,0.0,0.0,0.0,0.4368860125541687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MESOS-9274",False,"train",0.0,0.0,0.0,0.7719419002532959,0.0,0.0,0.0,0.0,0.0,0.0,0.2048753798007965,0.0,0.0,0.0
"MESOS-4291",False,"train",0.4651688039302826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2694525122642517,0.0,0.24961362779140472
"MESOS-5348",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9419389367103577,0.0,0.0,0.0
"MESOS-3781",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9070791602134705,0.0,0.0,0.0,0.0
"MESOS-3513",False,"train",0.0,0.43866103887557983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5532304644584656,0.0,0.0,0.0
"MESOS-2051",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8838502764701843,0.0,0.0,0.0,0.0
"MESOS-4466",False,"train",0.01787632703781128,0.017876295372843742,0.017876267433166504,0.017876233905553818,0.01787635125219822,0.017876313999295235,0.01787624880671501,0.017876217141747475,0.01787625253200531,0.7676079869270325,0.01787644252181053,0.01787652261555195,0.017876209691166878,0.01787632703781128
"MESOS-3584",False,"train",0.0,0.0,0.0,0.0,0.4320914149284363,0.0,0.0,0.0,0.0,0.0,0.5250270366668701,0.0,0.0,0.0
