"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13"
"MULE-7005",False,"train",0.0,0.0,0.0,0.0,0.0,0.9773409366607666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-8724",False,"train",0.0,0.0,0.026891594752669334,0.0,0.0,0.0,0.20208564400672913,0.0,0.0,0.1424703299999237,0.6160187125205994,0.0,0.0,0.0
"MULE-14052",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9336886405944824,0.0,0.0,0.0,0.0
"MULE-8580",True,"train",0.26991215348243713,0.0,0.0,0.0,0.0,0.6729109287261963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-15530",True,"train",0.8366959691047668,0.0,0.0,0.0,0.05141991749405861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1036781519651413
"MULE-11105",False,"train",0.0,0.8968350291252136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-9958",False,"train",0.0,0.0,0.9453682899475098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-10481",False,"train",0.9285144805908203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-8364",False,"train",0.0,0.0,0.0,0.21719223260879517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7613699436187744
"MULE-9842",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8839259743690491,0.0,0.0,0.0,0.0,0.0
"MULE-7719",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9679425358772278
"MULE-13783",False,"train",0.0,0.9226070046424866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-9870",True,"train",0.0,0.0,0.0,0.14691957831382751,0.0,0.0,0.0,0.0,0.0,0.4273271858692169,0.40560415387153625,0.0,0.0,0.0
