"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13"
"USERGRID-502",False,"train",0.010204855352640152,0.010204901918768883,0.010204861871898174,0.01020490936934948,0.010204867459833622,0.010204855352640152,0.010204927064478397,0.010204891674220562,0.010204858146607876,0.010204855352640152,0.01020512543618679,0.010204864665865898,0.010204857215285301,0.8673363924026489
"USERGRID-538",False,"train",0.0,0.0,0.0,0.9749012589454651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-491",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9511245489120483,0.0,0.0
"USERGRID-536",True,"train",0.0,0.0,0.0,0.0,0.95778888463974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-1267",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974204421043396,0.0,0.0,0.0,0.0
"USERGRID-542",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9577882885932922,0.0,0.0
"USERGRID-432",False,"train",0.010205290280282497,0.010205306112766266,0.010205292142927647,0.010205290280282497,0.010205301456153393,0.010205298662185669,0.010205291211605072,0.010205304250121117,0.010205312632024288,0.010205288417637348,0.010205317288637161,0.010205291211605072,0.010205298662185669,0.8673310875892639
"USERGRID-645",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285705089569092,0.0,0.0,0.0
"USERGRID-598",False,"train",0.017859334126114845,0.017859328538179398,0.017859328538179398,0.017859328538179398,0.017859339714050293,0.017859328538179398,0.017859328538179398,0.017859328538179398,0.017859328538179398,0.017859328538179398,0.01785941980779171,0.7678285241127014,0.017859328538179398,0.017859386280179024
"USERGRID-474",False,"train",0.0,0.0,0.0,0.9577897787094116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-1048",False,"train",0.0,0.974901556968689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-29",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9872790575027466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-993",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977888286113739,0.0,0.0,0.0
"USERGRID-890",False,"train",0.0,0.0,0.0,0.12308912724256516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7911895513534546,0.0,0.0
"USERGRID-708",False,"train",0.0,0.0,0.0,0.8839234113693237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-726",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9700446128845215,0.0,0.0,0.0,0.0
"USERGRID-991",False,"train",0.01190598402172327,0.011906030587852001,0.011906021274626255,0.011906000785529613,0.011906042695045471,0.011906000785529613,0.011905989609658718,0.011906027793884277,0.011906001716852188,0.011905972845852375,0.011906062252819538,0.8452216982841492,0.011906009167432785,0.011906119994819164
"USERGRID-677",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690451622009277,0.0,0.0
"USERGRID-1079",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9867334961891174,0.0,0.0
"USERGRID-572",False,"train",0.0,0.0,0.0,0.0,0.0,0.9511244893074036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-1052",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9642835855484009,0.0,0.0,0.0
"USERGRID-494",True,"train",0.0,0.0,0.9656080603599548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-539",False,"train",0.0,0.0,0.0,0.0,0.9628545641899109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-654",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919244050979614,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-1029",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9484108686447144,0.0,0.0,0.0,0.0,0.0
