"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13"
"TIMOB-24297",True,"train",0.0,0.0,0.0,0.5438048839569092,0.0,0.0,0.0,0.1684814840555191,0.28738048672676086,0.0,0.0,0.0,0.0,0.0
"TIMOB-24655",False,"train",0.6437106728553772,0.3397882878780365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-24900",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994542598724365,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-23666",False,"train",0.0,0.9912369251251221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-18378",False,"train",0.0,0.8517558574676514,0.0,0.0,0.0,0.13633030652999878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-25778",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933641254901886
"TIMOB-17836",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9419517517089844
"TIMOB-23237",False,"train",0.0,0.0,0.0,0.9953791499137878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-23124",False,"train",0.0,0.0,0.0,0.0,0.0,0.99698406457901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-23628",False,"train",0.6853856444358826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30162426829338074,0.0,0.0,0.0,0.0,0.0
"TIMOB-24222",False,"train",0.0,0.9827950596809387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-23341",False,"train",0.0,0.31557270884513855,0.0,0.0,0.0,0.0,0.0,0.5064572691917419,0.1619228571653366,0.0,0.0,0.0,0.0,0.0
"TIMOB-23594",False,"train",0.6717444658279419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30961111187934875,0.0,0.0,0.0,0.0
"TIMOB-18713",False,"train",0.26546499133110046,0.0,0.0,0.0,0.0,0.0,0.0,0.6840924620628357,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-23492",False,"train",0.0,0.0,0.1741800308227539,0.0,0.0,0.0,0.0,0.0,0.8052923679351807,0.0,0.0,0.0,0.0,0.014698282815515995
"TIMOB-23509",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9596211910247803,0.0,0.0,0.0
"TIMOB-19033",False,"train",0.6096923351287842,0.0,0.0,0.35967084765434265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-19663",False,"train",0.0,0.0,0.0,0.9734647870063782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-26479",False,"train",0.0,0.0,0.0,0.0,0.9668221473693848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-24232",False,"train",0.9642767310142517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-23832",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9845209121704102,0.0,0.0
"TIMOB-18190",False,"train",0.3166033923625946,0.6220294237136841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-20619",False,"train",0.0,0.0,0.0,0.9989637732505798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
