"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5"
"MESOS-4126",False,"train",0.9784274101257324,0.0,0.0,0.0,0.0,0.0
"MESOS-2791",True,"train",0.0,0.9616348743438721,0.0,0.0,0.0,0.0
"MESOS-3912",False,"train",0.0,0.0,0.0,0.0,0.0,0.9736588001251221
"MESOS-4415",False,"train",0.028012730181217194,0.028183821588754654,0.02808309532701969,0.02803833968937397,0.8597249388694763,0.027957051992416382
"MESOS-3781",False,"train",0.01687575690448284,0.016875872388482094,0.016913466155529022,0.9155707359313965,0.01693827100098133,0.01682584173977375
"MESOS-8297",True,"train",0.018682504072785378,0.018699126318097115,0.018639251589775085,0.9066797494888306,0.018656644970178604,0.018642699345946312
"MESOS-7137",False,"train",0.0,0.9835529327392578,0.0,0.0,0.0,0.0
"MESOS-2851",False,"train",0.8798111081123352,0.0239974707365036,0.024076972156763077,0.02400391362607479,0.0240425206720829,0.024068014696240425
"MESOS-2913",False,"train",0.9618319869041443,0.0,0.0,0.0,0.0,0.0
"MESOS-3873",False,"train",0.0,0.0,0.0,0.0,0.0,0.9579262733459473
"MESOS-6260",False,"train",0.0,0.975253701210022,0.0,0.0,0.0,0.0
"MESOS-4764",False,"train",0.0,0.9664156436920166,0.0,0.0,0.0,0.0
"MESOS-4437",False,"train",0.01531846635043621,0.015333138406276703,0.01527915894985199,0.9234898090362549,0.015307271853089333,0.01527214702218771
"MESOS-1943",False,"train",0.0,0.9579657316207886,0.0,0.0,0.0,0.0
"MESOS-9692",False,"train",0.0,0.9919931292533875,0.0,0.0,0.0,0.0
"MESOS-9699",False,"train",0.0,0.0,0.9778415560722351,0.0,0.0,0.0
"MESOS-4255",True,"train",0.2926558256149292,0.17124350368976593,0.0,0.0,0.5308319926261902,0.0
"MESOS-9149",False,"train",0.538455069065094,0.44773176312446594,0.0,0.0,0.0,0.0
"MESOS-3981",False,"train",0.014007694087922573,0.014047481119632721,0.013988835737109184,0.01398343313485384,0.01399113330990076,0.9299814105033875
"MESOS-8719",False,"train",0.9719672203063965,0.0,0.0,0.0,0.0,0.0
"MESOS-9228",True,"train",0.028160683810710907,0.028206929564476013,0.028076693415641785,0.02829897403717041,0.028211211785674095,0.8590455055236816
"MESOS-7050",False,"train",0.0,0.9831739664077759,0.0,0.0,0.0,0.0
"MESOS-3705",False,"train",0.0,0.045886412262916565,0.0,0.0,0.9524156451225281,0.0
"MESOS-3550",False,"train",0.964939534664154,0.0,0.0,0.0,0.0,0.0
"MESOS-9038",False,"train",0.0,0.0,0.0,0.9834663271903992,0.0,0.0
"MESOS-4245",False,"train",0.02807663008570671,0.028128918260335922,0.8597517013549805,0.028061505407094955,0.027996910735964775,0.027984345331788063
"MESOS-1466",False,"train",0.9859717488288879,0.0,0.0,0.0,0.0,0.0
"MESOS-4932",False,"train",0.023901335895061493,0.8803515434265137,0.023938998579978943,0.02392852120101452,0.023959709331393242,0.023919882252812386
"MESOS-2991",False,"train",0.5702545046806335,0.0,0.4257078468799591,0.0,0.0,0.0
"MESOS-8782",False,"train",0.0,0.0,0.9676351547241211,0.0,0.0,0.0
"MESOS-2123",False,"train",0.9438347220420837,0.01129224430769682,0.011219865642488003,0.011205765418708324,0.011245056986808777,0.011202347464859486
"MESOS-2851",False,"train",0.8798111081123352,0.0239974707365036,0.024076972156763077,0.02400391362607479,0.0240425206720829,0.024068014696240425
"MESOS-4764",False,"train",0.0,0.9664156436920166,0.0,0.0,0.0,0.0
"MESOS-6052",False,"train",0.9619705080986023,0.02894187718629837,0.0,0.0,0.0,0.0
"MESOS-3570",True,"train",0.0,0.0,0.0,0.0,0.9766189455986023,0.0
"MESOS-5114",False,"train",0.0,0.0,0.0,0.0,0.9909504055976868,0.0
"MESOS-8656",False,"train",0.7995424866676331,0.0,0.0,0.19497595727443695,0.0,0.0
"MESOS-4513",False,"train",0.830559253692627,0.0,0.1685255616903305,0.0,0.0,0.0
"MESOS-2757",False,"train",0.0,0.9557846188545227,0.0,0.0,0.0,0.0
"MESOS-8873",False,"train",0.0,0.0,0.0,0.9663121104240417,0.0,0.0
"MESOS-4347",False,"train",0.9804402589797974,0.0,0.0,0.0,0.0,0.0
"MESOS-1760",False,"train",0.9782352447509766,0.0,0.0,0.0,0.02138611301779747,0.0
"MESOS-8093",False,"train",0.2720629870891571,0.7179524898529053,0.0,0.0,0.0,0.0
"MESOS-3252",False,"train",0.0,0.9889288544654846,0.0,0.0,0.0,0.0
"MESOS-9033",False,"train",0.0120204146951437,0.012086681090295315,0.939877450466156,0.012002266012132168,0.012013928964734077,0.011999295093119144
"MESOS-2874",False,"train",0.0,0.0,0.0,0.0,0.0,0.9649296402931213
"MESOS-2653",False,"train",0.17053845524787903,0.8202187418937683,0.0,0.0,0.0,0.0
"MESOS-8325",False,"train",0.0,0.9962127208709717,0.0,0.0,0.0,0.0
"MESOS-2949",False,"train",0.0,0.0,0.0,0.0,0.5553593635559082,0.4247146248817444
"MESOS-2404",False,"train",0.0,0.0,0.0,0.6277506351470947,0.3367668390274048,0.0
"MESOS-3107",False,"train",0.0,0.6298807263374329,0.3666450083255768,0.0,0.0,0.0
"MESOS-8825",True,"train",0.012891971506178379,0.9354921579360962,0.012950167059898376,0.012873203493654728,0.012919818051159382,0.012872681021690369
"MESOS-6997",False,"train",0.011201963759958744,0.011210275813937187,0.011181488633155823,0.01119234785437584,0.9439740777015686,0.011239868588745594
"MESOS-8539",False,"train",0.01527177169919014,0.015310200862586498,0.015323572792112827,0.015325456857681274,0.015360726974904537,0.9234082698822021
"MESOS-5955",False,"train",0.0,0.9878233075141907,0.0,0.0,0.0,0.0
"MESOS-2401",False,"train",0.0,0.0,0.0,0.9997791051864624,0.0,0.0
"MESOS-3312",False,"train",0.9872453212738037,0.0,0.0,0.0,0.0,0.0
"MESOS-9727",False,"train",0.9816903471946716,0.0,0.0,0.0,0.0,0.0
"MESOS-8046",False,"train",0.9996178150177002,0.0,0.0,0.0,0.0,0.0
"MESOS-4801",False,"train",0.0,0.0,0.9557183980941772,0.0,0.0,0.0
"MESOS-3020",False,"train",0.0,0.8298748731613159,0.0,0.1420190930366516,0.0,0.0
