"issue_key","issuetype_x","created_x","STEP","OB","EB","has_CODE","has_STACK","has_TESTCASE","TASK","has_ATTACHMENT","LINK","issuetype_y","created_y","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog","issuetype_x.1","created_x.1","reporter_x","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate","issuetype_y.1","created_y.1","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP","reporter_y","collab_total_degree","collab_in_degree","collab_out_degree","collab_kcore","collab_clustering_coeff","collab_closeness","collab_betweenness","collab_eigen_vector","count_comment_before","count_summ_before","wordsDiff","firststorypoints","sp_sprint","sp_diff","type"
"USERGRID-700","Bug","2015-06-01T15:15:13.000+0000",0,0,0,False,False,False,0,False,0,"Bug","2015-06-01T15:15:13.000+0000",24,11.245,16.5538,72.15384615384616,18.15,27.981923076923074,28.5804,13.954451150103322,"Bug","2015-06-01T15:15:13.000+0000","safeldm","safeldm",34,30,0.82,34,30,0.82,17,14,0.8518518518518519,"Bug","2015-06-01T15:15:13.000+0000",False,0.0643226663219014,0.0,0.0018424102842833,0.2969073280314308,"B","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694,0,0,0,1.0,1.0,0.0,"train"
"USERGRID-729","Bug","2015-06-08T03:29:36.000+0000",0,0,0,False,False,False,0,False,0,"Bug","2015-06-08T03:29:36.000+0000",32,36.88,14.05,44.5,16.065,19.591875,14.5531,8.477225575051662,"Bug","2015-06-08T03:29:36.000+0000","jeffreyawest","jeffreyawest",26,22,0.925,26,22,0.925,4,4,1.0,"Bug","2015-06-08T03:29:36.000+0000",False,0.0685806625496626,0.0,0.0024153487544016,0.3114371563798999,"B","jeffreyawest",22.0,13.0,9.0,2.0,0.0,0.8125,0.4624999999999999,0.6324567003846989,-1,0,0,1.0,1.0,0.0,"train"
"USERGRID-1016","Story","2015-09-11T22:57:59.000+0000",0,0,0,True,False,False,0,False,0,"Story","2015-09-11T22:57:59.000+0000",103,78.2917,12.3304,36.04347826086956,8.053,12.186521739130434,10.553,10.348469228349536,"Story","2015-09-11T22:57:59.000+0000","tnine","tnine",26,6,0.7894736842105263,26,6,0.7894736842105263,6,0,0.8571428571428571,"Story","2015-09-11T22:57:59.000+0000",False,0.1304342099103009,0.0,0.0002675841467331,0.4795526431316116,"B","tnine",9.0,7.0,2.0,2.0,0.0,1.0,0.2857142857142857,0.7071075429271799,-1,2,67,3.0,3.0,0.0,"train"
"USERGRID-707","Story","2015-06-02T21:59:41.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-06-02T21:59:41.000+0000",59,32.28,10.6667,36.66666666666667,12.4833,13.387999999999998,16.362,10.24568837309472,"Story","2015-06-02T21:59:41.000+0000","greyes","greyes",17,13,0.8846153846153846,17,13,0.8846153846153846,0,0,0.0,"Story","2015-06-02T21:59:41.000+0000",False,0.05073639341256,0.0,5.018791502690942e-05,0.2471718580149582,"B","greyes",16.0,7.0,9.0,2.0,0.0,0.5833333333333334,0.4469696969696969,0.5547006244371248,0,0,0,2.0,2.0,0.0,"train"
"USERGRID-851","Story","2015-07-14T21:03:01.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-07-14T21:03:01.000+0000",73,31.1565,21.9333,66.83333333333333,18.2297,21.4352,13.5568,16.96424004376894,"Story","2015-07-14T21:03:01.000+0000","djohnson","djohnson",16,11,0.8620689655172413,16,11,0.8620689655172413,18,12,0.8823529411764706,"Story","2015-07-14T21:03:01.000+0000",False,0.0979249748118824,0.0,0.0009091857860104,0.4000621625679281,"B","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719,0,0,0,3.0,3.0,0.0,"train"
"USERGRID-1074","Story","2015-10-27T22:11:01.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-10-27T22:11:01.000+0000",10,69.785,8.0,20.0,6.01,3.823,6.527,8.477225575051662,"Story","2015-10-27T22:11:01.000+0000","tnine","tnine",36,13,0.7894736842105263,36,13,0.7894736842105263,21,0,0.8518518518518519,"Story","2015-10-27T22:11:01.000+0000",False,0.2203462845577529,1.0,0.0004019815796666,0.6002274718277522,"A","tnine",3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1.0,1.0,0.0,"train"
"USERGRID-938","Story","2015-08-25T14:52:57.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-08-25T14:52:57.000+0000",31,76.9138,10.15,31.625,6.5063,6.145937499999999,6.8053,9.70820393249937,"Story","2015-08-25T14:52:57.000+0000","jeffreyawest","jeffreyawest",37,15,0.925,37,15,0.925,22,11,0.8125,"Story","2015-08-25T14:52:57.000+0000",False,0.0875571588075385,0.0,0.0004221838164299,0.3708566217460643,"B","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181,0,2,0,3.0,3.0,0.0,"train"
"USERGRID-639","Bug","2015-05-06T20:27:10.000+0000",0,0,0,True,False,False,0,False,1,"Bug","2015-05-06T20:27:10.000+0000",23,-18.196,22.8,53.0,22.008,31.9528,34.1252,18.491933384829668,"Bug","2015-05-06T20:27:10.000+0000","jeffreyawest","jeffreyawest",17,17,0.925,17,17,0.925,0,0,0.0,"Bug","2015-05-06T20:27:10.000+0000",False,0.1733103716228027,1.0,0.8045590211628986,0.5629011545333655,"B","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489,-1,1,12,3.0,3.0,0.0,"train"
"USERGRID-1018","Story","2015-09-11T23:29:20.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-09-11T23:29:20.000+0000",39,87.8821,11.3143,33.04761904761905,4.4795,5.307142857142857,6.739,10.745966692414834,"Story","2015-09-11T23:29:20.000+0000","tnine","tnine",27,7,0.7894736842105263,27,7,0.7894736842105263,0,0,0.0,"Story","2015-09-11T23:29:20.000+0000",False,0.1641273805568308,0.0,0.0003009989282527,0.5467273896565309,"B","tnine",9.0,7.0,2.0,2.0,0.0,1.0,0.2857142857142857,0.7071075429271799,-1,0,20,3.0,3.0,0.0,"train"
"USERGRID-752","Story","2015-06-15T17:21:26.000+0000",0,0,0,False,False,False,1,False,0,"Story","2015-06-15T17:21:26.000+0000",107,73.0524,12.1283,39.092731829573935,7.1158,9.14733082706767,10.4129,11.28078671210825,"Story","2015-06-15T17:21:26.000+0000","tnine","tnine",21,13,0.7894736842105263,21,13,0.7894736842105263,18,12,0.8148148148148148,"Story","2015-06-15T17:21:26.000+0000",True,0.5123440252891173,1.0,0.999988754995529,0.8658410555021993,"B","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.4285714285714285,0.7071074824489484,0,0,72,8.0,8.0,0.0,"train"
"USERGRID-895","Story","2015-07-28T20:20:17.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-07-28T20:20:17.000+0000",12,80.3064,4.4,38.27272727272727,4.7909,6.763636363636365,9.8518,3.0,"Story","2015-07-28T20:20:17.000+0000","djohnson","djohnson",24,14,0.8620689655172413,24,14,0.8620689655172413,27,16,0.8823529411764706,"Story","2015-07-28T20:20:17.000+0000",False,0.0442139736164275,0.0,1.0161570834964256e-05,0.1972722837771417,"A","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719,0,0,0,3.0,3.0,0.0,"train"
"USERGRID-419","Bug","2015-02-26T16:42:37.000+0000",0,0,0,False,False,False,0,True,1,"Bug","2015-02-26T16:42:37.000+0000",44,-8.044,16.4,53.0,20.592,30.539800000000007,32.3582,13.954451150103322,"Bug","2015-02-26T16:42:37.000+0000","djohnson","djohnson",0,0,0.8620689655172413,0,0,0.8620689655172413,0,0,0.0,"Bug","2015-02-26T16:42:37.000+0000",False,0.146145194472806,0.0,0.266907574506269,0.4762433966585104,"A","djohnson",21.0,11.0,10.0,2.0,0.0,0.6470588235294118,0.3897058823529412,0.5345230733039826,0,0,0,3.0,3.0,0.0,"train"
