"issue_key","issuetype_x","created_x","STEP","OB","EB","has_CODE","has_STACK","has_TESTCASE","TASK","has_ATTACHMENT","LINK","issuetype_y","created_y","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog","issuetype_x.1","created_x.1","reporter_x","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate","issuetype_y.1","created_y.1","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP","reporter_y","collab_total_degree","collab_in_degree","collab_out_degree","collab_kcore","collab_clustering_coeff","collab_closeness","collab_betweenness","collab_eigen_vector","count_comment_before","count_summ_before","wordsDiff","firststorypoints","sp_sprint","sp_diff","type"
"USERGRID-491","Bug","2015-03-18T17:12:40.000+0000",0,0,0,False,False,False,0,False,0,"Bug","2015-03-18T17:12:40.000+0000",29,78.9983,9.2946,32.913978494623656,4.8077,4.551827956989246,7.3268,9.32455532033676,"Bug","2015-03-18T17:12:40.000+0000","tnine","tnine",9,9,0.7894736842105263,9,9,0.7894736842105263,1,1,0.8823529411764706,"Bug","2015-03-18T17:12:40.000+0000",False,0.0557202966413416,0.0,2.9264195231085005e-06,0.3493713774439315,"A","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778,0,0,0,3.0,3.0,0.0,"train"
"USERGRID-572","Story","2015-04-16T16:26:45.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-04-16T16:26:45.000+0000",41,35.2249,21.278,75.14634146341464,18.5317,22.734878048780487,13.062,15.24744871391589,"Story","2015-04-16T16:26:45.000+0000","jeffreyawest","jeffreyawest",16,16,0.925,16,16,0.925,1,1,1.0,"Story","2015-04-16T16:26:45.000+0000",False,0.0579853015803418,0.0,1.731489203289999e-05,0.3590345557421041,"A","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.4705882352941176,0.661438527106328,0,0,0,1.0,1.0,0.0,"train"
"USERGRID-405","Story","2015-02-19T19:31:51.000+0000",0,0,0,False,False,False,3,False,0,"Story","2015-02-19T19:31:51.000+0000",106,61.9422,13.905,42.727138643067846,9.2984,10.452949852507372,10.7019,12.486832980505138,"Story","2015-02-19T19:31:51.000+0000","tnine","tnine",1,1,0.7894736842105263,1,1,0.7894736842105263,1,1,0.8148148148148148,"Story","2015-02-19T19:31:51.000+0000",True,0.0570932132525376,0.0,0.0007331481855402,0.355257584598074,"A","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778,0,3,62,5.0,5.0,0.0,"train"
"USERGRID-530","Bug","2015-04-01T16:15:06.000+0000",5,0,0,False,False,False,0,False,0,"Bug","2015-04-01T16:15:06.000+0000",43,41.4224,26.9469,63.285714285714285,19.6547,23.640204081632653,9.3114,19.431676725154983,"Bug","2015-04-01T16:15:06.000+0000","djohnson","djohnson",2,2,0.8620689655172413,2,2,0.8620689655172413,2,2,0.8823529411764706,"Bug","2015-04-01T16:15:06.000+0000",False,0.1404196239742854,1.0,0.0090547184401398,0.4266673077404894,"B","djohnson",20.0,10.0,10.0,2.0,0.0,0.625,0.4,0.5345230426019265,0,1,1,1.0,1.0,0.0,"train"
"USERGRID-418","Story","2015-02-26T01:13:28.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-02-26T01:13:28.000+0000",34,59.6333,9.2381,37.38095238095238,7.84,8.491619047619043,11.7517,9.32455532033676,"Story","2015-02-26T01:13:28.000+0000","greyes","greyes",2,2,0.8846153846153846,2,2,0.8846153846153846,2,1,0.8518518518518519,"Story","2015-02-26T01:13:28.000+0000",False,0.0774197354999591,0.0,3.200047604426227e-05,0.2765609313845601,"B","greyes",19.0,9.0,10.0,2.0,0.0,0.6428571428571429,0.4670329670329671,0.5773496369389362,-1,0,0,5.0,5.0,0.0,"train"
"USERGRID-581","Story","2015-04-20T22:48:30.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-04-20T22:48:30.000+0000",18,0.3,14.7111,42.333333333333336,15.4533,16.563333333333333,22.7511,11.660254037844387,"Story","2015-04-20T22:48:30.000+0000","greyes","greyes",10,10,0.8846153846153846,10,10,0.8846153846153846,9,8,0.8518518518518519,"Story","2015-04-20T22:48:30.000+0000",False,0.0576960681943884,0.0,0.0001750187620079,0.3578140592332367,"A","greyes",17.0,7.0,10.0,2.0,0.0,0.5384615384615384,0.4230769230769231,0.5345229095597075,0,0,0,3.0,3.0,0.0,"train"
"USERGRID-1091","Story","2015-11-04T21:23:48.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-11-04T21:23:48.000+0000",34,31.9582,17.2857,46.07142857142857,13.1493,14.637999999999998,16.6477,14.61895003862225,"Story","2015-11-04T21:23:48.000+0000","mrusso","mrusso",4,1,1.0,4,1,1.0,5,2,1.0,"Story","2015-11-04T21:23:48.000+0000",False,0.0930573219708999,0.0,3.328742189070651e-05,0.4828594276263672,"A","mrusso",14.0,3.0,11.0,2.0,0.0,0.25,0.2348484848484848,0.3922338591666111,-1,0,0,1.0,1.0,0.0,"train"
"USERGRID-878","Story","2015-07-23T16:24:55.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-07-23T16:24:55.000+0000",6,-102.8,10.0,65.0,28.84,23.46,31.21,8.477225575051662,"Story","2015-07-23T16:24:55.000+0000","safeldm","safeldm",39,27,0.82,39,27,0.82,18,7,0.8125,"Story","2015-07-23T16:24:55.000+0000",True,0.0806578544191735,0.0,1.1613713307861998e-05,0.4439446979762604,"A","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0,0,0,1.0,1.0,0.0,"train"
"USERGRID-708","Story","2015-06-03T19:55:53.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-06-03T19:55:53.000+0000",13,81.855,8.1333,20.333333333333336,4.8233,4.587499999999999,6.7325,8.477225575051662,"Story","2015-06-03T19:55:53.000+0000","rbridges","rbridges",0,0,1.0,0,0,1.0,0,0,0.0,"Story","2015-06-03T19:55:53.000+0000",False,0.106478476907328,0.0,2.182148878102818e-05,0.5202506315289401,"A","rbridges",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1,1,0,1.0,1.0,0.0,"train"
"USERGRID-519","Bug","2015-03-25T18:16:02.000+0000",0,0,0,False,False,False,3,False,0,"Bug","2015-03-25T18:16:02.000+0000",151,66.8495,15.2418,44.43354430379747,8.8416,9.490949367088607,8.9996,13.428326807307103,"Bug","2015-03-25T18:16:02.000+0000","jeffreyawest","jeffreyawest",6,6,0.925,6,6,0.925,0,0,0.0,"Bug","2015-03-25T18:16:02.000+0000",False,0.1653351440167995,0.0,0.079163131941382,0.4743454996424063,"B","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.4705882352941176,0.661438527106328,0,1,0,3.0,3.0,0.0,"train"
