"EB","LINK","OB","STEP","TASK","created_x","has_ATTACHMENT","has_CODE","has_STACK","has_TESTCASE","issue_key","issuetype_x","issuetype_y","created_y","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog","issuetype_x.1","created_x.1","reporter_x","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate","issuetype_y.1","created_y.1","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP","collab_betweenness","collab_closeness","collab_clustering_coeff","collab_eigen_vector","collab_in_degree","collab_kcore","collab_out_degree","collab_total_degree","reporter_y","count_comment_before","count_summ_before","wordsDiff","firststorypoints","sp_sprint","sp_diff","type"
0,0,0,0,0,"2014-10-09T15:04:50.000+0000",False,False,False,False,"XD-2226","Story","Story","2014-10-09T15:04:50.000+0000",31,41.6474,20.1419,60.032258064516135,15.1516,16.100645161290323,10.7823,16.416407864998742,"Story","2014-10-09T15:04:50.000+0000","sabby","sabby",25,24,0.7363344051446945,25,24,0.7371794871794872,49,3,0.9516129032258064,"Story","2014-10-09T15:04:50.000+0000",False,0.165800417547157,0.0,0.1004730515671087,0.5903938714630715,"B",0.3400402414486921,0.3943661971830985,0.0,0.4773376714784679,28.0,2.0,61.0,89.0,"sabby",0,0,0,5.0,5.0,0.0,"train"
0,0,0,0,0,"2014-05-23T10:49:57.000+0000",False,False,False,False,"XD-1755","Story","Story","2014-05-23T10:49:57.000+0000",10,103.3791,4.4,29.181818181818183,1.5727,5.050909090909091,7.71,3.0,"Story","2014-05-23T10:49:57.000+0000","grenfro","grenfro",82,35,0.9655172413793104,82,35,0.9655172413793104,75,22,0.9487179487179488,"Story","2014-05-23T10:49:57.000+0000",False,0.0635078562335884,1.0,0.0001507845839316,0.3296660746216756,"B",0.554945054945055,0.8571428571428571,0.0,0.6614384657346918,12.0,2.0,9.0,21.0,"grenfro",0,0,0,8.0,2.0,-6.0,"train"
0,0,0,0,0,"2013-05-28T06:58:40.000+0000",False,False,False,False,"XD-124","Story","Story","2013-05-28T06:58:40.000+0000",32,75.4668,12.7143,43.21428571428572,7.0807,9.928,10.7577,11.660254037844386,"Story","2013-05-28T06:58:40.000+0000","mark.pollack","mark.pollack",53,53,0.9084967320261438,53,53,0.9084967320261438,0,0,1.0,"Story","2013-05-28T06:58:40.000+0000",False,0.0988516577336384,0.0,0.0003963018275893,0.4668430155168826,"A",0.4541203974284044,0.5932203389830508,0.0,0.5640797935517522,35.0,2.0,45.0,80.0,"mark.pollack",0,1,1,3.0,2.0,-1.0,"train"
0,0,0,0,0,"2015-07-08T11:47:16.000+0000",False,False,False,False,"XD-3239","Story","Story","2015-07-08T11:47:16.000+0000",27,60.3633,16.7259,41.81481481481482,11.5474,12.479999999999997,8.6122,13.95445115010332,"Story","2015-07-08T11:47:16.000+0000","sabby","sabby",210,58,0.7363344051446945,211,59,0.7371794871794872,0,0,0.0,"Story","2015-07-08T11:47:16.000+0000",False,0.0569383090920341,1.0,0.0021217721642475,0.3252086372185389,"A",0.4144385026737968,0.5,0.0,0.5310829868422504,17.0,2.0,28.0,45.0,"sabby",0,0,0,2.0,2.0,0.0,"train"
0,0,0,0,0,"2013-12-04T10:10:08.000+0000",False,False,False,False,"XD-1139","Story","Story","2013-12-04T10:10:08.000+0000",9,131.9,3.6,20.11111111111111,-2.9022,1.3866666666666667,3.7722,3.0,"Story","2013-12-04T10:10:08.000+0000","grussell","grussell",40,8,0.9595959595959596,40,8,0.9595959595959596,34,10,0.9595959595959596,"Story","2013-12-04T10:10:08.000+0000",False,0.0577946543773917,0.0,2.715813293468371e-05,0.3286934682537525,"A",0.4465240641711229,0.5588235294117647,0.0,0.5547022176158786,19.0,2.0,27.0,46.0,"grussell",0,0,0,3.0,3.0,0.0,"train"
0,0,0,0,0,"2013-05-23T10:15:09.000+0000",False,False,False,False,"XD-112","Story","Story","2013-05-23T10:15:09.000+0000",7,130.245,2.4,6.0,-3.4167,-2.729999999999997,-1.1667,3.0,"Story","2013-05-23T10:15:09.000+0000","grussell","grussell",1,1,0.9595959595959596,1,1,0.9595959595959596,0,0,1.0,"Story","2013-05-23T10:15:09.000+0000",False,0.0264743776057782,0.0,1.9729998844461013e-05,0.1783568203228737,"A",0.5226890756302521,0.6285714285714286,0.0,0.5962822728511633,22.0,2.0,29.0,51.0,"grussell",0,0,0,1.0,1.0,0.0,"train"
0,0,0,0,0,"2015-08-04T08:43:58.000+0000",False,False,False,False,"XD-3325","Story","Story","2015-08-04T08:43:58.000+0000",28,23.425,14.1714,56.85714285714285,13.47,14.166428571428574,17.8179,12.486832980505138,"Story","2015-08-04T08:43:58.000+0000","pharris","pharris",3,2,0.7692307692307693,3,2,0.7692307692307693,0,0,0.0,"Story","2015-08-04T08:43:58.000+0000",False,0.0855620001541238,0.0,3.8479593329493984e-05,0.4042502377316579,"B",0.5,1.0,0.0,0.7071072307527888,2.0,2.0,1.0,3.0,"pharris",0,0,0,2.0,2.0,0.0,"train"
0,1,0,0,0,"2013-11-26T01:46:43.000+0000",False,False,False,False,"XD-1122","Story","Story","2013-11-26T01:46:43.000+0000",17,9.7,8.0444,47.88888888888889,14.1422,33.309999999999995,43.6933,8.477225575051662,"Story","2013-11-26T01:46:43.000+0000","eric.bottard","eric.bottard",61,32,0.9411764705882352,61,32,0.9411764705882352,69,34,0.8689320388349514,"Story","2013-11-26T01:46:43.000+0000",False,0.0243610464859266,0.0,1.3360312234275152e-05,0.1533161269092572,"B",0.3866995073891626,0.4827586206896552,0.0,0.5080022591093923,14.0,2.0,23.0,37.0,"eric.bottard",0,0,0,2.0,2.0,0.0,"train"
0,0,0,0,0,"2013-06-25T07:30:23.000+0000",False,False,False,False,"XD-316","Story","Story","2013-06-25T07:30:23.000+0000",55,46.9829,15.4857,56.57142857142857,13.6621,17.129285714285714,13.8407,12.486832980505138,"Story","2013-06-25T07:30:23.000+0000","grenfro","grenfro",5,5,0.9655172413793104,5,5,0.9655172413793104,0,0,0.0,"Story","2013-06-25T07:30:23.000+0000",False,0.0352749609960772,0.0,0.0005635192909501,0.2095917558511868,"B",0.5789473684210527,0.8421052631578947,0.0,0.6593794500301016,16.0,2.0,13.0,29.0,"grenfro",0,0,0,5.0,5.0,0.0,"train"
0,0,0,0,1,"2014-12-02T14:24:13.000+0000",False,True,True,False,"XD-2423","Bug","Bug","2014-12-02T14:24:13.000+0000",67,-66.2855,17.4342,55.74774774774775,28.6327,38.70346846846847,42.7593,14.832159566199234,"Bug","2014-12-02T14:24:13.000+0000","grussell","grussell",68,0,0.9595959595959596,68,0,0.9595959595959596,65,1,0.9595959595959596,"Bug","2014-12-02T14:24:13.000+0000",False,0.0272590600600853,0.0,5.3155671752309465e-06,0.1688990489924595,"B",0.2843137254901961,0.3333333333333333,0.0,0.4082497656572,6.0,2.0,15.0,21.0,"grussell",0,0,49,1.0,1.0,0.0,"train"
