"issue_key","issuetype_x","created_x","STEP","OB","EB","has_CODE","has_STACK","has_TESTCASE","TASK","has_ATTACHMENT","LINK","issuetype_y","created_y","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog","issuetype_x.1","created_x.1","reporter_x","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate","issuetype_y.1","created_y.1","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP","reporter_y","collab_total_degree","collab_in_degree","collab_out_degree","collab_kcore","collab_clustering_coeff","collab_closeness","collab_betweenness","collab_eigen_vector","count_comment_before","count_summ_before","wordsDiff","firststorypoints","sp_sprint","sp_diff","type"
"USERGRID-645","Story","2015-05-11T16:58:37.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-05-11T16:58:37.000+0000",24,23.85,17.9333,49.0,15.895,14.905,13.3817,15.24744871391589,"Story","2015-05-11T16:58:37.000+0000","tnine","tnine",17,17,0.7894736842105263,17,17,0.7894736842105263,4,4,0.8571428571428571,"Story","2015-05-11T16:58:37.000+0000",False,0.1278916459728923,0.0,1.98246799003587e-06,0.5716396739911842,"A","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.4285714285714285,0.7071074824489484,0,0,0,3.0,3.0,0.0,"train"
"USERGRID-941","Story","2015-08-25T16:35:28.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-08-25T16:35:28.000+0000",9,-12.785,8.2,58.0,17.03,14.362500000000004,20.2075,8.477225575051662,"Story","2015-08-25T16:35:28.000+0000","djohnson","djohnson",25,12,0.8620689655172413,25,12,0.8620689655172413,28,15,0.8823529411764706,"Story","2015-08-25T16:35:28.000+0000",False,0.1454374470721953,1.0,1.3620080257805472e-11,0.4538278288957537,"B","djohnson",15.0,8.0,7.0,2.0,0.0,0.6666666666666666,0.4015151515151515,0.5477234095052084,0,0,0,5.0,5.0,0.0,"train"
"USERGRID-509","Story","2015-03-24T20:13:37.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-03-24T20:13:37.000+0000",81,33.2088,11.3137,43.57843137254902,12.1468,13.137568627450982,16.4522,10.745966692414834,"Story","2015-03-24T20:13:37.000+0000","tnine","tnine",11,11,0.7894736842105263,11,11,0.7894736842105263,8,8,0.8148148148148148,"Story","2015-03-24T20:13:37.000+0000",True,0.2998119234670678,1.0,0.98869520901133,0.795772827908327,"A","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778,0,0,0,3.0,3.0,0.0,"train"
"USERGRID-876","Story","2015-07-22T21:00:59.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-07-22T21:00:59.000+0000",10,60.705,8.1333,45.333333333333336,7.7733,8.5125,11.6408,8.477225575051662,"Story","2015-07-22T21:00:59.000+0000","jeffreyawest","jeffreyawest",35,18,0.925,35,18,0.925,19,10,0.8823529411764706,"Story","2015-07-22T21:00:59.000+0000",False,0.0518214578172297,1.0,1.2369113134176672e-12,0.2106334699567567,"B","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304,0,0,0,3.0,3.0,0.0,"train"
"USERGRID-760","Story","2015-06-19T15:36:11.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-06-19T15:36:11.000+0000",28,9.215,16.9143,56.57142857142857,18.93,24.19428571428572,22.6757,13.954451150103322,"Story","2015-06-19T15:36:11.000+0000","djohnson","djohnson",14,12,0.8620689655172413,14,12,0.8620689655172413,16,14,0.8823529411764706,"Story","2015-06-19T15:36:11.000+0000",False,0.0861977214540984,1.0,1.6188455353348895e-11,0.3153243966487818,"B","djohnson",17.0,8.0,9.0,2.0,0.0,0.5714285714285714,0.3791208791208791,0.5000008333209791,0,0,0,2.0,2.0,0.0,"train"
"USERGRID-1268","Story","2016-02-22T15:48:00.000+0000",0,0,0,False,False,False,0,False,1,"Story","2016-02-22T15:48:00.000+0000",38,43.5679,10.3619,42.57142857142857,10.6605,12.14785714285714,15.2936,10.071067811865476,"Story","2016-02-22T15:48:00.000+0000","djohnson","djohnson",28,1,0.8620689655172413,28,1,0.8620689655172413,33,1,0.8823529411764706,"Story","2016-02-22T15:48:00.000+0000",False,0.0910053229940902,0.0,2.30826628993584e-10,0.3283198497767782,"B","djohnson",9.0,5.0,4.0,2.0,0.0,0.625,0.3392857142857142,0.4472154152229263,0,0,0,8.0,8.0,0.0,"train"
"USERGRID-690","Bug","2015-05-29T23:07:26.000+0000",0,0,0,False,False,False,0,False,0,"Bug","2015-05-29T23:07:26.000+0000",2,-301.78,40.4,101.0,55.6,49.720000000000006,42.55,8.477225575051662,"Bug","2015-05-29T23:07:26.000+0000","safeldm","safeldm",27,23,0.82,27,23,0.82,0,0,0.0,"Bug","2015-05-29T23:07:26.000+0000",False,0.1699999999999999,1.0,3.0266845017666025e-12,0.5,"B","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694,-1,0,0,2.0,2.0,0.0,"train"
"USERGRID-415","Bug","2015-02-25T02:37:04.000+0000",0,0,0,False,True,False,2,False,0,"Bug","2015-02-25T02:37:04.000+0000",365,-651.6041,81.4516,205.5745784695201,146.709,182.1241180285344,131.4468,43.74309757492672,"Bug","2015-02-25T02:37:04.000+0000","jeffreyawest","jeffreyawest",0,0,0.925,0,0,0.925,0,0,0.0,"Bug","2015-02-25T02:37:04.000+0000",True,0.3898021146942156,1.0,1.0,0.7572172462001964,"B","jeffreyawest",26.0,17.0,9.0,2.0,0.0,0.8947368421052632,0.4269005847953216,0.6614362116078486,0,0,0,3.0,3.0,0.0,"train"
"USERGRID-652","Story","2015-05-13T00:14:56.000+0000",0,0,0,False,False,False,8,False,0,"Story","2015-05-13T00:14:56.000+0000",207,37.4687,22.0416,61.38191330343797,17.2664,20.724454409566512,12.8692,17.14213562373095,"Story","2015-05-13T00:14:56.000+0000","jeffreyawest","jeffreyawest",19,19,0.925,19,19,0.925,0,0,0.0,"Story","2015-05-13T00:14:56.000+0000",False,0.0800416574152167,0.0,1.901819015705837e-07,0.2981435301974909,"B","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489,-1,3,59,5.0,5.0,0.0,"train"
"USERGRID-877","Story","2015-07-23T15:04:39.000+0000",0,0,0,False,False,False,3,False,0,"Story","2015-07-23T15:04:39.000+0000",25,60.3633,15.2444,52.92592592592592,11.5474,14.398888888888884,11.0119,12.486832980505138,"Story","2015-07-23T15:04:39.000+0000","djohnson","djohnson",17,9,0.8620689655172413,17,9,0.8620689655172413,20,11,0.8823529411764706,"Story","2015-07-23T15:04:39.000+0000",False,0.0768910417044674,0.0,2.7450750495272803e-06,0.4311689431046274,"A","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719,0,0,0,3.0,3.0,0.0,"train"
"USERGRID-882","Story","2015-07-28T17:22:50.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-07-28T17:22:50.000+0000",7,73.845,2.4,22.666666666666668,4.45,3.5500000000000007,6.6867,3.0,"Story","2015-07-28T17:22:50.000+0000","safeldm","safeldm",41,27,0.82,41,27,0.82,20,9,0.8125,"Story","2015-07-28T17:22:50.000+0000",False,0.0606640888661308,1.0,3.82200553276016e-07,0.3701561872141706,"A","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,-1,0,0,3.0,3.0,0.0,"train"
"USERGRID-898","Story","2015-07-28T23:50:27.000+0000",0,0,0,False,False,False,0,False,0,"Story","2015-07-28T23:50:27.000+0000",13,60.705,4.8,28.666666666666668,7.7733,8.120000000000001,11.15,3.0,"Story","2015-07-28T23:50:27.000+0000","greyes","greyes",19,7,0.8846153846153846,19,7,0.8846153846153846,20,8,0.8518518518518519,"Story","2015-07-28T23:50:27.000+0000",False,0.0429457586890823,0.0,9.877956123400385e-08,0.2899457042608551,"A","greyes",13.0,6.0,7.0,2.0,0.0,0.6,0.4333333333333333,0.5477232027798169,-1,0,0,3.0,3.0,0.0,"train"
