EB,LINK,OB,STEP,TASK,created_x,has_ATTACHMENT,has_CODE,has_STACK,has_TESTCASE,issue_key,issuetype_x,issuetype_y,created_y,wordcount,flesch,fog,lix,kinkaid,ari,colemanlieu,smog,issuetype_x.1,created_x.1,reporter_x,sp_estimator,reporter_bugnum,reporter_recent_bugnum,reporter_stable_sp_rate,estimator_bugnum,estimator_recent_bugnum,estimator_stable_sp_rate,assignee_bugnum,assignee_recent_bugnum,assignee_stable_sp_rate,issuetype_y.1,created_y.1,sp_change,text_multinomial,text_gaussian,text_bernoulli,text_complement,GROUP,collab_betweenness,collab_closeness,collab_clustering_coeff,collab_eigen_vector,collab_in_degree,collab_kcore,collab_out_degree,collab_total_degree,reporter_y,count_comment_before,count_summ_before,wordsDiff,firststorypoints,sp_sprint,sp_diff,type
0,1,0,0,0,2015-04-20T03:42:29.000+0000,FALSE,FALSE,FALSE,FALSE,TISTUD-7426,Story,Story,2015-04-20T03:42:29.000+0000,34,6.9443,24.2857,63.57142857,20.9857,25.94485714,20.7023,19.43167673,Story,2015-04-20T03:42:29.000+0000,kkolipaka,kkolipaka,1,1,0.939393939,1,1,0.939393939,3,1,0.954285714,Story,2015-04-20T03:42:29.000+0000,FALSE,0.019407712,0,4.40E-18,0.378723097,A,0.277864313,0.305555556,0,0.435990425,33,2,98,131,kkolipaka,0,0,0,5,5,0,train
1,0,1,2,0,2013-12-02T19:25:31.000+0000,FALSE,FALSE,FALSE,FALSE,TISTUD-5823,Bug,Bug,2013-12-02T19:25:31.000+0000,92,50.4055,13.3353,54.90686275,9.3962,9.510882353,12.5675,11.87411967,Bug,2013-12-02T19:25:31.000+0000,sdowse,sdowse,9,8,1,9,8,1,108,43,1,Bug,2013-12-02T19:25:31.000+0000,FALSE,0.002070372,0,1.21E-25,0.060061829,A,0.429365079,0.666666667,0,0.56879417,24,2,23,47,sdowse,0,0,0,8,8,0,train
0,0,0,0,0,2016-04-28T14:51:38.000+0000,FALSE,TRUE,FALSE,FALSE,TISTUD-8474,Bug,Bug,2016-04-28T14:51:38.000+0000,59,37.5539,17.5613,60.03225806,15.7226,19.59516129,15.1523,13.95445115,Bug,2016-04-28T14:51:38.000+0000,kkolipaka,kkolipaka,23,4,0.939393939,23,4,0.939393939,56,14,0.954285714,Bug,2016-04-28T14:51:38.000+0000,FALSE,0.001594355,0,1.09E-63,0.111392862,B,0.263580247,0.283950617,0,0.429869029,23,2,75,98,kkolipaka,0,1,-1,5,5,0,train
0,0,0,0,0,2012-12-03T21:34:37.000+0000,FALSE,FALSE,FALSE,FALSE,TISTUD-2948,Story,Story,2012-12-03T21:34:37.000+0000,31,42.1675,17.8,63.25,15.3275,17.6784375,12.1603,13.95445115,Story,2012-12-03T21:34:37.000+0000,mxia,mxia,0,0,0.980769231,0,0,0.980769231,1,0,0.987179487,Story,2012-12-03T21:34:37.000+0000,FALSE,0.011775902,0,1.35E-25,0.268481691,A,0.173366013,0.183823529,0,0.342397194,25,2,128,153,mxia,0,1,1,8,8,0,train
0,0,0,0,0,2013-12-03T22:32:42.000+0000,FALSE,FALSE,FALSE,FALSE,TISTUD-5833,Improvement,Improvement,2013-12-03T22:32:42.000+0000,48,101.9343,7.4667,24.66666667,3.182,6.120133333,6.4312,6.16227766,Improvement,2013-12-03T22:32:42.000+0000,ayeung,ayeung,0,0,1,0,0,1,109,44,1,Improvement,2013-12-03T22:32:42.000+0000,FALSE,0.003512111,0,3.15E-60,0.216713734,B,0,1,0,0,5,1,0,5,ayeung,0,0,0,5,5,0,train
1,1,1,2,0,2015-08-04T06:46:07.000+0000,TRUE,FALSE,FALSE,FALSE,TISTUD-7659,Bug,Bug,2015-08-04T06:46:07.000+0000,41,51.173,10.4,44,8.606,13.9024,19.1316,9.92820323,Bug,2015-08-04T06:46:07.000+0000,sliang,sliang,1,1,1,1,1,1,1,0,0.833333333,Bug,2015-08-04T06:46:07.000+0000,FALSE,0.004318623,0,4.88E-26,0.117847249,A,0.163636364,0.818181818,0,0,9,1,2,11,sliang,0,1,0,5,5,0,train
0,0,0,0,0,2014-08-08T01:03:16.000+0000,FALSE,FALSE,FALSE,FALSE,TISTUD-6778,Improvement,Improvement,2014-08-08T01:03:16.000+0000,87,47.4469,17.2599,54.38576779,14.0115,16.26535581,11.7784,13.95445115,Improvement,2014-08-08T01:03:16.000+0000,pinnamuri,pinnamuri,44,3,1,44,3,1,20,4,0.972222222,Improvement,2014-08-08T01:03:16.000+0000,FALSE,0.031423464,0,4.27E-20,0.499810516,A,0.206361935,0.218390805,0,0.381885723,19,2,82,101,pinnamuri,0,0,0,5,5,0,train
1,0,0,2,0,2014-09-24T21:26:43.000+0000,FALSE,TRUE,TRUE,FALSE,TISTUD-6951,Bug,Bug,2014-09-24T21:26:43.000+0000,262,-4.2024,14.9677,50.29063531,18.5501,25.09696782,28.9583,13.24695077,Bug,2014-09-24T21:26:43.000+0000,emerriman,emerriman,6,0,1,6,0,1,21,2,0.972222222,Bug,2014-09-24T21:26:43.000+0000,FALSE,0.00444288,0,0.974636929,0.120841547,A,0.437931034,0.566666667,0,0.55048396,17,2,23,40,emerriman,0,1,1,5,5,0,train
1,0,2,0,4,2014-10-16T18:45:58.000+0000,FALSE,TRUE,FALSE,FALSE,TISTUD-7015,Bug,Bug,2014-10-16T18:45:58.000+0000,151,82.9016,9.3938,33.59691011,4.46,7.206207865,10.3578,9.422616289,Bug,2014-10-16T18:45:58.000+0000,lchoudhary,lchoudhary,4,1,1,4,1,1,41,6,0.987179487,Bug,2014-10-16T18:45:58.000+0000,FALSE,0.001218127,0,4.89E-51,0.087374387,B,0.448504983,0.581395349,0,0.559019962,25,2,33,58,lchoudhary,0,1,-1,5,5,0,train
0,0,0,0,3,2013-04-22T22:12:32.000+0000,TRUE,FALSE,FALSE,FALSE,TISTUD-4361,Story,Story,2013-04-22T22:12:32.000+0000,24,84.7507,15.4857,49.42857143,8.3943,13.93321429,9.8439,12.48683298,Story,2013-04-22T22:12:32.000+0000,cwilliams,cwilliams,6,6,0.961538462,6,6,0.961538462,21,16,1,Story,2013-04-22T22:12:32.000+0000,FALSE,0.003931788,0,2.27E-61,0.236561752,B,0.298560094,0.325301205,0,0.456441418,27,2,76,103,cwilliams,0,2,5,3,3,0,train
