"EB","LINK","OB","STEP","TASK","created_x","has_ATTACHMENT","has_CODE","has_STACK","has_TESTCASE","issue_key","issuetype_x","issuetype_y","created_y","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog","issuetype_x.1","created_x.1","reporter_x","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate","issuetype_y.1","created_y.1","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP","collab_betweenness","collab_closeness","collab_clustering_coeff","collab_eigen_vector","collab_in_degree","collab_kcore","collab_out_degree","collab_total_degree","reporter_y","count_comment_before","count_summ_before","wordsDiff","firststorypoints","sp_sprint","sp_diff","type"
0,0,0,0,0,"2018-07-06T08:45:51.000+0000",False,False,False,False,"DM-15036","Improvement","Improvement","2018-07-06T08:45:51.000+0000",46,59.3838,16.3306,55.11224489795919,11.063,15.33122448979592,13.6276,13.95445115010332,"Improvement","2018-07-06T08:45:51.000+0000","kennylo","kennylo",23,6,0.8108108108108109,23,6,0.8108108108108109,31,9,0.7916666666666666,"Improvement","2018-07-06T08:45:51.000+0000",False,0.189550624450346,0.0,0.0172465788458246,0.51597524771072,"B",0.4181818181818181,0.6363636363636364,0.0,0.5477233179796555,7.0,2.0,7.0,14.0,"kennylo",0,0,0,2.0,1.0,-1.0,"train"
0,0,0,0,2,"2015-02-04T18:37:18.000+0000",False,False,False,False,"DM-1953","Story","Story","2015-02-04T18:37:18.000+0000",126,65.0233,12.2222,36.481481481481474,7.9163,7.875555555555558,9.4685,11.366600265340756,"Story","2015-02-04T18:37:18.000+0000","pgee","pgee",16,2,0.9574468085106383,16,2,0.9574468085106383,40,2,0.9148936170212766,"Story","2015-02-04T18:37:18.000+0000",False,0.1247497426248509,0.0,0.7256043324190146,0.4098660809134961,"A",0.5204678362573099,0.8947368421052632,0.0,0.6708213784565874,17.0,2.0,11.0,28.0,"pgee",0,0,0,1.0,1.0,0.0,"train"
0,0,0,0,0,"2015-02-06T23:24:11.000+0000",False,False,False,False,"DM-1978","Story","Story","2015-02-06T23:24:11.000+0000",27,35.5107,17.0286,60.42857142857143,11.7843,12.988928571428564,16.3454,13.95445115010332,"Story","2015-02-06T23:24:11.000+0000","Jacek Becla [X]","fritzm",138,37,0.73125,158,45,0.7775551102204409,15,3,0.7727272727272727,"Story","2015-02-06T23:24:11.000+0000",False,0.1181942808630788,1.0,0.0359965143556713,0.3792373478051361,"B",0.5525252525252525,0.8,0.0,0.6442750101501596,36.0,2.0,31.0,67.0,"fritzm",0,1,9,6.0,4.0,-2.0,"train"
0,0,0,0,0,"2017-10-04T09:46:19.000+0000",False,True,False,False,"DM-12102","Story","Story","2017-10-04T09:46:19.000+0000",18,-3.9132,16.0211,61.10526315789475,18.5253,24.014736842105265,27.5711,13.95445115010332,"Story","2017-10-04T09:46:19.000+0000","rowen","rowen",140,8,0.8016528925619835,140,8,0.8016528925619835,178,9,0.7993079584775087,"Story","2017-10-04T09:46:19.000+0000",False,0.1628618500693444,1.0,0.0027309644710006,0.4699783252520497,"B",0.4923802612481858,0.8679245283018868,0.0,0.6587609492040194,46.0,2.0,30.0,76.0,"rowen",0,0,0,1.0,1.0,0.0,"train"
0,0,0,0,0,"2016-10-05T13:52:32.000+0000",False,True,False,False,"DM-7913","Improvement","Improvement","2016-10-05T13:52:32.000+0000",45,98.7562,8.8952,40.095238095238095,4.1221,9.098333333333336,9.0979,7.4721359549995805,"Improvement","2016-10-05T13:52:32.000+0000","rowen","rowen",82,4,0.8016528925619835,82,4,0.8016528925619835,8,6,0.9066666666666666,"Improvement","2016-10-05T13:52:32.000+0000",False,0.1006770110642391,0.0,0.0003629239076648,0.3529622338039465,"A",0.5893497183819765,0.9047619047619048,0.0,0.6786181542947578,57.0,2.0,41.0,98.0,"rowen",0,0,0,6.0,6.0,0.0,"train"
0,0,0,0,0,"2019-02-01T18:45:08.000+0000",False,False,False,False,"DM-17654","Story","Story","2019-02-01T18:45:08.000+0000",27,44.6967,16.7259,56.62962962962963,13.7326,17.713333333333328,15.1567,13.95445115010332,"Story","2019-02-01T18:45:08.000+0000","vaikunth","vaikunth",41,0,0.6888888888888889,41,0,0.6888888888888889,190,16,0.7575757575757576,"Story","2019-02-01T18:45:08.000+0000",True,0.1234060649332112,0.0,0.0009337810855624,0.4068790326270753,"A",0.0,1.0,0.0,0.0,7.0,1.0,0.0,7.0,"vaikunth",0,0,20,10.0,10.0,0.0,"train"
0,0,0,0,0,"2016-08-30T17:12:01.000+0000",False,False,False,False,"DM-7454","Story","Story","2016-08-30T17:12:01.000+0000",34,38.695,23.2889,58.22222222222222,16.8056,20.905,13.7983,18.491933384829668,"Story","2016-08-30T17:12:01.000+0000","mtpatter","mtpatter",7,7,1.0,7,7,1.0,7,7,1.0,"Story","2016-08-30T17:12:01.000+0000",False,0.0533303356949043,0.0,3.368371744423711e-05,0.2153853889633114,"A",0.3529411764705882,0.7777777777777778,0.0,0.5773509330926556,14.0,2.0,8.0,22.0,"mtpatter",0,0,0,4.0,4.0,0.0,"train"
0,0,0,0,0,"2018-07-27T17:26:37.000+0000",False,True,False,False,"DM-15233","Bug","Bug","2018-07-27T17:26:37.000+0000",55,80.7934,10.7563,51.48087431693989,7.0416,13.444863387978137,13.623,9.32455532033676,"Bug","2018-07-27T17:26:37.000+0000","xiuqin","xiuqin",154,17,0.8121212121212121,155,17,0.8072289156626506,73,7,0.7857142857142857,"Bug","2018-07-27T17:26:37.000+0000",False,0.0635067071457754,0.0,0.0004275123852598,0.2483716690700353,"A",0.4552631578947368,0.6,0.0,0.5640746143633111,12.0,2.0,15.0,27.0,"xiuqin",0,0,0,2.0,2.0,0.0,"train"
0,0,0,0,0,"2015-07-31T15:09:53.000+0000",False,False,False,False,"DM-3358","Story","Story","2015-07-31T15:09:53.000+0000",54,57.23,17.4667,51.07407407407408,11.9844,15.619999999999996,12.5389,14.61895003862225,"Story","2015-07-31T15:09:53.000+0000","Jacek Becla [X]","fritzm",238,45,0.73125,266,48,0.7775551102204409,7,3,0.9473684210526316,"Story","2015-07-31T15:09:53.000+0000",False,0.0724464308970298,0.0,0.0001572737182637,0.2756741155315905,"A",0.5548780487804879,0.7560975609756098,0.0,0.6324581617060872,31.0,2.0,30.0,61.0,"fritzm",0,0,0,5.0,5.0,0.0,"train"
0,0,0,0,0,"2017-10-02T09:17:38.000+0000",False,True,False,False,"DM-12070","Story","Story","2017-10-02T09:17:38.000+0000",20,68.9395,13.0,56.5,6.749,15.529199999999996,20.2028,11.660254037844386,"Story","2017-10-02T09:17:38.000+0000","mfisherlevine","mfisherlevine",32,7,0.7441860465116279,32,7,0.7441860465116279,219,17,0.8927203065134101,"Story","2017-10-02T09:17:38.000+0000",False,0.1742483246414084,0.0,0.0014067231200046,0.5069666755944002,"A",0.4880952380952381,0.8333333333333334,0.0,0.6454954172180948,30.0,2.0,21.0,51.0,"mfisherlevine",0,2,2,1.0,1.0,0.0,"train"
