"issue_key","issuetype","created","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP"
"DM-17197","Story","2019-01-14T10:38:14.000+0000",False,0.06511259641741092,0.0,0.0013930791627943526,0.2447038130638631,"A"
"DM-9076","Story","2017-01-23T12:08:33.000+0000",False,0.1337426332714952,0.0,0.0005654392910999133,0.4179929257308943,"A"
"DM-11322","Story","2017-07-19T14:33:05.000+0000",False,0.07012142754475602,0.0,0.04218331904749613,0.2596902821774332,"A"
"DM-4373","Story","2015-11-17T13:37:36.000+0000",False,0.08375380104895938,0.0,0.8421421480450199,0.2983522012075002,"A"
"DM-13059","Story","2017-12-18T01:33:44.000+0000",False,0.3912887294142796,1.0,0.005044703707846806,0.7493875083116879,"A"
"DM-6597","Bug","2016-06-19T13:35:36.000+0000",False,0.07028691766507195,0.0,0.0002517573987987387,0.26017798506776235,"A"
"DM-13246","Story","2018-01-16T13:41:32.000+0000",False,0.1146347268990282,0.0,0.0005082622760035697,0.37589638793318214,"A"
"DM-3643","Story","2015-08-28T16:31:56.000+0000",False,0.07004294417491937,0.0,0.006134841223567884,0.2594588259299479,"A"
"DM-17259","Story","2019-01-15T18:10:33.000+0000",True,0.09574475293658188,0.0,0.5643589961121869,0.33000129689155455,"A"
"DM-17943","Story","2019-02-15T14:02:48.000+0000",False,0.05585357457566201,0.0,5.7308226858695235e-05,0.21580185343316896,"A"
"DM-1349","Story","2014-10-07T13:39:57.000+0000",True,0.1401506706509114,1.0,0.005600975660887688,0.43124032240333504,"A"
"DM-10237","Bug","2017-04-17T06:38:58.000+0000",False,0.09494493169521044,1.0,0.001319633775916118,0.32795429897720246,"A"
"DM-8447","Story","2016-11-29T16:58:17.000+0000",False,0.12914243544819823,0.0,0.4870441149444501,0.40822310839915776,"A"
"DM-13325","Bug","2018-01-23T16:20:01.000+0000",True,0.09947569601334097,0.0,0.00013867591795444035,0.33943408350328313,"A"
