"issue_key","issuetype","created","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP"
"MESOS-3144","Task","2015-07-24T19:22:31.000+0000",False,0.07061762889324519,0.0,0.8801509649738285,0.44361147689269426,"A"
"MESOS-8327","Task","2017-12-13T06:37:44.000+0000",True,0.008090656931343516,0.0,2.2814000017453724e-08,0.07884103179881823,"A"
"MESOS-6156","Task","2016-09-13T23:11:15.000+0000",False,0.018538832513049084,0.0,7.651088645572051e-08,0.16541845060790003,"A"
"MESOS-7892","Task","2017-08-15T11:47:21.000+0000",False,0.05202547001067979,1.0,0.0006923988101892837,0.3654303158676537,"A"
"MESOS-3492","Task","2015-09-22T18:49:57.000+0000",False,0.01939154291890225,0.0,1.0174785234537182e-09,0.17184413775183116,"A"
"MESOS-4218","Bug","2015-12-21T17:10:57.000+0000",False,0.027738597172342137,1.0,3.6122128214544176e-11,0.23039589355099538,"A"
"MESOS-8101","Task","2017-10-17T00:49:58.000+0000",False,0.0163808837410216,0.0,1.5371904871744097e-08,0.14875478970874245,"A"
"MESOS-1712","Bug","2014-08-18T19:43:00.000+0000",False,0.02278396001703371,0.0,2.0544209433283526e-11,0.1965610322490094,"A"
"MESOS-3106","Task","2015-07-21T00:53:36.000+0000",False,0.02342217010079282,0.0,1.1892529673696223e-05,0.2010654248015344,"A"
"MESOS-4943","Improvement","2016-03-15T01:23:34.000+0000",False,0.06553874829372489,0.0,2.4506117084828307e-08,0.423943418435542,"A"
"MESOS-5557","Improvement","2016-06-07T21:35:09.000+0000",False,0.007701697081772155,0.0,4.54068350077272e-09,0.07530897498642083,"A"
"MESOS-1594","Bug","2014-07-15T01:01:28.000+0000",False,0.042725634663853096,0.0,1.0,0.31895719935377437,"A"
"MESOS-5142","Bug","2016-04-07T08:39:17.000+0000",False,0.01618271408665707,1.0,1.1071601221005659e-10,0.14719485599400037,"A"
"MESOS-8874","Bug","2018-05-03T00:14:10.000+0000",False,0.016320219271501717,0.0,3.150306117133577e-09,0.14827779643063058,"A"
"MESOS-6602","Bug","2016-11-18T02:49:04.000+0000",False,0.01903740455156982,0.0,1.811413147178305e-09,0.16918618904411253,"A"
"MESOS-5336","Improvement","2016-05-06T10:01:05.000+0000",False,0.021109417788110166,0.0,5.091373051374679e-09,0.18452619607636184,"A"
