issue_key,issuetype,created,sp_change,text_multinomial,text_gaussian,text_bernoulli,text_complement,GROUP
TIMOB-20442,Story,2016-02-23T07:51:39.000+0000,FALSE,0.042860479,0,4.85E-19,0.477978051,A
TIMOB-24299,Bug,2017-01-11T22:07:44.000+0000,FALSE,0.004577899,0,6.64E-20,0.085953692,A
TIMOB-24261,Bug,2016-12-27T11:38:03.000+0000,FALSE,0.021695626,0,1.58E-16,0.311984905,A
TIMOB-23461,Bug,2016-06-01T06:56:12.000+0000,FALSE,0.000962779,0,9.01E-20,0.019324482,A
TIMOB-19420,Bug,2015-08-27T21:48:03.000+0000,FALSE,0.008606641,0,2.66E-21,0.15075098,A
TIMOB-19717,Story,2015-10-12T16:43:57.000+0000,FALSE,0.00924679,0,8.92E-20,0.160254618,A
TIMOB-18283,Bug,2014-12-22T19:48:41.000+0000,FALSE,0.00628165,0,8.43E-08,0.11446054,A
TIMOB-18759,Improvement,2015-03-27T18:04:27.000+0000,FALSE,0.010663405,0,8.68E-20,0.180588916,A
TIMOB-19704,Story,2015-10-09T16:57:47.000+0000,FALSE,0.005755897,0,5.45E-20,0.105844971,A
TIMOB-23525,Story,2016-06-14T22:39:19.000+0000,FALSE,0.007108502,0,1.25E-20,0.127697107,A
TIMOB-23790,Bug,2016-08-18T20:50:19.000+0000,FALSE,0.020006343,0,2.09E-06,0.294496932,A
TIMOB-25649,Story,2018-01-06T12:32:27.000+0000,FALSE,0.005260781,0,5.12E-15,0.097585332,A
TIMOB-19292,Improvement,2015-07-30T20:34:07.000+0000,FALSE,0.005411156,0,2.23E-21,0.100109138,A
TIMOB-23787,Bug,2016-08-18T00:39:20.000+0000,FALSE,0.00052121,0,8.01E-23,0.010550427,A
TIMOB-19195,Bug,2015-07-09T01:48:29.000+0000,FALSE,0.017304734,0,1.52E-20,0.264742177,A
TIMOB-26221,Story,2018-07-20T13:24:49.000+0000,FALSE,0.001840713,0,2.05E-11,0.036336975,A
TIMOB-23573,Improvement,2016-06-29T11:19:54.000+0000,FALSE,0.018443173,1,2.54E-20,0.277561167,A
TIMOB-17901,New Feature,2014-10-24T21:47:10.000+0000,FALSE,0.019270066,0,4.92E-20,0.286613237,A
TIMOB-23858,Bug,2016-09-01T21:16:03.000+0000,FALSE,0.013134891,0,0.99998831,0.213928305,A
TIMOB-19836,Bug,2015-11-02T02:28:24.000+0000,FALSE,0.025795788,0,3.53E-21,0.351248562,A
TIMOB-19022,Bug,2015-06-15T15:43:10.000+0000,FALSE,0.004556616,0,3.10E-12,0.085586611,A
TIMOB-26517,Story,2018-11-05T10:39:59.000+0000,FALSE,0.015142424,0,3.20E-21,0.239186899,A
TIMOB-19156,Bug,2015-06-29T12:02:12.000+0000,FALSE,0.00785594,0,2.04E-15,0.139344607,A
TIMOB-26746,Bug,2019-01-18T04:08:24.000+0000,FALSE,0.001379056,0,1.49E-16,0.027461565,A
TIMOB-20572,Bug,2016-03-16T02:25:40.000+0000,FALSE,0.006541386,0,1.33E-09,0.118659176,A
TIMOB-20166,Bug,2015-12-22T07:41:08.000+0000,FALSE,0.002293265,1,1.99E-21,0.044889256,A
TIMOB-26484,New Feature,2018-10-25T01:49:10.000+0000,FALSE,0.049050684,0,6.12E-15,0.513308743,A
TIMOB-19766,Bug,2015-10-22T17:50:39.000+0000,FALSE,0.004966742,0,1.31E-19,0.092611462,A
TIMOB-19701,Story,2015-10-09T14:10:22.000+0000,FALSE,0.007870023,0,2.09E-20,0.13956124,A
