"issue_key","issuetype","created","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP"
"XD-1661","Story","2014-05-01T07:04:38.000+0000",False,0.06568770057952256,1.0,9.929461228243685e-06,0.36410298081132414,"A"
"XD-1909","Story","2014-07-01T12:53:25.000+0000",False,0.00947522019061057,0.0,1.0886605581881103e-07,0.07227508920194398,"A"
"XD-3373","Bug","2015-08-07T16:13:19.000+0000",False,0.02167553104865457,0.0,3.124572631170259e-05,0.1528580963909523,"A"
"XD-1499","Story","2014-04-07T10:28:12.000+0000",False,0.037269190127413025,0.0,1.462459980729877e-06,0.23970314433593232,"A"
"XD-2672","Story","2015-01-30T15:34:00.000+0000",False,0.1293417504195052,1.0,0.0014417415811406014,0.5474834149034787,"A"
"XD-2280","Story","2014-10-24T12:31:53.000+0000",True,0.33739468182998533,0.0,0.9999999677663999,0.805710166370455,"A"
"XD-63","Story","2013-05-13T09:02:52.000+0000",False,0.01931944528425262,0.0,3.9486564294001986e-07,0.1382578711144729,"A"
"XD-1600","Improvement","2014-04-21T16:22:49.000+0000",False,0.010774634601493988,0.0,0.00015735150041737783,0.0814783380090356,"A"
"XD-1362","Story","2014-03-03T08:06:36.000+0000",False,0.03490063346790411,0.0,0.0026910515203829306,0.2275096384426583,"A"
"XD-201","Bug","2013-06-06T09:40:52.000+0000",False,0.045885942707970605,1.0,1.977113788539325e-06,0.2814409458969096,"A"
"XD-2007","Story","2014-07-23T12:30:51.000+0000",False,0.04065547721150516,0.0,4.02678685886114e-05,0.2565805948155653,"A"
"XD-2274","Bug","2014-10-24T06:52:03.000+0000",False,0.022004777892496764,0.0,3.3211353830643456e-10,0.15486455361279636,"A"
"XD-3432","Story","2015-08-25T18:42:18.000+0000",False,0.025283326586478805,0.0,5.0495109941098404e-05,0.17440811443373536,"A"
"XD-2643","Story","2015-01-23T14:58:31.000+0000",False,0.02615045399616735,0.0,1.861337635264196e-06,0.17944810326803246,"A"
"XD-2815","Story","2015-03-12T17:40:03.000+0000",True,0.024668932570577912,0.0,3.475105455597839e-05,0.17080494991533174,"A"
"XD-1232","Story","2014-01-14T22:31:11.000+0000",False,0.03511347393368668,0.0,1.4021980635975982e-06,0.2286188476670727,"A"
"XD-3078","Bug","2015-05-19T01:48:44.000+0000",True,0.013596705244261794,0.0,0.9999999027734295,0.10092955150084641,"A"
"XD-1811","Story","2014-06-05T08:28:44.000+0000",True,0.0806966956258241,1.0,0.6573715748466333,0.4168739879533991,"A"
"XD-1285","Story","2014-01-30T07:32:06.000+0000",False,0.03258314359612847,0.0,2.6193241653520624e-05,0.21525503612359242,"A"
