"issue_key","issuetype","created","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP"
"TIMOB-24825","Bug","2017-06-15T01:24:43.000+0000",False,0.006434560479619297,0.0,5.7498677057728005e-12,0.1198546000921868,"A"
"TIMOB-19025","Bug","2015-06-15T18:24:39.000+0000",False,0.003436929695771053,0.0,3.1645920766057195e-14,0.0676144132083261,"A"
"TIMOB-18062","Improvement","2014-11-20T06:59:37.000+0000",True,0.01663007272440731,1.0,2.7948672744044624e-21,0.2623163034984365,"A"
"TIMOB-24382","Improvement","2017-02-08T01:56:44.000+0000",False,0.0015660270070360913,0.0,6.85568455022101e-16,0.031927552671558855,"A"
"TIMOB-24583","Bug","2017-04-17T06:53:19.000+0000",False,0.005021450971367068,0.0,3.5314482796309605e-14,0.0959381870028867,"A"
"TIMOB-18389","Story","2015-01-15T23:45:49.000+0000",False,0.00855992396554421,0.0,1.1865965129018725e-19,0.1536496238846759,"A"
"TIMOB-25236","New Feature","2017-09-06T19:20:09.000+0000",False,0.0003426790635354253,0.0,1.3678812836160474e-21,0.00715640862268596,"A"
"TIMOB-17924","Improvement","2014-10-27T22:20:14.000+0000",True,0.031235188268980564,0.0,2.922675370396291e-21,0.4040380008625867,"A"
"TIMOB-25689","Bug","2018-01-22T06:48:38.000+0000",False,0.000835265504020193,0.0,0.6844051610380634,0.017274189672510404,"A"
"TIMOB-25277","Story","2017-09-13T17:42:08.000+0000",False,0.004074085141028037,0.0,1.76156903264091e-09,0.07920353808429442,"A"
"TIMOB-24822","Bug","2017-06-14T21:50:39.000+0000",False,0.0019660151564546854,0.0,1.5402797043513123e-18,0.03977343685351674,"A"
"TIMOB-24856","Bug","2017-06-20T10:25:48.000+0000",False,0.00045582967110453364,0.0,1.633747681976862e-10,0.009498036067744981,"A"
"TIMOB-24051","Improvement","2016-10-19T08:53:26.000+0000",False,0.007731768053194104,0.0,1.6989795421919642e-13,0.14077749867415287,"A"
"TIMOB-18454","Bug","2015-01-27T23:42:14.000+0000",False,0.004173636003178361,0.0,1.542554556051308e-20,0.08098959919273248,"A"
"TIMOB-26427","New Feature","2018-10-02T01:55:53.000+0000",False,0.0017756286741517774,0.0,0.007567902935739471,0.03605408842247486,"A"
"TIMOB-26651","Bug","2018-12-13T18:02:17.000+0000",False,0.019434371297728056,0.0,2.2530651931153658e-11,0.294157299770877,"A"
