"issue_key","issuetype","created","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP"
"MULE-7145","Task","2013-11-22T13:33:24.000-0600",False,0.0647097854992664,0.0,1.8541308779235425e-06,0.3667752541013208,"A"
"MULE-13416","Bug","2017-08-30T12:35:21.000-0500",False,0.01606068775342686,0.0,5.5491289739370705e-08,0.12022286549320858,"A"
"MULE-12857","Improvement","2017-06-19T06:33:03.000-0500",True,0.03748693799966941,1.0,0.0005641007468240447,0.2458839147455621,"A"
"MULE-13639","Task","2017-09-28T04:46:43.000-0500",False,0.044542433715335346,0.0,2.738516372442159e-06,0.28072267170458637,"A"
"MULE-14737","Task","2018-03-15T10:06:12.000-0500",False,0.047224963200090286,1.0,4.586947456649373e-05,0.29326318733854695,"A"
"MULE-14063","Bug","2017-11-14T12:28:48.000-0600",True,0.013376130232082629,0.0,0.00018979115345194364,0.10193118323225107,"A"
"MULE-16179","Bug","2018-12-05T09:53:56.000-0600",False,0.02036442781974051,0.0,4.234722962502516e-06,0.1482336268520576,"A"
"MULE-14939","Task","2018-04-25T10:48:30.000-0500",False,0.017745340731076975,0.0,1.2592318894283783e-06,0.1313745846849526,"A"
"MULE-14354","Task","2018-01-02T11:17:32.000-0600",False,0.06561386686542797,0.0,3.7987045087241297e-06,0.37022902749192826,"A"
"MULE-10754","Task","2016-10-13T03:10:10.000-0500",False,0.01936193629525888,1.0,2.572801840130816e-07,0.1418478938164362,"A"
"MULE-7089","Task","2013-10-30T13:37:14.000-0500",False,0.017968090773227502,0.0,0.0006615402895870086,0.13283079149326674,"A"
"MULE-11904","Task","2017-03-02T10:19:49.000-0600",False,0.10151319150211179,1.0,0.000519545529778713,0.48608984877881145,"A"
"MULE-9171","Bug","2015-12-02T10:18:34.000-0600",False,0.01896059462314493,0.0,8.464703887691654e-06,0.13926819050147599,"A"
"MULE-7368","Bug","2014-02-21T14:11:55.000-0600",False,0.03530364452658075,0.0,0.0037548676599948975,0.23452059730756725,"A"
"MULE-12094","Improvement","2017-03-30T10:31:04.000-0500",False,0.03422173931286473,0.0,5.53550833969716e-05,0.2287814056185113,"A"
"MULE-14842","Enhancement Request","2018-04-03T10:52:56.000-0500",False,0.038777916310906324,0.0,9.172856468221275e-05,0.25246919784171495,"A"
"MULE-12609","Task","2017-05-26T13:42:02.000-0500",True,0.017229902433522702,0.0,2.3815853323783048e-06,0.12798868659124624,"A"
"MULE-12792","Bug","2017-06-13T16:07:59.000-0500",True,0.041719133396565536,1.0,0.9999975478300708,0.26711436733606947,"A"
"MULE-14795","Task","2018-03-23T16:30:38.000-0500",False,0.08827935348404614,0.0,1.4224413421563025e-06,0.44770220996178467,"A"
"MULE-8905","Task","2015-08-31T11:07:24.000-0500",False,0.028164865326096224,0.0,3.175382230949698e-07,0.19525130404082564,"A"
"MULE-13833","Task","2017-10-19T12:11:54.000-0500",False,0.044743381172883095,0.0,0.00019771406896648922,0.2816750006562032,"A"
"MULE-15090","Bug","2018-05-29T05:45:38.000-0500",False,0.02888574310220618,0.0,3.782862970799557e-06,0.19937141264571706,"A"
"MULE-15896","Task","2018-10-23T13:54:03.000-0500",True,0.13886669451765637,1.0,0.9999986985137298,0.5744751332198728,"A"
"MULE-15488","Bug","2018-08-02T07:04:44.000-0500",False,0.10522389324246403,0.0,1.0,0.4960963723774655,"A"
"MULE-11875","Bug","2017-02-23T07:07:32.000-0600",False,0.03701471241775584,0.0,2.2420854131771196e-05,0.24345049312731015,"A"
"MULE-7237","Task","2014-01-15T09:09:47.000-0600",False,0.03983639607641323,1.0,1.2237028106937962e-05,0.2577962189090588,"A"
"MULE-14184","Task","2017-12-07T10:15:05.000-0600",False,0.017290250739838118,0.0,1.1142009313342627e-06,0.12838629232382082,"A"
"MULE-10814","Task","2016-10-20T14:26:38.000-0500",True,0.1799491563948486,0.0,0.0039069352251186636,0.6475246807554964,"A"
"MULE-7270","Bug","2014-01-31T12:33:45.000-0600",False,0.12006538744899545,0.0,0.9963117273043947,0.5332153080996954,"A"
"MULE-12432","Task","2017-05-10T08:59:16.000-0500",False,0.06250924368438364,0.0,3.148985119562396e-06,0.3582370339318357,"A"
"MULE-15562","Task","2018-08-15T10:22:04.000-0500",False,0.09490665707278632,1.0,1.319900240963249e-05,0.4674770034297828,"A"
"MULE-16346","Bug","2019-01-17T08:24:54.000-0600",False,0.05500789363218179,0.0,0.00023008715137007324,0.32765032966825325,"A"
"MULE-11883","Task","2017-02-24T07:42:52.000-0600",False,0.05199067651810891,1.0,3.9077724875868496e-05,0.3146580041570184,"A"
"MULE-16022","Task","2018-11-08T09:20:12.000-0600",False,0.10944697330091685,0.0,2.2443517911598345e-05,0.5071159755969544,"A"
"MULE-7994","New Feature","2014-10-23T10:46:58.000-0500",False,0.05289033301796903,0.0,2.634858562169237e-06,0.31857549073970143,"A"
"MULE-10145","Task","2016-07-22T13:45:37.000-0500",False,0.05322193489964602,0.0,0.00010722172157818095,0.3200100132759999,"A"
"MULE-11432","Task","2017-01-16T08:58:20.000-0600",False,0.012631798278800477,1.0,1.8036089880120526e-05,0.09674227742693096,"A"
"MULE-10931","Task","2016-11-10T07:05:45.000-0600",False,0.015474050269557948,0.0,2.621436486965118e-06,0.11628120084989395,"A"
"MULE-9273","Bug","2016-01-06T15:27:10.000-0600",False,0.0200940555846358,0.0,0.03172981036173227,0.14651948866448242,"A"
"MULE-9461","Improvement","2016-03-11T12:54:41.000-0600",False,0.04262934085688043,1.0,6.614778767686989e-06,0.2715486441713994,"A"
"MULE-11551","Task","2017-01-27T13:02:43.000-0600",False,0.05687836896762032,0.0,9.578910722075495e-05,0.3355002401190117,"A"
"MULE-7386","Bug","2014-02-26T10:37:27.000-0600",False,0.07465982836938613,0.0,1.1086276399001345e-05,0.40315148670310347,"A"
"MULE-15012","Task","2018-05-11T13:31:56.000-0500",False,0.03566953527872936,0.0,1.5216193537229462e-05,0.23644513863922134,"A"
"MULE-9825","Task","2016-06-06T11:05:51.000-0500",False,0.013343284229502471,0.0,0.0007160147231601409,0.1017032997601632,"A"
"MULE-9840","Task","2016-06-07T10:02:36.000-0500",False,0.02605058392809466,0.0,4.627959787272876e-06,0.1829554589211744,"A"
"MULE-8304","Bug","2015-02-09T09:02:00.000-0600",False,0.015253427954172115,0.0,0.0038345182650351226,0.11479089179886093,"A"
"MULE-8075","Task","2014-11-20T07:36:42.000-0600",True,0.03521959463064721,0.0,8.507747925444912e-06,0.2340773408475823,"A"
"MULE-9711","Task","2016-05-17T07:51:53.000-0500",False,0.028748858771832763,0.0,4.502660377831974e-07,0.1985918423294331,"A"
"MULE-10344","Improvement","2016-08-23T15:43:41.000-0500",False,0.09665308825347159,0.0,0.006495929248217661,0.47250022994221197,"A"
"MULE-13002","Task","2017-07-05T14:11:20.000-0500",False,0.020896206083127526,1.0,9.355520034504297e-05,0.15158778305734769,"A"
"MULE-8086","Bug","2014-11-25T11:18:04.000-0600",False,0.043677442062373874,0.0,0.002382460819569786,0.27659894189420997,"A"
"MULE-7213","Story","2014-01-05T20:23:12.000-0600",False,0.044154328998273554,0.0,0.0002223561844109513,0.2788773426025233,"A"
"MULE-14515","Enhancement Request","2018-01-19T12:27:21.000-0600",False,0.17718885315237629,0.0,0.0023758547883868373,0.6432177651480984,"A"
"MULE-7296","Bug","2014-02-06T10:25:54.000-0600",False,0.05350507120375415,0.0,2.7956457536588127e-06,0.3212308912111535,"A"
"MULE-11568","Task","2017-01-30T12:39:08.000-0600",False,0.03600288025495744,0.0,1.9620268983573996e-06,0.23819135082767248,"A"
"MULE-16417","Task","2019-02-03T21:16:00.000-0600",True,0.014133556773000355,0.0,0.5175909631745046,0.10715843492478158,"A"
"MULE-12528","Bug","2017-05-19T16:49:47.000-0500",False,0.060983419889327574,0.0,8.191496685277845e-07,0.3522045629214646,"A"
"MULE-15090","Bug","2018-05-29T05:45:38.000-0500",False,0.02888574310220618,0.0,3.782862970799557e-06,0.19937141264571706,"A"
"MULE-13371","Bug","2017-08-23T12:00:53.000-0500",False,0.012685369701491825,0.0,4.926790715241137e-05,0.09711747496524031,"A"
"MULE-7142","Task","2013-11-21T12:38:19.000-0600",False,0.05110828656571837,0.0,0.0020101925376230776,0.31077904067348966,"A"
"MULE-11653","New Feature","2017-02-06T14:28:23.000-0600",True,0.06622364573328553,1.0,0.0038810636027575766,0.3725410372238239,"A"
"MULE-11451","Task","2017-01-18T08:51:36.000-0600",False,0.032668496187262114,1.0,1.2171280335372854e-06,0.22041291002124447,"A"
"MULE-10474","Task","2016-09-06T10:02:55.000-0500",False,0.024138232113007516,0.0,1.3776304848744362e-05,0.17155370247376053,"A"
"MULE-7868","Task","2014-09-11T09:55:30.000-0500",False,0.05731944393405645,0.0,7.683574262921353e-05,0.3373291463140218,"A"
"MULE-13837","Task","2017-10-19T15:59:56.000-0500",False,0.020573854284283974,1.0,1.5970342263179838e-06,0.14955729601091552,"A"
"MULE-6986","Bug","2013-08-23T00:12:25.000-0500",False,0.011095059607004553,0.0,6.026168646305171e-06,0.08586280136359882,"A"
"MULE-10748","Task","2016-10-12T15:47:57.000-0500",False,0.023452373912331622,0.0,0.015159153695593041,0.1673977254640924,"A"
"MULE-10976","Bug","2016-11-15T11:49:21.000-0600",False,0.03191021372973821,0.0,0.000322611567879128,0.21627111013399405,"A"
"MULE-14508","Bug","2018-01-18T13:51:49.000-0600",False,0.10437235523829029,0.0,8.10846298005179e-05,0.49382741231441424,"A"
"MULE-9862","New Feature","2016-06-09T09:01:58.000-0500",False,0.017898889777680213,0.0,1.5354234198830989e-06,0.1323788490817232,"A"
"MULE-13589","Story","2017-09-05T12:47:45.000-0500",False,0.04639770275917268,0.0,0.08292848235614533,0.28943525239458223,"A"
"MULE-16071","Task","2018-11-20T06:19:38.000-0600",False,0.03272596422040916,1.0,3.7771993259655142e-06,0.22072528430532812,"A"
"MULE-12399","Bug","2017-05-04T15:04:32.000-0500",True,0.03200412310463595,0.0,7.362680175847346e-05,0.21678608334125263,"A"
"MULE-13888","Bug","2017-10-26T08:35:06.000-0500",False,0.06336337584425221,0.0,0.00031896848959015757,0.36157353338344644,"A"
"MULE-10970","Task","2016-11-15T06:45:33.000-0600",False,0.05015638984966497,1.0,0.00018693632618969528,0.3065532180806519,"A"
"MULE-12991","Bug","2017-07-04T15:18:52.000-0500",False,0.039098039028906316,1.0,1.2079791270272006e-05,0.2540870896315544,"A"
"MULE-10215","Task","2016-08-08T10:19:23.000-0500",False,0.031234215237568645,1.0,3.0791015569714914e-05,0.2125470184569727,"A"
"MULE-8904","Bug","2015-08-31T11:05:11.000-0500",False,0.03902760713531495,0.0,0.01320259382359536,0.25373163751318667,"A"
"MULE-10869","Task","2016-11-01T07:41:25.000-0500",False,0.044769339489196286,1.0,0.00013532327596806748,0.28179786743173124,"A"
"MULE-7536","Bug","2014-04-22T10:36:50.000-0500",False,0.02220960098963569,0.0,0.00015350705528148584,0.15977510490535438,"A"
"MULE-7242","Task","2014-01-15T12:46:01.000-0600",False,0.017277334122499217,0.0,0.00021361152133351328,0.12830121738885059,"A"
"MULE-15399","Task","2018-07-18T09:54:28.000-0500",False,0.014285258434889968,0.0,0.7732278075609254,0.10819903037185835,"A"
"MULE-11001","Task","2016-11-17T14:09:11.000-0600",False,0.04899065424002129,0.0,0.00288436561545474,0.30131873274265936,"A"
"MULE-13404","Bug","2017-08-29T11:58:40.000-0500",False,0.01047566102700897,0.0,1.5421080029239185e-07,0.08141301226682367,"A"
"MULE-8620","New Feature","2015-05-20T06:41:55.000-0500",False,0.026449512422196793,0.0,0.0032902287461692675,0.18530002346235794,"A"
"MULE-7887","Bug","2014-09-19T14:36:01.000-0500",False,0.05752620836506329,0.0,2.4580417669028254e-06,0.338183614627787,"A"
"MULE-11733","Bug","2017-02-07T12:59:22.000-0600",False,0.03759575399878155,0.0,0.0010196057298199417,0.24644277292797603,"A"
"MULE-10652","Task","2016-09-28T10:03:33.000-0500",False,0.03580540496505291,0.0,0.00029798100521010557,0.2371577054363377,"A"
"MULE-8798","Bug","2015-07-23T09:27:24.000-0500",False,0.08180225417136361,0.0,0.0002589075867784876,0.4272109269011376,"A"
"MULE-7253","New Feature","2014-01-23T12:11:00.000-0600",False,0.04260863582086876,0.0,2.5027040296219404e-05,0.27144827833817187,"A"
"MULE-15398","Task","2018-07-18T09:52:39.000-0500",False,0.027276063718501622,0.0,0.9986726033265411,0.19012125527164783,"A"
"MULE-7235","Task","2014-01-15T08:59:47.000-0600",False,0.013983365515915764,0.0,0.00038305094617983887,0.10612612155757037,"A"
"MULE-10422","Task","2016-09-01T08:19:36.000-0500",False,0.004621835006795013,0.0,6.024008785695925e-07,0.03741817185772198,"A"
"MULE-15857","Task","2018-10-16T14:31:04.000-0500",True,0.037626259961919296,0.0,8.118550816570838e-07,0.24659931975611646,"A"
"MULE-13823","Bug","2017-10-19T06:31:53.000-0500",False,0.04869616843743933,0.0,4.217852552257712e-06,0.29998593338080365,"A"
"MULE-14603","Bug","2018-02-14T15:12:25.000-0600",True,0.09152080757888888,1.0,0.9999999999846239,0.4575183342783788,"A"
"MULE-13639","Task","2017-09-28T04:46:43.000-0500",False,0.044542433715335346,0.0,2.738516372442159e-06,0.28072267170458637,"A"
"MULE-10476","New Feature","2016-09-06T10:31:12.000-0500",False,0.029076289630735667,0.0,4.713041040719344e-05,0.20045443767339288,"A"
"MULE-15655","Bug","2018-09-05T12:30:17.000-0500",True,0.07390782086914133,1.0,1.0,0.4005229028873381,"A"
"MULE-15336","Bug","2018-07-11T18:36:23.000-0500",False,0.09738047419673339,0.0,1.1892229231554993e-05,0.47457018626036607,"A"
"MULE-7446","Improvement","2014-03-17T17:56:36.000-0500",False,0.08524100953852717,0.0,1.927222308954843e-06,0.4382395883673542,"A"
"MULE-12781","Task","2017-06-13T11:35:05.000-0500",False,0.07563358217592045,1.0,3.983330673254401e-06,0.40652736658096505,"A"
"MULE-14349","Task","2017-12-29T20:50:15.000-0600",False,0.0339660902670132,0.0,1.4119698377819083e-06,0.2274145678681887,"A"
"MULE-12361","Improvement","2017-05-02T09:01:33.000-0500",False,0.06158389097586156,0.0,2.178922591475732e-06,0.35458971311435394,"A"
"MULE-8412","Improvement","2015-03-19T09:14:31.000-0500",False,0.013774615095124239,0.0,0.6167940416399845,0.10468786541841664,"A"
"MULE-11392","Task","2017-01-12T07:25:56.000-0600",False,0.08652724533240874,1.0,0.0003868504785495397,0.4422770326710561,"A"
"MULE-10527","Bug","2016-09-12T08:00:04.000-0500",False,0.01648469497755208,0.0,0.00706783275914932,0.1230528787930608,"A"
"MULE-11097","Bug","2016-11-28T06:15:24.000-0600",False,0.03335425918092182,1.0,5.515845516814079e-06,0.224126598346779,"A"
"MULE-9249","New Feature","2016-01-04T08:15:15.000-0600",True,0.022905071637528477,0.0,0.0011899950675767351,0.16405553911124335,"A"
"MULE-11338","Task","2017-01-04T11:06:55.000-0600",False,0.028407923069453278,0.0,4.882130937565437e-07,0.1966445234615517,"A"
"MULE-15613","Task","2018-08-28T13:39:46.000-0500",True,0.11788518363889793,1.0,0.0002714322983850898,0.5280348677777227,"A"
"MULE-10633","New Feature","2016-09-26T11:26:28.000-0500",False,0.04659462508895057,1.0,2.046402272010703e-05,0.29034961143186366,"A"
"MULE-13228","Enhancement Request","2017-07-31T12:32:32.000-0500",False,0.039552244354922696,0.0,0.0005824206283610008,0.25637248608712904,"A"
"MULE-11284","Task","2016-12-26T13:08:59.000-0600",False,0.15147250230498227,0.0,0.01110466051989345,0.599112827209874,"A"
"MULE-13776","Task","2017-10-12T08:43:47.000-0500",False,0.05105803366932202,0.0,4.4576831979739586e-05,0.3105570267587633,"A"
"MULE-13471","Story","2017-09-05T15:20:41.000-0500",False,0.04541233807603138,1.0,2.7649502147367177e-06,0.28483008565273604,"A"
"MULE-12702","Improvement","2017-06-06T10:20:08.000-0500",False,0.028300497986227992,0.0,0.0024949713340832783,0.1960292667912562,"A"
"MULE-8572","Bug","2015-05-06T10:21:27.000-0500",False,0.07134399428462583,0.0,4.3209338111143615e-05,0.39141769101543805,"A"
"MULE-12100","Bug","2017-03-30T15:02:43.000-0500",False,0.052063252140527164,1.0,1.1757565691793514e-05,0.3149754216656605,"A"
"MULE-16331","Task","2019-01-16T07:56:56.000-0600",False,0.03909418682386862,0.0,1.0556614326859425e-06,0.25406765592521324,"A"
"MULE-14928","Bug","2018-04-23T14:07:40.000-0500",False,0.05208385662952839,0.0,7.188271390716279e-06,0.3150654929485487,"A"
"MULE-10861","New Feature","2016-10-31T10:30:22.000-0500",False,0.02153356037892249,0.0,4.476359545446721e-07,0.15557795220135937,"A"
"MULE-14637","Bug","2018-02-26T12:26:05.000-0600",False,0.020264875901028816,0.0,3.0330150005233806e-08,0.1476031671874556,"A"
"MULE-12459","Bug","2017-05-12T13:02:39.000-0500",False,0.031270026827702704,0.0,2.4462154033289123e-06,0.21274506199660476,"A"
"MULE-11765","Bug","2017-02-08T13:58:58.000-0600",True,0.06615521203987547,0.0,0.9999999999989768,0.3722822631788614,"A"
"MULE-11418","Improvement","2017-01-13T10:29:07.000-0600",False,0.012716374845647778,0.0,0.9867585670159604,0.0973345015407575,"A"
"MULE-7494","Bug","2014-04-07T13:11:17.000-0500",False,0.040674885097129285,0.0,6.814387126506041e-06,0.2619706920964016,"A"
"MULE-12007","Bug","2017-03-20T08:54:16.000-0500",False,0.020714242580429965,0.0,0.7617322745589912,0.150442627930974,"A"
"MULE-16203","Task","2018-12-12T13:20:39.000-0600",False,0.03203437751067204,0.0,1.135001673764452e-06,0.21695186734456653,"A"
"MULE-13045","Enhancement Request","2017-07-12T14:27:02.000-0500",False,0.03317634839858116,0.0,1.3030237711835622e-05,0.22316603655276462,"A"
"MULE-14293","Bug","2017-12-20T08:13:21.000-0600",False,0.09392804126635952,0.0,1.1884136238279093e-05,0.4646288190477548,"A"
"MULE-15909","Task","2018-10-24T09:03:58.000-0500",False,0.026036855191840166,0.0,0.005406480573711091,0.18287456708823194,"A"
"MULE-10206","Task","2016-08-05T10:07:20.000-0500",False,0.04095717258299163,0.0,5.382982556589616e-05,0.26336716036855207,"A"
