"issue_key","issuetype","created","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP"
"MESOS-3043","Task","2015-07-14T18:42:43.000+0000",False,0.0038784521338111784,0.0,3.3979778226094775e-13,0.06029390222176805,"A"
"MESOS-4687","Improvement","2016-02-16T18:13:36.000+0000",False,0.05656006796288252,0.0,1.946197315673474e-10,0.49696690778277947,"A"
"MESOS-4402","Task","2016-01-15T18:40:25.000+0000",False,0.0043644950544194944,0.0,8.116111960785561e-13,0.06737169421602221,"A"
"MESOS-1645","Task","2014-07-28T21:41:05.000+0000",True,0.006848549977751366,0.0,2.7659352939663485e-13,0.10204104137262585,"A"
"MESOS-9574","Bug","2019-02-13T22:48:46.000+0000",False,0.007144994330497667,0.0,3.4324029893506503e-14,0.10601810307482654,"A"
"MESOS-5704","Task","2016-06-24T12:00:30.000+0000",False,0.01006486801975738,0.0,8.292490238715061e-14,0.14350341292504173,"A"
"MESOS-8141","Task","2017-10-27T22:14:50.000+0000",False,0.007866555601434014,0.0,8.072785646756109e-11,0.11556249830602408,"A"
"MESOS-2233","Task","2015-01-16T21:59:45.000+0000",False,0.00546679998869236,0.0,3.2118219559523124e-12,0.0830596733232442,"A"
"MESOS-3567","Improvement","2015-10-01T07:21:47.000+0000",False,0.017699016501752696,0.0,4.3345656149115876e-07,0.22894255949915338,"A"
"MESOS-1782","Bug","2014-09-09T23:15:48.000+0000",True,0.02513169201598834,0.0,1.0,0.29815988410682204,"A"
"MESOS-1703","Bug","2014-08-14T23:46:13.000+0000",False,0.003431488379205439,0.0,1.0250144927979228e-08,0.05369592499137295,"A"
"MESOS-2781","Bug","2015-05-28T22:24:46.000+0000",False,0.017064422708204127,0.0,5.5749169498215084e-15,0.22244908706978161,"A"
"MESOS-2293","Task","2015-01-28T23:01:23.000+0000",True,0.010302447306732338,0.0,7.212214999506236e-16,0.14642488653949032,"A"
"MESOS-8082","Bug","2017-10-12T20:23:19.000+0000",False,0.004442848684020238,0.0,2.3662603071724186e-08,0.06850335868189014,"A"
"MESOS-2874","Bug","2015-06-16T16:00:36.000+0000",False,0.010726301807317568,0.0,8.181147412632427e-16,0.15159119103846036,"A"
"MESOS-2035","Improvement","2014-11-03T22:29:26.000+0000",False,0.006053013784960555,0.0,2.780825545734582e-15,0.09120327644889223,"A"
"MESOS-3290","Bug","2015-08-18T17:47:42.000+0000",False,0.008220718403674056,0.0,4.786613516271546e-15,0.12017795899945724,"A"
"MESOS-7624","Task","2017-06-05T23:05:27.000+0000",False,0.03165318971826719,0.0,2.589969938873297e-11,0.35008754513413454,"A"
"MESOS-5111","Task","2016-04-04T20:12:51.000+0000",False,0.004292173894812383,0.0,3.42532427516239e-15,0.0663248725246129,"A"
"MESOS-2781","Bug","2015-05-28T22:24:46.000+0000",False,0.017064422708204127,0.0,5.5749169498215084e-15,0.22244908706978161,"A"
"MESOS-3154","Story","2015-07-27T18:24:19.000+0000",False,0.006294325595541903,0.0,7.615238545990848e-14,0.09451641933027528,"A"
"MESOS-7028","Bug","2017-01-28T16:21:06.000+0000",False,0.02643208006137901,0.0,9.446625321696454e-09,0.30910812341492594,"A"
"MESOS-6594","Task","2016-11-15T20:14:46.000+0000",False,0.013410105192857817,0.0,2.047508243312412e-14,0.18300059717681885,"A"
"MESOS-5348","Improvement","2016-05-09T17:25:05.000+0000",False,0.0024619524336962043,1.0,5.388428556265288e-16,0.03908156616766505,"A"
"MESOS-8697","Task","2018-03-19T23:36:38.000+0000",False,0.02662623333028273,0.0,2.284663178350438e-13,0.31071596171140053,"A"
"MESOS-2883","Improvement","2015-06-17T21:05:41.000+0000",False,0.01219108037601874,0.0,5.752833890711967e-12,0.16900608482634008,"A"
"MESOS-4415","Task","2016-01-16T20:41:03.000+0000",False,0.009845849914159205,0.0,2.0720532394485761e-16,0.14079366543966537,"A"
"MESOS-3583","Task","2015-10-05T17:47:31.000+0000",True,0.002815825894211456,0.0,1.1911988265679669e-11,0.0444644100557769,"A"
"MESOS-9568","Bug","2019-02-13T01:37:24.000+0000",False,0.02632872256601167,0.0,5.824973063635489e-12,0.3082493902304422,"A"
"MESOS-3433","Task","2015-09-15T20:59:32.000+0000",False,0.010382418001806264,0.0,4.0694207332175997e-10,0.14740410862013487,"A"
"MESOS-2967","Improvement","2015-06-30T21:18:33.000+0000",False,0.024831659332568312,0.0,2.2799567049061627e-14,0.2955886429894114,"A"
"MESOS-7849","Bug","2017-08-02T16:28:08.000+0000",False,0.005262036670314673,0.0,1.3419554908731624e-16,0.08018292434305889,"A"
"MESOS-3129","Task","2015-07-22T17:59:34.000+0000",False,0.006400591554220162,1.0,2.8653658330833676e-12,0.09596827874694858,"A"
"MESOS-3428","Bug","2015-09-14T20:53:02.000+0000",False,0.011607064494720699,1.0,1.1055383301575005e-15,0.16214290907321105,"A"
"MESOS-6815","Bug","2016-12-19T19:32:52.000+0000",False,0.015824397126358955,0.0,2.8781192235983164e-12,0.2094647945079601,"A"
"MESOS-8327","Task","2017-12-13T06:37:44.000+0000",True,0.00542472952286118,0.0,2.1792245805791672e-13,0.08246999254047577,"A"
