"projectKey","lrm_auc","lrm_acc","lrm_f","lrm_precision","lrm_recall","lrm_far","lrm_d2h","rf_auc","rf_acc","rf_f","rf_precision","rf_recall","rf_far","rf_d2h","svm_auc","svm_acc","svm_f","svm_precision","svm_recall","svm_far","svm_d2h","cart_auc","cart_acc","cart_f","cart_precision","cart_recall","cart_far","cart_d2h","random_auc","random_acc","random_f","random_precision","random_recall","random_far","random_d2h","oner_auc","oner_acc","oner_f","oner_precision","oner_recall","oner_far","oner_d2h","majorityVote_auc","majorityVote_acc","majorityVote_f","majorityVote_precision","majorityVote_recall","majorityVote_far","majorityVote_d2h","ldaRf_auc","ldaRf_acc","ldaRf_f","ldaRf_precision","ldaRf_recall","ldaRf_far","ldaRf_d2h","ldaCart_auc","ldaCart_acc","ldaCart_f","ldaCart_precision","ldaCart_recall","ldaCart_far","ldaCart_d2h","ldaNb_auc","ldaNb_acc","ldaNb_f","ldaNb_precision","ldaNb_recall","ldaNb_far","ldaNb_d2h","bernoulliNb_auc","bernoulliNb_acc","bernoulliNb_f","bernoulliNb_precision","bernoulliNb_recall","bernoulliNb_far","bernoulliNb_d2h","gaussianNb_auc","gaussianNb_acc","gaussianNb_f","gaussianNb_precision","gaussianNb_recall","gaussianNb_far","gaussianNb_d2h","complementNb_auc","complementNb_acc","complementNb_f","complementNb_precision","complementNb_recall","complementNb_far","complementNb_d2h","multinomialNb_auc","multinomialNb_acc","multinomialNb_f","multinomialNb_precision","multinomialNb_recall","multinomialNb_far","multinomialNb_d2h"
"MESOS",0.70190477264638,0.635336974726993,0.244515404925022,0.163523344778574,0.500601160149471,0.229927210695485,0.391475123914367,0.72944652847091,0.544505208169043,0.159657516467712,0.304613478485874,0.112848228024321,0.0238378116862359,0.627585461132213,0.710679592536429,0.628263655548519,0.270748611650201,0.214035855662337,0.384215144837277,0.127687833740239,0.445935186677327,0.627444817657197,0.608785027066143,0.210267879698103,0.171374884520992,0.370788178641346,0.153218124509059,0.474681163364217,0.497103937675529,0.497103937675529,0.138704718309624,0.0807968726285964,0.493904610957578,0.49969673560652,0.503737453797648,0,0.531591596447551,0.135309567912462,0.132883056990707,0.141247357075295,0.0780641641801921,0.609936297144344,0.588908327545774,0.553020615200819,0.168454762075442,0.10624097234156,0.42965062128374,0.323609390882101,0.471531570389722,0.499864588123,0.503179562320078,0.132358048804138,0.0828958761541004,0.354258927690714,0.347899803050559,0.52670126227559,0.499962643678161,0.00496264367816091,0.101910828025478,0.073394495412844,0.00166666666666667,0.00174137931034483,0.706055549184193,0.497895971898103,0.497141530891214,0.128563611346455,0.0809377112420628,0.352917757528202,0.358634695745774,0.54002221231892,0.552146368072616,0.523490870638423,0.137776731024581,0.092567290761075,0.312551451243046,0.2655697099662,0.5370905249334,0.5128916230301,0.512898941775647,0.104339349947245,0.105775222432722,0.10529553034976,0.0794976467984655,0.635208763545171,0.521034305881068,0.510941935192593,0.126045292666996,0.0909138700615608,0.21916793261556,0.197284062230373,0.571414448434704,0.521034305881068,0.51080914499957,0.125162694827908,0.0908998343859153,0.214211638533178,0.192593348534037,0.573909468458784
