"lrm_auc","lrm_acc","lrm_f","lrm_precision","lrm_recall","lrm_far","lrm_d2h","rf_auc","rf_acc","rf_f","rf_precision","rf_recall","rf_far","rf_d2h","svm_auc","svm_acc","svm_f","svm_precision","svm_recall","svm_far","svm_d2h","cart_auc","cart_acc","cart_f","cart_precision","cart_recall","cart_far","cart_d2h","random_auc","random_acc","random_f","random_precision","random_recall","random_far","random_d2h","oner_auc","oner_acc","oner_f","oner_precision","oner_recall","oner_far","oner_d2h","majorityVote_auc","majorityVote_acc","majorityVote_f","majorityVote_precision","majorityVote_recall","majorityVote_far","majorityVote_d2h","ldaRf_auc","ldaRf_acc","ldaRf_f","ldaRf_precision","ldaRf_recall","ldaRf_far","ldaRf_d2h","ldaCart_auc","ldaCart_acc","ldaCart_f","ldaCart_precision","ldaCart_recall","ldaCart_far","ldaCart_d2h","ldaNb_auc","ldaNb_acc","ldaNb_f","ldaNb_precision","ldaNb_recall","ldaNb_far","ldaNb_d2h","bernoulliNb_auc","bernoulliNb_acc","bernoulliNb_f","bernoulliNb_precision","bernoulliNb_recall","bernoulliNb_far","bernoulliNb_d2h","gaussianNb_auc","gaussianNb_acc","gaussianNb_f","gaussianNb_precision","gaussianNb_recall","gaussianNb_far","gaussianNb_d2h","complementNb_auc","complementNb_acc","complementNb_f","complementNb_precision","complementNb_recall","complementNb_far","complementNb_d2h","multinomialNb_auc","multinomialNb_acc","multinomialNb_f","multinomialNb_precision","multinomialNb_recall","multinomialNb_far","multinomialNb_d2h"
0.807696554770318,0.698763250883392,0.30188679245283,0.216216216216216,0.5,0.102473498233216,0.360902215177569,0.741524955830389,0.55719964664311,0.190476190476191,0.400000000000001,0.125,0.0106007067137809,0.618763838222157,0.817469081272085,0.667789310954064,0.305882352941176,0.245283018867925,0.40625,0.0706713780918728,0.422808175288395,0.616138471731449,0.62384054770318,0.3,0.321428571428571,0.28125,0.0335689045936396,0.508787005462805,0.525066254416961,0.525066254416961,0.105882352941176,0.0584415584415584,0.5625,0.512367491166078,0.476406704404871,0,0.484982332155477,,0,0,0.0300353356890459,0.70742565736265,0.625276060070671,0.569456713780919,0.130232558139535,0.0765027322404371,0.4375,0.298586572438163,0.450311109812078,0.562168727915194,0.551291961130742,0.115501519756839,0.063973063973064,0.59375,0.491166077738516,0.450712313133909,0.5,0,,,0,0,0.707106781186548,0.538041077738516,0.528213339222615,0.107011070110701,0.0568627450980392,0.90625,0.84982332155477,0.604561303904899,0.492159893992933,0.519931537102474,0.102325581395349,0.0601092896174863,0.34375,0.303886925795053,0.511376244153543,0.484982332155477,0.484982332155477,,0,0,0.0300353356890459,0.70742565736265,0.554080167844523,0.542292402826855,0.116959064327485,0.0719424460431655,0.3125,0.22791519434629,0.512153095184393,0.554080167844523,0.543175795053004,0.117647058823529,0.072463768115942,0.3125,0.226148409893993,0.511761347357136
0.793436293436293,0.715250965250965,0.185185185185185,0.106382978723404,0.714285714285714,0.283783783783784,0.28475067076292,0.768882722007722,0.587596525096525,0.285714285714286,0.714285714285713,0.178571428571429,0.00337837837837838,0.580842625587883,0.834218146718147,0.695101351351351,0.261682242990654,0.177215189873418,0.5,0.109797297297297,0.36197751759867,0.575530888030888,0.573238416988417,0.192307692307692,0.208333333333333,0.178571428571429,0.0320945945945946,0.581280896366539,0.448117760617761,0.448117760617761,0.0660660660660661,0.0360655737704918,0.392857142857143,0.496621621621622,0.55464199446205,0,0.606298262548263,0.342857142857143,0.85714285714286,0.214285714285714,0.00168918918918919,0.555585183448779,0.582378137065637,0.591457528957529,0.116788321167883,0.0650406504065041,0.571428571428571,0.388513513513513,0.409033140204049,0.427063223938224,0.460062741312741,0.0703812316715542,0.0383386581469648,0.428571428571429,0.508445945945946,0.54085482904092,0.5,0,,,0,0,0.707106781186548,0.554295366795367,0.509893822393822,0.0851063829787234,0.047244094488189,0.428571428571429,0.408783783783784,0.49680720311278,0.534025096525097,0.529560810810811,0.0945945945945946,0.0583333333333333,0.25,0.190878378378378,0.547236034692691,0.501809845559846,0.501809845559846,0.0416666666666667,0.05,0.0357142857142857,0.0320945945945946,0.682230533536026,0.568291505791506,0.556105212355212,0.109289617486339,0.0645161290322581,0.357142857142857,0.244932432432432,0.486444859454654,0.568291505791506,0.562017374517375,0.113636363636364,0.0675675675675676,0.357142857142857,0.233108108108108,0.483531124224796
0.755422509321989,0.661861246783257,0.266666666666667,0.194444444444444,0.424242424242424,0.10051993067591,0.413280197024567,0.762538732209443,0.558872958353028,0.205128205128205,0.666666666666669,0.121212121212121,0.00346620450606586,0.62140170199243,0.776744918859304,0.62985137335224,0.294117647058824,0.285714285714286,0.303030303030303,0.0433275563258232,0.49378337134375,0.581954729268421,0.587442886403025,0.27906976744186,0.599999999999998,0.181818181818182,0.00693240901213172,0.578562678496469,0.569481644871593,0.569481644871593,0.12316715542522,0.0681818181818182,0.636363636363636,0.497400346620451,0.435682516161036,0,0.505619452759834,0.0444444444444445,0.0833333333333335,0.0303030303030303,0.0190641247833622,0.685811801405182,0.593114857412951,0.581692138017961,0.138888888888889,0.0819672131147541,0.454545454545455,0.291161178509532,0.437204467628182,0.529699070426973,0.540176461320309,0.117647058823529,0.075,0.272727272727273,0.192374350086655,0.531946195778283,0.5,0,,,0,0,0.707106781186548,0.478336221837088,0.47384591145423,0.0842105263157895,0.0476190476190476,0.363636363636364,0.415944540727903,0.537572571215876,0.55769129772596,0.56528018486424,0.136645962732919,0.0859375,0.333333333333333,0.202772963604853,0.49272777434073,0.505619452759834,0.505619452759834,0.0444444444444445,0.0833333333333335,0.0303030303030303,0.0190641247833622,0.685811801405182,0.498293156872013,0.519825639409695,0.10126582278481,0.064,0.242424242424242,0.202772963604853,0.554543913155477,0.498293156872013,0.524158395042277,0.104575163398693,0.0666666666666667,0.242424242424242,0.194107452339688,0.552991289045446
0.741291448516579,0.651937172774869,0.192982456140351,0.123595505617978,0.44,0.136125654450262,0.407510854947149,0.768027923211169,0.572146596858639,0.210526315789474,0.307692307692308,0.16,0.0157068062827225,0.59407352396972,0.80565445026178,0.674624781849913,0.25,0.174603174603175,0.44,0.0907504363001745,0.401145635454676,0.603455497382199,0.599057591623037,0.218181818181818,0.2,0.24,0.0418848167539267,0.53821665613139,0.502582897033159,0.502582897033159,0.0780780780780781,0.0422077922077922,0.52,0.514834205933682,0.497721940243428,0,0.481675392670157,,0,0,0.0366492146596859,0.70758150234979,0.625794066317627,0.616893542757417,0.128712871287129,0.0734463276836158,0.52,0.286212914485166,0.395169477830774,0.547678883071553,0.531797556719023,0.0897435897435897,0.0534351145038168,0.28,0.216404886561955,0.531615968029504,0.5,0,,,0,0,0.707106781186548,0.536474694589878,0.504677137870855,0.0758293838862559,0.043010752688172,0.32,0.31064572425829,0.528630667857984,0.56216404886562,0.522722513089005,0.0839160839160839,0.0459770114942529,0.48,0.43455497382199,0.47918578092084,0.481675392670157,0.481675392670157,,0,0,0.0366492146596859,0.70758150234979,0.424363001745201,0.443071553228621,0.037037037037037,0.0218978102189781,0.12,0.233856893542757,0.643851320825495,0.424363001745201,0.443944153577661,0.0372670807453416,0.0220588235294118,0.12,0.232111692844677,0.643535483852764
0.761819269898265,0.663637043686415,0.203703703703704,0.130952380952381,0.458333333333333,0.131059245960503,0.39406808024091,0.763128366247756,0.574356672651107,0.210526315789474,0.285714285714286,0.166666666666667,0.0179533213644524,0.589392384660873,0.777977259126272,0.667938360263315,0.253164556962025,0.181818181818182,0.416666666666667,0.0807899461400359,0.416416133918396,0.652790245362059,0.599865350089767,0.206896551724138,0.176470588235294,0.25,0.0502692998204668,0.531519991394698,0.554495810891682,0.554495810891682,0.0935251798561151,0.0511811023622047,0.541666666666667,0.432675044883303,0.445688870687396,0,0.506470676241771,0.0487804878048781,0.0588235294117648,0.0416666666666667,0.0287253141831239,0.677948346650649,0.6379039497307,0.639437462597247,0.125,0.0689655172413793,0.666666666666667,0.387791741472172,0.36158923232387,0.539833931777379,0.571701077199282,0.111111111111111,0.0652173913043478,0.375,0.231597845601436,0.471308053234414,0.554982046678636,0.554982046678635,0.111111111111111,0.0714285714285714,0.25,0.140035906642729,0.539495159917701,0.402902453620586,0.455902154398564,0.0618556701030928,0.0337078651685393,0.375,0.463195691202873,0.550079652572656,0.537066128067026,0.478680430879713,0.0621761658031088,0.0355029585798817,0.25,0.292639138240575,0.569270438908515,0.506470676241771,0.506470676241771,0.0487804878048781,0.0588235294117648,0.0416666666666667,0.0287253141831239,0.677948346650649,0.625635846798324,0.593245062836625,0.130434782608696,0.0789473684210526,0.375,0.18850987432675,0.461606419322071,0.625635846798324,0.59504039497307,0.132352941176471,0.0803571428571429,0.375,0.18491921005386,0.460879655792564
0.794403105791006,0.669470505769438,0.244274809160305,0.163265306122449,0.484848484848485,0.145907473309609,0.378596139923861,0.780896150113232,0.597163808907581,0.28,0.411764705882352,0.212121212121212,0.0177935943060498,0.55725649228505,0.782972069448938,0.637334196053057,0.252631578947368,0.193548387096774,0.363636363636364,0.0889679715302491,0.45435337439275,0.617572522376793,0.639086595492289,0.293333333333333,0.261904761904762,0.333333333333333,0.0551601423487545,0.473015372767302,0.528065351019088,0.528065351019088,0.110429447852761,0.0614334470989761,0.545454545454545,0.48932384341637,0.472254906794891,0,0.640838994931522,0.363636363636363,0.454545454545454,0.303030303030303,0.0213523131672598,0.493063220982677,0.632481397605953,0.566348538768468,0.12624584717608,0.0708955223880597,0.575757575757576,0.443060498220641,0.433753524256928,0.592418850425968,0.538579747654481,0.116504854368932,0.069364161849711,0.363636363636364,0.286476868327402,0.493471211811097,0.5,0,,,0,0,0.707106781186548,0.441658578669255,0.508330637334196,0.1,0.0579710144927536,0.363636363636364,0.346975088967972,0.512518482618082,0.571983176965383,0.518117114202523,0.104803493449782,0.0612244897959184,0.363636363636364,0.327402135231317,0.506038949014785,0.50269599913728,0.50269599913728,0.0416666666666667,0.0666666666666666,0.0303030303030303,0.0249110320284698,0.685905522851438,0.485872964520651,0.495794241345843,0.09,0.0538922155688623,0.272727272727273,0.281138790035587,0.551345916416085,0.485872964520651,0.501132319637658,0.0927835051546392,0.0559006211180124,0.272727272727273,0.270462633451957,0.548669142529666
0.80167916041979,0.663268365817091,0.232142857142857,0.156626506024096,0.448275862068966,0.121739130434783,0.399512165180711,0.793883058470765,0.596491754122939,0.279069767441861,0.428571428571429,0.206896551724138,0.0139130434782609,0.560895111605499,0.834182908545727,0.624737631184408,0.246575342465753,0.204545454545455,0.310344827586207,0.0608695652173913,0.489555594803518,0.551094452773613,0.557661169415292,0.173913043478261,0.235294117647059,0.137931034482759,0.0226086956521739,0.609784410438254,0.466896551724138,0.466896551724138,0.0757097791798107,0.0416666666666667,0.413793103448276,0.48,0.535741787414797,0,0.503328335832084,0.0434782608695652,0.0588235294117646,0.0344827586206897,0.0278260869565217,0.683007260033166,0.637451274362819,0.620929535232384,0.139344262295082,0.0790697674418605,0.586206896551724,0.344347826086957,0.380657429844846,0.528575712143928,0.483448275862069,0.069364161849711,0.0416666666666667,0.206896551724138,0.24,0.585923663827918,0.5,0,,,0,0,0.707106781186548,0.43928035982009,0.472233883058471,0.0819277108433735,0.0440414507772021,0.586206896551724,0.641739130434783,0.539932330941826,0.577391304347826,0.52575712143928,0.0963855421686747,0.0583941605839416,0.275862068965517,0.224347826086957,0.536053957280815,0.503328335832084,0.503328335832084,0.0434782608695652,0.0588235294117646,0.0344827586206897,0.0278260869565217,0.683007260033166,0.503508245877061,0.470554722638681,0.0598802395209581,0.036231884057971,0.172413793103448,0.231304347826087,0.607618560928101,0.503508245877061,0.471424287856072,0.0602409638554217,0.0364963503649635,0.172413793103448,0.229565217391304,0.607288695301229
0.848440366972477,0.727129750982962,0.289473684210526,0.188034188034188,0.628571428571429,0.174311926605505,0.290123966116548,0.801022280471822,0.59908256880734,0.325581395348838,0.875000000000003,0.2,0.0018348623853211,0.565686912841358,0.842044560943644,0.689121887287025,0.340425531914894,0.271186440677966,0.457142857142857,0.0788990825688073,0.387891056084837,0.711874180865007,0.601441677588467,0.280701754385965,0.363636363636364,0.228571428571429,0.0256880733944954,0.54578471851594,0.539318479685452,0.539318479685452,0.123778501628664,0.0698529411764706,0.542857142857143,0.464220183486239,0.460695110996813,0,0.60786369593709,0.32,0.533333333333334,0.228571428571429,0.0128440366972477,0.545557975881119,0.667391874180865,0.643119266055046,0.185022026431718,0.109375,0.6,0.313761467889908,0.359476187481473,0.502542595019659,0.508387942332896,0.109965635738832,0.0625,0.457142857142857,0.440366972477064,0.494275706463324,0.5,0,,,0,0,0.707106781186548,0.591035386631717,0.561861074705111,0.133779264214047,0.0757575757575757,0.571428571428571,0.447706422018349,0.438243373996816,0.510878112712975,0.511664482306684,0.106382978723404,0.065359477124183,0.285714285714286,0.262385321100917,0.538075337830068,0.502359108781127,0.502359108781127,0.0408163265306123,0.0714285714285716,0.0285714285714286,0.0238532110091743,0.687110778937139,0.547418086500655,0.562778505897772,0.142857142857143,0.0884353741496599,0.371428571428571,0.245871559633028,0.477260340198462,0.547418086500655,0.5521625163827,0.135593220338983,0.0845070422535211,0.342857142857143,0.238532110091743,0.494335059569265
0.80868544600939,0.676056338028169,0.232558139534884,0.151515151515151,0.5,0.147887323943662,0.368694087681927,0.831015258215962,0.613145539906103,0.341463414634146,0.636363636363637,0.233333333333333,0.00704225352112676,0.542138068720706,0.831572769953052,0.695481220657277,0.32183908045977,0.245614035087719,0.466666666666667,0.0757042253521127,0.380903907948322,0.661473004694836,0.66919014084507,0.311688311688312,0.25531914893617,0.4,0.0616197183098592,0.426495597682196,0.496478873239437,0.496478873239437,0.0900900900900901,0.0495049504950495,0.5,0.507042253521127,0.503533438242081,0,0.638556338028169,0.346153846153846,0.409090909090909,0.3,0.022887323943662,0.495239250058647,0.657130281690141,0.6231220657277,0.148471615720524,0.085427135678392,0.566666666666667,0.320422535211268,0.381082916731381,0.439730046948357,0.492605633802817,0.0759493670886076,0.046875,0.2,0.214788732394366,0.585719301185977,0.559741784037559,0.555692488262911,0.118279569892473,0.0705128205128205,0.366666666666667,0.255281690140845,0.482845654651814,0.495598591549296,0.513086854460094,0.096045197740113,0.0524691358024691,0.566666666666667,0.540492957746479,0.489852230346721,0.503169014084507,0.522241784037559,0.0982142857142857,0.056701030927835,0.366666666666667,0.322183098591549,0.502450524991846,0.505223004694836,0.505223004694836,0.0454545454545454,0.0714285714285714,0.0333333333333333,0.022887323943662,0.683728116301263,0.487793427230047,0.496948356807512,0.0809248554913295,0.048951048951049,0.233333333333333,0.23943661971831,0.567938232838708,0.487793427230047,0.498708920187793,0.0818713450292398,0.049645390070922,0.233333333333333,0.235915492957746,0.567200977430079
0.738470988470988,0.691126441126441,0.25609756097561,0.165354330708661,0.567567567567568,0.185314685314685,0.332670513581164,0.795738045738046,0.537044037044037,0.136363636363636,0.428571428571429,0.0810810810810811,0.00699300699300699,0.649792613721454,0.811850311850312,0.710428085428085,0.348623853211009,0.263888888888889,0.513513513513513,0.0926573426573427,0.350181727594607,0.597240597240597,0.596744471744472,0.275862068965517,0.380952380952381,0.216216216216216,0.0227272727272727,0.554451778177347,0.525515025515025,0.525515025515026,0.118694362017804,0.0666666666666667,0.540540540540541,0.48951048951049,0.47472282135346,0,0.506520506520507,0.0434782608695652,0.111111111111111,0.027027027027027,0.013986013986014,0.688066862566089,0.540233415233415,0.525727650727651,0.117647058823529,0.0696517412935324,0.378378378378378,0.326923076923077,0.496634744400926,0.52972027972028,0.535343035343035,0.123348017621145,0.0736842105263158,0.378378378378378,0.307692307692308,0.490452850272334,0.5,0,,,0,0,0.707106781186548,0.569410319410319,0.560952560952561,0.135714285714286,0.0781893004115226,0.513513513513513,0.391608391608392,0.441602895094721,0.55488092988093,0.581128331128331,0.151785714285714,0.0909090909090909,0.45945945945946,0.297202797202797,0.436184352443452,0.506520506520507,0.506520506520507,0.0434782608695652,0.111111111111111,0.027027027027027,0.013986013986014,0.688066862566089,0.474768474768475,0.501063126063126,0.0927152317880795,0.0614035087719298,0.189189189189189,0.187062937062937,0.588390479762503,0.474768474768475,0.502811377811378,0.0939597315436242,0.0625,0.189189189189189,0.183566433566434,0.587839606721078
