"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7"
"USERGRID-1027",False,"train",0.0,0.0,0.0,0.0,0.9374036192893982,0.0,0.0,0.0
"USERGRID-545",False,"train",0.9769577383995056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-860",False,"train",0.9270357489585876,0.010421994142234325,0.01042875461280346,0.01042625866830349,0.010419810190796852,0.01042545773088932,0.01042219903320074,0.01041975524276495
"USERGRID-661",True,"train",0.06251253187656403,0.06251254677772522,0.06251250952482224,0.5624123215675354,0.06251255422830582,0.06251250952482224,0.06251250207424164,0.06251249462366104
"USERGRID-462",False,"train",0.0,0.9416308999061584,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-395",False,"train",0.07457371801137924,0.0,0.9039720296859741,0.0,0.0,0.0,0.0,0.0
"USERGRID-575",False,"train",0.9708161950111389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-1016",False,"train",0.0,0.0,0.0,0.0,0.0,0.9871177673339844,0.0,0.0
"USERGRID-1022",False,"train",0.824856698513031,0.025005415081977844,0.025019820779561996,0.02502131648361683,0.025014759972691536,0.025041894987225533,0.025022463873028755,0.025017671287059784
"USERGRID-1076",False,"train",0.0,0.0,0.9800933599472046,0.0,0.0,0.0,0.0,0.0
"USERGRID-909",False,"train",0.0,0.9635021090507507,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-725",False,"train",0.0,0.0,0.8365209698677063,0.15779392421245575,0.0,0.0,0.0,0.0
"USERGRID-950",False,"train",0.35940948128700256,0.0156296044588089,0.015632126480340958,0.01563863456249237,0.015627169981598854,0.5467744469642639,0.01564352959394455,0.01564500853419304
"USERGRID-869",False,"train",0.0,0.0,0.0,0.0,0.0,0.9824699759483337,0.0,0.0
"USERGRID-504",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9840690493583679,0.0
"USERGRID-1069",False,"train",0.025029024109244347,0.8249466419219971,0.02500833012163639,0.02500317618250847,0.025003181770443916,0.02500317245721817,0.025003209710121155,0.025003286078572273
"USERGRID-877",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9539230465888977,0.0
"USERGRID-592",True,"train",0.9717625975608826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-891",False,"train",0.01565486378967762,0.01563192903995514,0.015630478039383888,0.015627456828951836,0.015644162893295288,0.015635324642062187,0.8905463814735413,0.015629449859261513
"USERGRID-860",False,"train",0.9270357489585876,0.010421994142234325,0.01042875461280346,0.01042625866830349,0.010419810190796852,0.01042545773088932,0.01042219903320074,0.01041975524276495
"USERGRID-779",False,"train",0.020866118371486664,0.0208450797945261,0.020841006189584732,0.020847788080573082,0.020861638709902763,0.020857734605669975,0.020881254225969315,0.8539993762969971
"USERGRID-409",True,"train",0.9791585206985474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-1074",False,"train",0.013891066424548626,0.0139145627617836,0.013908131048083305,0.013899841345846653,0.013891042210161686,0.01390635222196579,0.5761765837669373,0.3404124677181244
"USERGRID-216",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809684157371521
"USERGRID-892",False,"train",0.9124258756637573,0.012503193691372871,0.01250228751450777,0.012502515688538551,0.012516033835709095,0.012510866858065128,0.012531351298093796,0.012507861480116844
"USERGRID-561",True,"train",0.0,0.0,0.0,0.948502779006958,0.0,0.0,0.0,0.0
"USERGRID-409",True,"train",0.9791585206985474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-726",False,"train",0.9717587828636169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-745",False,"train",0.04167608544230461,0.041766196489334106,0.04173750802874565,0.04167328029870987,0.45475518703460693,0.04167947545647621,0.2950310707092285,0.04168121516704559
"USERGRID-1073",False,"train",0.7811142802238464,0.03125482425093651,0.03125481307506561,0.03125481680035591,0.03132632002234459,0.03125481307506561,0.031285326927900314,0.031254809349775314
"USERGRID-744",False,"train",0.041668601334095,0.041668590158224106,0.04166858643293381,0.7082858681678772,0.04168960079550743,0.041669320315122604,0.04168090596795082,0.04166858643293381
"USERGRID-1075",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9649784564971924
"USERGRID-465",False,"train",0.9416540861129761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-448",True,"train",0.0,0.0,0.0,0.9837831854820251,0.0,0.0,0.0,0.0
"USERGRID-529",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9979305863380432,0.0
"USERGRID-698",False,"train",0.02501767687499523,0.02500121295452118,0.025001227855682373,0.025001272559165955,0.824965238571167,0.025001199916005135,0.025010472163558006,0.025001700967550278
"USERGRID-860",False,"train",0.9270357489585876,0.010421994142234325,0.01042875461280346,0.01042625866830349,0.010419810190796852,0.01042545773088932,0.01042219903320074,0.01041975524276495
"USERGRID-900",False,"train",0.9137281179428101,0.0,0.0,0.0,0.0,0.06751202791929245,0.0,0.0
"USERGRID-890",False,"train",0.012527828104794025,0.012514568865299225,0.01251110527664423,0.012502705678343773,0.012510516680777073,0.012510228902101517,0.9124133586883545,0.012509685009717941
"USERGRID-535",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9513518214225769,0.0
"USERGRID-788",True,"train",0.0,0.0,0.0,0.0,0.0,0.9949963092803955,0.0,0.0
"USERGRID-1018",False,"train",0.0,0.9582893252372742,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-779",False,"train",0.020866118371486664,0.0208450797945261,0.020841006189584732,0.020847788080573082,0.020861638709902763,0.020857734605669975,0.020881254225969315,0.8539993762969971
"USERGRID-618",False,"train",0.36052507162094116,0.31278231739997864,0.025028282776474953,0.025029204785823822,0.0250514205545187,0.02503957971930504,0.20152148604393005,0.02502262592315674
"USERGRID-690",False,"train",0.5624234080314636,0.06251096725463867,0.06251093000173569,0.06251094490289688,0.06251096725463867,0.06251093000173569,0.06251093000173569,0.06251092255115509
