"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10"
"MULE-12061",False,"train",0.010108087211847305,0.010108217597007751,0.010108120739459991,0.010108170099556446,0.010108070448040962,0.010108672082424164,0.898917555809021,0.010108289308845997,0.01010836847126484,0.010108121670782566,0.010108341462910175
"MULE-12562",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16482685506343842,0.7766282558441162,0.0
"MULE-9409",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952095091342926,0.0,0.0
"MULE-10655",False,"train",0.26898321509361267,0.0,0.0,0.0,0.0,0.0,0.0,0.6627785563468933,0.0,0.0,0.0
"MULE-10859",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9173138737678528,0.0,0.0,0.0
"MULE-13589",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.08578269183635712,0.0,0.0,0.5051039457321167,0.3933156728744507
"MULE-8482",False,"train",0.9078340530395508,0.0,0.06517628580331802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-14857",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5371882319450378,0.0,0.40841028094291687,0.0
"MULE-14656",False,"train",0.0,0.0,0.2764764130115509,0.31634828448295593,0.0,0.0,0.0,0.3465467691421509,0.0,0.0,0.0
"MULE-13003",False,"train",0.9352123737335205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-12991",False,"train",0.9174031615257263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-11194",True,"train",0.0,0.832115650177002,0.0,0.0,0.0,0.0,0.0,0.0,0.14969724416732788,0.0,0.0
"MULE-12961",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32719650864601135,0.0,0.0,0.6185277104377747
"MULE-10885",False,"train",0.010141029953956604,0.010140420868992805,0.010140102356672287,0.010140148922801018,0.010139904916286469,0.010140471160411835,0.010140843689441681,0.1729101538658142,0.010140269994735718,0.01014083344489336,0.735825777053833
"MULE-13146",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982169508934021,0.0
"MULE-11656",True,"train",0.0,0.0837186798453331,0.0,0.0,0.0,0.0,0.8870462775230408,0.0,0.0,0.0,0.0
"MULE-14426",False,"train",0.010118772275745869,0.010118389502167702,0.010118390433490276,0.010118227452039719,0.010118300095200539,0.010118654929101467,0.010118520818650723,0.8988146781921387,0.010118347592651844,0.010118342004716396,0.010119376704096794
