"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10"
"TISTUD-5937",False,"train",0.2937757074832916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6907805800437927
"TISTUD-6445",False,"train",0.0,0.0,0.5572791695594788,0.0,0.0,0.0,0.0,0.388153612613678,0.0,0.0,0.0
"TISTUD-5061",False,"train",0.0,0.0,0.041021328419446945,0.0,0.0,0.0,0.0,0.0,0.9403693079948425,0.0,0.0
"TISTUD-4956",False,"train",0.0,0.0,0.22000427544116974,0.0,0.0,0.6425542235374451,0.0,0.11878406256437302,0.0,0.0,0.0
"TISTUD-5247",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934576153755188,0.0,0.0,0.0
"TISTUD-6689",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9793354272842407,0.0,0.0,0.0
"TISTUD-4389",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.986223042011261,0.0,0.0,0.0,0.0
"TISTUD-5811",False,"train",0.0,0.0,0.39218705892562866,0.0,0.0,0.5763081908226013,0.0,0.0,0.0,0.0,0.0
"TISTUD-5765",False,"train",0.0,0.0,0.0,0.9691697359085083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-2978",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772676825523376,0.0
"TISTUD-8866",False,"train",0.0,0.0,0.0,0.9465027451515198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5421",False,"train",0.0,0.7868192791938782,0.18589571118354797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7477",False,"train",0.0,0.0,0.0,0.9675272107124329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8794",False,"train",0.0,0.0,0.6152455806732178,0.3788214325904846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5200",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.976306140422821,0.01070282980799675,0.0,0.0,0.0
"TISTUD-9126",False,"train",0.0,0.0,0.9783512353897095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-6281",False,"train",0.0,0.0,0.0,0.8079000115394592,0.0,0.0,0.0,0.0,0.0,0.0,0.15309491753578186
"TISTUD-8865",False,"train",0.0,0.0,0.0,0.22684632241725922,0.0,0.0,0.0,0.0,0.7219814658164978,0.0,0.0
"TISTUD-5545",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9706688523292542,0.0
"TISTUD-9085",False,"train",0.0,0.0,0.0,0.9740156531333923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7781",False,"train",0.0,0.0,0.9788538217544556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5151",False,"train",0.0,0.0,0.5060152411460876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48893144726753235
"TISTUD-8929",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9650288224220276,0.0,0.0,0.0,0.0
"TISTUD-8682",False,"train",0.0,0.0,0.6124374866485596,0.0,0.0,0.3571952283382416,0.0,0.0,0.0,0.0,0.0
"TISTUD-7899",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9494873881340027
"TISTUD-9042",False,"train",0.0,0.0,0.0,0.0,0.9494804739952087,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8875",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.969689667224884,0.0,0.0,0.0,0.0
"TISTUD-5545",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9706688523292542,0.0
"TISTUD-7015",False,"train",0.0,0.0,0.990425705909729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5918",False,"train",0.1705889105796814,0.0,0.0,0.4709171652793884,0.0,0.0,0.0,0.0,0.33341172337532043,0.0,0.0
"TISTUD-5631",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754259586334229,0.0,0.0
"TISTUD-3971",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9724470376968384,0.0,0.0,0.0
"TISTUD-5937",False,"train",0.2937757074832916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6907805800437927
"TISTUD-5104",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9850921630859375,0.0
"TISTUD-5408",False,"train",0.0,0.0,0.9567010998725891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7593",False,"train",0.0,0.0,0.0,0.0,0.0,0.9914178848266602,0.0,0.0,0.0,0.0,0.0
"TISTUD-7518",False,"train",0.0,0.0,0.9897839426994324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7076",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9768333435058594,0.0,0.0,0.0,0.01481583435088396
"TISTUD-8658",False,"train",0.7188271880149841,0.0,0.27417296171188354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5064",False,"train",0.0,0.0,0.8906409740447998,0.0,0.0,0.0,0.10626474767923355,0.0,0.0,0.0,0.0
"TISTUD-8998",False,"train",0.0,0.0,0.0,0.0,0.956699550151825,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-6890",False,"train",0.0,0.0,0.0,0.0,0.0,0.043854232877492905,0.0,0.0,0.0,0.0,0.9533170461654663
"TISTUD-3970",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9696929454803467,0.0,0.0,0.0,0.0
"TISTUD-5635",False,"train",0.0,0.0,0.0,0.2714137136936188,0.0,0.0,0.0,0.0,0.0221438929438591,0.0,0.700571596622467
"TISTUD-5680",False,"train",0.0,0.0,0.0,0.0,0.9877119064331055,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8490",False,"train",0.0,0.0,0.5116917490959167,0.0,0.0,0.0,0.0,0.0,0.0,0.4863358438014984,0.0
"TISTUD-4325",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980402588844299,0.0
"TISTUD-7076",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9768333435058594,0.0,0.0,0.0,0.01481583435088396
"TISTUD-7673",False,"train",0.0,0.0,0.9828444719314575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8693",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9818148612976074,0.0,0.0,0.0,0.0
"TISTUD-8458",False,"train",0.0,0.3154808580875397,0.0,0.0,0.0,0.0,0.0,0.32054999470710754,0.0,0.0,0.36342206597328186
"TISTUD-273",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9806517958641052
"TISTUD-7052",False,"train",0.0,0.0,0.0,0.9783495664596558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5467",False,"train",0.9772689938545227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5936",False,"train",0.0,0.0,0.9793312549591064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8963",False,"train",0.0,0.0,0.0,0.7466545104980469,0.0,0.0,0.0,0.22510160505771637,0.0,0.0,0.0
"TISTUD-9111",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9545400142669678,0.0
"TISTUD-5052",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9740156531333923
"TISTUD-9053",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881908893585205,0.0
"TISTUD-7595",False,"train",0.0,0.0,0.0,0.9754241704940796,0.02028645947575569,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8913",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98642498254776,0.0,0.0
"TISTUD-9040",False,"train",0.0,0.35868972539901733,0.0,0.0,0.0,0.0,0.0,0.0,0.5783556699752808,0.0,0.0
"TISTUD-7529",False,"train",0.0,0.0,0.0,0.9864293932914734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-6580",False,"train",0.0,0.0,0.0,0.507940411567688,0.0,0.0,0.0,0.4750083088874817,0.0,0.0,0.0
"TISTUD-4389",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.986223042011261,0.0,0.0,0.0,0.0
"TISTUD-5680",False,"train",0.0,0.0,0.0,0.0,0.9877119064331055,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-6458",False,"train",0.0,0.0,0.9650226831436157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7804",False,"train",0.0,0.0,0.4503803253173828,0.46820640563964844,0.0,0.0,0.0,0.0,0.0,0.0,0.06817854195833206
"TISTUD-5467",False,"train",0.9772689938545227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5338",False,"train",0.0,0.0,0.9884871244430542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5383",False,"train",0.0,0.0,0.0,0.9724459648132324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-3474",False,"train",0.0,0.9620993733406067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-6270",False,"train",0.0,0.0,0.696820080280304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2775909900665283
"TISTUD-8936",False,"train",0.0,0.0,0.0,0.9843224287033081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5642",False,"train",0.0,0.0,0.0,0.0,0.4955010712146759,0.0,0.0,0.0,0.0,0.0,0.4877966046333313
"TISTUD-7867",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831615686416626
"TISTUD-8890",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9788551926612854
"TISTUD-6198",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9877123236656189,0.0
"TISTUD-4318",False,"train",0.0,0.0,0.12800827622413635,0.0,0.0,0.8622490167617798,0.0,0.0,0.0,0.0,0.0
"TISTUD-7593",False,"train",0.0,0.0,0.0,0.0,0.0,0.9914178848266602,0.0,0.0,0.0,0.0,0.0
"TISTUD-5424",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9824837446212769
"TISTUD-7622",False,"train",0.0,0.0,0.0,0.0,0.0,0.3301905691623688,0.0,0.0,0.0,0.0,0.6625666618347168
"TISTUD-9101",False,"train",0.0,0.0,0.9242250323295593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5378",False,"train",0.0,0.9521430134773254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-4014",False,"train",0.0,0.0,0.0,0.0,0.8203099966049194,0.0,0.0,0.0,0.16020610928535461,0.0,0.0
"TISTUD-5354",False,"train",0.0,0.0,0.0,0.865079402923584,0.0,0.1139298751950264,0.0,0.0,0.0,0.0,0.0
"TISTUD-6924",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9706692099571228,0.0,0.0,0.0,0.0
"TISTUD-8531",False,"train",0.0,0.0,0.0,0.0,0.9696927666664124,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-4215",False,"train",0.0,0.0,0.0,0.514138400554657,0.0,0.0,0.0,0.0,0.45945629477500916,0.0,0.0
"TISTUD-6581",False,"train",0.0,0.0,0.0,0.9675145745277405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7899",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9494873881340027
"TISTUD-9113",False,"train",0.956703245639801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7942",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864302277565002,0.0,0.0,0.0
"TISTUD-8983",False,"train",0.0,0.0,0.7590858340263367,0.223858043551445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8779",False,"train",0.994890570640564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5785",False,"train",0.9766875505447388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7784",False,"train",0.0,0.0,0.0,0.983468234539032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5105",False,"train",0.0,0.0,0.6715810894966125,0.0,0.0,0.0,0.0,0.0,0.0,0.3129747807979584,0.0
"TISTUD-5076",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905298352241516,0.0,0.0
"TISTUD-5468",False,"train",0.47498756647109985,0.0,0.47687315940856934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-4318",False,"train",0.0,0.0,0.12800827622413635,0.0,0.0,0.8622490167617798,0.0,0.0,0.0,0.0,0.0
"TISTUD-5462",False,"train",0.0,0.0,0.9740201830863953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7467",False,"train",0.0,0.0,0.17739459872245789,0.7898690104484558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-9113",False,"train",0.956703245639801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8490",False,"train",0.0,0.0,0.5116917490959167,0.0,0.0,0.0,0.0,0.0,0.0,0.4863358438014984,0.0
"TISTUD-8490",False,"train",0.0,0.0,0.5116917490959167,0.0,0.0,0.0,0.0,0.0,0.0,0.4863358438014984,0.0
"TISTUD-7684",False,"train",0.0,0.0,0.12150521576404572,0.37314316630363464,0.291830837726593,0.0,0.2042957842350006,0.0,0.0,0.0,0.0
"TISTUD-5223",False,"train",0.0,0.0,0.8562275171279907,0.0,0.0,0.0,0.12635639309883118,0.0,0.0,0.0,0.0
"TISTUD-6094",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.33240219950675964,0.0,0.6466109752655029,0.0,0.0
"TISTUD-5680",False,"train",0.0,0.0,0.0,0.0,0.9877119064331055,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8652",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715839624404907,0.0,0.0
"TISTUD-4022",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747427701950073,0.0,0.0,0.0
"TISTUD-8490",False,"train",0.0,0.0,0.5116917490959167,0.0,0.0,0.0,0.0,0.0,0.0,0.4863358438014984,0.0
