"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8"
"MULE-13876",False,"train",0.0,0.0,0.0,0.7111918330192566,0.0,0.13932263851165771,0.0,0.0,0.1481768935918808
"MULE-12467",False,"train",0.0,0.0,0.0,0.8666145205497742,0.0,0.0,0.0,0.11527395993471146,0.0
"MULE-9813",False,"train",0.47558122873306274,0.27186319231987,0.0,0.0,0.0,0.20472605526447296,0.0,0.0,0.0
"MULE-12580",False,"train",0.0,0.11733675748109818,0.38668033480644226,0.4802834689617157,0.0,0.0,0.0,0.0,0.0
"MULE-12119",False,"train",0.2271641194820404,0.7129579782485962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-7478",False,"train",0.0,0.0,0.5119673609733582,0.0,0.0,0.4424324631690979,0.0,0.0,0.0
"MULE-7930",False,"train",0.9443952441215515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-11789",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9703355431556702,0.0,0.0
"MULE-14308",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9525973200798035,0.0,0.0
"MULE-13784",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9595691561698914,0.0,0.0
"MULE-13363",True,"train",0.0,0.0,0.0,0.7139648199081421,0.0,0.0,0.22113466262817383,0.0,0.0
"MULE-12449",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9745847582817078,0.0,0.0
"MULE-7783",False,"train",0.0,0.0,0.0,0.0,0.0,0.9258463382720947,0.0,0.0,0.0
"MULE-15909",False,"train",0.5502583980560303,0.0,0.0,0.0,0.0,0.0,0.32309120893478394,0.11802832782268524,0.0
"MULE-14271",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9257645010948181,0.0,0.0
"MULE-13404",False,"train",0.0,0.8263477087020874,0.0,0.0,0.0,0.0,0.15057899057865143,0.0,0.0
"MULE-9667",False,"train",0.0,0.1422855406999588,0.0,0.0,0.0,0.8325893878936768,0.0,0.0,0.0
"MULE-7540",False,"train",0.011120778508484364,0.01111793052405119,0.011120238341391087,0.011123267002403736,0.011119849979877472,0.011119210161268711,0.011127810925245285,0.9110315442085266,0.01111930888146162
"MULE-12751",False,"train",0.0,0.17331229150295258,0.0,0.0,0.0,0.0,0.7720817923545837,0.0,0.0
"MULE-10235",False,"train",0.0,0.0,0.0,0.9629116654396057,0.0,0.0,0.0,0.0,0.0
"MULE-7435",False,"train",0.013915537856519222,0.6556355357170105,0.013919907622039318,0.2469283491373062,0.013916684314608574,0.013925357721745968,0.013917481526732445,0.013922147452831268,0.013918978162109852
"MULE-10920",False,"train",0.0,0.5118007063865662,0.33455902338027954,0.0,0.11193693429231644,0.0,0.0,0.0,0.0
"MULE-14079",False,"train",0.0,0.0,0.9244204759597778,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-10587",True,"train",0.01685543917119503,0.6216194033622742,0.01685798354446888,0.26034778356552124,0.01686624251306057,0.01686359941959381,0.01686415635049343,0.016868209466338158,0.01685721054673195
"MULE-15191",False,"train",0.01590747945010662,0.015908479690551758,0.015908686444163322,0.01590813510119915,0.01590731553733349,0.015915604308247566,0.872726321220398,0.015907639637589455,0.01591031812131405
"MULE-11261",False,"train",0.3251888155937195,0.019788656383752823,0.019775718450546265,0.019783077761530876,0.01977621018886566,0.019787827506661415,0.019785992801189423,0.01978006400167942,0.5363336801528931
"MULE-7283",False,"train",0.0,0.0,0.9738278985023499,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-9966",False,"train",0.013921755366027355,0.013923336751759052,0.013926536776125431,0.888616144657135,0.013923496939241886,0.0139234634116292,0.01392199657857418,0.013921640813350677,0.013921676203608513
"MULE-15741",False,"train",0.0,0.0,0.0,0.9207280278205872,0.0,0.0,0.0,0.0,0.0
"MULE-10040",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9703551530838013,0.0
"MULE-9266",True,"train",0.494398832321167,0.0,0.495484858751297,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-12191",False,"train",0.0,0.0,0.0,0.0,0.0,0.9258348941802979,0.0,0.0,0.0
"MULE-8257",False,"train",0.0,0.0,0.0,0.0,0.0,0.9477518796920776,0.0,0.0,0.0
"MULE-10235",False,"train",0.0,0.0,0.0,0.9629116654396057,0.0,0.0,0.0,0.0,0.0
"MULE-10782",False,"train",0.0,0.0,0.0,0.0,0.14601825177669525,0.0,0.0,0.0,0.8011996150016785
"MULE-10974",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9595605731010437,0.0,0.0
"MULE-8493",False,"train",0.0,0.0,0.0,0.0,0.0,0.3979339301586151,0.1491420716047287,0.4321896433830261,0.0
"MULE-15877",False,"train",0.013926737010478973,0.013927780091762543,0.8885754942893982,0.01392748299986124,0.013926765881478786,0.013934541493654251,0.013926970772445202,0.013927572406828403,0.01392666157335043
"MULE-14710",False,"train",0.0,0.06821320205926895,0.0,0.39580294489860535,0.0,0.09949492663145065,0.4235285520553589,0.0,0.0
"MULE-7367",False,"train",0.0,0.0,0.9858614802360535,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-7719",False,"train",0.18511787056922913,0.0,0.0,0.0,0.0,0.2367129623889923,0.555079460144043,0.0,0.0
"MULE-12541",False,"train",0.38809987902641296,0.012373985722661018,0.01237410120666027,0.012373990379273891,0.012372767552733421,0.012377757579088211,0.525269627571106,0.012376087717711926,0.01238179113715887
"MULE-8039",False,"train",0.47614455223083496,0.0,0.0,0.0,0.0,0.21173536777496338,0.14691631495952606,0.0,0.14840656518936157
"MULE-12020",False,"train",0.0,0.0,0.0,0.0,0.0,0.6397924423217773,0.33134716749191284,0.0,0.0
"MULE-15680",False,"train",0.010120609775185585,0.010123786516487598,0.010127228684723377,0.9190255999565125,0.010118410922586918,0.010124151594936848,0.01012289710342884,0.0101191820576787,0.010118143633008003
"MULE-13665",False,"train",0.010537517257034779,0.010540219955146313,0.010538808070123196,0.010541381314396858,0.2136218249797821,0.01054847240447998,0.010543686337769032,0.7125903964042664,0.010537714697420597
"MULE-12365",False,"train",0.01389465294778347,0.013896104879677296,0.013900889083743095,0.013898610137403011,0.3686966598033905,0.01389583945274353,0.01390183623880148,0.5340191125869751,0.013896314427256584
"MULE-12657",False,"train",0.0,0.2117505669593811,0.0,0.0,0.0,0.0,0.7558232545852661,0.0,0.0
"MULE-12049",False,"train",0.0,0.0,0.4423368573188782,0.22759146988391876,0.0,0.08404427766799927,0.2325025200843811,0.0,0.0
"MULE-6845",False,"train",0.024034881964325905,0.02403443306684494,0.807726263999939,0.02403399348258972,0.02403397299349308,0.024033943191170692,0.024034511297941208,0.024033965542912483,0.024034013971686363
