"issue_key","storypoints","issuetype","time_in_status"
"MESOS-9564",5.0,"Bug",124.5775
"MESOS-9559",2.0,"Bug",0.0025
"MESOS-9557",2.0,"Bug",26.68
"MESOS-9555",3.0,"Bug",25.62528
"MESOS-9554",5.0,"Bug",0.6525
"MESOS-9549",3.0,"Bug",5.86583
"MESOS-9544",5.0,"Bug",165.86472
"MESOS-9542",5.0,"Bug",526.45972
"MESOS-9540",2.0,"Improvement",2.16
"MESOS-9538",3.0,"Task",1.69583
"MESOS-9537",3.0,"Bug",27.39444
"MESOS-9535",3.0,"Task",20.91889
"MESOS-9525",3.0,"Task",14.61611
"MESOS-9523",5.0,"Improvement",46.58444
"MESOS-9519",2.0,"Bug",0.00472
"MESOS-9517",8.0,"Bug",0.06083
"MESOS-9514",2.0,"Bug",1.93889
"MESOS-9508",2.0,"Bug",0.03333
"MESOS-9507",5.0,"Bug",22.89806
"MESOS-9505",2.0,"Bug",0.00444
"MESOS-9504",3.0,"Improvement",6.49306
"MESOS-9501",5.0,"Bug",32.07583
"MESOS-9495",1.0,"Bug",0.00278
"MESOS-9486",1.0,"Improvement",0.19389
"MESOS-9480",2.0,"Bug",34.04917
"MESOS-9479",1.0,"Bug",0.00278
"MESOS-9477",5.0,"Task",7.23583
"MESOS-9474",3.0,"Bug",100.0425
"MESOS-9473",8.0,"Task",46.29639
"MESOS-9472",3.0,"Task",0.00778
"MESOS-9471",3.0,"Task",173.83333
"MESOS-9469",1.0,"Bug",0.00667
"MESOS-9462",3.0,"Bug",0.00194
"MESOS-9434",2.0,"Bug",69.47778
"MESOS-9419",3.0,"Bug",3.60639
"MESOS-9411",5.0,"Bug",0.00278
"MESOS-9409",3.0,"Task",25.06583
"MESOS-9406",2.0,"Improvement",3.91556
"MESOS-9399",2.0,"Task",1.5025
"MESOS-9396",3.0,"Task",30.32639
"MESOS-9392",3.0,"Task",121.63528
"MESOS-9384",5.0,"Improvement",0.56444
"MESOS-9370",1.0,"Bug",2.62556
"MESOS-9362",3.0,"Bug",0.00306
"MESOS-9358",2.0,"Bug",0.00417
"MESOS-9357",1.0,"Bug",0.23972
"MESOS-9356",5.0,"Task",2310.85528
"MESOS-9350",1.0,"Bug",176.59167
"MESOS-9342",3.0,"Task",839.85972
"MESOS-9341",3.0,"Task",841.34222
"MESOS-9334",5.0,"Bug",84.00833
"MESOS-9333",3.0,"Task",93.71056
"MESOS-9332",3.0,"Bug",26.65028
"MESOS-9331",1.0,"Bug",0.01056
"MESOS-9325",1.0,"Improvement",0.02139
"MESOS-9324",3.0,"Bug",287.39639
"MESOS-9321",5.0,"Improvement",523.67333
"MESOS-9318",5.0,"Task",151.69806
"MESOS-9317",5.0,"Bug",64.33972
"MESOS-9315",5.0,"Improvement",0.00167
"MESOS-9305",3.0,"Improvement",407.6275
"MESOS-9302",2.0,"Bug",0.00861
"MESOS-9295",5.0,"Bug",0.01167
"MESOS-9293",3.0,"Bug",0.00639
"MESOS-9292",1.0,"Improvement",0.00194
"MESOS-9283",3.0,"Bug",0.34806
"MESOS-9281",5.0,"Bug",0.01528
"MESOS-9278",3.0,"Task",1607.89778
"MESOS-9275",8.0,"Improvement",199.50361
"MESOS-9274",3.0,"Bug",0.00611
"MESOS-9270",3.0,"Task",166.60694
"MESOS-9265",8.0,"Task",2.43694
"MESOS-9258",5.0,"Improvement",1006.3825
"MESOS-9231",3.0,"Bug",0.40528
"MESOS-9229",2.0,"Task",0.00417
"MESOS-9228",5.0,"Bug",128.3
"MESOS-9225",2.0,"Bug",0.00194
"MESOS-9224",5.0,"Improvement",2051.11861
"MESOS-9223",3.0,"Improvement",136.39444
"MESOS-9222",1.0,"Bug",0.01361
"MESOS-9217",2.0,"Bug",505.475
"MESOS-9213",1.0,"Improvement",0.05028
"MESOS-9210",3.0,"Bug",2970.88472
"MESOS-9194",3.0,"Improvement",0.00611
"MESOS-9193",3.0,"Bug",0.01083
"MESOS-9187",5.0,"Bug",0.05306
"MESOS-9186",2.0,"Bug",0.00306
"MESOS-9185",3.0,"Bug",0.00694
"MESOS-9179",1.0,"Bug",0.01
"MESOS-9177",3.0,"Bug",33.37333
"MESOS-9170",2.0,"Bug",0.01722
"MESOS-9164",3.0,"Bug",0.04833
"MESOS-9163",1.0,"Bug",0.68861
"MESOS-9158",5.0,"Improvement",391.88611
"MESOS-9156",1.0,"Bug",0.00528
"MESOS-9154",1.0,"Bug",25.06222
"MESOS-9152",5.0,"Bug",227.26194
"MESOS-9151",8.0,"Bug",2.57889
"MESOS-9149",2.0,"Bug",0.00333
"MESOS-9147",3.0,"Bug",89.72222
"MESOS-9146",2.0,"Bug",2.20389
"MESOS-9144",3.0,"Bug",70.07833
"MESOS-9143",2.0,"Bug",0.25861
"MESOS-9137",2.0,"Bug",8.87556
"MESOS-9131",6.0,"Bug",106.51528
"MESOS-9130",1.0,"Bug",0.04333
"MESOS-9129",1.0,"Improvement",0.00611
"MESOS-9125",1.0,"Bug",0.01722
"MESOS-9124",3.0,"Bug",0.0025
"MESOS-9122",5.0,"Improvement",0.25111
"MESOS-9116",8.0,"Bug",117.36778
"MESOS-9112",2.0,"Bug",17.67111
"MESOS-9110",3.0,"Improvement",46.57639
"MESOS-9106",3.0,"Task",2738.32861
"MESOS-9105",5.0,"Task",0.16806
"MESOS-9104",3.0,"Improvement",0.00306
"MESOS-9099",3.0,"Task",0.0025
"MESOS-9094",2.0,"Bug",1.45472
"MESOS-9089",1.0,"Bug",0.18861
"MESOS-9086",3.0,"Improvement",0.0025
"MESOS-9075",2.0,"Bug",4.74278
"MESOS-9074",1.0,"Bug",9.83444
"MESOS-9073",1.0,"Bug",12.69278
"MESOS-9070",3.0,"Task",4.78528
"MESOS-9066",3.0,"Task",0.01
"MESOS-9056",1.0,"Bug",0.04083
"MESOS-9055",3.0,"Improvement",0.01333
"MESOS-9039",2.0,"Bug",0.0075
"MESOS-9038",2.0,"Bug",1.46833
"MESOS-9037",1.0,"Bug",0.0025
"MESOS-9035",5.0,"Task",248.04694
"MESOS-9034",5.0,"Task",2738.32667
"MESOS-9033",3.0,"Task",242.0275
"MESOS-9032",5.0,"Task",0.13
"MESOS-9027",2.0,"Bug",0.00417
"MESOS-9025",3.0,"Bug",0.00917
"MESOS-9015",5.0,"Improvement",0.00639
"MESOS-9014",1.0,"Bug",0.005
"MESOS-9010",2.0,"Bug",0.00278
"MESOS-9009",5.0,"Task",0.00222
"MESOS-9008",1.0,"Bug",0.20528
"MESOS-9000",3.0,"Bug",0.00722
"MESOS-8999",3.0,"Improvement",0.01056
"MESOS-8998",2.0,"Improvement",0.00278
"MESOS-8995",5.0,"Task",124.35389
"MESOS-8989",2.0,"Improvement",0.01056
"MESOS-8987",5.0,"Bug",76.34833
"MESOS-8985",2.0,"Bug",0.00667
"MESOS-8975",5.0,"Task",4059.49028
"MESOS-8963",3.0,"Bug",0.00194
"MESOS-8961",1.0,"Task",0.01778
"MESOS-8957",3.0,"Task",0.01833
"MESOS-8954",1.0,"Bug",0.00417
"MESOS-8945",2.0,"Bug",0.00667
"MESOS-8943",5.0,"Task",0.00556
"MESOS-8942",2.0,"Task",0.00583
"MESOS-8936",5.0,"Task",0.32028
"MESOS-8935",3.0,"Bug",0.00667
"MESOS-8932",2.0,"Bug",2.05944
"MESOS-8924",5.0,"Improvement",0.03722
"MESOS-8921",3.0,"Bug",0.02889
"MESOS-8917",3.0,"Bug",0.02222
"MESOS-8911",3.0,"Improvement",702.26861
"MESOS-8907",3.0,"Bug",7.17444
"MESOS-8906",2.0,"Bug",0.0025
"MESOS-8903",5.0,"Task",1128.37278
"MESOS-8892",1.0,"Bug",0.01361
"MESOS-8880",3.0,"Improvement",0.00667
"MESOS-8876",2.0,"Bug",0.0425
"MESOS-8874",1.0,"Bug",4.13306
"MESOS-8873",2.0,"Bug",494.95028
"MESOS-8872",1.0,"Bug",0.00417
"MESOS-8871",3.0,"Bug",8.26556
"MESOS-8870",2.0,"Bug",0.00722
"MESOS-8866",1.0,"Bug",0.72333
"MESOS-8865",1.0,"Bug",0.00917
"MESOS-8851",3.0,"Improvement",0.00694
"MESOS-8849",8.0,"Task",0.00139
"MESOS-8848",2.0,"Task",0.00694
"MESOS-8847",3.0,"Task",0.01361
"MESOS-8845",2.0,"Task",0.00722
"MESOS-8844",2.0,"Task",0.01111
"MESOS-8843",2.0,"Task",0.01056
"MESOS-8838",2.0,"Bug",0.00556
"MESOS-8837",1.0,"Task",0.00722
"MESOS-8836",2.0,"Bug",0.01333
"MESOS-8835",1.0,"Bug",0.01694
"MESOS-8829",3.0,"Improvement",0.34278
"MESOS-8825",5.0,"Task",0.04194
"MESOS-8819",1.0,"Task",0.00778
"MESOS-8818",2.0,"Bug",0.00278
"MESOS-8814",5.0,"Task",26.94083
"MESOS-8813",8.0,"Task",48.81556
"MESOS-8810",13.0,"Task",0.00333
"MESOS-8798",3.0,"Improvement",26.43556
"MESOS-8787",1.0,"Bug",96.95
"MESOS-8786",5.0,"Bug",0.04944
"MESOS-8784",3.0,"Bug",238.875
"MESOS-8783",3.0,"Bug",480.51722
"MESOS-8782",3.0,"Bug",0.0025
"MESOS-8781",3.0,"Bug",0.0025
"MESOS-8777",5.0,"Task",0.02028
"MESOS-8774",8.0,"Task",192.40444
"MESOS-8770",8.0,"Task",1404.58028
"MESOS-8749",1.0,"Bug",0.69861
"MESOS-8748",3.0,"Task",0.00611
"MESOS-8747",5.0,"Task",0.00472
"MESOS-8742",2.0,"Bug",11.92083
"MESOS-8741",1.0,"Bug",0.00278
"MESOS-8737",3.0,"Task",0.90917
"MESOS-8736",3.0,"Task",2.30472
"MESOS-8735",5.0,"Task",0.00972
"MESOS-8734",3.0,"Task",0.01944
"MESOS-8733",1.0,"Bug",0.02944
"MESOS-8732",8.0,"Task",198.40472
"MESOS-8728",2.0,"Improvement",0.00194
"MESOS-8724",2.0,"Bug",460.87389
"MESOS-8719",2.0,"Bug",0.54528
"MESOS-8717",5.0,"Task",321.53167
"MESOS-8714",3.0,"Task",94.32389
"MESOS-8713",3.0,"Task",94.31083
"MESOS-8712",3.0,"Task",168.66194
"MESOS-8711",1.0,"Bug",0.00194
"MESOS-8710",3.0,"Task",93.88194
"MESOS-8706",5.0,"Task",93.88361
"MESOS-8702",2.0,"Improvement",0.09972
"MESOS-8698",3.0,"Task",0.00639
"MESOS-8697",2.0,"Task",0.01389
"MESOS-8678",2.0,"Task",1.86667
"MESOS-8657",3.0,"Task",1.05639
"MESOS-8656",2.0,"Improvement",0.00917
"MESOS-8653",2.0,"Task",123.0975
"MESOS-8650",2.0,"Task",123.09222
"MESOS-8647",2.0,"Bug",0.01167
"MESOS-8642",2.0,"Bug",0.01861
"MESOS-8640",2.0,"Improvement",5.06306
"MESOS-8624",8.0,"Bug",120.3025
"MESOS-8620",3.0,"Bug",24.39667
"MESOS-8613",2.0,"Bug",0.00667
"MESOS-8605",3.0,"Bug",24.70083
"MESOS-8604",2.0,"Bug",0.00444
"MESOS-8601",3.0,"Bug",21.305
"MESOS-8598",1.0,"Bug",0.03861
"MESOS-8594",1.0,"Bug",0.00444
"MESOS-8591",3.0,"Improvement",0.00333
"MESOS-8577",3.0,"Bug",0.32917
"MESOS-8576",3.0,"Improvement",123.21028
"MESOS-8575",3.0,"Improvement",184.66917
"MESOS-8574",5.0,"Improvement",93.52333
"MESOS-8573",3.0,"Improvement",41.95222
"MESOS-8569",2.0,"Task",0.0125
"MESOS-8568",5.0,"Bug",17.22083
"MESOS-8567",3.0,"Bug",23.42806
"MESOS-8565",2.0,"Bug",0.01167
"MESOS-8552",2.0,"Bug",1.25194
"MESOS-8551",1.0,"Task",191.82222
"MESOS-8550",2.0,"Bug",0.01083
"MESOS-8548",2.0,"Bug",0.02111
"MESOS-8546",2.0,"Bug",0.015
"MESOS-8545",8.0,"Bug",3.01611
"MESOS-8536",2.0,"Bug",0.03361
"MESOS-8530",5.0,"Bug",31.60639
"MESOS-8528",8.0,"Task",272.11111
"MESOS-8514",2.0,"Bug",0.00389
"MESOS-8513",3.0,"Bug",52.94389
"MESOS-8512",2.0,"Bug",0.015
"MESOS-8510",3.0,"Bug",0.02917
"MESOS-8508",1.0,"Bug",0.01
"MESOS-8497",2.0,"Bug",6.17056
"MESOS-8492",3.0,"Task",0.22778
"MESOS-8489",8.0,"Bug",20.65083
"MESOS-8488",2.0,"Improvement",27.79611
"MESOS-8487",13.0,"Task",9430.96139
"MESOS-8485",3.0,"Bug",0.0025
"MESOS-8484",1.0,"Bug",8.77306
"MESOS-8483",3.0,"Bug",1.11278
"MESOS-8482",1.0,"Bug",0.00278
"MESOS-8480",2.0,"Bug",2.50278
"MESOS-8477",1.0,"Bug",0.00306
"MESOS-8474",2.0,"Bug",0.0275
"MESOS-8473",3.0,"Task",0.02694
"MESOS-8470",2.0,"Bug",0.20944
"MESOS-8469",3.0,"Bug",65.05528
"MESOS-8468",5.0,"Bug",333.37861
"MESOS-8467",2.0,"Bug",0.30583
"MESOS-8463",3.0,"Bug",338.545
"MESOS-8462",2.0,"Task",11.83972
"MESOS-8460",3.0,"Bug",3.96083
"MESOS-8455",3.0,"Improvement",0.00417
"MESOS-8454",3.0,"Improvement",0.015
"MESOS-8453",3.0,"Bug",0.02361
"MESOS-8447",1.0,"Bug",0.00833
"MESOS-8445",3.0,"Task",0.02667
"MESOS-8444",2.0,"Bug",0.08278
"MESOS-8442",1.0,"Task",0.00278
"MESOS-8429",3.0,"Bug",0.04917
"MESOS-8427",2.0,"Improvement",0.02306
"MESOS-8426",2.0,"Improvement",0.02056
"MESOS-8424",3.0,"Task",0.01583
"MESOS-8422",5.0,"Bug",0.02444
"MESOS-8420",3.0,"Task",0.00278
"MESOS-8419",1.0,"Bug",0.00167
"MESOS-8417",1.0,"Bug",0.00222
"MESOS-8415",2.0,"Task",0.00278
"MESOS-8411",5.0,"Bug",0.00278
"MESOS-8410",3.0,"Bug",3.65917
"MESOS-8409",2.0,"Task",0.01111
"MESOS-8408",3.0,"Task",0.01861
"MESOS-8407",3.0,"Task",0.01778
"MESOS-8403",3.0,"Improvement",0.015
"MESOS-8402",8.0,"Improvement",0.04694
"MESOS-8395",5.0,"Task",19.61167
"MESOS-8394",2.0,"Task",0.01861
"MESOS-8393",2.0,"Bug",168.6275
"MESOS-8391",3.0,"Bug",0.01083
"MESOS-8390",3.0,"Improvement",0.00167
"MESOS-8389",5.0,"Improvement",0.00278
"MESOS-8388",2.0,"Task",0.46028
"MESOS-8383",3.0,"Task",0.11583
"MESOS-8382",5.0,"Task",774.99833
"MESOS-8380",2.0,"Improvement",0.05556
"MESOS-8375",3.0,"Task",150.07444
"MESOS-8373",3.0,"Task",129.28583
"MESOS-8365",3.0,"Improvement",0.00361
"MESOS-8363",5.0,"Task",0.00417
"MESOS-8362",5.0,"Task",261.85222
"MESOS-8361",3.0,"Improvement",0.00417
"MESOS-8358",5.0,"Task",0.01306
"MESOS-8357",3.0,"Improvement",0.05694
"MESOS-8352",3.0,"Bug",41.63972
"MESOS-8350",2.0,"Bug",0.00778
"MESOS-8349",2.0,"Bug",20.54667
"MESOS-8346",2.0,"Bug",2.22889
"MESOS-8344",2.0,"Improvement",0.17639
"MESOS-8339",3.0,"Bug",6.21167
"MESOS-8336",1.0,"Bug",0.00194
"MESOS-8328",2.0,"Improvement",116.93694
"MESOS-8327",13.0,"Task",0.01083
"MESOS-8325",2.0,"Bug",0.01056
"MESOS-8316",2.0,"Bug",0.00278
"MESOS-8314",3.0,"Task",0.01139
"MESOS-8312",5.0,"Bug",0.23556
"MESOS-8309",3.0,"Task",0.01056
"MESOS-8297",5.0,"Bug",0.00472
"MESOS-8293",3.0,"Bug",26.37806
"MESOS-8289",3.0,"Bug",0.71222
"MESOS-8288",3.0,"Bug",0.00222
"MESOS-8280",3.0,"Bug",0.00444
"MESOS-8279",3.0,"Bug",0.00889
"MESOS-8270",3.0,"Task",19.6775
"MESOS-8269",3.0,"Task",6.37667
"MESOS-8267",2.0,"Bug",0.00333
"MESOS-8263",2.0,"Bug",0.26778
"MESOS-8258",2.0,"Bug",1.65972
"MESOS-8251",3.0,"Task",505.63694
"MESOS-8245",3.0,"Bug",0.00528
"MESOS-8244",5.0,"Task",0.00278
"MESOS-8241",5.0,"Task",198.18389
"MESOS-8240",8.0,"Improvement",334.52194
"MESOS-8237",5.0,"Bug",0.4575
"MESOS-8224",1.0,"Task",0.15167
"MESOS-8222",3.0,"Task",0.035
"MESOS-8221",5.0,"Improvement",534.89972
"MESOS-8219",1.0,"Task",4.26389
"MESOS-8218",5.0,"Task",0.00306
"MESOS-8211",5.0,"Task",0.00389
"MESOS-8207",2.0,"Task",0.02528
"MESOS-8206",3.0,"Improvement",0.00389
"MESOS-8201",8.0,"Task",0.00194
"MESOS-8199",2.0,"Task",49.12306
"MESOS-8198",1.0,"Task",1.83528
"MESOS-8197",8.0,"Task",498.7075
"MESOS-8195",3.0,"Task",2.35222
"MESOS-8193",2.0,"Task",14.49389
"MESOS-8192",5.0,"Task",0.00361
"MESOS-8191",5.0,"Task",671.77833
"MESOS-8190",3.0,"Task",313.77722
"MESOS-8189",2.0,"Task",0.00417
"MESOS-8187",8.0,"Task",0.05972
"MESOS-8186",3.0,"Task",217.89139
"MESOS-8184",5.0,"Task",0.00778
"MESOS-8183",3.0,"Task",508.18333
"MESOS-8179",1.0,"Bug",0.00278
"MESOS-8171",2.0,"Bug",117.53639
"MESOS-8157",1.0,"Bug",0.00556
"MESOS-8143",3.0,"Task",1342.54778
"MESOS-8141",3.0,"Task",0.02056
"MESOS-8135",4.0,"Bug",0.00361
"MESOS-8132",3.0,"Task",59.625
"MESOS-8131",2.0,"Task",123.00806
"MESOS-8130",2.0,"Task",123.28889
"MESOS-8128",3.0,"Bug",0.00611
"MESOS-8125",2.0,"Bug",105.92861
"MESOS-8121",3.0,"Bug",0.00667
"MESOS-8119",3.0,"Bug",950.18222
"MESOS-8115",3.0,"Improvement",838.07694
"MESOS-8108",3.0,"Task",1438.30556
"MESOS-8107",3.0,"Task",0.00611
"MESOS-8106",3.0,"Improvement",187.19389
"MESOS-8102",5.0,"Task",1586.27056
"MESOS-8101",5.0,"Task",0.00806
"MESOS-8100",5.0,"Task",0.02917
"MESOS-8097",2.0,"Task",0.04028
"MESOS-8095",2.0,"Bug",0.05139
"MESOS-8093",2.0,"Bug",0.00278
"MESOS-8089",7.0,"Task",0.00528
"MESOS-8087",5.0,"Task",53.23333
"MESOS-8084",3.0,"Bug",0.00861
"MESOS-8082",5.0,"Bug",73.06694
"MESOS-8079",5.0,"Task",0.02056
"MESOS-8078",2.0,"Improvement",1886.62417
"MESOS-8076",2.0,"Bug",1.575
"MESOS-8075",5.0,"Task",0.01111
"MESOS-8074",1.0,"Improvement",0.00222
"MESOS-8072",2.0,"Improvement",2.03861
"MESOS-8071",2.0,"Task",0.00167
"MESOS-8070",2.0,"Bug",0.01972
"MESOS-8066",1.0,"Bug",6.08444
"MESOS-8058",2.0,"Bug",68.45278
"MESOS-8055",8.0,"Task",296.27972
"MESOS-8052",2.0,"Bug",0.00306
"MESOS-8051",2.0,"Bug",0.00417
"MESOS-8050",5.0,"Story",684.91694
"MESOS-8048",2.0,"Bug",0.00444
"MESOS-8046",2.0,"Bug",0.00222
"MESOS-8032",5.0,"Task",0.00889
"MESOS-8015",2.0,"Improvement",13.68444
"MESOS-8013",3.0,"Task",0.00278
"MESOS-8012",3.0,"Improvement",0.095
"MESOS-8003",2.0,"Bug",0.00583
"MESOS-8001",2.0,"Bug",0.00389
"MESOS-7998",2.0,"Bug",0.0025
"MESOS-7985",5.0,"Task",892.42
"MESOS-7984",3.0,"Task",0.02639
"MESOS-7982",5.0,"Task",282.52528
"MESOS-7980",2.0,"Bug",0.00333
"MESOS-7979",1.0,"Bug",0.10333
"MESOS-7978",1.0,"Bug",0.01694
"MESOS-7975",3.0,"Bug",0.02167
"MESOS-7972",1.0,"Bug",0.0025
"MESOS-7970",2.0,"Improvement",0.03639
"MESOS-7969",1.0,"Bug",0.00389
"MESOS-7968",1.0,"Bug",0.00306
"MESOS-7966",5.0,"Bug",0.00222
"MESOS-7964",2.0,"Bug",0.4825
"MESOS-7951",8.0,"Improvement",766.11417
"MESOS-7947",8.0,"Improvement",71.80639
"MESOS-7945",2.0,"Bug",22.61472
"MESOS-7944",8.0,"Bug",1728.73472
"MESOS-7941",12.0,"Improvement",140.7275
"MESOS-7936",3.0,"Task",0.00306
"MESOS-7934",5.0,"Bug",0.00306
"MESOS-7927",2.0,"Bug",0.00861
"MESOS-7923",1.0,"Bug",129.78361
"MESOS-7922",2.0,"Bug",0.00139
"MESOS-7921",8.0,"Bug",0.01139
"MESOS-7917",3.0,"Bug",74.16556
"MESOS-7916",5.0,"Improvement",935.95917
"MESOS-7909",3.0,"Bug",8.11056
"MESOS-7892",3.0,"Task",6.23333
"MESOS-7889",1.0,"Improvement",0.01
"MESOS-7883",1.0,"Bug",91.42361
"MESOS-7881",8.0,"Improvement",2734.88028
"MESOS-7880",1.0,"Improvement",0.02194
"MESOS-7877",2.0,"Improvement",0.05361
"MESOS-7876",5.0,"Improvement",648.13306
"MESOS-7872",5.0,"Bug",0.01389
"MESOS-7871",2.0,"Bug",7.83806
"MESOS-7870",1.0,"Improvement",0.01444
"MESOS-7869",1.0,"Bug",1.40194
"MESOS-7865",3.0,"Bug",0.00611
"MESOS-7863",5.0,"Bug",0.00694
"MESOS-7858",5.0,"Bug",236.75583
"MESOS-7851",3.0,"Bug",0.00167
"MESOS-7849",3.0,"Bug",2.80722
"MESOS-7840",3.0,"Improvement",906.29472
"MESOS-7837",3.0,"Improvement",673.60139
"MESOS-7830",3.0,"Bug",0.00389
"MESOS-7828",3.0,"Bug",0.01472
"MESOS-7814",3.0,"Improvement",127.19639
"MESOS-7810",8.0,"Improvement",336.00611
"MESOS-7809",5.0,"Improvement",188.08306
"MESOS-7808",5.0,"Improvement",532.86833
"MESOS-7807",1.0,"Task",0.01278
"MESOS-7806",1.0,"Task",0.00806
"MESOS-7805",1.0,"Bug",0.00806
"MESOS-7803",2.0,"Bug",190.50472
"MESOS-7796",3.0,"Bug",0.00333
"MESOS-7792",5.0,"Improvement",20.895
"MESOS-7791",5.0,"Bug",289.43722
"MESOS-7790",8.0,"Task",814.01417
"MESOS-7780",5.0,"Task",0.07944
"MESOS-7777",3.0,"Bug",30.93444
"MESOS-7775",3.0,"Bug",0.0425
"MESOS-7772",1.0,"Bug",0.00361
"MESOS-7770",3.0,"Bug",0.00333
"MESOS-7769",1.0,"Bug",0.03889
"MESOS-7767",1.0,"Task",0.00417
"MESOS-7762",1.0,"Bug",0.04139
"MESOS-7761",1.0,"Bug",0.00444
"MESOS-7758",2.0,"Bug",0.015
"MESOS-7757",5.0,"Task",1263.72917
"MESOS-7755",3.0,"Task",0.00944
"MESOS-7742",5.0,"Bug",186.215
"MESOS-7728",3.0,"Bug",0.02361
"MESOS-7726",3.0,"Bug",0.05944
"MESOS-7725",3.0,"Bug",0.005
"MESOS-7714",8.0,"Bug",397.72861
"MESOS-7713",3.0,"Task",151.52167
"MESOS-7709",5.0,"Task",0.00306
"MESOS-7699",8.0,"Bug",0.00583
"MESOS-7695",3.0,"Improvement",0.02639
"MESOS-7691",8.0,"Improvement",0.00333
"MESOS-7675",8.0,"Improvement",166.95611
"MESOS-7662",2.0,"Bug",0.42528
"MESOS-7660",3.0,"Bug",0.00194
"MESOS-7656",3.0,"Improvement",6406.63194
"MESOS-7652",3.0,"Bug",0.31833
"MESOS-7643",2.0,"Improvement",3739.02083
"MESOS-7640",2.0,"Bug",0.0075
"MESOS-7630",5.0,"Improvement",99.03361
"MESOS-7627",3.0,"Bug",364.01972
"MESOS-7626",3.0,"Task",1249.47056
"MESOS-7625",5.0,"Task",310.45833
"MESOS-7624",3.0,"Task",188.67722
"MESOS-7616",12.0,"Improvement",0.14333
"MESOS-7604",1.0,"Bug",2162.82833
"MESOS-7594",5.0,"Task",1148.26111
"MESOS-7586",3.0,"Bug",54.45194
"MESOS-7581",1.0,"Bug",0.00667
"MESOS-7578",5.0,"Task",0.0025
"MESOS-7571",2.0,"Task",857.59444
"MESOS-7570",5.0,"Task",1287.82722
"MESOS-7564",5.0,"Bug",470.66889
"MESOS-7561",2.0,"Task",0.02944
"MESOS-7558",3.0,"Task",337.6475
"MESOS-7555",5.0,"Task",1512.59722
"MESOS-7550",5.0,"Task",1342.91306
"MESOS-7546",3.0,"Bug",21.13639
"MESOS-7519",1.0,"Bug",0.05278
"MESOS-7514",5.0,"Bug",1493.92694
"MESOS-7511",1.0,"Bug",0.00583
"MESOS-7506",8.0,"Bug",2213.30528
"MESOS-7504",3.0,"Bug",285.10056
"MESOS-7500",8.0,"Bug",3355.61028
"MESOS-7491",5.0,"Task",1990.64611
"MESOS-7488",5.0,"Task",0.03111
"MESOS-7474",5.0,"Bug",30.60389
"MESOS-7471",2.0,"Bug",0.00222
"MESOS-7469",5.0,"Task",2058.36833
"MESOS-7457",2.0,"Bug",0.0025
"MESOS-7451",2.0,"Improvement",0.61722
"MESOS-7449",5.0,"Task",4.87111
"MESOS-7448",5.0,"Task",99.13194
"MESOS-7446",3.0,"Task",0.00222
"MESOS-7445",3.0,"Task",0.00194
"MESOS-7444",5.0,"Task",3236.41028
"MESOS-7443",2.0,"Task",3236.39722
"MESOS-7433",3.0,"Task",0.0075
"MESOS-7431",5.0,"Bug",112.49333
"MESOS-7417",8.0,"Task",0.04917
"MESOS-7416",5.0,"Task",0.01667
"MESOS-7415",3.0,"Task",191.41028
"MESOS-7414",5.0,"Task",0.00861
