"issue_key","storypoints","issuetype","time_in_status"
"MULE-16707",2.0,"Task",2.36583
"MULE-16704",1.0,"Bug",2.23139
"MULE-16694",4.0,"Task",0.35222
"MULE-16693",1.0,"Task",25.67889
"MULE-16691",4.0,"Task",2.60528
"MULE-16676",2.0,"Task",4.05944
"MULE-16674",2.0,"Bug",0.00139
"MULE-16673",1.0,"Task",92.81056
"MULE-16672",8.0,"Bug",26.53111
"MULE-16657",8.0,"Bug",43.66861
"MULE-16652",1.0,"Bug",2.18083
"MULE-16651",1.0,"Task",141.51639
"MULE-16636",4.0,"Bug",3.58333
"MULE-16632",1.0,"Task",48.55667
"MULE-16626",8.0,"Bug",167.63944
"MULE-16624",5.0,"Bug",1.73639
"MULE-16623",3.0,"Bug",121.47639
"MULE-16605",3.0,"Bug",48.76
"MULE-16600",8.0,"Bug",266.44194
"MULE-16599",3.0,"Enhancement Request",0.02361
"MULE-16598",4.0,"Bug",3.04333
"MULE-16592",3.0,"Bug",0.53361
"MULE-16584",1.0,"Task",0.49083
"MULE-16582",1.0,"Task",118.85611
"MULE-16581",8.0,"Bug",239.74306
"MULE-16577",1.0,"Bug",4.57056
"MULE-16575",8.0,"Bug",6.10333
"MULE-16564",2.0,"Task",138.82389
"MULE-16557",5.0,"Bug",143.21639
"MULE-16554",8.0,"Task",334.92778
"MULE-16553",16.0,"Task",292.65028
"MULE-16551",8.0,"Bug",238.07778
"MULE-16548",1.0,"Task",43.41472
"MULE-16545",1.0,"Bug",2.12528
"MULE-16544",2.0,"Task",2.33222
"MULE-16540",5.0,"Bug",24.88028
"MULE-16537",4.0,"Bug",27.93833
"MULE-16531",2.0,"Enhancement Request",4.05556
"MULE-16529",1.0,"Enhancement Request",6.17417
"MULE-16517",8.0,"Bug",35.395
"MULE-16511",2.0,"Enhancement Request",5.22139
"MULE-16510",2.0,"Enhancement Request",3.77944
"MULE-16508",3.0,"Bug",20.48861
"MULE-16495",1.0,"Bug",0.33583
"MULE-16492",8.0,"Task",0.66
"MULE-16484",8.0,"Bug",22.22806
"MULE-16477",1.0,"Task",47.81417
"MULE-16476",1.0,"Task",3.58333
"MULE-16475",1.0,"Task",862.71806
"MULE-16473",1.0,"Task",57.04889
"MULE-16467",4.0,"Task",191.93444
"MULE-16466",1.0,"Task",144.69639
"MULE-16453",1.0,"Bug",243.46111
"MULE-16445",5.0,"Enhancement Request",0.42639
"MULE-16441",3.0,"Bug",0.00361
"MULE-16438",3.0,"Bug",192.27028
"MULE-16437",13.0,"Task",1007.08167
"MULE-16430",2.0,"Task",336.1275
"MULE-16428",4.0,"Task",4.56667
"MULE-16417",2.0,"Task",695.77556
"MULE-16411",8.0,"Task",1259.1075
"MULE-16409",1.0,"Bug",0.12056
"MULE-16402",13.0,"Bug",49.63861
"MULE-16401",8.0,"Bug",257.24667
"MULE-16400",3.0,"Bug",24.1525
"MULE-16395",4.0,"Task",162.91889
"MULE-16394",2.0,"Task",19.07667
"MULE-16393",4.0,"Task",287.36028
"MULE-16392",4.0,"Bug",198.18667
"MULE-16388",5.0,"Bug",70.36306
"MULE-16383",2.0,"Task",28.08611
"MULE-16379",3.0,"Task",0.00806
"MULE-16374",4.0,"Task",313.05417
"MULE-16370",16.0,"Task",189.06389
"MULE-16369",1.0,"Task",1.44861
"MULE-16366",8.0,"Bug",163.64333
"MULE-16364",16.0,"Bug",146.68722
"MULE-16361",1.0,"Task",20.98222
"MULE-16357",1.0,"Bug",169.50111
"MULE-16356",1.0,"Bug",166.94167
"MULE-16353",3.0,"Bug",507.73444
"MULE-16346",5.0,"Bug",95.39056
"MULE-16343",8.0,"Bug",112.96083
"MULE-16342",5.0,"Task",139.9375
"MULE-16339",8.0,"Bug",145.5475
"MULE-16338",4.0,"Task",172.42083
"MULE-16336",4.0,"Task",307.255
"MULE-16334",8.0,"Task",4.37056
"MULE-16333",5.0,"Bug",292.44139
"MULE-16321",16.0,"Task",186.99361
"MULE-16320",2.0,"Bug",64.44306
"MULE-16317",2.0,"Bug",76.61417
"MULE-16310",2.0,"Bug",25.53444
"MULE-16308",8.0,"Bug",481.19361
"MULE-16307",3.0,"Bug",1.95028
"MULE-16306",8.0,"Bug",24.99222
"MULE-16298",4.0,"Bug",8.44861
"MULE-16294",5.0,"Bug",75.99333
"MULE-16289",8.0,"Bug",449.35194
"MULE-16282",8.0,"Bug",3.42694
"MULE-16281",8.0,"Bug",333.95
"MULE-16277",8.0,"Bug",171.20167
"MULE-16274",4.0,"Bug",29.04778
"MULE-16259",2.0,"Bug",5.32167
"MULE-16238",13.0,"Task",605.82083
"MULE-16235",13.0,"Bug",51.53556
"MULE-16231",2.0,"Bug",0.01278
"MULE-16230",4.0,"Bug",333.03528
"MULE-16229",8.0,"Task",20.16
"MULE-16211",2.0,"Task",119.55167
"MULE-16209",2.0,"Task",455.19833
"MULE-16208",4.0,"Bug",984.23722
"MULE-16207",3.0,"Enhancement Request",120.10139
"MULE-16203",2.0,"Task",90.10139
"MULE-16189",2.0,"Task",19.45639
"MULE-16179",5.0,"Bug",1012.08889
"MULE-16177",1.0,"Bug",120.53694
"MULE-16175",4.0,"Task",2.39778
"MULE-16174",8.0,"Task",5.27194
"MULE-16173",4.0,"Task",29.77167
"MULE-16172",8.0,"Bug",312.02667
"MULE-16168",16.0,"Task",67.90306
"MULE-16167",8.0,"Task",0.12333
"MULE-16166",2.0,"Task",16.49472
"MULE-16157",1.0,"Task",22.4925
"MULE-16155",1.0,"Task",22.49278
"MULE-16144",4.0,"Task",168.225
"MULE-16141",3.0,"Bug",1434.4875
"MULE-16138",4.0,"Bug",53.06167
"MULE-16132",8.0,"Task",312.29444
"MULE-16127",8.0,"Bug",94.2775
"MULE-16126",16.0,"Task",933.66417
"MULE-16103",3.0,"Bug",185.42028
"MULE-16100",3.0,"Enhancement Request",171.35833
"MULE-16099",8.0,"Enhancement Request",427.52611
"MULE-16094",8.0,"Enhancement Request",168.92528
"MULE-16088",4.0,"Task",21.63389
"MULE-16087",5.0,"Bug",140.42472
"MULE-16085",16.0,"Bug",312.30167
"MULE-16084",2.0,"Task",45.18
"MULE-16083",4.0,"Task",124.12194
"MULE-16082",4.0,"Task",26.3875
"MULE-16081",4.0,"Task",182.46472
"MULE-16079",8.0,"Task",120.66417
