"collab_betweenness","collab_closeness","collab_clustering_coeff","collab_eigen_vector","collab_in_degree","collab_kcore","collab_out_degree","collab_total_degree","issue_key","reporter"
0.0,1.0,0.0,0.7071067811865476,1.0,2.0,1.0,2.0,"DURACLOUD-1147","dchandekstark"
0.3,0.3,0.0,0.48038408362348217,3.0,2.0,10.0,13.0,"DURACLOUD-1119","bbranan"
0.36363636363636365,0.36363636363636365,0.0,0.5163973044442133,4.0,2.0,11.0,15.0,"DURACLOUD-952","bbranan"
0.36363636363636365,0.36363636363636365,0.0,0.5163973044442133,4.0,2.0,11.0,15.0,"DURACLOUD-941","bbranan"
0.4166666666666667,0.4166666666666667,0.0,0.5423272219268822,5.0,2.0,12.0,17.0,"DURACLOUD-923","bbranan"
0.4166666666666667,0.4166666666666667,0.0,0.5423272219268822,5.0,2.0,12.0,17.0,"DURACLOUD-886","bbranan"
0.42948717948717946,0.46153846153846156,0.0,0.542325658908214,6.0,2.0,12.0,18.0,"DURACLOUD-877","bbranan"
0.2857142857142857,0.2857142857142857,0.0,0.4714044263160286,2.0,2.0,7.0,9.0,"DURACLOUD-838","dbernstein"
0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,"DURACLOUD-832","paulsson"
0.4340659340659341,0.5,0.0,0.5423256008415569,7.0,2.0,12.0,19.0,"DURACLOUD-828","bbranan"
0.4340659340659341,0.5,0.0,0.5423256008415569,7.0,2.0,12.0,19.0,"DURACLOUD-825","bbranan"
0.4340659340659341,0.5,0.0,0.5423256008415569,7.0,2.0,12.0,19.0,"DURACLOUD-824","bbranan"
0.4340659340659341,0.5,0.0,0.5423256008415569,7.0,2.0,12.0,19.0,"DURACLOUD-813","bbranan"
0.33333333333333337,0.4,0.0,0.4472147523267785,4.0,2.0,8.0,12.0,"DURACLOUD-809","dbernstein"
0.40952380952380957,0.4666666666666667,0.0,0.5270457360772183,7.0,2.0,13.0,20.0,"DURACLOUD-806","bbranan"
0.40952380952380957,0.4666666666666667,0.0,0.5270457360772183,7.0,2.0,13.0,20.0,"DURACLOUD-804","bbranan"
0.40952380952380957,0.4666666666666667,0.0,0.5270457360772183,7.0,2.0,13.0,20.0,"DURACLOUD-778","bbranan"
0.40952380952380957,0.4666666666666667,0.0,0.5270457360772183,7.0,2.0,13.0,20.0,"DURACLOUD-775","bbranan"
0.40952380952380957,0.4666666666666667,0.0,0.5270457360772183,7.0,2.0,13.0,20.0,"DURACLOUD-768","bbranan"
0.40952380952380957,0.4666666666666667,0.0,0.5270457360772183,7.0,2.0,13.0,20.0,"DURACLOUD-767","bbranan"
0.40952380952380957,0.4666666666666667,0.0,0.5270457360772183,7.0,2.0,13.0,20.0,"DURACLOUD-766","bbranan"
0.40952380952380957,0.4666666666666667,0.0,0.5270457360772183,7.0,2.0,13.0,20.0,"DURACLOUD-759","bbranan"
0.3090909090909091,0.36363636363636365,0.0,0.426402560770446,4.0,2.0,9.0,13.0,"DURACLOUD-757","dbernstein"
0.40952380952380957,0.4666666666666667,0.0,0.5270457360772183,7.0,2.0,13.0,20.0,"DURACLOUD-755","bbranan"
0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,"DURACLOUD-754","awoods"
0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,"DURACLOUD-752","awoods"
