"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14"
"DM-4438",False,"train",0.0,0.2933419942855835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6392182111740112,0.0,0.0
"DM-4483",False,"train",0.0111127570271492,0.01111272256821394,0.011112745851278305,0.6485432982444763,0.011112733744084835,0.01111272256821394,0.011112740263342857,0.20699116587638855,0.011112725362181664,0.011112723499536514,0.011112726293504238,0.011112725362181664,0.011112727224826813,0.011112725362181664,0.011112723499536514
"DM-6280",False,"train",0.0,0.0,0.0,0.4247492551803589,0.0,0.0,0.13056504726409912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40002956986427307
"DM-1210",False,"train",0.8070752024650574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17742179334163666,0.0,0.0,0.0,0.0,0.0,0.0
"DM-14282",False,"train",0.06482867151498795,0.3343050181865692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5941994190216064,0.0,0.0,0.0,0.0,0.0
"DM-7803",False,"train",0.0,0.0,0.16617342829704285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7828390002250671,0.0,0.0
"DM-16343",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9678037762641907,0.0,0.0
"DM-9867",False,"train",0.0,0.0,0.10979405790567398,0.0,0.0,0.0,0.2117360532283783,0.0,0.39668697118759155,0.19451278448104858,0.0,0.0,0.0,0.0,0.060587212443351746
"DM-6522",False,"train",0.0,0.0,0.0,0.5921732187271118,0.0,0.0,0.21590201556682587,0.0,0.0,0.11180336773395538,0.0,0.0,0.0,0.0,0.0
"DM-8149",False,"train",0.013341751880943775,0.013341749086976051,0.01334177702665329,0.8132153153419495,0.013341795653104782,0.013341754674911499,0.013341773301362991,0.013341754674911499,0.013341778889298439,0.013341749086976051,0.013341754674911499,0.013341766782104969,0.013341776095330715,0.01334178913384676,0.013341753743588924
"DM-8425",False,"train",0.0,0.0,0.0,0.0,0.47842422127723694,0.3043878376483917,0.0,0.0,0.1808169186115265,0.0,0.0,0.0,0.0,0.0,0.0
"DM-10529",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666441440582275,0.0
"DM-12873",False,"train",0.0,0.0,0.05602177232503891,0.0,0.1332826167345047,0.0,0.09844540059566498,0.1294991374015808,0.0,0.0,0.442626029253006,0.0,0.11940512806177139,0.0,0.0
"DM-10612",False,"train",0.0,0.0,0.0,0.10281632840633392,0.3281880021095276,0.0,0.0,0.0,0.16312240064144135,0.0,0.043838631361722946,0.34613147377967834,0.0,0.0,0.0
"DM-8520",False,"train",0.4183119833469391,0.025585899129509926,0.09344916045665741,0.0,0.034105755388736725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41723915934562683,0.0,0.0
"DM-1362",False,"train",0.0,0.0,0.0,0.1655900627374649,0.0,0.4031164348125458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4054737389087677,0.0
"DM-1814",False,"train",0.0,0.0,0.0,0.0,0.0,0.17718017101287842,0.0,0.0,0.0,0.0,0.3656598627567291,0.0,0.0,0.4071488678455353,0.0
"DM-5863",False,"train",0.24169018864631653,0.0,0.0,0.0,0.0,0.5985726118087769,0.0,0.0,0.0,0.0,0.0,0.12493272125720978,0.0,0.0,0.0
"DM-18171",True,"train",0.0,0.0,0.0,0.11402653902769089,0.17278985679149628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39887163043022156,0.28242287039756775,0.0
"DM-13055",False,"train",0.0,0.0,0.0,0.37905263900756836,0.12192606925964355,0.0,0.0,0.07066721469163895,0.4021543264389038,0.0,0.0,0.0,0.0,0.0,0.0
"DM-12230",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2931273281574249,0.6656004786491394,0.0,0.0,0.0,0.0,0.0,0.0
"DM-595",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712693452835083,0.0,0.0,0.0,0.24783438444137573,0.0,0.0
"DM-12664",False,"train",0.0,0.0,0.0,0.0,0.14757609367370605,0.0,0.0,0.23107291758060455,0.04089980199933052,0.0,0.0,0.0,0.0,0.0,0.5636154413223267
"DM-9439",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964678287506104,0.0,0.0,0.0,0.0
"DM-11976",False,"train",0.0,0.0,0.269262433052063,0.0,0.0,0.0,0.0,0.0,0.0,0.22413910925388336,0.0,0.18457256257534027,0.29381266236305237,0.0,0.0
"DM-5919",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7948989868164062,0.0,0.0,0.0,0.0,0.18095794320106506,0.0
"DM-2966",False,"train",0.0,0.0,0.0,0.0,0.5079282522201538,0.0,0.0,0.0,0.24304528534412384,0.0,0.0,0.0,0.0,0.18747706711292267,0.0
"DM-14287",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050897520035505295,0.12504014372825623,0.04871077090501785,0.0,0.0,0.6840773224830627,0.07165256887674332
"DM-6987",False,"train",0.24157831072807312,0.0,0.20667336881160736,0.0,0.0,0.0,0.183183491230011,0.0,0.336670845746994,0.0,0.0,0.0,0.0,0.0,0.0
"DM-1578",False,"train",0.4521203339099884,0.0,0.0,0.0,0.0,0.0,0.48593103885650635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DM-16441",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1789773851633072,0.0,0.0,0.7998493313789368,0.0
"DM-8551",False,"train",0.597838819026947,0.0,0.0,0.16384655237197876,0.196621373295784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02462773025035858,0.0
