"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14"
"MULE-7286",False,"train",0.0,0.0,0.0,0.0,0.0,0.18527181446552277,0.3601950407028198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4100705087184906
"MULE-11087",False,"train",0.402202844619751,0.0,0.12735384702682495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40376636385917664,0.0,0.0
"MULE-10065",False,"train",0.011133749037981033,0.011133740656077862,0.011133740656077862,0.011133740656077862,0.011133754625916481,0.011133755557239056,0.01113374438136816,0.01113374438136816,0.011133767664432526,0.011133750900626183,0.8441275358200073,0.011133740656077862,0.011133763939142227,0.011133743450045586,0.011133741587400436
"MULE-11823",False,"train",0.0,0.3396777808666229,0.0,0.0,0.0,0.0,0.0,0.16355714201927185,0.46817296743392944,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-14172",False,"train",0.0,0.0,0.6539604067802429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27380993962287903,0.0,0.0,0.0,0.0
"MULE-15282",False,"train",0.0,0.0,0.0,0.0,0.17503860592842102,0.0,0.11989622563123703,0.40459612011909485,0.029862847179174423,0.0,0.171512633562088,0.0,0.0,0.0,0.09098149836063385
"MULE-7756",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9480218887329102,0.0,0.0,0.0,0.0,0.0
"MULE-14207",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666756749153137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-12118",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9678112864494324,0.0,0.0
"MULE-13774",False,"train",0.0,0.0,0.0,0.3540387749671936,0.0,0.18880565464496613,0.0,0.0,0.40711408853530884,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-10633",False,"train",0.0,0.0,0.0,0.9222201108932495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13890",False,"train",0.0,0.0,0.0,0.0,0.0,0.8621878623962402,0.0,0.0,0.12525027990341187,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-9066",False,"train",0.03781219199299812,0.0,0.0,0.0,0.0,0.11385736614465714,0.5281543135643005,0.0,0.11565425992012024,0.0,0.03973313048481941,0.1621684581041336,0.0,0.0,0.0
"MULE-12626",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4604891240596771,0.0,0.3601568639278412,0.125945046544075,0.0,0.0
"MULE-12593",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9760541915893555,0.0,0.0,0.0,0.0
"MULE-15535",False,"train",0.0,0.0,0.0,0.0,0.0,0.5982363820075989,0.0,0.0,0.0,0.0,0.0,0.0,0.3536088764667511,0.0,0.0
"MULE-7335",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16210618615150452,0.0,0.0,0.0,0.8208972215652466
"MULE-8459",False,"train",0.37362730503082275,0.0,0.0,0.5595961213111877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-12109",False,"train",0.0,0.0,0.0,0.0,0.94166499376297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13385",False,"train",0.4599055051803589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35345521569252014,0.16694632172584534,0.0,0.0,0.0,0.0,0.0
"MULE-11511",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7375589609146118,0.0,0.0,0.0,0.0,0.0,0.0,0.1901659518480301
"MULE-8421",False,"train",0.0,0.0,0.0,0.0,0.0,0.36225250363349915,0.0,0.0,0.0,0.5799663662910461,0.0,0.0,0.0,0.0,0.0
"MULE-14064",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7445950508117676,0.0,0.22990012168884277,0.0,0.0,0.0,0.0
"MULE-13660",False,"train",0.0,0.0,0.0,0.0,0.9416393041610718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-8069",False,"train",0.0,0.0,0.0,0.0,0.7578930258750916,0.0,0.0,0.0,0.0,0.0,0.21929708123207092,0.0,0.0,0.0,0.0
"MULE-12872",True,"train",0.2134830802679062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6532513499259949,0.0,0.11508240550756454,0.0,0.0,0.0,0.0
"MULE-9464",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08877445012331009,0.0,0.0,0.8570414185523987,0.0,0.0
"MULE-7292",False,"train",0.0,0.0,0.7894638776779175,0.0,0.0,0.0,0.0,0.0,0.16719165444374084,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-16334",False,"train",0.0,0.0,0.0,0.0,0.0,0.8086324334144592,0.0,0.0,0.0,0.13351121544837952,0.0,0.0,0.0,0.0,0.0
"MULE-11978",True,"train",0.5514978170394897,0.0,0.0,0.0,0.0,0.14942830801010132,0.0,0.0,0.0,0.0,0.1889566332101822,0.07151034474372864,0.0,0.0,0.0
"MULE-9605",False,"train",0.8962913751602173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-10678",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9450552463531494,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-7222",False,"train",0.9281899929046631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13382",False,"train",0.0,0.0,0.0,0.0,0.0,0.5766410231590271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3752022385597229,0.0
"MULE-9460",False,"train",0.011111312545835972,0.011111292988061905,0.011111299507319927,0.8444417119026184,0.011111310683190823,0.01111131813377142,0.011111292988061905,0.011111300438642502,0.011111292988061905,0.011111307889223099,0.011111329309642315,0.011111305095255375,0.011111314408481121,0.01111129205673933,0.01111129205673933
"MULE-12786",False,"train",0.0,0.0,0.0,0.0,0.9725386500358582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-16339",False,"train",0.0,0.0,0.4878791272640228,0.0,0.0,0.0,0.0,0.0,0.42543044686317444,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-10381",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06966116279363632,0.0,0.386161208152771,0.5108274817466736,0.0,0.0,0.0
"MULE-15099",False,"train",0.0,0.0,0.0,0.0,0.20855970680713654,0.0,0.7593121528625488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13655",False,"train",0.016695357859134674,0.016695352271199226,0.016695411875844002,0.016695354133844376,0.01669536717236042,0.016695359721779823,0.016695352271199226,0.016695352271199226,0.016695352271199226,0.016695355996489525,0.7662649750709534,0.016695354133844376,0.016695352271199226,0.016695355996489525,0.016695352271199226
"MULE-7596",False,"train",0.806596040725708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16789856553077698,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13902",False,"train",0.7228243350982666,0.0,0.0,0.0,0.0,0.06600325554609299,0.0,0.0,0.18450237810611725,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-14877",False,"train",0.9508740305900574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-12007",False,"train",0.0,0.0,0.0,0.0,0.1610129028558731,0.0,0.0,0.0,0.0,0.40263164043426514,0.10326892882585526,0.0,0.3255254924297333,0.0,0.0
"MULE-13369",False,"train",0.33699843287467957,0.0,0.0,0.0,0.0,0.194122776389122,0.0,0.0,0.0,0.0,0.24976742267608643,0.1928887814283371,0.0,0.0,0.0
"MULE-7796",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.39296597242355347,0.0,0.5829466581344604,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13897",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9151235222816467,0.0,0.0,0.0
"MULE-14705",False,"train",0.0,0.0,0.0,0.0,0.5010349154472351,0.36378178000450134,0.0,0.0,0.0,0.0,0.0,0.0,0.08170399814844131,0.0,0.0
"MULE-11954",False,"train",0.0,0.0,0.0,0.23198167979717255,0.0,0.0,0.0,0.0,0.6574245691299438,0.0,0.0,0.0,0.0,0.0,0.06614521145820618
"MULE-8544",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8962909579277039,0.0,0.0,0.0,0.0
"MULE-12010",False,"train",0.0,0.0,0.8056257963180542,0.0,0.0,0.0,0.0,0.0,0.0,0.16810894012451172,0.0,0.0,0.0,0.0,0.0
"MULE-10828",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43418920040130615,0.0,0.0,0.0,0.0,0.4790499806404114
"MULE-11435",False,"train",0.0,0.0,0.0,0.9151506423950195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-15189",False,"train",0.0,0.0,0.0,0.0,0.9533226490020752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-12138",False,"train",0.0,0.27559101581573486,0.0,0.0,0.0,0.0,0.0,0.0,0.33849233388900757,0.0,0.35622575879096985,0.0,0.0,0.0,0.0
"MULE-11568",False,"train",0.33848580718040466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4459091126918793,0.16543027758598328,0.0,0.0
"MULE-13147",False,"train",0.0,0.0,0.0,0.0,0.0,0.26810771226882935,0.6924632787704468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13264",False,"train",0.0,0.0,0.0,0.0,0.0,0.4293052852153778,0.0,0.0,0.0,0.0,0.5472599267959595,0.0,0.0,0.0,0.0
"MULE-14607",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.7336007356643677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2648141384124756
"MULE-12959",False,"train",0.3371562659740448,0.0,0.0,0.0,0.0,0.0,0.0,0.048496026545763016,0.0,0.0,0.5908027291297913,0.0,0.0,0.0,0.0
"MULE-8020",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281686544418335
"MULE-9477",False,"train",0.0,0.0,0.0,0.0,0.7207139730453491,0.0,0.08018221706151962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1520082801580429
"MULE-16510",False,"train",0.682701051235199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12297434359788895,0.16228516399860382,0.0,0.0,0.0
"MULE-11706",True,"train",0.0,0.0,0.0,0.0,0.0,0.9533044695854187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-9456",False,"train",0.41842061281204224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999240040779114,0.0,0.064629465341568,0.0,0.0
"MULE-11042",False,"train",0.36209577322006226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633980393409729,0.0,0.0,0.0,0.0
"MULE-15908",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9698866605758667,0.0
"MULE-15827",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1321094036102295,0.0,0.0,0.8461724519729614,0.0
"MULE-14858",False,"train",0.0,0.0,0.0,0.6233688592910767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3353336751461029,0.0,0.0
"MULE-10679",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3431324362754822,0.26768967509269714,0.0,0.0,0.0,0.3320297598838806,0.0,0.0
"MULE-13314",False,"train",0.0,0.0,0.0,0.0,0.06130664423108101,0.0,0.0,0.0,0.0,0.0,0.8844677209854126,0.0,0.0,0.0,0.0
"MULE-12049",False,"train",0.0,0.0,0.0,0.0,0.6799941062927246,0.14103341102600098,0.0,0.0,0.0,0.0,0.16035285592079163,0.0,0.0,0.0,0.0
"MULE-14604",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8833301663398743,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-16575",False,"train",0.0,0.0,0.0,0.0,0.0,0.7091366052627563,0.24524268507957458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-14506",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8962996006011963,0.0,0.0,0.0,0.0,0.0
"MULE-12386",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9915820360183716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-12518",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8961849808692932,0.0,0.0,0.0,0.0,0.0
"MULE-7621",False,"train",0.2746800482273102,0.0,0.0,0.0,0.0,0.353514701128006,0.0,0.0,0.0,0.0,0.09789275377988815,0.0,0.22151365876197815,0.0,0.0
"MULE-10339",False,"train",0.0,0.0,0.0,0.0,0.20844851434230804,0.7674380540847778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-8022",False,"train",0.5522134304046631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4083811342716217,0.0,0.0
"MULE-7197",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9688832759857178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-9164",False,"train",0.5755459666252136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3521648049354553,0.0,0.0,0.0
"MULE-11314",False,"train",0.0,0.0,0.0,0.0,0.0,0.4145573079586029,0.0,0.0,0.5749998688697815,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-14205",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35937604308128357,0.0,0.0,0.5322710275650024,0.0,0.0,0.0,0.0
"MULE-14043",False,"train",0.0,0.0,0.0,0.8833248615264893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13006",False,"train",0.9507770538330078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-10663",False,"train",0.0,0.0,0.0,0.28091517090797424,0.0,0.0,0.0,0.0,0.41572973132133484,0.0,0.2725299894809723,0.0,0.0,0.0,0.0
"MULE-15235",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37734970450401306,0.25787484645843506,0.30752331018447876,0.0,0.0,0.0,0.0
"MULE-11979",True,"train",0.3054477870464325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282438188791275,0.0,0.0,0.0,0.0,0.3885258138179779
"MULE-15613",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555354714393616,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-14659",False,"train",0.0,0.0,0.0,0.9833280444145203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-14820",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8831438422203064,0.0,0.0,0.0,0.0,0.0
"MULE-13257",False,"train",0.0,0.0,0.0,0.0,0.0,0.2815788984298706,0.0,0.0,0.0,0.0,0.0,0.5477800965309143,0.12613247334957123,0.0,0.0
"MULE-8220",False,"train",0.6760117411613464,0.0,0.0,0.0,0.0,0.257261723279953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13422",False,"train",0.0,0.0,0.0,0.3668091297149658,0.0,0.4103592038154602,0.0,0.0,0.2050013393163681,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13784",False,"train",0.0,0.0,0.0,0.0,0.0,0.6298835277557373,0.0,0.0,0.0,0.16859029233455658,0.16514059901237488,0.0,0.0,0.0,0.0
"MULE-12946",False,"train",0.0,0.24717873334884644,0.0,0.0,0.0,0.08145292848348618,0.0,0.0,0.16214729845523834,0.0,0.4924975037574768,0.0,0.0,0.0,0.0
"MULE-9825",False,"train",0.980521559715271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13989",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928134024143219,0.0,0.0,0.0,0.0
"MULE-13203",False,"train",0.0,0.0,0.0,0.46094971895217896,0.0,0.0,0.10174337774515152,0.0,0.0,0.3386487066745758,0.0,0.0,0.06928092986345291,0.0,0.0
"MULE-11729",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8962876796722412,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-11113",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.8186424374580383,0.0,0.0,0.0,0.0,0.0,0.1503898799419403,0.0,0.0
"MULE-12792",True,"train",0.15694798529148102,0.0,0.01803167536854744,0.0,0.044748082756996155,0.0,0.0,0.0,0.5783320069313049,0.0,0.15058226883411407,0.0,0.0,0.0,0.045233238488435745
"MULE-12232",False,"train",0.0,0.0,0.0,0.0,0.0,0.5523165464401245,0.16938987374305725,0.0,0.2545599937438965,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-11803",False,"train",0.0,0.0,0.0,0.8142186403274536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13762421905994415
"MULE-15816",False,"train",0.0,0.0,0.5429061651229858,0.0,0.0,0.0,0.0,0.0,0.0,0.16754847764968872,0.0,0.0,0.0,0.2609700560569763,0.0
"MULE-13659",False,"train",0.3126746118068695,0.0,0.0,0.0,0.6253772974014282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-11100",False,"train",0.5588999390602112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40170472860336304,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-15680",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8963015675544739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-14702",False,"train",0.861368715763092,0.0,0.0,0.0,0.0,0.0,0.1353428065776825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-13404",False,"train",0.0,0.0,0.0,0.0,0.0,0.3619004786014557,0.0,0.0,0.0,0.6125925779342651,0.0,0.0,0.0,0.0,0.0
"MULE-13463",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620679497718811,0.2709672152996063,0.0,0.0,0.0,0.0,0.0
"MULE-16673",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8962725400924683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-14103",False,"train",0.0,0.0,0.0,0.276340514421463,0.0,0.0,0.0,0.0,0.6947637796401978,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-11761",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19786439836025238,0.0,0.0,0.7402186989784241,0.0,0.0
"MULE-11699",False,"train",0.0,0.0,0.0,0.8832429051399231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-10855",False,"train",0.0,0.0,0.0,0.0,0.937764048576355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-10150",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2104731649160385,0.0,0.3426218628883362,0.0,0.41485393047332764,0.0,0.0
"MULE-15911",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5789851546287537,0.4025729298591614,0.0,0.0,0.0,0.0,0.0
"MULE-7876",False,"train",0.10429822653532028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662919878959656,0.2722526788711548,0.0,0.0,0.0,0.0
"MULE-8199",False,"train",0.1954345405101776,0.0,0.0,0.2446882575750351,0.0,0.18606790900230408,0.0,0.0,0.0,0.0,0.34851062297821045,0.0,0.0,0.0,0.0
"MULE-9430",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9740705490112305,0.0,0.0,0.0,0.0,0.0
"MULE-13276",False,"train",0.0,0.0,0.0,0.12131285667419434,0.0,0.0,0.0,0.0,0.0,0.0,0.8598342537879944,0.0,0.0,0.0,0.0
"MULE-10572",False,"train",0.5314509272575378,0.0,0.0,0.4066334366798401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-11377",False,"train",0.37046360969543457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5911976099014282,0.0,0.0,0.0,0.0,0.0,0.024049805477261543
"MULE-13953",False,"train",0.0,0.0,0.8699489235877991,0.0,0.0,0.0,0.11426573991775513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-12242",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9416022896766663,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-16165",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9377589821815491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
