"issue_key","issuetype","created","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog"
"MULE-16707","Task","2019-04-11T13:04:04.000-0500",38,5.6914,22.4364,60.63636363636363,17.9309,19.435681818181813,20.1843,18.0
"MULE-16706","Task","2019-04-11T12:33:29.000-0500",16,71.065,9.4222,56.888888888888886,7.8189,13.213333333333331,14.6011,8.477225575051662
"MULE-16704","Bug","2019-04-10T14:46:28.000-0500",38,22.8026,20.2316,58.473684210526315,14.7989,15.710263157894737,17.1861,16.41640786499874
"MULE-16694","Task","2019-04-10T11:11:51.000-0500",14,83.8536,5.6,14.0,5.0414,3.7371428571428567,4.7757,3.0
"MULE-16693","Task","2019-04-10T11:11:03.000-0500",9,-18.5,12.4889,31.22222222222222,18.0756,19.703333333333333,26.6778,10.745966692414834
"MULE-16691","Task","2019-04-10T10:36:11.000-0500",19,76.2342,9.7053,50.578947368421055,7.3463,9.636842105263156,9.5911,8.477225575051662
"MULE-16689","Bug","2019-04-09T16:14:41.000-0500",101,38.9265,21.8887,60.54692556634305,16.3592,20.155501618122976,13.8627,17.491376746189438
"MULE-16682","Task","2019-04-08T16:32:03.000-0500",16,95.42,6.4,41.0,3.925,5.41,5.885,3.0
"MULE-16676","Task","2019-04-08T08:04:32.000-0500",31,53.12,13.9,50.375,9.825,13.063749999999999,15.4563,12.486832980505138
"MULE-16674","Bug","2019-04-05T20:47:08.000-0500",11,57.2336,8.0364,38.27272727272727,8.0091,7.620000000000001,10.9227,8.477225575051662
"MULE-16673","Task","2019-04-05T18:37:39.000-0500",8,92.965,3.2,33.0,2.28,3.7650000000000006,6.955,3.0
"MULE-16672","Bug","2019-04-05T17:08:56.000-0500",106,39.4696,17.3925,59.5188679245283,14.3375,17.902735849056604,15.6852,14.61895003862225
"MULE-16657","Bug","2019-04-04T13:57:59.000-0500",57,57.3944,14.6299,46.91954022988506,10.0569,11.461839080459768,11.6921,13.0
"MULE-16651","Task","2019-04-03T17:55:12.000-0500",10,44.405,8.0,50.0,9.55,8.062000000000001,11.828,8.477225575051662
"MULE-16636","Bug","2019-04-01T09:57:36.000-0500",30,29.745,22.6667,60.0,16.5633,17.433999999999997,13.0427,18.491933384829668
"MULE-16632","Task","2019-03-29T15:41:13.000-0500",12,25.455,4.8,62.0,12.69,12.044999999999995,16.0583,3.0
"MULE-16626","Bug","2019-03-28T19:04:47.000-0500",16,47.8325,13.9,41.0,10.5625,9.53125,11.0387,12.486832980505138
"MULE-16624","Bug","2019-03-28T18:53:05.000-0500",7,42.6157,19.9429,49.857142857142854,9.0543,9.657142857142855,14.4129,12.486832980505138
"MULE-16623","Bug","2019-03-28T18:21:01.000-0500",14,65.725,11.3143,42.57142857142857,7.57,8.447142857142854,10.6657,10.745966692414834
"MULE-16605","Bug","2019-03-26T18:32:31.000-0500",16,-10.33,11.4,72.25,18.675,23.366875,28.3406,10.745966692414834
"MULE-16600","Bug","2019-03-26T10:12:33.000-0500",112,-54.476,33.0392,101.68193384223918,31.7056,55.70089058524173,52.6643,25.58317958127243
"MULE-16599","Enhancement Request","2019-03-26T08:38:30.000-0500",52,10.7375,18.9019,68.00943396226415,18.345,19.991132075471697,18.2968,15.84523257866513
"MULE-16592","Bug","2019-03-23T18:45:23.000-0500",13,37.4554,17.5077,51.46153846153846,11.2646,11.880769230769232,15.42,13.954451150103322
"MULE-16584","Task","2019-03-21T17:04:10.000-0500",31,82.5829,13.6903,47.12903225806451,9.4419,11.086774193548386,4.5123,8.477225575051662
"MULE-16582","Task","2019-03-21T15:11:16.000-0500",12,81.855,11.4667,45.333333333333336,4.8233,4.98,7.2233,10.745966692414834
"MULE-16581","Bug","2019-03-21T12:18:51.000-0500",204,-5.2038,22.7795,70.62393162393163,23.6738,35.26692307692308,29.9467,17.491376746189438
"MULE-16577","Bug","2019-03-20T08:27:51.000-0500",49,32.9583,28.2667,83.62962962962963,22.0774,28.858333333333334,12.7672,19.431676725154983
"MULE-16575","Bug","2019-03-19T15:45:12.000-0500",27,54.8759,14.3586,46.241379310344826,12.8097,16.619999999999997,12.6155,10.745966692414834
"MULE-16567","Task","2019-03-18T14:22:45.000-0500",38,7.9703,21.5158,69.57894736842105,21.5879,25.08631578947368,17.8205,16.41640786499874
"MULE-16564","Task","2019-03-14T19:58:21.000-0500",14,83.8536,11.3143,28.285714285714285,5.0414,6.428571428571431,8.1414,10.745966692414834
"MULE-16557","Bug","2019-03-13T12:54:13.000-0500",24,55.575,12.9333,40.66666666666667,11.47,12.942500000000003,10.9275,10.745966692414834
"MULE-16554","Task","2019-03-13T10:05:12.000-0500",37,52.6692,20.2054,58.62162162162162,15.1049,18.45594594594595,10.133,15.24744871391589
"MULE-16553","Task","2019-03-12T15:03:31.000-0500",38,62.8763,17.0737,40.05263157894737,9.2095,10.62842105263158,10.8311,14.61895003862225
"MULE-16551","Bug","2019-03-11T20:09:00.000-0500",221,-283.3232,76.4537,206.3780487804878,93.5194,125.59097560975607,65.3278,39.53765181289022
"MULE-16548","Task","2019-03-11T12:47:53.000-0500",48,25.0231,17.2588,49.029411764705884,16.104,17.732941176470582,16.0537,14.61895003862225
"MULE-16545","Bug","2019-03-08T07:55:43.000-0600",21,40.4914,16.019,44.80952380952381,12.8286,12.17142857142857,11.6605,13.954451150103322
"MULE-16544","Task","2019-03-08T07:44:47.000-0600",37,51.7447,13.9158,55.8421052631579,10.7621,11.867894736842103,12.3811,12.486832980505138
"MULE-16537","Bug","2019-03-06T12:17:10.000-0600",65,55.6012,8.9421,38.77313432835821,8.833,11.280447761194033,14.4881,9.0
"MULE-16531","Enhancement Request","2019-02-22T10:24:37.000-0600",38,21.3282,23.6211,69.57894736842105,19.7247,23.103157894736846,15.3405,18.491933384829668
"MULE-16529","Enhancement Request","2019-02-21T13:49:48.000-0600",13,-40.6369,20.5846,74.53846153846155,22.1569,25.64846153846154,32.6369,15.24744871391589
"MULE-16524","Bug","2019-02-21T11:51:34.000-0600",75,6.2484,21.1143,63.175324675324674,21.9523,24.55077922077922,16.8484,15.84523257866513
"MULE-16517","Bug","2019-02-19T07:26:24.000-0600",30,36.1894,20.1419,60.03225806451613,15.9129,17.923870967741934,13.0623,16.41640786499874
"MULE-16511","Enhancement Request","2019-02-20T06:46:54.000-0600",34,26.2814,19.7143,77.85714285714286,18.2886,23.118857142857145,17.1683,15.24744871391589
"MULE-16510","Enhancement Request","2019-02-20T06:45:12.000-0600",39,49.06,15.0,55.0,11.385,13.2975,13.6225,13.246950765959598
"MULE-16508","Bug","2019-02-19T15:25:11.000-0600",17,100.0035,6.8,28.764705882352942,3.5341,10.065882352941177,11.1924,3.0
"MULE-16495","Bug","2019-02-15T12:31:56.000-0600",24,76.725,12.9333,49.0,8.52,11.372500000000002,8.9642,10.745966692414834
"MULE-16492","Task","2019-02-15T11:38:33.000-0600",34,23.6434,11.5922,46.62745098039216,12.7771,12.358137254901962,16.7197,10.745966692414834
"MULE-16484","Bug","2019-02-14T12:48:47.000-0600",11,34.1609,8.0364,47.36363636363637,11.2273,9.332727272727272,13.0645,8.477225575051662
"MULE-16477","Task","2019-02-13T19:04:13.000-0600",14,-15.6175,11.4,41.0,19.4125,39.5575,48.5875,10.745966692414834
"MULE-16476","Task","2019-02-13T19:03:16.000-0600",14,-5.0425,11.4,41.0,17.9375,39.851875,48.9556,10.745966692414834
"MULE-16475","Task","2019-02-13T19:02:07.000-0600",14,-26.1925,11.4,41.0,20.8875,42.206875,51.9006,10.745966692414834
"MULE-16473","Task","2019-02-13T18:59:55.000-0600",14,-26.1925,11.4,41.0,20.8875,42.79562500000001,52.6369,10.745966692414834
"MULE-16467","Task","2019-02-13T18:48:27.000-0600",14,-36.7675,11.4,41.0,22.3625,42.206875,51.9006,10.745966692414834
"MULE-16466","Task","2019-02-13T18:20:14.000-0600",16,27.2553,11.8105,45.315789473684205,14.1779,33.682631578947365,39.6611,10.745966692414834
"MULE-16453","Bug","2019-02-11T08:49:50.000-0600",46,24.1571,25.3143,81.65306122448979,22.0629,29.21530612244898,16.2833,17.491376746189438
"MULE-16447","Task","2019-02-07T15:08:14.000-0600",50,5.492,17.2,63.0,18.704,18.387999999999998,17.162,14.61895003862225
"MULE-16430","Task","2019-02-05T14:03:11.000-0600",23,65.7857,14.4174,53.434782608695656,9.7974,10.548260869565215,8.5043,12.486832980505138
"MULE-16428","Task","2019-02-05T12:02:23.000-0600",31,52.7271,13.8588,49.35294117647059,10.1282,12.559411764705885,14.3106,12.486832980505138
"MULE-16417","Task","2019-02-03T21:16:00.000-0600",128,-124.2143,17.7515,58.31818181818182,34.6838,52.01781818181818,63.9137,14.74734012447073
"MULE-16411","Task","2019-02-01T06:36:01.000-0600",145,-273.485,12.1778,43.22222222222222,52.8956,68.28633333333335,87.6414,9.6332495807108
"MULE-16402","Bug","2019-01-30T20:44:22.000-0600",12,-16.845,24.8,62.0,18.59,21.8575,28.3292,16.41640786499874
"MULE-16401","Bug","2019-01-30T20:38:15.000-0600",14,47.5964,8.4571,35.42857142857143,10.0986,9.456428571428571,11.9279,8.477225575051662
"MULE-16400","Bug","2019-01-30T20:36:05.000-0600",15,56.25,16.6667,41.66666666666667,9.14,11.503999999999998,14.006,13.954451150103322
"MULE-16394","Task","2019-01-29T17:03:37.000-0600",101,-79.0093,11.7073,51.68199233716476,27.4815,35.44392720306514,44.936,10.958224257542215
"MULE-16393","Task","2019-01-29T15:09:23.000-0600",148,39.9873,16.5538,56.128205128205124,14.141,17.686346153846152,15.7054,13.954451150103322
"MULE-16392","Bug","2019-01-29T14:44:10.000-0600",27,8.3179,14.1714,39.0,15.5771,16.68964285714285,20.9732,12.486832980505138
"MULE-16383","Task","2019-01-28T10:03:24.000-0600",15,5.49,8.6667,55.0,16.22,19.668,24.2153,8.477225575051662
"MULE-16374","Task","2019-01-24T11:59:56.000-0600",56,53.5772,16.5458,60.00847457627118,13.115,16.630508474576267,12.3336,13.246950765959598
"MULE-16370","Task","2019-01-23T15:35:42.000-0600",60,18.6254,13.5333,57.27083333333333,15.9613,21.691510416666667,23.3795,11.94427190999916
"MULE-16368","Task","2019-01-23T10:13:15.000-0600",15,11.13,11.3333,61.666666666666664,15.4333,13.387999999999998,16.362,10.745966692414834
"MULE-16366","Bug","2019-01-21T15:59:31.000-0600",112,44.9763,16.1976,57.588034188034186,12.7992,14.906923076923071,13.7272,13.954451150103322
"MULE-16364","Bug","2019-01-21T15:32:20.000-0600",25,17.7527,18.0923,49.07692307692308,17.2423,28.887692307692312,29.7131,15.24744871391589
"MULE-16361","Task","2019-01-21T11:03:55.000-0600",59,69.3501,17.2237,49.83898305084746,10.915,12.559152542372878,7.2422,13.954451150103322
"MULE-16357","Bug","2019-01-18T12:32:14.000-0600",42,58.62,15.0667,44.80952380952381,10.3,11.49857142857143,10.819,13.246950765959598
"MULE-16356","Bug","2019-01-18T12:30:11.000-0600",42,56.6057,15.0667,42.42857142857143,10.581,11.386428571428574,10.6788,13.246950765959598
"MULE-16355","Task","2019-01-18T10:59:33.000-0600",164,52.2735,14.5497,43.21637426900585,11.2128,14.633923976608187,14.6779,12.83192080250175
"MULE-16346","Bug","2019-01-17T08:24:54.000-0600",30,57.945,17.3333,46.66666666666667,12.63,13.509,8.1343,13.954451150103322
"MULE-16343","Bug","2019-01-16T14:19:41.000-0600",13,43.9631,11.3538,51.46153846153846,10.3569,10.431538461538462,13.6077,10.745966692414834
