"issue_key","issuetype","created","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog"
"BAM-11170","Story","2012-03-08T10:20:51.000+0000",14,56.9785,8.2769,43.769230769230774,8.5415,7.895384615384614,10.4362,8.477225575051662
"BAM-11132","Bug","2012-03-06T02:56:57.000+0000",29,79.2122,10.071,28.403225806451612,6.0615,5.463870967741936,6.2045,9.70820393249937
"BAM-11128","Bug","2012-03-05T22:30:11.000+0000",21,106.8842,8.0783,20.195652173913043,1.208,4.798260869565215,7.2,8.477225575051662
"BAM-11118","Story","2012-03-05T04:53:18.000+0000",8,71.815,8.2,58.0,5.23,9.063749999999999,13.5813,8.477225575051662
"BAM-11117","Story","2012-03-05T04:53:06.000+0000",7,3.345,2.4,56.0,14.2833,12.970000000000006,18.4667,3.0
"BAM-11116","Story","2012-03-05T04:52:50.000+0000",10,37.9,8.0444,31.22222222222222,10.2089,8.189999999999998,12.28,8.477225575051662
"BAM-10997","Task","2012-02-27T00:16:28.000+0000",48,85.0741,10.7216,40.529411764705884,5.6165,7.018235294117648,7.3812,10.071067811865476
"BAM-10945","Bug","2012-02-20T21:11:32.000+0000",18,62.8763,9.7053,40.05263157894737,9.2095,10.876315789473686,11.1411,8.477225575051662
"BAM-10940","Bug","2012-02-20T04:00:22.000+0000",28,31.6692,12.6966,35.189655172413794,12.4443,16.51620689655173,20.5176,11.660254037844387
"BAM-10890","Bug","2012-02-13T23:09:36.000+0000",431,-358.5266,67.0345,184.48275862068965,99.2886,136.38596551724137,90.6833,34.344856037314955
"BAM-10882","Story","2012-02-13T04:39:07.000+0000",18,-17.2711,11.8105,34.78947368421053,20.3884,37.89684210526316,44.9311,10.745966692414834
"BAM-10870","Story","2012-02-13T00:07:10.000+0000",13,67.755,8.1333,28.666666666666668,6.79,8.905000000000001,12.1317,8.477225575051662
"BAM-10693","Story","2012-01-24T05:35:16.000+0000",26,37.2758,15.0154,49.07692307692308,14.5192,14.93884615384615,12.2696,12.486832980505138
"BAM-10677","Bug","2012-01-20T09:14:43.000+0000",252,-106.8776,63.2915,185.6797385620915,66.1761,93.07323529411764,31.5281,18.491933384829668
"BAM-10656","Bug","2012-01-18T12:59:54.000+0000",91,-619.5901,64.9293,168.33834586466165,132.7206,166.00721804511278,135.2102,37.20526275297414
"BAM-10651","Bug","2012-01-18T00:08:19.000+0000",70,74.0589,12.947,39.12432432432432,6.6063,8.501621621621624,10.3495,11.831760866327848
"BAM-10613","Story","2012-01-13T03:32:36.000+0000",47,64.3875,12.9333,53.16666666666667,10.2408,12.157499999999999,9.9458,10.745966692414834
"BAM-10503","Story","2011-12-21T22:07:47.000+0000",15,56.25,11.3333,48.333333333333336,9.14,13.701999999999998,16.7547,10.745966692414834
"BAM-10254","Bug","2011-11-24T03:25:30.000+0000",10,84.9,8.0444,20.11111111111111,3.6533,2.43333333333333,5.0811,8.477225575051662
"BAM-10171","Bug","2011-11-14T00:02:08.000+0000",45,52.1342,12.2476,40.82312925170068,10.0453,14.900544217687077,17.5831,11.366600265340756
"BAM-10108","Story","2011-11-03T00:16:58.000+0000",6,-1.28,10.0,45.0,14.68,14.982,20.608,8.477225575051662
"BAM-10107","Story","2011-11-02T23:53:10.000+0000",10,47.3,12.4889,31.22222222222222,8.8978,7.666666666666668,11.6256,10.745966692414834
"BAM-10106","Story","2011-11-02T23:35:25.000+0000",20,45.0658,16.0211,40.05263157894737,11.6937,11.619999999999997,12.0711,13.954451150103322
"BAM-10105","Bug","2011-11-02T20:00:44.000+0000",8,42.6157,14.2286,35.57142857142857,9.0543,8.984285714285715,13.5714,10.745966692414834
"BAM-10104","Bug","2011-11-02T15:24:09.000+0000",28,-63.315,21.3333,70.0,29.5433,32.977000000000004,32.4797,17.491376746189438
"BAM-10101","Story","2011-11-02T05:10:23.000+0000",29,57.7931,17.1172,49.689655172413794,12.4028,14.833448275862068,10.3814,13.954451150103322
"BAM-10100","Story","2011-11-02T05:06:52.000+0000",22,56.6057,16.019,44.80952380952381,10.581,11.274285714285718,10.5386,13.954451150103322
"BAM-10097","Story","2011-11-02T05:06:27.000+0000",18,60.1918,11.5059,40.529411764705884,9.0871,8.126470588235296,8.7671,10.745966692414834
"BAM-10096","Story","2011-11-02T05:06:17.000+0000",17,74.27,8.9,34.75,6.875,7.17625,8.0937,8.477225575051662
"BAM-10095","Story","2011-11-02T05:06:06.000+0000",12,11.0882,15.3091,38.27272727272727,14.4455,11.045454545454547,15.2064,12.486832980505138
"BAM-10094","Bug","2011-11-02T00:48:14.000+0000",84,-10.662,16.0008,50.10303030303031,19.6653,30.526969696969694,35.2784,13.954451150103322
"BAM-10090","Bug","2011-10-31T18:19:47.000+0000",91,26.2814,17.0476,63.57142857142857,18.2886,28.232571428571426,23.5631,11.94427190999916
"BAM-10064","Story","2011-10-31T01:45:59.000+0000",36,46.6368,9.787,35.83116883116883,8.316,27.95649350649351,37.2564,8.855400437691198
"BAM-10063","Story","2011-10-31T01:45:15.000+0000",10,28.5,8.0444,53.44444444444444,11.52,9.236666666666665,13.5889,8.477225575051662
"BAM-10062","Story","2011-10-31T01:23:42.000+0000",13,88.905,4.8,28.666666666666668,3.84,6.550000000000001,9.1867,3.0
"BAM-10060","Story","2011-10-31T01:20:48.000+0000",16,67.53,11.3333,28.333333333333336,7.5667,9.306000000000001,11.2573,10.745966692414834
"BAM-10059","Story","2011-10-31T01:20:12.000+0000",10,19.1,8.0444,53.44444444444444,12.8311,11.329999999999998,16.2067,8.477225575051662
"BAM-10058","Story","2011-10-31T01:19:48.000+0000",13,69.9938,8.2769,28.384615384615387,6.7262,6.808461538461536,9.0769,8.477225575051662
"BAM-10057","Bug","2011-10-30T23:06:47.000+0000",9,71.815,3.2,33.0,5.23,4.353750000000002,7.6912,3.0
"BAM-10054","Story","2011-10-28T00:18:55.000+0000",19,85.8767,5.9053,25.289473684210527,3.6413,2.9036842105263148,5.5321,6.872983346207417
"BAM-9868","Bug","2011-09-26T18:13:22.000+0000",234,40.9817,29.7568,84.35516605166052,24.3742,31.99758302583026,8.2083,14.61895003862225
"BAM-9856","Bug","2011-09-23T14:43:19.000+0000",43,47.2916,13.2512,37.77906976744186,12.0043,13.198604651162789,12.6656,11.660254037844387
"BAM-9758","Story","2011-09-13T03:00:03.000+0000",37,61.8151,16.9622,47.81081081081081,13.8292,16.291891891891886,7.4268,10.745966692414834
"BAM-9750","Bug","2011-09-12T14:15:37.000+0000",10,19.1,12.4889,42.333333333333336,12.8311,11.329999999999998,16.2067,10.745966692414834
"BAM-9692","Story","2011-09-05T04:43:32.000+0000",12,74.805,8.1333,37.0,5.8067,6.550000000000001,9.1867,8.477225575051662
"BAM-9656","Bug","2011-08-30T11:08:55.000+0000",156,-26.2982,15.8663,50.33988764044943,22.4549,28.803876404494382,31.7585,13.781929326423912
"BAM-9597","Bug","2011-08-25T04:19:45.000+0000",110,92.6074,6.0372,28.101219512195122,1.8703,2.859146341463415,5.8509,7.06201920231798
"BAM-9556","Bug","2011-08-23T02:42:53.000+0000",64,79.98,8.491,39.13805970149254,6.2649,8.315746268656717,9.1337,7.743416490252569
"BAM-9518","Bug","2011-08-16T00:23:22.000+0000",40,72.5397,13.078,44.890243902439025,8.2343,11.450975609756092,11.0373,11.660254037844387
"BAM-9511","Story","2011-08-12T10:50:49.000+0000",142,3.7978,19.1467,60.687179487179485,20.4806,30.129038461538464,28.2063,15.489995996796797
"BAM-9485","Bug","2011-08-09T11:55:19.000+0000",63,45.4997,12.5242,46.23582089552239,10.242,11.280447761194033,14.4881,11.48528137423857
"BAM-9459","Task","2011-08-03T18:14:58.000+0000",96,39.9786,17.0476,55.0,16.3781,20.38257142857143,13.7465,11.94427190999916
"BAM-9420","Bug","2011-08-01T19:04:59.000+0000",77,-147.9093,27.5304,90.56521739130434,45.3174,62.18565217391305,59.3496,20.74823934929885
"BAM-9390","Bug","2011-08-01T03:21:44.000+0000",174,-347.3931,54.0344,152.26651982378854,89.9102,121.49017621145373,91.6941,30.110883423451916
"BAM-9384","Bug","2011-07-29T11:09:49.000+0000",113,4.4566,20.7565,67.1086956521739,21.2085,32.74913043478261,29.5114,16.41640786499874
"BAM-9358","Bug","2011-07-26T01:23:44.000+0000",14,53.6393,11.3143,35.42857142857143,9.2557,5.755714285714284,7.3,10.745966692414834
"BAM-9339","Bug","2011-07-22T05:01:42.000+0000",100,-26.8576,16.0217,57.44565217391305,24.1477,33.32813043478261,33.6569,12.874208829065749
"BAM-9297","Task","2011-07-18T00:01:21.000+0000",74,17.8425,12.4154,41.294871794871796,15.615,20.686153846153843,23.1364,11.215838362577491
"BAM-9231","Bug","2011-07-12T02:24:46.000+0000",238,-100.733,35.8191,121.26294498381877,46.5006,73.86742718446601,54.6823,19.881943016134134
"BAM-9114","Bug","2011-06-24T14:00:43.000+0000",147,42.0155,23.7027,66.71014492753623,20.7313,27.549109730848862,11.335,12.486832980505138
"BAM-9102","Bug","2011-06-23T02:50:33.000+0000",58,45.5103,16.1344,56.72950819672131,14.4886,19.531967213114754,15.37,12.486832980505138
"BAM-9033","Bug","2011-06-14T05:09:25.000+0000",111,24.8038,21.7538,60.36752136752136,19.4884,23.632820512820516,15.3979,16.41640786499874
"BAM-9018","Bug","2011-06-09T01:42:57.000+0000",72,-66.925,14.0312,55.50806451612903,28.37,56.38822580645162,65.6863,12.082951062292475
"BAM-9014","Bug","2011-06-08T09:27:26.000+0000",31,54.2148,13.8727,37.71212121212121,9.7965,11.511818181818178,13.2597,12.486832980505138
"BAM-8985","Bug","2011-06-03T14:47:29.000+0000",98,62.954,19.1232,57.12994350282486,14.25,21.347598870056494,12.3382,13.0
"BAM-8976","Bug","2011-06-03T00:25:56.000+0000",68,19.895,21.0667,61.0,19.4278,23.914166666666667,17.5614,16.41640786499874
"BAM-8969","Bug","2011-06-02T01:04:53.000+0000",94,76.5363,14.4667,46.583333333333336,10.5338,14.440312499999997,8.1109,9.32455532033676
"BAM-8955","Story","2011-06-01T00:25:28.000+0000",28,60.5793,12.6286,42.285714285714285,11.7657,15.278928571428573,11.5268,8.477225575051662
"BAM-8868","Story","2011-05-19T19:49:44.000+0000",40,76.6665,12.1024,37.57317073170732,7.6587,10.417073170731705,9.7444,10.745966692414834
"BAM-8847","Story","2011-05-17T08:57:15.000+0000",17,74.27,8.9,34.75,6.875,6.293125,6.9894,8.477225575051662
"BAM-8806","Story","2011-05-16T14:12:06.000+0000",19,71.7816,9.7053,29.526315789473685,7.9674,13.107368421052634,13.9311,8.477225575051662
"BAM-8805","Story","2011-05-16T14:11:02.000+0000",18,71.065,9.4222,29.11111111111111,7.8189,12.428333333333335,13.6194,8.477225575051662
"BAM-8790","Story","2011-05-16T11:45:57.000+0000",33,34.9036,18.0485,54.21212121212121,16.5891,17.763636363636365,11.67,13.954451150103322
"BAM-8789","Story","2011-05-16T11:44:05.000+0000",81,-6.3901,38.6537,100.29268292682927,34.5217,41.97121951219512,11.8476,21.973665961010276
"BAM-8787","Story","2011-05-16T11:32:22.000+0000",67,9.287,32.2377,90.73913043478261,29.1055,35.93739130434783,12.3616,18.491933384829668
"BAM-8786","Story","2011-05-16T11:26:47.000+0000",84,-14.241,39.9814,111.5813953488372,36.6105,45.558139534883715,13.8491,21.973665961010276
