"issue_key","issuetype","created","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog"
"APSTUD-8257","Bug","2014-08-01T09:42:59.000+0000",40,78.8563,8.0556,37.91666666666667,5.0553,6.5936666666666675,9.5436,8.477225575051662
"APSTUD-8061","Bug","2013-12-11T14:18:59.000+0000",20,84.5232,17.8909,62.90909090909091,6.9355,17.83,18.1764,15.24744871391589
"APSTUD-8026","Improvement","2013-10-29T21:57:35.000+0000",28,66.6761,8.5586,28.29310344827586,7.5616,10.182068965517242,12.5966,8.477225575051662
"APSTUD-7638","Bug","2012-12-20T07:10:15.000+0000",68,88.3095,6.0256,22.65901898734177,2.1685,1.488496835443037,3.6971,6.872983346207417
"APSTUD-7634","Bug","2012-12-20T02:12:05.000+0000",73,65.0083,18.838,50.892405063291136,14.0049,18.829367088607597,9.0881,12.486832980505138
"APSTUD-7594","Story","2012-12-03T23:42:57.000+0000",36,85.165,10.5333,26.333333333333336,5.8522,7.325833333333335,7.2386,9.70820393249937
"APSTUD-7579","Bug","2012-11-23T16:44:59.000+0000",108,47.8922,16.9637,53.913716814159294,13.5974,17.787212389380535,14.5166,13.954451150103322
"APSTUD-7576","Story","2012-11-21T14:22:24.000+0000",36,85.165,10.5333,26.333333333333336,5.8522,7.325833333333335,7.2386,9.70820393249937
"APSTUD-7575","Story","2012-11-21T14:21:36.000+0000",36,85.165,10.5333,26.333333333333336,5.8522,7.325833333333335,7.2386,9.70820393249937
"APSTUD-7572","Story","2012-11-19T20:26:09.000+0000",72,55.575,14.0444,39.27777777777778,11.47,12.41916666666667,10.2731,11.94427190999916
"APSTUD-7524","Bug","2012-10-23T13:01:15.000+0000",185,-582.395,110.0063,279.77777777777777,157.0956,200.07833333333332,103.5171,44.71330722922842
"APSTUD-7512","Improvement","2012-10-16T19:32:45.000+0000",12,80.3064,8.0364,47.36363636363637,4.7909,8.476363636363637,11.9936,8.477225575051662
"APSTUD-7500","Bug","2012-10-09T19:28:59.000+0000",32,62.5386,18.5714,63.57142857142857,13.2314,21.36942857142857,14.9806,13.954451150103322
"APSTUD-7442","Bug","2012-09-21T05:46:01.000+0000",92,11.2769,16.2979,57.23969072164948,17.7108,20.21747422680412,19.8816,13.954451150103322
