"issue_key","issuetype","created","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog"
"MESOS-9729","Bug","2019-04-12T20:57:43.000+0000",72,40.5296,19.1179,55.48717948717949,14.0654,19.40730769230769,17.8576,16.038404810405297
"MESOS-9727","Bug","2019-04-11T00:07:54.000+0000",73,56.0637,11.3548,45.27012987012987,9.2654,11.043376623376624,13.2318,10.745966692414834
"MESOS-9719","Bug","2019-04-10T03:34:15.000+0000",242,19.1304,26.3741,83.4726368159204,21.6875,41.20195273631841,33.923,19.881943016134134
"MESOS-9712","Bug","2019-04-09T14:38:20.000+0000",135,-76.113,73.3545,230.54545454545456,67.5989,106.89937499999999,34.4627,22.748417658131498
"MESOS-9711","Bug","2019-04-09T11:48:45.000+0000",93,32.2298,20.8684,62.69736842105263,14.6641,16.870578947368422,15.9828,17.230249470757705
"MESOS-9699","Task","2019-04-04T15:50:22.000+0000",73,50.3254,13.6505,42.234234234234236,12.3678,17.126576576576575,15.7768,11.366600265340756
"MESOS-9696","Bug","2019-04-03T08:36:09.000+0000",14,-152.43,11.3333,41.66666666666667,38.2467,41.648,51.702,10.745966692414834
"MESOS-9694","Task","2019-04-02T01:20:50.000+0000",11,49.5427,11.6727,38.27272727272727,9.0818,8.476363636363637,11.9936,10.745966692414834
"MESOS-9692","Bug","2019-03-29T18:29:43.000+0000",153,35.6566,16.7577,53.72865595942519,14.2837,23.054032121724426,23.4904,14.338934190276817
"MESOS-9691","Bug","2019-03-28T22:53:01.000+0000",163,39.5962,18.5587,52.74603174603175,12.9534,17.604126984126985,18.4542,15.649110640673518
"MESOS-9688","Bug","2019-03-28T22:31:05.000+0000",142,33.7347,19.1486,54.16082659478886,14.1969,17.653935309973043,17.5525,16.09307341415954
"MESOS-9676","Task","2019-03-24T04:29:14.000+0000",9,82.39,8.2,45.5,3.755,6.120000000000001,9.9,8.477225575051662
"MESOS-9667","Bug","2019-03-21T17:03:31.000+0000",144,20.1524,29.2889,86.94771241830065,23.1183,30.4213725490196,16.565,21.439088914585774
"MESOS-9661","Bug","2019-03-18T18:12:53.000+0000",44,-16.5835,20.4122,67.35714285714286,21.6589,31.191428571428567,33.4612,16.96424004376894
"MESOS-9655","Improvement","2019-03-15T03:41:39.000+0000",42,57.7231,12.3757,41.80869565217391,7.4937,9.38217391304348,13.7183,10.745966692414834
"MESOS-9651","Task","2019-03-13T15:31:05.000+0000",9,50.665,8.2,45.5,8.18,8.475000000000001,12.845,8.477225575051662
"MESOS-9648","Task","2019-03-11T22:13:31.000+0000",58,-24.1522,35.6138,101.10344827586206,31.0369,37.04810344827586,20.546,26.2379000772445
"MESOS-9643","Improvement","2019-03-11T14:58:35.000+0000",38,21.3282,23.6211,69.57894736842105,19.7247,21.61578947368421,13.4805,18.491933384829668
"MESOS-9639","Task","2019-03-07T20:11:14.000+0000",126,-13.8763,19.6264,62.01558752997602,20.95,28.138297362110315,30.4064,16.41640786499874
"MESOS-9637","Bug","2019-03-07T12:44:05.000+0000",64,32.046,19.6549,65.31372549019608,14.4206,17.262892156862748,17.0904,16.41640786499874
"MESOS-9635","Bug","2019-03-06T20:04:07.000+0000",117,-544.7924,65.4483,204.31034482758622,125.269,206.5324827586207,178.4037,31.460498941515414
"MESOS-9632","Task","2019-03-04T23:35:23.000+0000",51,53.5565,16.2118,52.294117647058826,10.0125,11.2664705882353,12.6937,13.954451150103322
"MESOS-9626","Task","2019-03-01T19:40:12.000+0000",46,74.8623,11.4667,44.66666666666667,6.958,9.982333333333337,11.261,10.745966692414834
"MESOS-9625","Task","2019-03-01T19:36:34.000+0000",30,34.1609,9.2485,47.36363636363637,11.2273,13.329090909090908,18.0621,9.32455532033676
"MESOS-9624","Task","2019-03-01T19:31:18.000+0000",27,100.5667,8.0444,20.11111111111111,1.4681,2.7822222222222237,5.5174,8.477225575051662
"MESOS-9623","Task","2019-03-01T19:27:40.000+0000",8,66.7871,14.2286,35.57142857142857,5.6829,4.947142857142854,8.5229,10.745966692414834
"MESOS-9622","Task","2019-03-01T19:25:37.000+0000",65,48.5915,11.3406,32.89696969696969,9.761,12.502272727272725,16.1071,10.745966692414834
"MESOS-9621","Bug","2019-03-01T09:11:45.000+0000",193,11.9965,13.4093,57.703656998738964,16.2489,28.858262925599,33.7529,12.114654303753
"MESOS-9620","Task","2019-03-01T07:37:33.000+0000",46,9.73,24.7574,68.27659574468085,23.5783,28.526170212765955,16.646,17.491376746189438
"MESOS-9615","Task","2019-02-27T18:37:07.000+0000",27,25.8967,19.6889,71.44444444444444,16.3548,17.71333333333333,15.1567,16.41640786499874
"MESOS-9613","Improvement","2019-02-26T21:54:12.000+0000",21,18.8186,15.2406,55.492753623188406,12.5391,13.120724637681157,18.7,11.366600265340756
"MESOS-9612","Bug","2019-02-26T17:14:35.000+0000",132,-4.493,24.8,80.24324324324324,23.0778,40.3829054054054,37.5533,19.658331248957683
"MESOS-9610","Bug","2019-02-26T02:05:09.000+0000",107,57.2717,17.3893,55.8698347107438,12.786,17.322851239669426,12.7556,13.954451150103322
"MESOS-9608","Improvement","2019-02-25T22:05:22.000+0000",94,38.0523,17.532,57.84859813084112,13.2681,17.177850467289723,17.6978,15.0
"MESOS-9607","Bug","2019-02-25T16:38:20.000+0000",90,38.2317,20.6184,62.184397163120565,15.7109,17.836773049645387,12.7552,16.78404875209022
"MESOS-9605","Bug","2019-02-23T02:30:22.000+0000",148,78.6043,13.7821,52.47840531561462,8.3998,18.321586378737543,17.326,11.535639569308374
"MESOS-9604","Task","2019-02-22T19:54:25.000+0000",109,47.2303,14.3477,44.960055096418735,11.6816,17.575068870523417,18.8799,12.746794344808963
"MESOS-9597","Bug","2019-02-22T01:55:28.000+0000",60,25.3248,17.8957,54.88405797101449,15.4409,20.719130434782606,21.2233,15.24744871391589
"MESOS-9596","Task","2019-02-22T01:37:06.000+0000",60,20.7626,15.1005,68.73708920187794,16.2428,25.49615023474179,26.817,13.0
"MESOS-9581","Bug","2019-02-16T02:51:16.000+0000",353,31.3218,32.3487,100.1025641025641,26.1149,39.9795032051282,17.21,18.491933384829668
"MESOS-9574","Bug","2019-02-13T22:48:46.000+0000",38,9.4447,20.2316,69.0,16.6621,18.93289473684211,21.2161,16.41640786499874
"MESOS-9573","Bug","2019-02-13T22:44:42.000+0000",105,50.1777,14.9363,54.007407407407406,11.6266,13.835833333333333,13.4064,13.099504938362077
"MESOS-9571","Task","2019-02-13T20:08:27.000+0000",4,90.99,1.2,36.333333333333336,1.3133,3.620000000000001,3.65,3.0
"MESOS-9570","Task","2019-02-13T18:14:46.000+0000",39,11.0654,22.7795,64.64102564102564,21.4046,25.24307692307692,17.4115,17.491376746189438
"MESOS-9568","Bug","2019-02-13T01:37:24.000+0000",52,9.2599,16.6989,48.643678160919535,16.7707,25.99787356321839,29.8698,14.40175425099138
"MESOS-9564","Bug","2019-02-12T01:19:31.000+0000",322,42.474,17.219,52.19047619047619,13.1317,17.595038095238095,17.1268,14.74734012447073
"MESOS-9559","Bug","2019-02-06T21:57:24.000+0000",10,-74.9,12.4889,64.55555555555556,25.9422,26.50666666666666,35.1856,10.745966692414834
"MESOS-9557","Bug","2019-02-06T18:12:33.000+0000",36,55.4413,12.8054,42.82432432432432,10.1223,12.26108108108108,13.1427,11.660254037844387
"MESOS-9555","Bug","2019-02-05T22:26:56.000+0000",264,20.874,20.9552,74.87932525951557,19.3223,35.09478373702422,31.4678,16.27591804735175
"MESOS-9549","Bug","2019-02-01T22:44:58.000+0000",48,31.8983,14.6074,43.925925925925924,13.2819,16.004444444444445,18.0915,13.0
"MESOS-9544","Bug","2019-01-31T02:29:37.000+0000",76,22.8039,15.8859,49.35341365461848,16.9518,30.36706827309238,30.5905,13.0
"MESOS-9542","Bug","2019-01-29T12:09:39.000+0000",214,30.8193,18.7691,59.20350877192982,14.6248,20.04789473684211,20.4975,15.84523257866513
"MESOS-9540","Improvement","2019-01-28T20:09:54.000+0000",155,79.5658,10.8703,39.175824175824175,5.5057,8.79694065934066,11.3541,10.442084075352508
"MESOS-9538","Task","2019-01-25T22:38:25.000+0000",27,-6.915,20.0,73.33333333333334,21.6767,26.069000000000003,23.841,16.41640786499874
"MESOS-9537","Bug","2019-01-25T20:21:43.000+0000",157,78.8576,9.0078,36.31264367816092,5.142,6.783103448275863,9.6421,9.164414002968975
"MESOS-9535","Task","2019-01-23T17:44:21.000+0000",90,31.7617,18.3304,57.78260869565217,14.543,16.384565217391305,15.8028,15.549900398011133
"MESOS-9533","Bug","2019-01-23T01:00:40.000+0000",206,74.5413,25.1667,72.25,16.8364,36.357533333333336,20.7606,13.606601717798213
"MESOS-9532","Bug","2019-01-22T22:21:50.000+0000",37,27.375,17.9333,59.416666666666664,15.4033,32.37125,35.2237,15.24744871391589
"MESOS-9525","Task","2019-01-16T18:17:58.000+0000",38,16.8755,21.5158,72.21052631578948,20.3458,22.731315789473683,14.8755,16.41640786499874
"MESOS-9523","Improvement","2019-01-15T17:21:12.000+0000",87,49.5411,13.5516,36.07692307692308,9.5789,9.034065934065932,11.8601,12.023778112773575
"MESOS-9519","Bug","2019-01-10T23:52:17.000+0000",185,-101.4926,55.1661,156.98305084745763,56.73,93.07216101694914,53.3529,29.551836094703507
"MESOS-9517","Bug","2019-01-09T16:49:01.000+0000",843,-34.011,34.0456,100.52247703631608,32.1343,55.874382261694755,44.7775,24.949139069274516
"MESOS-9510","Improvement","2019-01-07T04:48:06.000+0000",25,69.2333,8.0444,27.51851851851852,5.8385,4.35222222222222,7.4807,8.477225575051662
"MESOS-9508","Bug","2019-01-03T07:50:52.000+0000",1522,-254.2587,134.3385,360.1580086580086,128.4273,168.43823549783548,20.9366,41.01315561749642
"MESOS-9507","Bug","2019-01-02T22:17:22.000+0000",173,43.6008,16.6118,53.89516129032258,12.9538,19.240000000000002,19.2313,14.291589790636214
"MESOS-9506","Bug","2019-01-02T16:30:11.000+0000",44,15.5825,22.166,57.54255319148936,16.9239,17.277234042553197,16.6343,18.0
"MESOS-9505","Bug","2019-01-02T07:03:37.000+0000",304,-280.3812,101.9634,270.03273137697516,107.3936,153.78214446952597,64.6765,50.11687595755899
"MESOS-9504","Improvement","2018-12-31T18:53:19.000+0000",84,9.4447,13.4947,49.526315789473685,16.6621,25.402947368421053,29.3071,12.16515138991168
"MESOS-9502","Bug","2018-12-28T06:17:31.000+0000",289,48.4075,14.8802,53.97672064777328,12.3168,19.018097165991904,18.8771,12.844951849708403
"MESOS-9501","Bug","2018-12-27T01:51:15.000+0000",152,49.6561,14.4423,42.27865961199295,12.0826,17.3547619047619,16.9348,12.486832980505138
"MESOS-9495","Bug","2018-12-20T22:17:38.000+0000",277,-27.058,37.2521,121.83675078864354,36.7213,64.32922712933754,41.5137,21.16590212458495
