"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9"
"TISTUD-8544",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9735225439071655,0.0,0.0
"TISTUD-8835",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9742730855941772,0.0
"TISTUD-8527",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774860143661499,0.0
"TISTUD-5479",False,"train",0.95261549949646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5441",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.7590649724006653,0.0,0.0,0.22091645002365112
"TISTUD-5423",False,"train",0.9924954175949097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8764",False,"train",0.0,0.0,0.0,0.0,0.0,0.2616247534751892,0.0,0.0,0.717295229434967,0.0
"TISTUD-4251",False,"train",0.0,0.0,0.0,0.9526176452636719,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-6742",False,"train",0.0,0.0,0.9763103723526001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7595",False,"train",0.0,0.0,0.3021710515022278,0.0,0.0,0.0,0.693638265132904,0.0,0.0,0.0
"TISTUD-8026",False,"train",0.0,0.0,0.0,0.0,0.9735223650932312,0.0,0.0,0.0,0.0,0.0
"TISTUD-5821",False,"train",0.0,0.0,0.0,0.0,0.4479312002658844,0.0,0.1266687512397766,0.0,0.0,0.40539273619651794
"TISTUD-7867",False,"train",0.0,0.0,0.9833300113677979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-6824",False,"train",0.0,0.0,0.0,0.9571162462234497,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8531",False,"train",0.0,0.0,0.0,0.0,0.0,0.3097268044948578,0.663595974445343,0.0,0.0,0.0
"TISTUD-2948",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.835586428642273,0.12439519912004471,0.0,0.0
"TISTUD-5823",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9857107400894165,0.0,0.0,0.0
"TISTUD-8580",False,"train",0.0,0.1243332177400589,0.6634331941604614,0.0,0.05283071845769882,0.0,0.1558496057987213,0.0,0.0,0.0
"TISTUD-8930",False,"train",0.0,0.0,0.967844545841217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5767",False,"train",0.0,0.0,0.0,0.0,0.11091706901788712,0.0,0.8757423162460327,0.0,0.0,0.0
"TISTUD-8023",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.5693619251251221,0.0,0.41851046681404114,0.0
"TISTUD-3474",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624800086021423
"TISTUD-7122",False,"train",0.0,0.0,0.0,0.0,0.9735209941864014,0.0,0.0,0.0,0.0,0.0
"TISTUD-6443",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399923086166382
"TISTUD-4362",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.4833913743495941,0.0,0.0,0.4438326060771942
"TISTUD-6094",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9769083261489868,0.0,0.0,0.0
"TISTUD-8926",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.4707600772380829,0.0,0.45648738741874695,0.0
"TISTUD-5918",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689578413963318,0.0
"TISTUD-2948",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.835586428642273,0.12439519912004471,0.0,0.0
"TISTUD-5393",False,"train",0.0,0.0,0.0,0.0,0.0,0.36730220913887024,0.0,0.0,0.6131733059883118,0.0
"TISTUD-8960",True,"train",0.0,0.9892781972885132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-4359",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9470452666282654
"TISTUD-9060",False,"train",0.0,0.5139156579971313,0.0,0.0,0.12992005050182343,0.0,0.30101123452186584,0.04783239588141441,0.0,0.0
"TISTUD-5029",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9727100729942322,0.0,0.0,0.0
"TISTUD-5665",False,"train",0.0,0.0,0.0,0.0,0.3113993704319,0.0,0.0,0.0,0.6618993282318115,0.0
"TISTUD-6125",False,"train",0.0,0.0,0.0,0.9742771983146667,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5765",False,"train",0.0,0.0,0.0,0.0,0.9763068556785583,0.0,0.0,0.0,0.0,0.0
"TISTUD-5337",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.97271728515625,0.0,0.0,0.0
"TISTUD-5913",False,"train",0.0,0.0,0.0,0.0,0.0,0.9854809641838074,0.0,0.0,0.0,0.0
"TISTUD-3971",False,"train",0.0,0.0,0.0,0.14463678002357483,0.8311108350753784,0.0,0.0,0.0,0.0,0.0
"TISTUD-6297",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.13704632222652435,0.0,0.8362551331520081,0.0
"TISTUD-7726",False,"train",0.0,0.0,0.0,0.0,0.9549834132194519,0.0,0.0,0.0,0.0,0.0
"TISTUD-8881",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9804282188415527,0.0,0.0,0.0
"TISTUD-8889",False,"train",0.8385053873062134,0.0,0.0,0.16000671684741974,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5076",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9906235933303833,0.0
"TISTUD-6218",False,"train",0.985242486000061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7338",False,"train",0.0,0.0,0.0,0.0,0.9499911665916443,0.0,0.0,0.0,0.0,0.0
"TISTUD-7461",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9861504435539246,0.0,0.0,0.0
"TISTUD-5075",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9906235337257385,0.0
"TISTUD-5693",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9780303239822388,0.0,0.0,0.0
"TISTUD-4361",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957129955291748
"TISTUD-5423",False,"train",0.9924954175949097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-7652",False,"train",0.0,0.0,0.0,0.0,0.0,0.03037196584045887,0.0,0.960321307182312,0.0,0.0
"TISTUD-7132",False,"train",0.0,0.0,0.631905734539032,0.0,0.0,0.0,0.0,0.0,0.3430788815021515,0.0
"TISTUD-7076",False,"train",0.0,0.49958619475364685,0.0,0.0,0.0,0.0,0.0,0.0,0.492237389087677,0.0
"TISTUD-7450",False,"train",0.0,0.0,0.960844099521637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-6273",False,"train",0.0,0.0,0.957133948802948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5423",False,"train",0.9924954175949097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-5557",False,"train",0.1052834764122963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8917293548583984,0.0
"TISTUD-7905",False,"train",0.0,0.0,0.0,0.9399839043617249,0.0,0.0,0.0,0.0,0.0,0.0
"TISTUD-8865",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9437370896339417
