"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9"
"USERGRID-494",True,"train",0.0,0.9666630625724792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-669",False,"train",0.016670703887939453,0.01666995882987976,0.016673794016242027,0.016669750213623047,0.016667939722537994,0.016667913645505905,0.016667481511831284,0.016669195145368576,0.8499742150306702,0.016669027507305145
"USERGRID-29",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9876691102981567,0.0
"USERGRID-707",False,"train",0.0,0.9742822647094727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-713",False,"train",0.012501006945967674,0.012502199970185757,0.01250095758587122,0.012501555494964123,0.012500416487455368,0.012500603683292866,0.8874900937080383,0.01250058226287365,0.012501411139965057,0.012501213699579239
"USERGRID-618",False,"train",0.020002441480755806,0.020005380734801292,0.02000388130545616,0.020007124170660973,0.020004376769065857,0.020002126693725586,0.8199595212936401,0.020003778859972954,0.020004980266094208,0.020006436854600906
"USERGRID-504",False,"train",0.0,0.0,0.0,0.9836347699165344,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-709",False,"train",0.8874942064285278,0.012500453740358353,0.012501748278737068,0.01250047143548727,0.01250078808516264,0.012500517070293427,0.012500454671680927,0.012500464916229248,0.012500490993261337,0.012500452809035778
"USERGRID-726",False,"train",0.9709648489952087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-409",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9785647392272949
"USERGRID-584",True,"train",0.011111902073025703,0.011112715117633343,0.011111942119896412,0.8999909162521362,0.011111983098089695,0.011111603118479252,0.011112011037766933,0.011111702769994736,0.011112318374216557,0.011112903244793415
"USERGRID-461",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98363196849823,0.0,0.0
"USERGRID-1256",False,"train",0.011112082749605179,0.011113888584077358,0.011112323962152004,0.8999907970428467,0.011111763305962086,0.011111763305962086,0.011111769825220108,0.011111963540315628,0.011111763305962086,0.011111941188573837
"USERGRID-1067",False,"train",0.0,0.0,0.0,0.0,0.9709591865539551,0.0,0.0,0.0,0.0,0.0
"USERGRID-567",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9816306829452515,0.0,0.0,0.0
"USERGRID-533",False,"train",0.010000988841056824,0.010007643140852451,0.010004459880292416,0.010003629140555859,0.010002539493143559,0.010000867769122124,0.010002143681049347,0.01000190619379282,0.010002119466662407,0.909973680973053
