"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9"
"DM-4936",False,"train",0.1683289110660553,0.0,0.0,0.08663637191057205,0.0,0.0,0.0,0.4979475140571594,0.22476236522197723,0.0
"DM-5036",False,"train",0.0,0.1457882821559906,0.5099419951438904,0.0,0.3053596615791321,0.0,0.0,0.0,0.0,0.0
"DM-4160",False,"train",0.0,0.0,0.0,0.9884480237960815,0.0,0.0,0.0,0.0,0.0,0.0
"DM-15049",False,"train",0.025185206905007362,0.025187402963638306,0.025185203179717064,0.025185780599713326,0.025189753621816635,0.025185931473970413,0.3672591745853424,0.0251860860735178,0.4312478303909302,0.025187620893120766
"DM-3363",False,"train",0.0,0.6769458055496216,0.0,0.0,0.0,0.0,0.20323657989501953,0.0975339263677597,0.0,0.0
"DM-1130",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9183540940284729,0.0
"DM-627",True,"train",0.016689052805304527,0.016689283773303032,0.016689250245690346,0.016689583659172058,0.016694989055395126,0.01668880321085453,0.8497887849807739,0.016689477488398552,0.016690677031874657,0.016690058633685112
"DM-14636",True,"train",0.0,0.0,0.0,0.6721949577331543,0.16783560812473297,0.0,0.0,0.15190745890140533,0.0,0.0
"DM-7406",False,"train",0.0,0.6624739766120911,0.0,0.0,0.0,0.0,0.0,0.0,0.3184652030467987,0.0
"DM-12030",False,"train",0.0,0.0,0.0,0.0,0.2315458059310913,0.0,0.2883755564689636,0.0,0.24542132019996643,0.22152051329612732
"DM-10780",True,"train",0.0,0.0,0.0,0.0,0.9186099767684937,0.0,0.0,0.0,0.0,0.0
"DM-11027",False,"train",0.0,0.0,0.0,0.0,0.07639284431934357,0.0,0.0,0.0455814003944397,0.6825686097145081,0.1880788803100586
"DM-7417",False,"train",0.012358526699244976,0.012358170002698898,0.01236058957874775,0.012355159968137741,0.8887821435928345,0.012361164204776287,0.01235641073435545,0.012355715967714787,0.012356002815067768,0.012356055900454521
"DM-6352",False,"train",0.0,0.0,0.0,0.9469814300537109,0.0,0.0,0.0,0.0,0.0,0.0
"DM-7180",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299944639205933
"DM-15396",False,"train",0.0,0.2805321216583252,0.0,0.0,0.11735280603170395,0.0,0.1406201273202896,0.0,0.0,0.4516916573047638
"DM-9361",False,"train",0.0,0.0,0.0,0.0,0.5105199813842773,0.0,0.0,0.0,0.0,0.4569999873638153
"DM-11905",False,"train",0.10579863935709,0.0,0.0,0.0,0.1062917485833168,0.0,0.0,0.0413750484585762,0.0,0.7352133393287659
"DM-12618",False,"train",0.183492973446846,0.0,0.0,0.0,0.30083680152893066,0.0,0.25271838903427124,0.0,0.24718458950519562,0.0
"DM-7416",False,"train",0.012203661724925041,0.7306745052337646,0.1717074066400528,0.012201190926134586,0.012201560661196709,0.012205510400235653,0.012201984412968159,0.012200881727039814,0.012201904319226742,0.012201379984617233
"DM-6063",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18540573120117188,0.7861078381538391
"DM-17999",False,"train",0.0,0.0,0.137175515294075,0.3310146629810333,0.0,0.0,0.0,0.0,0.4911056458950043,0.0
"DM-4882",True,"train",0.0,0.0,0.7857673764228821,0.0,0.0,0.0,0.0,0.0,0.0,0.19452160596847534
"DM-9790",False,"train",0.15927381813526154,0.0,0.0,0.0,0.0,0.0,0.6165148019790649,0.0,0.05054815113544464,0.16545076668262482
"DM-8547",False,"train",0.07822005450725555,0.5738644003868103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31525805592536926
"DM-10837",False,"train",0.4756832420825958,0.0,0.0,0.0,0.0,0.0,0.0,0.14471732079982758,0.3430968225002289,0.0
"DM-12475",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688636064529419,0.0
