"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9"
"TIMOB-23772",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9639375805854797,0.0,0.0
"TIMOB-25667",False,"train",0.07915609329938889,0.0,0.0,0.0,0.0,0.0,0.913221001625061,0.0,0.0,0.0
"TIMOB-24325",False,"train",0.0,0.0,0.0,0.0,0.0,0.6508989930152893,0.34109362959861755,0.0,0.0,0.0
"TIMOB-8867",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9306649565696716,0.0
"TIMOB-19414",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833196401596069,0.0,0.0
"TIMOB-25028",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624772071838379,0.0
"TIMOB-19312",False,"train",0.9399337768554688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-15703",False,"train",0.0,0.0,0.0,0.0,0.3597125709056854,0.0,0.6320347189903259,0.0,0.0,0.0
"TIMOB-26424",False,"train",0.0,0.0,0.0,0.0,0.5475844740867615,0.4227752685546875,0.0,0.0,0.0,0.0
"TIMOB-25913",False,"train",0.0,0.0,0.0,0.9941151142120361,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-26027",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890023469924927,0.0,0.0
"TIMOB-26565",False,"train",0.0,0.0,0.0,0.0,0.2583719491958618,0.0,0.0,0.12379426509141922,0.6140027642250061,0.0
"TIMOB-26152",False,"train",0.7842960357666016,0.0,0.0,0.0,0.0,0.0,0.20650216937065125,0.0,0.0,0.0
"TIMOB-20413",False,"train",0.0,0.0,0.9678438901901245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-18678",True,"train",0.0,0.0,0.0,0.0,0.0,0.9678250551223755,0.0,0.0,0.0,0.0
"TIMOB-18942",False,"train",0.0,0.9356644749641418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-18453",False,"train",0.016687186434864998,0.016689008101820946,0.01668625883758068,0.016690926626324654,0.016688147559762,0.016688402742147446,0.8498052954673767,0.016688406467437744,0.01668962463736534,0.01668674685060978
"TIMOB-23768",False,"train",0.0,0.9918856024742126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-25028",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624772071838379,0.0
