"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9"
"XD-472",False,"train",0.0,0.0,0.0,0.0,0.0,0.6225879788398743,0.0,0.3454001843929291,0.0,0.0
"XD-3303",False,"train",0.014295377768576145,0.014296194538474083,0.014295704662799835,0.014294634573161602,0.3153265118598938,0.5702957510948181,0.014299146831035614,0.014302011579275131,0.014298705384135246,0.014295954257249832
"XD-3370",True,"train",0.0,0.0,0.0,0.0,0.9624826908111572,0.0,0.0,0.0,0.0,0.0
"XD-789",False,"train",0.02006269432604313,0.020065074786543846,0.02006375417113304,0.02006269060075283,0.02006407082080841,0.020062725991010666,0.8194224238395691,0.020062921568751335,0.020069818943738937,0.020063837990164757
"XD-2029",False,"train",0.0,0.0,0.0,0.0,0.0,0.37422657012939453,0.0,0.0,0.0,0.5854912400245667
"XD-774",True,"train",0.0,0.0,0.0,0.0,0.0,0.9585307240486145,0.0,0.0,0.0,0.0
"XD-1892",False,"train",0.020001079887151718,0.020001593977212906,0.020002134144306183,0.020002150908112526,0.020001791417598724,0.6181079745292664,0.020001759752631187,0.020002778619527817,0.020003002136945724,0.22187577188014984
"XD-3462",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.3038673996925354,0.0,0.0,0.6611970067024231
"XD-1029",False,"train",0.016719317063689232,0.016720440238714218,0.016717474907636642,0.016720609739422798,0.016716713085770607,0.2811201512813568,0.016718383878469467,0.01671907864511013,0.5851296782493591,0.016718100756406784
"XD-2887",False,"train",0.0,0.0,0.0,0.6983872652053833,0.0,0.0,0.0,0.0,0.0,0.26149269938468933
"XD-2706",False,"train",0.0,0.0,0.0,0.46033355593681335,0.5205824971199036,0.0,0.0,0.0,0.0,0.0
"XD-352",False,"train",0.0201730839908123,0.020173579454421997,0.593559741973877,0.02017260156571865,0.02017481066286564,0.02017812244594097,0.020174464210867882,0.24504278600215912,0.020172705873847008,0.02017804980278015
"XD-72",False,"train",0.011115068569779396,0.011116330511868,0.011116361245512962,0.011117542162537575,0.011117168702185154,0.8999513983726501,0.01111555751413107,0.011116266250610352,0.01111828163266182,0.01111604180186987
"XD-1194",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9812428951263428,0.0,0.0,0.0
"XD-1072",False,"train",0.829948902130127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13192932307720184
"XD-1452",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4942871332168579,0.0,0.5011225342750549
"XD-3115",False,"train",0.011159786954522133,0.011148761957883835,0.011152946390211582,0.011150489561259747,0.011149869300425053,0.01114989910274744,0.8996378183364868,0.011151943355798721,0.011149651370942593,0.011148779653012753
"XD-553",False,"train",0.0,0.20965439081192017,0.0,0.5695657134056091,0.0,0.19273699820041656,0.0,0.0,0.0,0.0
"XD-1600",False,"train",0.0,0.0,0.0,0.0,0.2571069896221161,0.7275003790855408,0.0,0.0,0.0,0.0
"XD-59",False,"train",0.0,0.5530214309692383,0.0,0.3998558819293976,0.0,0.0,0.0,0.0,0.0,0.0
"XD-632",False,"train",0.0,0.45354530215263367,0.0,0.51441490650177,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1974",False,"train",0.0,0.0,0.0,0.0,0.8878597617149353,0.0,0.0,0.0,0.08246972411870956,0.0
"XD-3300",False,"train",0.0,0.0,0.0,0.24570658802986145,0.0,0.7375282645225525,0.0,0.0,0.0,0.0
"XD-2766",False,"train",0.020009154453873634,0.020006712526082993,0.020006351172924042,0.02000676468014717,0.02001083269715309,0.020005859434604645,0.8199320435523987,0.02000596560537815,0.020008152350783348,0.02000819332897663
"XD-1173",False,"train",0.4508648216724396,0.0,0.0,0.0,0.0,0.0,0.4339284896850586,0.0,0.0,0.10685082525014877
"XD-72",False,"train",0.011115068569779396,0.011116330511868,0.011116361245512962,0.011117542162537575,0.011117168702185154,0.8999513983726501,0.01111555751413107,0.011116266250610352,0.01111828163266182,0.01111604180186987
"XD-567",False,"train",0.020040666684508324,0.020038500428199768,0.020032012835144997,0.020034974440932274,0.4124782979488373,0.42723822593688965,0.020031901076436043,0.020035311579704285,0.02003752812743187,0.02003253623843193
"XD-1510",True,"train",0.0,0.43265485763549805,0.0,0.0,0.0,0.5430282950401306,0.0,0.0,0.0,0.0
"XD-127",False,"train",0.0,0.2307162880897522,0.0,0.3243623971939087,0.0,0.25058576464653015,0.0,0.0,0.0,0.16425545513629913
"XD-582",False,"train",0.0,0.0,0.0,0.5823261737823486,0.0,0.0,0.0,0.0,0.0,0.3971383273601532
"XD-1645",False,"train",0.0,0.0,0.7822542190551758,0.07737874239683151,0.0,0.0,0.0,0.0,0.0,0.11914055794477463
"XD-3072",False,"train",0.0,0.0,0.0,0.0,0.20000475645065308,0.0,0.0,0.7528836131095886,0.0,0.0
"XD-473",False,"train",0.0,0.3571130335330963,0.0,0.0,0.0,0.6047464609146118,0.0,0.0,0.0,0.0
"XD-1273",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709351062774658
"XD-332",True,"train",0.020008539780974388,0.020007343962788582,0.8199251294136047,0.020007308572530746,0.020008837804198265,0.020007561892271042,0.020008156076073647,0.020008394494652748,0.020008109509944916,0.020010611042380333
"XD-1513",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.17104321718215942,0.0,0.0,0.7941452264785767
"XD-2322",False,"train",0.0,0.1506621390581131,0.259683221578598,0.1213054284453392,0.0,0.0,0.0,0.4349205791950226,0.0,0.0
"XD-2651",True,"train",0.0,0.5319874286651611,0.41067904233932495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-2103",False,"train",0.5571571588516235,0.0,0.0,0.0,0.0,0.3894416391849518,0.0,0.0,0.0,0.0
"XD-3419",False,"train",0.0,0.0,0.0,0.0,0.0,0.952557384967804,0.0,0.0,0.0,0.0
"XD-1102",False,"train",0.0,0.0,0.45402684807777405,0.0,0.0,0.5038267374038696,0.0,0.0,0.0,0.0
"XD-1666",False,"train",0.01667417772114277,0.016671963036060333,0.8499319553375244,0.016672328114509583,0.016673538833856583,0.01667766459286213,0.016674650833010674,0.016673943027853966,0.01667802222073078,0.01667177304625511
"XD-717",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973925948143005
"XD-1173",False,"train",0.4508648216724396,0.0,0.0,0.0,0.0,0.0,0.4339284896850586,0.0,0.0,0.10685082525014877
