"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12"
"TIMOB-26577",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9560193419456482,0.0,0.0,0.0,0.0,0.0
"TIMOB-18761",False,"train",0.012844778597354889,0.012844666838645935,0.503264844417572,0.3554430603981018,0.012844758108258247,0.012844683602452278,0.012844731099903584,0.012844818644225597,0.01284470409154892,0.012844773009419441,0.012844756245613098,0.012844739481806755,0.012844676151871681
"TIMOB-23305",False,"train",0.3027336001396179,0.49416816234588623,0.0,0.0,0.19194242358207703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-18740",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711499214172363
"TIMOB-23389",False,"train",0.4110866189002991,0.0,0.44320976734161377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1369589865207672,0.0
"TIMOB-26179",False,"train",0.14899492263793945,0.0,0.0,0.7842012643814087,0.0,0.0,0.05991990119218826,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-18543",False,"train",0.0,0.0,0.0,0.0,0.0,0.979015588760376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-23214",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6457173824310303,0.3139687776565552,0.0,0.0,0.0,0.0
"TIMOB-24451",False,"train",0.9838005900382996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-17912",False,"train",0.015390670858323574,0.01539063360542059,0.015390804037451744,0.015390598215162754,0.015390745364129543,0.015390635468065739,0.015390651300549507,0.01539065781980753,0.015390650369226933,0.815311849117279,0.01539083942770958,0.015390675514936447,0.01539062149822712
"TIMOB-26888",False,"train",0.0,0.0,0.0,0.0,0.0,0.9598395228385925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-25753",False,"train",0.0,0.0,0.0,0.0,0.14446745812892914,0.0,0.0,0.0,0.0,0.0,0.8487612009048462,0.0,0.0
"TIMOB-24851",True,"train",0.1195945218205452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6729457378387451,0.19034895300865173
"TIMOB-24128",False,"train",0.0,0.0,0.0,0.0,0.0,0.9803570508956909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-19700",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9702109694480896,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-19588",False,"train",0.0,0.0,0.0,0.0,0.0,0.5484989881515503,0.0,0.3808949291706085,0.0,0.0,0.0,0.0,0.0
"TIMOB-23143",False,"train",0.0,0.0,0.0,0.30801209807395935,0.0,0.0,0.0,0.6551892757415771,0.0,0.0,0.0,0.0,0.0
"TIMOB-20163",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9785189628601074,0.0,0.0,0.0,0.0
"TIMOB-24245",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702173471450806,0.0
"TIMOB-26403",False,"train",0.0,0.0,0.9974735975265503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-23159",False,"train",0.0,0.0,0.9538224935531616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-24102",False,"train",0.0,0.06252893060445786,0.0,0.0,0.0,0.41442543268203735,0.0,0.0,0.0,0.0,0.5134186148643494,0.0,0.0
"TIMOB-19682",False,"train",0.0,0.0,0.9630609154701233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-24102",False,"train",0.0,0.06252893060445786,0.0,0.0,0.0,0.41442543268203735,0.0,0.0,0.0,0.0,0.5134186148643494,0.0,0.0
"TIMOB-24806",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9681568145751953,0.0,0.0,0.0,0.0
"TIMOB-23940",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9763218760490417,0.0,0.0,0.0,0.0,0.0
"TIMOB-24138",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9908207654953003,0.0
"TIMOB-17909",False,"train",0.012826339341700077,0.012826238758862019,0.01282626111060381,0.012826303951442242,0.012826332822442055,0.012826298363506794,0.012826262041926384,0.012826311402022839,0.012826299294829369,0.8460843563079834,0.012826340273022652,0.01282638218253851,0.012826254591345787
"TIMOB-25756",False,"train",0.11031655967235565,0.0,0.0,0.0,0.0,0.0,0.0,0.8842117786407471,0.0,0.0,0.0,0.0,0.0
"TIMOB-24138",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9908207654953003,0.0
"TIMOB-19820",True,"train",0.10729030519723892,0.0,0.0,0.0,0.0,0.0,0.8866901397705078,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-24647",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9846131801605225,0.0
"TIMOB-26106",False,"train",0.0,0.9538156390190125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-25471",False,"train",0.0,0.0,0.0,0.0,0.997607409954071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-24441",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9580241441726685,0.0,0.0,0.0,0.0
"TIMOB-20589",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9580184817314148,0.0,0.0,0.0,0.0
"TIMOB-18326",False,"train",0.2972940504550934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6922551393508911,0.0
"TIMOB-23775",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.897404670715332,0.0,0.0,0.0,0.0,0.0
"TIMOB-23165",False,"train",0.0,0.0,0.0,0.8891843557357788,0.0,0.0,0.0,0.0,0.0,0.10707978904247284,0.0,0.0,0.0
"TIMOB-24177",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9867480993270874,0.010018093511462212,0.0,0.0,0.0
"TIMOB-23920",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9560084342956543,0.0,0.0,0.0,0.0
"TIMOB-24792",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417974829673767,0.34334927797317505,0.0
"TIMOB-20257",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992841899394989,0.0,0.0,0.0,0.0,0.0
"TIMOB-26534",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9878514409065247,0.0,0.0,0.0,0.0,0.0
"TIMOB-24926",False,"train",0.35041263699531555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3567288815975189,0.0,0.27805760502815247,0.0
"TIMOB-25542",False,"train",0.0,0.0,0.0,0.0,0.9914494156837463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-25086",True,"train",0.0,0.0,0.0,0.6295910477638245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35072654485702515,0.0
"TIMOB-25610",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9923640489578247,0.0
"TIMOB-26028",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9825776219367981,0.0,0.0,0.0,0.0
"TIMOB-26884",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90765780210495
"TIMOB-17997",False,"train",0.0,0.0,0.12778668105602264,0.0,0.0,0.0,0.0,0.0,0.0,0.867913544178009,0.0,0.0,0.0
"TIMOB-23774",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9853438138961792,0.0
"TIMOB-18732",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9486865401268005,0.0,0.0,0.0,0.0
"TIMOB-25537",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9871687293052673,0.0
"TIMOB-26213",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259927600622177,0.0,0.0,0.0,0.8685775995254517,0.0
"TIMOB-25252",False,"train",0.04107761010527611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6288164258003235,0.0,0.0,0.3211587369441986,0.0
"TIMOB-4609",False,"train",0.0,0.0,0.4948444366455078,0.0,0.0,0.4581218361854553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-26636",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8565035462379456,0.0,0.0,0.0,0.1322091966867447,0.0
"TIMOB-23693",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919717311859131,0.0
"TIMOB-24470",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.341530442237854,0.0,0.0,0.0,0.0,0.5243643522262573,0.12148772180080414
"TIMOB-19648",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9943699836730957,0.0,0.0
"TIMOB-25253",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588319063186646,0.0,0.0,0.0,0.03206617757678032,0.0
"TIMOB-23557",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9855688214302063,0.0,0.0,0.0,0.0,0.0
"TIMOB-24210",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615239500999451,0.0,0.0,0.0,0.0,0.0
"TIMOB-23479",True,"train",0.0,0.0,0.0,0.0,0.5071532130241394,0.0,0.0,0.0,0.4842106103897095,0.0,0.0,0.0,0.0
"TIMOB-26510",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866172075271606,0.0,0.0,0.0
"TIMOB-18864",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357934832572937,0.0,0.0,0.0,0.0,0.5574204921722412
"TIMOB-19385",False,"train",0.0,0.0,0.0,0.0,0.9615322947502136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-19084",False,"train",0.2231101393699646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7533681988716125
"TIMOB-25621",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9670280814170837
"TIMOB-26172",False,"train",0.03353900462388992,0.0,0.6176228523254395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34587571024894714,0.0
"TIMOB-19717",False,"train",0.0,0.0,0.0,0.9422910213470459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TIMOB-26137",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9657884836196899,0.0
