"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12"
"XD-472",False,"train",0.0,0.0,0.0,0.0,0.0,0.11172500252723694,0.0,0.0,0.0,0.0,0.8537224531173706,0.0,0.0
"XD-3303",False,"train",0.010991726070642471,0.010991839691996574,0.010991768911480904,0.010991733521223068,0.010991762392222881,0.010991755872964859,0.010991751216351986,0.010991797782480717,0.010991808027029037,0.010992181487381458,0.28930962085723877,0.5897805690765381,0.010991730727255344
"XD-3370",True,"train",0.0,0.0,0.0,0.0,0.0,0.961529552936554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-789",False,"train",0.015418903902173042,0.015419581905007362,0.015419268980622292,0.8149677515029907,0.015420187264680862,0.01541884895414114,0.015419252216815948,0.015418983064591885,0.015419180504977703,0.015419069677591324,0.015419608913362026,0.015420001931488514,0.015419301576912403
"XD-2029",False,"train",0.0,0.0,0.0,0.0,0.0,0.7433521151542664,0.0,0.0,0.0,0.06385313719511032,0.15416701138019562,0.0,0.0
"XD-774",True,"train",0.8152919411659241,0.0,0.0,0.0,0.0,0.14537326991558075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1892",False,"train",0.015385392121970654,0.015384900383651257,0.015384920872747898,0.015384864062070847,0.015384851023554802,0.015384911559522152,0.015384895727038383,0.015384937636554241,0.01538485661149025,0.01538486871868372,0.015384901314973831,0.8153804540634155,0.01538524404168129
"XD-3462",False,"train",0.0,0.9597333669662476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1029",False,"train",0.012890182435512543,0.01289045624434948,0.012890053912997246,0.012890144251286983,0.012890438549220562,0.01289024855941534,0.012890134006738663,0.012890084646642208,0.012890123762190342,0.8453161716461182,0.012891864404082298,0.012890110723674297,0.012890027835965157
"XD-2887",False,"train",0.0,0.0,0.0,0.0,0.36918196082115173,0.0,0.0,0.0,0.0,0.5884465575218201,0.0,0.0,0.0
"XD-2706",False,"train",0.0,0.662385880947113,0.0,0.0,0.0,0.0,0.0,0.08962292969226837,0.22962117195129395,0.0,0.0,0.0,0.0
"XD-352",False,"train",0.015457035973668098,0.8145166635513306,0.0154569698497653,0.015456910245120525,0.015456881374120712,0.015456929802894592,0.015456890687346458,0.01545687671750784,0.015456929802894592,0.015456964261829853,0.01545702200382948,0.015456920489668846,0.015457023866474628
"XD-72",False,"train",0.0,0.897422730922699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1194",False,"train",0.0,0.0,0.0,0.9807653427124023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1072",False,"train",0.0,0.12678542733192444,0.0,0.0,0.0,0.8328966498374939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1452",False,"train",0.0,0.10680606216192245,0.11513354629278183,0.0,0.7734410166740417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-3115",False,"train",0.0,0.27776241302490234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6278901696205139
"XD-553",False,"train",0.0,0.0,0.0,0.9630657434463501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-1600",False,"train",0.7786110043525696,0.0,0.0,0.0,0.0,0.16196884214878082,0.0,0.0,0.0,0.04462265968322754,0.0,0.0,0.0
"XD-59",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9456622004508972,0.0
"XD-632",False,"train",0.0,0.3762105107307434,0.42045342922210693,0.06220604106783867,0.0,0.0,0.0,0.0,0.0,0.11337346583604813,0.0,0.0,0.0
"XD-1974",False,"train",0.09559614956378937,0.0506725087761879,0.0,0.8251993656158447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-3300",False,"train",0.23795408010482788,0.0,0.5587455034255981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18726088106632233
"XD-2766",False,"train",0.015389966778457165,0.01539010088890791,0.015390031971037388,0.015389873646199703,0.4012795388698578,0.42943084239959717,0.015389948152005672,0.01538991741836071,0.015389910899102688,0.015389984473586082,0.015389940701425076,0.015389996580779552,0.015389924868941307
"XD-1173",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890044927597046,0.0,0.0,0.0,0.0
"XD-72",False,"train",0.0,0.897422730922699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"XD-567",False,"train",0.015455745160579681,0.015455883927643299,0.015455920249223709,0.015455731190741062,0.01545613445341587,0.015455905348062515,0.25467583537101746,0.5753096342086792,0.015455749817192554,0.015455725602805614,0.015455806627869606,0.015455915592610836,0.01545601338148117
"XD-1510",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9719666838645935,0.0,0.0,0.0,0.0,0.0
