"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12"
"MULE-13118",False,"train",0.07006795704364777,0.6025630831718445,0.0,0.0,0.0,0.29886767268180847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-11574",False,"train",0.0,0.0,0.01831016317009926,0.015135715715587139,0.024896183982491493,0.0,0.0,0.0,0.0,0.0,0.4943714737892151,0.0,0.44254693388938904
"MULE-8257",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9486813545227051,0.0,0.0,0.0
"MULE-16082",False,"train",0.6561388969421387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32461729645729065,0.0,0.0,0.0,0.0
"MULE-10121",False,"train",0.6212505102157593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31823351979255676,0.0
"MULE-11228",False,"train",0.508784294128418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4206888973712921,0.0,0.0,0.0
"MULE-15361",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933934211730957,0.0
"MULE-15743",False,"train",0.17942193150520325,0.0,0.0,0.0,0.0,0.7134320139884949,0.0,0.0,0.0,0.0,0.0,0.0,0.08148382604122162
"MULE-14864",False,"train",0.0,0.0,0.0,0.0,0.45426979660987854,0.0,0.0,0.0,0.0,0.5104612112045288,0.0,0.0,0.0
"MULE-9035",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45837992429733276,0.0,0.49917688965797424,0.0
"MULE-7362",False,"train",0.0,0.0,0.15966224670410156,0.0,0.0,0.0,0.0,0.0,0.0,0.8138917088508606,0.0,0.0,0.0
"MULE-13405",False,"train",0.0,0.0,0.05857187509536743,0.0,0.0,0.0,0.0,0.40150511264801025,0.0,0.5103457570075989,0.0,0.0,0.0
"MULE-10131",False,"train",0.9160777926445007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-6760",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9289700388908386
"MULE-8485",False,"train",0.0,0.0,0.0,0.0,0.0,0.9538142681121826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-10771",False,"train",0.0,0.0,0.9057936668395996,0.0,0.05738131329417229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-12945",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8974246978759766,0.0,0.0,0.0,0.0
"MULE-10733",False,"train",0.0,0.0,0.0,0.0,0.0,0.3548920750617981,0.0,0.0,0.1700078547000885,0.0,0.0,0.4697270393371582,0.0
"MULE-7428",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382543683052063,0.0,0.5945155620574951,0.0
"MULE-11739",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45847153663635254,0.0,0.5192338824272156,0.0
"MULE-14907",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49276843667030334,0.0,0.0,0.4505830407142639,0.0
"MULE-11018",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9456868171691895,0.0,0.0,0.0,0.0,0.0
"MULE-13660",False,"train",0.9422603845596313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-9519",False,"train",0.18765918910503387,0.0,0.0,0.7625560760498047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-16575",False,"train",0.0,0.0,0.2808966338634491,0.0,0.0,0.14118033647537231,0.4455972909927368,0.0,0.0,0.0,0.0,0.0,0.09589369595050812
"MULE-14959",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6614018082618713,0.0,0.3209708333015442,0.0
"MULE-8448",False,"train",0.0,0.0,0.6453844904899597,0.21303455531597137,0.0,0.0,0.0,0.10808289796113968,0.0,0.0,0.0,0.0,0.0
"MULE-10424",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8846378326416016,0.0,0.0,0.0
"MULE-7439",False,"train",0.0,0.0,0.0,0.0,0.0,0.09290511161088943,0.0,0.0,0.0,0.7637414336204529,0.0,0.09528099000453949,0.0
"MULE-7057",True,"train",0.0,0.0,0.0,0.0,0.0,0.11861224472522736,0.0,0.0706278532743454,0.0,0.6801466345787048,0.0,0.10897248238325119,0.0
"MULE-11612",False,"train",0.2472676783800125,0.0,0.0,0.7292302250862122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
