"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11"
"USERGRID-1073",False,"train",0.020835956558585167,0.020836425945162773,0.02083510160446167,0.02083510160446167,0.020838739350438118,0.02083510160446167,0.020835578441619873,0.02083510160446167,0.02083510160446167,0.020836155861616135,0.02083510160446167,0.7708065509796143
"USERGRID-502",False,"train",0.8690428137779236,0.011905192397534847,0.011905171908438206,0.011905323714017868,0.011905141174793243,0.011905184015631676,0.011905218474566936,0.011905181221663952,0.011905370280146599,0.011905095539987087,0.011905122548341751,0.011905137449502945
"USERGRID-779",False,"train",0.013889830559492111,0.013890020549297333,0.013889990746974945,0.013890418224036694,0.01389001589268446,0.013889762572944164,0.013889724388718605,0.013889907859265804,0.013889974914491177,0.013889700174331665,0.8472110033035278,0.01388969924300909
"USERGRID-702",False,"train",0.0,0.0,0.9954617619514465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-889",False,"train",0.0,0.0,0.0,0.8981415033340454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-443",False,"train",0.0,0.0,0.0,0.0,0.9583318829536438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-572",False,"train",0.9517526030540466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-1058",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9460741281509399,0.0,0.0,0.0,0.0
"USERGRID-578",False,"train",0.01666935905814171,0.6164188385009766,0.016668735072016716,0.016668664291501045,0.016668708994984627,0.016668662428855896,0.016669465228915215,0.016668662428855896,0.21689288318157196,0.016668662428855896,0.016668662428855896,0.016668664291501045
"USERGRID-744",False,"train",0.027779286727309227,0.027779286727309227,0.027779286727309227,0.027779286727309227,0.027779286727309227,0.027779286727309227,0.027779681608080864,0.027779286727309227,0.027779286727309227,0.027779286727309227,0.027779286727309227,0.6944274306297302
"USERGRID-1005",False,"train",0.013889756053686142,0.01388989295810461,0.013890097849071026,0.013889707624912262,0.013889964669942856,0.01388977374881506,0.013890116475522518,0.01389013510197401,0.013889838941395283,0.013889703899621964,0.8472110629081726,0.013889972120523453
"USERGRID-1068",False,"train",0.0,0.0,0.0,0.0,0.9918152689933777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-1016",False,"train",0.0,0.0,0.986518383026123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-890",False,"train",0.0,0.0,0.0,0.0,0.9083293080329895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-509",True,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9823708534240723,0.0,0.0,0.0,0.0,0.0
"USERGRID-860",False,"train",0.9236080050468445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-892",False,"train",0.0,0.0,0.0,0.9083269834518433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-474",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583316445350647,0.0,0.0,0.0,0.0
"USERGRID-1203",False,"train",0.010417747311294079,0.01041780598461628,0.010417812503874302,0.010417846962809563,0.010417887941002846,0.010417893528938293,0.01041864138096571,0.010417962446808815,0.8854026198387146,0.010417677462100983,0.010417789220809937,0.010418255813419819
"USERGRID-1267",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9745356440544128,0.0
"USERGRID-851",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.9758749604225159,0.0,0.0,0.0,0.0,0.0
"USERGRID-409",True,"train",0.0,0.0,0.0,0.0,0.0,0.9781732559204102,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-29",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9874424338340759
"USERGRID-29",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9874424338340759
"USERGRID-1073",False,"train",0.020835956558585167,0.020836425945162773,0.02083510160446167,0.02083510160446167,0.020838739350438118,0.02083510160446167,0.020835578441619873,0.02083510160446167,0.02083510160446167,0.020836155861616135,0.02083510160446167,0.7708065509796143
"USERGRID-533",False,"train",0.15964633226394653,0.0,0.0,0.0,0.3100379705429077,0.0,0.0,0.0,0.0,0.45530837774276733,0.0,0.0
"USERGRID-882",False,"train",0.01389048621058464,0.013890872709453106,0.013890659436583519,0.013890892267227173,0.013890650123357773,0.01389157585799694,0.8472023010253906,0.013890380039811134,0.01389093603938818,0.013890429399907589,0.013890400528907776,0.013890440575778484
"USERGRID-1071",False,"train",0.01666732132434845,0.8166579008102417,0.016667451709508896,0.016667893156409264,0.016667833551764488,0.016667170450091362,0.01666739396750927,0.016667257994413376,0.016667373478412628,0.016667895019054413,0.016667181625962257,0.016667282208800316
"USERGRID-714",False,"train",0.010417095385491848,0.01041702926158905,0.010417061857879162,0.010417056269943714,0.8854120969772339,0.010417046956717968,0.010417073033750057,0.010417088866233826,0.01041702926158905,0.01041702926158905,0.010417046956717968,0.010417347773909569
"USERGRID-1079",False,"train",0.0,0.9869043827056885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-1013",False,"train",0.01041753962635994,0.010417644865810871,0.01041753962635994,0.01041753962635994,0.010417871177196503,0.010417597368359566,0.010417555458843708,0.010418017394840717,0.01041753962635994,0.8854058980941772,0.010417626239359379,0.01041762251406908
"USERGRID-1091",False,"train",0.0,0.0,0.9563470482826233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-418",False,"train",0.0,0.0,0.0,0.9601423740386963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-461",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833328127861023,0.0,0.0,0.0
"USERGRID-567",False,"train",0.0,0.7417488098144531,0.0,0.24124093353748322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"USERGRID-416",False,"train",0.02083432488143444,0.7708213329315186,0.020834244787693024,0.020834678784012794,0.020834345370531082,0.020834386348724365,0.020834265276789665,0.020834892988204956,0.020834600552916527,0.0208341795951128,0.02083430252969265,0.02083444595336914
