"issue_key","sp_change","type","t0","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11"
"MULE-13118",False,"train",0.0,0.18190792202949524,0.6878092885017395,0.0,0.10249412059783936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-11574",False,"train",0.0,0.0,0.016040077432990074,0.0,0.7728679776191711,0.0,0.0,0.06549429893493652,0.010236291214823723,0.09729404002428055,0.0,0.03453352302312851
"MULE-8257",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9490455985069275,0.0,0.0,0.0
"MULE-16082",False,"train",0.3510197103023529,0.0,0.0,0.0,0.5533599853515625,0.0,0.0,0.0,0.0,0.0,0.0,0.07856795936822891
"MULE-10121",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9344441294670105,0.0,0.0
"MULE-11228",False,"train",0.0,0.0,0.0,0.4100137948989868,0.0,0.0,0.5205298662185669,0.0,0.0,0.0,0.0,0.0
"MULE-15361",False,"train",0.0,0.0,0.30014029145240784,0.0,0.0,0.6401546597480774,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-15743",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.09598810225725174,0.0,0.0,0.0,0.8762050867080688,0.0
"MULE-14864",False,"train",0.04442644864320755,0.0,0.0,0.8267407417297363,0.0,0.0,0.09755395352840424,0.0,0.0,0.0,0.0,0.0
"MULE-9035",False,"train",0.5818356275558472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376400887966156,0.0,0.0,0.0
"MULE-7362",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9713473320007324,0.0,0.0,0.0,0.0
"MULE-13405",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7429981231689453,0.2253420203924179
"MULE-10131",False,"train",0.0,0.7517005801200867,0.0,0.0,0.0,0.0,0.17253699898719788,0.0,0.0,0.0,0.0,0.0
"MULE-6760",False,"train",0.0,0.0,0.0,0.9294073581695557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-8485",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8973938822746277,0.060890473425388336,0.0,0.0,0.0
"MULE-10771",False,"train",0.9601351022720337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-12945",False,"train",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898138701915741,0.0,0.0,0.0
"MULE-10733",False,"train",0.0,0.06079734116792679,0.5720996856689453,0.23641276359558105,0.0,0.0,0.0,0.0,0.0,0.09961313754320145,0.0,0.02704431489109993
"MULE-7428",False,"train",0.0,0.15189243853092194,0.0,0.0,0.0,0.5597350001335144,0.0,0.0,0.2680884599685669,0.0,0.0,0.0
"MULE-11739",False,"train",0.0,0.0,0.0,0.0,0.0,0.9758675694465637,0.0,0.0,0.0,0.0,0.0,0.0
"MULE-14907",False,"train",0.0,0.0,0.0,0.0,0.0,0.17582185566425323,0.0,0.0,0.7683024406433105,0.0,0.0,0.0
