"issue_key","issuetype","created","reporter","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate"
"DURACLOUD-1147","Bug","2017-09-20T18:29:49.000-0500","dchandekstark","dchandekstark",0,0,1.0,0,0,1.0,38,0,0.8974358974358975
"DURACLOUD-1119","Bug","2017-06-28T14:24:53.000-0500","bbranan","bbranan",136,0,0.7226277372262774,136,0,0.7226277372262774,0,0,0
"DURACLOUD-952","Story","2015-11-04T17:44:59.000-0600","bbranan","bbranan",134,1,0.7226277372262774,134,1,0.7226277372262774,37,0,0.8974358974358975
"DURACLOUD-941","Story","2015-09-16T14:11:47.000-0500","bbranan","bbranan",133,1,0.7226277372262774,133,1,0.7226277372262774,4,0,0.8
"DURACLOUD-923","Story","2015-06-23T10:15:43.000-0500","bbranan","bbranan",132,0,0.7226277372262774,132,0,0.7226277372262774,0,0,0
"DURACLOUD-886","Story","2014-09-24T15:30:29.000-0500","bbranan","bbranan",131,0,0.7226277372262774,131,0,0.7226277372262774,0,0,0
"DURACLOUD-877","Story","2014-05-16T13:30:43.000-0500","bbranan","bbranan",130,0,0.7226277372262774,130,0,0.7226277372262774,3,0,0.8
"DURACLOUD-838","New Feature","2013-07-30T22:32:25.000-0500","dbernstein","dbernstein",27,0,0.9285714285714286,27,0,0.9285714285714286,0,0,0
"DURACLOUD-832","Bug","2013-06-27T15:09:00.000-0500","paulsson","paulsson",0,0,1.0,0,0,1.0,0,0,1.0
"DURACLOUD-828","Improvement","2013-06-04T21:06:22.000-0500","bbranan","bbranan",127,8,0.7226277372262774,127,8,0.7226277372262774,0,0,0
"DURACLOUD-825","Bug","2013-05-29T22:34:23.000-0500","bbranan","bbranan",125,7,0.7226277372262774,125,7,0.7226277372262774,0,0,0
"DURACLOUD-824","Improvement","2013-05-28T14:52:31.000-0500","bbranan","bbranan",124,7,0.7226277372262774,124,7,0.7226277372262774,0,0,0
"DURACLOUD-813","Improvement","2013-05-23T22:46:42.000-0500","bbranan","bbranan",122,5,0.7226277372262774,122,5,0.7226277372262774,0,0,0
"DURACLOUD-809","Bug","2013-04-26T00:41:10.000-0500","dbernstein","dbernstein",26,1,0.9285714285714286,26,1,0.9285714285714286,0,0,0
"DURACLOUD-806","Bug","2013-04-23T14:41:58.000-0500","bbranan","bbranan",121,9,0.7226277372262774,121,9,0.7226277372262774,0,0,0
"DURACLOUD-804","Improvement","2013-04-15T21:46:49.000-0500","bbranan","bbranan",120,8,0.7226277372262774,120,8,0.7226277372262774,0,0,0
"DURACLOUD-778","New Feature","2013-02-05T16:49:04.000-0600","bbranan","bbranan",115,6,0.7226277372262774,115,6,0.7226277372262774,36,0,0.8974358974358975
"DURACLOUD-775","New Feature","2013-01-30T17:21:09.000-0600","bbranan","bbranan",113,4,0.7226277372262774,113,4,0.7226277372262774,0,0,0
"DURACLOUD-768","Bug","2013-01-14T22:21:09.000-0600","bbranan","bbranan",111,2,0.7226277372262774,111,2,0.7226277372262774,0,0,0
